0 96.20863 105.1512 101.7902 173.1475 112.4342 126.1267 110.0367 100.3112 109.6924 117.7842 92.75788 94.12793 96.0554 201.7128 243.0454 247.6451 211.0031 210.6919 271.0162 248.7211 270.4478 218.6536 285.4953 236.9219 243.2316 240.0758 237.606 268.7036 224.8187 229.1377 236.7046 290.0132 282.985 287.7473 243.623 290.5094 286.868 294.2285 287.1592 322.7339 294.087 301.436 294.9178 297.2708 291.5135 293.6775 296.6974 294.3344 301.1005 332.9039 303.0168 303.5363 298.107 304.5335 308.4155
96.20863 0 10.8153 7.610683 84.18851 19.69354 34.87803 14.17939 8.36508 14.58283 21.59798 81.90881 68.7556 66.90713 106.087 146.8416 151.4642 122.1324 123.43 174.8617 153.6596 174.4361 133.3089 189.4689 147.7089 152.7062 150.9604 153.3322 176.3208 164.3627 169.1026 175.6516 196.6965 190.6357 194.7926 179.092 197.6121 194.514 200.8423 195.1031 227.4665 201.4272 208.0394 202.7072 204.9522 200.4176 202.3627 205.2298 203.3606 209.4403 237.7268 211.2115 212.1769 207.5442 213.6664 217.1006
105.1512 10.8153 0 3.466356 80.88396 8.889073 24.06274 5.855019 14.64751 13.10833 13.8604 91.74021 78.20585 76.15865 96.60236 138.1512 143.0668 118.1483 119.9938 166.5202 146.5384 166.3686 130.3515 181.3586 143.3249 147.7997 146.5824 150.4494 170.5279 166.4291 171.171 177.4609 190.4088 184.7952 188.6757 180.2565 191.5108 188.6563 194.509 189.3654 220.0296 195.4156 201.6799 196.8782 199.071 195.0298 196.8852 199.6832 198.0057 203.8045 230.3376 205.5134 206.6453 202.3203 208.3099 211.568
101.7902 7.610683 3.466356 0 82.81178 12.16553 27.37243 8.563184 12.8606 13.7344 16.67393 89.1852 75.82582 73.86643 100 141.4284 146.2907 120.3038 122 169.7368 149.4958 169.5317 132.2309 184.5322 145.6022 150.2165 148.8596 152.3187 173.1769 166.812 171.5554 177.9311 193.1824 187.4593 191.4079 180.9325 194.2398 191.3255 197.2942 192.0052 223.0685 198.1237 204.4725 199.542 201.748 197.5835 199.4618 202.2777 200.5517 206.4219 233.3672 208.1466 209.2373 204.8341 210.8584 214.1612
173.1475 84.18851 80.88396 82.81178 0 79.76626 78.48559 75.10625 77.06634 69.80763 67.79234 112.4097 99.13191 95.84711 70.28164 89.50546 90.26778 38.23507 39.24827 110.6249 81.28547 107.739 49.47855 122.0983 64.1246 70.09176 67.33991 69.57827 95.9049 101.2814 105.6722 110.1409 117.7438 110.0916 115.1879 109.5976 117.8897 113.96 121.989 114.1385 153.627 121.2984 129.1466 121.9253 124.3104 118.3691 120.5306 123.5556 121.1994 127.9727 163.3425 129.9069 130.389 125.0362 131.4183 135.2684
112.4342 19.69354 8.889073 12.16553 79.76626 0 15.20691 8.87852 22.75609 18.11722 12.4908 100.1699 86.44202 84.28671 89.37561 131.6435 136.8377 116.1077 118.423 160.3034 141.5238 160.4151 129.1395 175.3416 140.8119 144.8068 144.0626 149.2146 166.6741 169.1929 173.9231 179.9924 186.0666 180.8674 184.4912 182.2687 187.3351 184.7055 190.1184 185.5209 214.5951 191.3139 197.2536 192.9378 195.0801 191.4869 193.2589 195.9904 194.4865 200.025 224.9361 201.6755 202.9538 198.9095 204.7712 207.8677
126.1267 34.87803 24.06274 27.37243 78.48559 15.20691 0 22.40431 37.07621 30.31474 20.48829 114.2377 100.2088 97.88003 76.74145 120.026 125.6794 112.5044 115.6082 149.0694 132.4585 149.6304 126.8198 164.3979 136.1222 139.2489 139.3336 146.6671 159.4804 173.3277 178.0112 183.6729 177.9429 173.4769 176.6444 185.0535 179.492 177.2588 181.8963 178.2533 204.5281 183.5817 188.9451 185.4757 187.5233 184.7119 186.3337 188.9405 187.7398 192.8114 214.9011 194.356 195.8801 192.3311 197.952 200.7617
110.0367 14.17939 5.855019 8.563184 75.10625 8.87852 22.40431 0 14.67995 9.29355 8.116226 91.92431 78.02115 75.78475 91.96917 133.0604 137.8486 112.308 114.1855 161.2847 140.9329 161.0313 124.5816 176.0391 137.4712 141.9483 140.7288 144.681 164.7277 161.7292 166.4676 172.6683 184.6663 179.0009 182.9114 175.2664 185.745 182.8641 188.7732 183.5622 214.5114 189.64 195.9485 191.084 193.2821 189.2012 191.0624 193.8655 192.1753 197.9939 224.8084 199.7081 200.8269 196.483 202.4801 205.75
100.3112 8.36508 14.64751 12.8606 77.06634 22.75609 37.07621 14.67995 0 9.616487 19.68681 77.42276 63.70234 61.58987 103.735 143.3072 147.5926 115.1876 116.2376 170.8828 148.5955 170.1782 125.9054 185.2291 140.9052 146.1656 144.1483 145.8727 170.2635 155.9978 160.7378 167.2875 190.9389 184.5895 188.9214 170.7518 191.7272 188.4741 195.1112 188.9869 222.5582 195.4788 202.3187 196.64 198.9156 194.0844 196.0804 198.9857 197.0052 203.246 232.7683 205.0538 205.9171 201.1096 207.3022 210.8368
109.6924 14.58283 13.10833 13.7344 69.80763 18.11722 30.31474 9.29355 9.616487 0 10.82822 84.157 69.98508 67.60276 94.1451 133.7348 138.0751 107.6409 109.0549 161.3915 139.4703 160.756 119.0774 175.8043 133.1689 138.127 136.422 139.137 161.7742 153.3369 158.0793 164.3909 182.2252 176.0922 180.2889 167.2751 183.1052 179.972 186.3795 180.5477 213.3741 186.9051 193.5806 188.1607 190.4115 185.8383 187.7871 190.6579 188.7801 194.8743 223.6075 196.6506 197.6037 192.9614 199.0857 202.5271
