0 23.24636 108.0413 13.418 17.28939 7.258349 3.87848 4.05832 10.04008 1.598571 21.64969 137.3607 50.71531 68.20507 83.70997 82.55943 62.72147 86.49732 142.9673 132.3413 131.3219 174.5425 170.6938 188.0717 172.4772 179.2578 195.9019 175.1338 202.3824 178.2974 201.7627 190.4012 203.5615 189.4956 217.5715 198.3831 220.1378 201.0368 201.5668 221.6082 224.6088 225.778 258.6747 229.0633 219.7025 227.5017 233.5261 228.7227 234.0829 245.4813 237.5176 238.8944 237.8437 237.042 259.3465 252.1506 269.675
23.24636 0 90.24006 9.899495 8.246211 26.40076 21.09502 19.20937 15.26434 24.83948 44.65423 151.2407 73.57309 90.82401 106.7801 105.6835 75 109.6038 139.3162 130.565 130.1125 174.8793 175.4537 191.8593 193.6621 200.2113 201.5 190.6725 207.6434 193.2589 223.0127 210.0095 224.5173 204.0882 238.7581 214.8325 227.0947 218.1605 218.0607 228.9498 231.534 233.3838 261.5235 236.8903 238.1811 236.4783 241.3069 237.9286 243.5262 254.9582 257.1089 258.3583 256.8891 255.9028 280.1942 262.6119 290.5534
108.0413 90.24006 0 96.92818 91.92812 113.9802 107.9832 105.0228 98.08048 109.257 128.1259 170.2337 155.9363 173.5929 186.1876 184.5483 112.4342 181.1991 92.75788 94.12793 96.0554 135.9128 153.5379 163.514 243.0454 247.6451 178.9199 211.0031 182.9523 210.6919 271.0162 248.7211 270.4478 218.6536 285.4953 236.9219 206.9569 243.2316 240.0758 210.1705 210.8254 215.2357 222.4266 219.3061 268.7036 223.6366 223.1308 225.9004 231.9821 242.601 292.7542 293.1882 289.3932 287.4251 322.7339 253.8093 332.9039
13.418 9.899495 96.92818 0 5.09902 17.46425 11.7047 9.433981 6.082763 15 34.98571 144.3475 64.00781 81.3941 97.09789 95.96353 68.35934 99.70456 139.517 129.9201 129.2217 173.4592 172.1918 189.0291 184.2525 190.8765 197.9425 183.2212 204.233 186.0242 213.5902 201.1219 215.1883 197.0025 229.3587 207.0676 223.0202 210.1523 210.2819 224.7221 227.4775 229.0546 259.1736 232.4758 229.6982 231.6031 236.9156 232.9635 238.4722 249.9012 248.2438 249.5376 248.2136 247.2918 270.9111 257.1711 281.2619
17.28939 8.246211 91.92812 5.09902 0 22.2036 16.27882 13.60147 7.81025 18.78829 38.91015 143.2368 67.97794 85.49269 100.8464 99.64437 67.02984 102.5914 135.1481 125.7904 125.1689 169.6038 169.0562 185.7148 185.6475 192.1528 194.9468 182.5377 201.1727 185.1729 215.003 201.8019 216.4532 196.0408 230.7323 206.6422 220.2726 209.9381 209.8684 222.0495 224.7221 226.4332 255.6814 229.8978 229.9353 229.264 234.3267 230.6729 236.2308 247.6632 248.8956 250.138 248.6524 247.6616 272.1038 255.149 282.4664
7.258349 26.40076 113.9802 17.46425 22.2036 0 6 9.055385 16.12452 7.071068 19.10497 142.0596 47.43416 64.49806 80.80223 79.81228 68.35203 85.42833 150.2065 139.5238 138.4783 181.5648 177.2484 194.7332 173.626 180.5718 202.3048 179.1787 208.8287 182.5377 202.8112 192.5747 204.8341 193.8376 218.6494 202.0396 226.2941 204.4138 205.2004 227.695 230.7661 231.8124 265.3985 235.0532 222.4326 233.2659 239.5204 234.4376 239.7415 251.1213 239.6331 241.0809 240.2603 239.5564 260.6347 257.5616 270.9322
3.87848 21.09502 107.9832 11.7047 16.27882 6 0 3.162278 10.19804 5.09902 23.60085 141.2254 52.47857 69.77105 85.70298 84.6286 66.48308 89.27486 145.4166 135.007 134.0532 177.4987 174.0718 191.3766 175.9602 182.7801 199.3621 179.0112 205.819 182.1757 205.2257 194.0953 207.0773 193.3727 221.0433 202.2474 223.7074 204.8829 205.43 225.2044 228.1776 229.3927 261.9259 232.6929 223.4821 231.199 237.154 232.4328 237.8066 249.2089 241.2053 242.5943 241.5802 240.793 262.8705 255.9258 273.1927
4.05832 19.20937 105.0228 9.433981 13.60147 9.055385 3.162278 0 7.071068 5.656854 25.55386 139.907 54.58938 72.01389 87.66413 86.53323 64.7611 90.55385 142.436 132.1144 131.1917 174.7563 171.677 188.9047 176.2839 183.0299 197.059 178.0028 203.4866 181.069 205.5837 193.9613 207.3379 192.2108 221.3849 201.42 221.5513 204.1886 204.6126 223.0897 226.0199 227.3082 259.3985 230.6339 223.0857 229.2706 235.0915 230.532 235.9364 247.3468 241.085 242.4417 241.3234 240.4917 263.1129 254.1889 273.447
10.04008 15.26434 98.08048 6.082763 7.81025 16.12452 10.19804 7.071068 0 11.40175 31.38471 138.3971 60.41523 78 93.15042 91.92388 62.514 94.79451 136.3598 126.3443 125.5239 169.4357 167.3589 184.3611 178.4433 185.0251 192.9747 177.1807 199.3191 180.0111 207.7897 195.1128 209.3347 191.0105 223.5445 200.9975 217.8463 204.0711 204.2108 219.4926 222.3083 223.7878 254.6707 227.1783 223.6297 226.1526 231.6247 227.4841 232.9635 244.3888 242.2313 243.5159 242.1673 241.2369 265.0361 251.5432 275.3911
1.598571 24.83948 109.257 15 18.78829 7.071068 5.09902 5.656854 11.40175 0 20.12461 136.3878 49.1935 66.70832 82.1523 80.99383 61.98387 84.89994 143.2201 132.4773 131.4201 174.4967 170.3438 187.7791 170.9854 177.7803 195.4795 174.0259 201.9805 177.2287 200.2645 189.0106 202.0817 188.4489 216.0763 197.2055 219.611 199.8124 200.3854 221.0543 224.0826 225.2044 258.419 228.4732 218.3833 226.8325 232.9378 228.0373 233.3795 244.7724 236.1228 237.5079 236.4847 235.6952 257.8701 251.3722 268.1963
