0 172.8959 112.4342 108.4861 92.75788 94.12793 96.0554 243.0454 165.5731 247.6451 211.0031 210.6919 271.0162 248.7211 270.4478 218.6536 285.4953 236.9219 243.2316 240.0758 234.6077 232.9683 238.7805 214.9381 222.4266 221.6766 268.7036 245.7003 244.8104 248.1965 250.4282 286.1058 235.9168 285.2226 283.2661 244.1152 289.6428 322.7339 295.2078 297.4181 332.9039
172.8959 0 77.94646 70.1307 113.7371 100.2893 97.00227 87.41341 77.12146 88.39633 39.12291 40.63189 109.0597 80.20217 106.329 51.19312 120.7972 64.86238 70.49786 68.09859 67.73714 64.67553 68.86117 96.76837 153.8116 103.1791 95.90108 80.6901 81.14488 83.20693 85.2499 113.5218 111.9404 112.4888 110.3952 112.6564 116.7812 152.9455 122.3157 124.6878 162.7307
112.4342 77.94646 0 17.20465 100.1699 86.44202 84.28671 131.6435 120.2082 136.8377 116.1077 118.423 160.3034 141.5238 160.4151 129.1395 175.3416 140.8119 144.8068 144.0626 145.6722 142.5061 146.2395 159.8155 200.2987 167.0269 166.6741 158.6332 159.0283 161.1521 163.1962 182.6609 178.8435 182.387 181.4304 182.5334 187.5527 214.5951 193.4968 197.6487 224.9361
108.4861 70.1307 17.20465 0 84.34453 70.25825 67.92827 134.8258 104.0096 139.2222 109.2016 110.6345 162.5576 140.8013 161.966 120.669 177.012 134.7145 139.646 137.9681 137.2937 134.5362 138.9748 145.2481 183.6049 152.5057 163.2368 149.9083 149.9667 152.4533 154.5736 179.9806 164.7695 179.4129 177.9916 169.1052 184.2607 214.6822 190.0658 193.4244 224.9228
92.75788 113.7371 100.1699 84.34453 0 14.72715 17.75528 199.4492 76.55064 201.3944 144.4611 141.7674 222.6995 193.6311 220.0659 146.3728 234.5009 168.5052 176.5814 171.2577 160.1774 159.9062 166.9012 125.1599 130.6643 131.4686 204.155 168.9216 167.2005 171.2075 173.4042 222.2724 145.7841 220.6196 217.4971 154.9368 223.808 264.8345 228.5804 228.3966 274.2066
94.12793 100.2893 86.44202 70.25825 14.72715 0 3.28718 185.3345 71.5697 187.4587 132.4055 130.1085 209.0017 180.4159 206.5282 135.4372 221.0726 156.9805 164.8046 159.8266 149.8475 149.2567 156.0456 120.9155 134.0484 127.5914 192.2051 159.2463 157.741 161.6031 163.8227 210.3027 141.8563 208.7596 205.8071 150.2948 212.1577 252.2328 217.0819 217.3183 261.7317
96.0554 97.00227 84.28671 67.92827 17.75528 3.28718 0 182.0803 69.52158 184.188 129.1869 126.9262 205.719 177.1306 203.2419 132.3301 217.7855 153.8059 161.6052 156.6607 146.8083 146.1788 152.942 118.8876 133.5792 125.6234 188.9881 156.289 154.8136 158.6545 160.8765 207.0827 139.8615 205.5487 202.6111 148.159 208.9647 248.9687 213.9024 214.1804 258.4744
243.0454 87.41341 131.6435 134.8258 199.4492 185.3345 182.0803 0 160 7.98088 75.18643 81.7435 29.35767 32.20248 31.32092 88.95504 45.10758 73.4983 67.47592 74.60399 93.83131 89.1852 84.87638 161.6075 227.1131 165.7468 65.29357 102.9004 106.0189 104.0192 104.4844 71.58911 168.2528 73.24616 75.58439 163.2132 79.30952 87.04947 84.92938 93.40771 97.32035
165.5731 77.12146 120.2082 104.0096 76.55064 71.5697 69.52158 160 0 159.063 88.84256 83.67795 175.994 143.3771 171.6421 83.38465 184.237 107.1541 116.2454 109.1789 93.18967 94.41398 102 49.36598 81.16871 56.14268 143.4686 98.93685 96.54015 100.896 102.9417 161.0124 70.34913 158.7608 154.7676 78.76717 160.6549 206.4701 164.478 162.2498 214.7353
247.6451 88.39633 136.8377 139.2222 201.3944 187.4587 184.188 7.98088 159.063 0 72.57291 78.96093 23.46651 25.43281 24.31243 85.34027 38.75623 68.4078 61.80152 69.25077 88.99911 84.45212 79.69083 158.2954 224.2562 162.1644 57.766 97.43456 100.6437 98.42067 98.76383 63.62935 164.0728 65.31535 67.72711 158.6129 71.37246 80.09046 76.97074 85.4987 90.41761
