0 170.3288 112.4342 187.8423 92.75788 94.12793 96.0554 113.6539 113.02 202.4154 205.7758 208.1303 134.0327 212.7025 220.76 140.5296 146.4729 151.0853 152.3 159.7975 158.321 171.1837 161.6822 243.0454 247.6451 179.8296 211.0031 210.6919 271.0162 248.7211 270.4478 218.6536 285.4953 208.1599 236.9219 243.2316 240.0758 243.3551 245.48 268.7036 248.9147 258.7656 241.7584 287.1787 284.5109 292.0198 288.828 291.9229 243.7797 322.7339 272.114 257.5726 276.0387 332.9039 279.9712 305.82 308.9115 280.5038
170.3288 0 74.24477 96.13004 112.9903 99.33569 96.05006 67.07783 68.80777 65.61091 66.34263 66.92235 107.0747 67.92411 68.99344 91.27508 89.14699 89.763 93.38457 62.49203 88.99244 68.57522 89.02321 87.2911 88.6254 74.9328 42.42231 44.21907 109.712 81.53027 107.198 54.92233 121.7966 84.0691 67.99999 73.36756 71.24709 76.24611 79.09196 98.37611 83.32228 94.55651 116.7615 116.8895 114.1841 121.8943 118.5192 121.6695 113.0597 154.6777 108.1109 119.2325 113.5691 164.5366 116.905 135.9839 138.9405 122.9151
112.4342 74.24477 0 80.6591 100.1699 86.44202 84.28671 66.4003 68.00735 90.08052 93.50936 95.92315 121.4907 100.664 109.3343 113.1868 115.4094 118.796 122.209 104.8703 122.6956 116.4708 124.7397 131.6435 136.8377 125.7816 116.1077 118.423 160.3034 141.5238 160.4151 129.1395 175.3416 146.1848 140.8119 144.8068 144.0626 149.9157 152.9485 166.6741 157.3174 168.6831 181.8876 184.0924 182.4459 187.8829 185.9301 188.4489 180.0805 214.5951 182.1897 189.0661 187.7711 224.9361 191.0497 206.1892 208.7642 197.0311
187.8423 96.13004 80.6591 0 176.8662 162.3315 159.6485 135.0996 137.0616 46.20352 49.29899 51.58019 188.9058 56.58056 67.67105 176.2992 176.2715 178.2653 181.9949 154.8919 179.5368 163.1312 180.3951 83.91448 91.65766 170.3772 119.6208 125.3969 111.6478 109.7868 114.8745 136.7978 127.3428 179.5874 134.6157 133.33 137.2061 145.9883 149.7724 143.2088 154.6252 165.9462 210.2352 155.5109 156.3362 156.3758 157.5092 158.3947 205.3549 169.808 177.2609 208.3546 184.2963 179.8406 186.1408 181.8052 183.0963 198.5004
92.75788 112.9903 100.1699 176.8662 0 14.72715 17.75528 46.48656 44.59821 168.8564 171.0497 172.5811 41.30375 175.3686 179.3852 49.13502 55.36315 59.82057 60.47347 75.72611 67.21276 85.0321 70.61161 199.4492 201.3944 92.30926 144.4611 141.7674 222.6995 193.6311 220.0659 146.3728 234.5009 121.0785 168.5052 176.5814 171.2577 171.8431 172.9921 204.155 175.3552 183.2495 152.1691 222.7914 218.9532 228.81 224.0893 227.7828 155.2836 264.8345 195.6048 170.1881 198.0909 274.2066 202.2721 236.2118 239.7259 199.2091
94.12793 99.33569 86.44202 162.3315 14.72715 0 3.28718 32.36081 30.5596 154.2251 156.453 158.012 44.2744 160.8664 165.0689 46.85231 52.57661 57.20771 58.74064 67.66749 64.3342 78.1868 67.66749 185.3345 187.4587 86.34363 132.4055 130.1085 209.0017 180.4159 206.5282 135.4372 221.0726 115.0169 156.9805 164.8046 159.8266 160.9453 162.3098 192.2051 164.9272 173.3359 147.8196 210.9081 207.2359 216.7769 212.2661 215.884 150.1884 252.2328 186.0096 164.4776 188.8939 261.7317 193.0256 225.2751 228.7241 191.0353
96.0554 96.05006 84.28671 159.6485 17.75528 3.28718 0 29.09038 27.28095 151.1101 153.3175 154.8628 44.16163 157.6904 161.8447 45.54119 51.09626 55.72477 57.43248 65.05916 62.74662 75.76456 66.04733 182.0803 184.188 84.06099 129.1869 126.9262 205.719 177.1306 203.2419 132.3301 217.7855 112.6643 153.8059 161.6052 156.6607 157.8358 159.2247 188.9881 161.8717 170.3428 145.74 207.6951 204.0374 213.5515 209.058 212.6693 147.9704 248.9687 183.055 162.1396 185.9926 258.4744 190.1164 222.1514 225.5931 188.2817
113.6539 67.07783 66.4003 135.0996 46.48656 32.36081 29.09038 0 2 122.9004 124.952 126.3972 55.47071 129.0384 132.9024 47.02393 49.87813 53.70754 56.85103 48.75904 58.71305 61.00849 61.29437 153.0131 155.0981 70.45566 101.9117 100.2646 176.677 148.3846 174.2699 106.7801 188.8695 97.02062 127.1417 134.5362 130.1171 132.1012 133.8217 161.5836 136.8575 146.1013 132.335 180.3247 176.8912 185.9812 181.7608 185.2674 133.0338 220.7133 159.2332 145.6743 162.8158 230.3394 166.8203 196.023 199.3602 166.857
113.02 68.80777 68.00735 137.0616 44.59821 30.5596 27.28095 2 0 124.8779 126.9212 128.3598 53.7122 130.9853 134.8061 45.62072 48.65006 52.55949 55.64207 48.67694 57.72829 60.86391 60.37384 154.8709 156.9168 70.25667 103.2763 101.5332 178.4466 150.0467 176.0057 107.8981 190.5848 97.08244 128.4251 135.8823 131.3845 133.2594 134.9379 162.9885 137.9267 147.0827 132.2669 181.7278 178.2596 187.4166 183.1529 186.6762 133.094 222.2713 160.173 145.8801 163.6857 231.8755 167.7051 197.2536 200.6053 167.5448
202.4154 65.61091 90.08052 46.20352 168.8564 154.2251 151.1101 122.9004 124.8779 0 3.807887 6.5 170.6649 11.98482 23.05139 155.6767 154.1029 155.029 158.6945 128.1026 154.5511 133.7591 154.6302 43.61766 50.2795 139.3646 77.12652 83.4416 72.97412 64.51744 74.58217 94.21518 88.71009 142.9773 89.22163 87.37563 91.65914 100.6258 104.4282 97.37171 109.2446 120.365 170.4801 110.5916 111.0045 112.0915 112.59 113.8178 164.7802 130.3699 131.3428 166.0075 138.4359 140.6956 140.1588 136.5082 138.0145 152.9943
205.7758 66.34263 93.50936 49.29899 171.0497 156.453 153.3175 124.952 126.9212 3.807887 0 2.692582 172.0465 8.186861 19.32551 156.8861 155.1703 155.9888 159.6366 128.791 155.3348 134.1299 155.3319 39.82462 46.4718 139.517 75.66373 82.07314 69.18217 61 70.77429 92.65528 84.91076 142.3587 86.83317 84.69357 89.19824 98.2313 102.0355 94.03324 106.8305 117.8531 169.3014 107.042 107.5291 108.462 109.0413 110.2225 163.4656 126.5622 128.6488 164.3472 135.7719 136.8877 137.4191 133.0338 134.5009 150.49
208.1303 66.92235 95.92315 51.58019 172.5811 158.012 154.8628 126.3972 128.3598 6.5 2.692582 0 173.0065 5.502244 16.69702 157.7292 155.9141 156.6565 160.2906 129.2789 155.8786 134.3914 155.818 37.15172 43.7795 139.6218 74.6676 81.13723 66.50919 58.50855 68.08267 91.57101 82.23017 141.9163 85.15427 82.80248 87.46512 96.54087 100.3444 91.66242 105.1217 116.0694 168.4521 104.5191 105.0583 105.8832 106.5188 107.6673 162.5215 123.8699 126.7313 163.1571 133.874 134.1958 135.4668 130.5613 132.0009 148.7027
134.0327 107.0747 121.4907 188.9058 41.30375 44.2744 44.16163 55.47071 53.7122 170.6649 172.0465 173.0065 0 174.5964 176.0551 17.00735 21.92779 24.74874 23.44014 51.28136 31.34042 55.76184 34.4093 193.4994 193.8106 60.1415 127.7693 123.4828 212.8064 181.1988 209.0957 125.032 222.5376 87.41853 148.6069 157.4706 150.8975 149.4481 149.7974 185.079 151.2242 157.2644 114.7792 203.0616 198.6014 209.6187 204.0833 208.0312 118.9664 247.7502 168.3988 134.6477 169.7115 256.3869 173.954 212.6076 216.3019 168.2
212.7025 67.92411 100.664 56.58056 175.3686 160.8664 157.6904 129.0384 130.9853 11.98482 8.186861 5.502244 174.5964 0 11.27661 159.0882 157.0692 157.6539 161.2568 129.9358 156.6215 134.5774 156.4421 31.8036 38.3145 139.4809 72.41257 78.98468 61.14752 53.28354 62.6243 89.08936 76.8338 140.6585 81.48294 78.7106 83.6811 92.82843 96.62555 86.63684 101.3619 112.151 166.3498 99.22322 99.85029 100.4983 101.2232 102.3188 160.2332 118.4007 122.5443 160.3771 129.7207 128.7316 131.2077 125.3454 126.7389 144.7555
