0 155.2468 156.1941 155.8186 154.8859 154.1938 154.0251 150.9379 150.1595 149.2018 148.8493 148.1729 147.7017 146.8586 146.0722 145.2285 142.1843 163.3749 163.791 139.2652 139.3653 135.5539 134.3116 131.4252 128.4992 124.6966 126.2157 124.0898 162.3897 122.7782 120.7883 133.079 118.1691 126.9653 133.8656 128.1649 135.6239 126.9041 130.9415 127.6885 114.3149 123.4986 122.3395 121.2023 110.3192 110.9028 125.6829 122.3067 88.94141 56.37944 119.1378 99.03843 104.5943 101.432 103.1977 92.12311 82.79474 86.32509 92.4835 125.8549 168.0023 177.3091 61.89496 65.42256 178.263 109.339 86.61524 108.3064 76.89947 123.3527 85.33506 88.72835 88.55373 179.3868 110.3305 160.5013 145.6944 145.9369 170.735
155.2468 0 15.5869 9.25 3.288237 7.893827 11.42639 11.40449 13.64047 6.25 11.60011 14.63087 18.57586 12.90591 15.05199 10.02809 13.28768 78.50836 81.1484 16.00195 21.55371 20.67758 21.03717 24.21905 27.33244 32.62451 32.04001 31.9345 118.8003 33.78702 35.74301 65.10808 37.44413 60.49845 74.83691 65.01202 83.21996 81.28704 85.08268 87.40173 68.2793 86.87671 85.33793 83.81863 74.81018 77.49879 99.21725 96.73191 73.22895 104.7285 175.2414 156.6176 166.5026 166.0137 165.1589 167.7919 209.4244 216.6069 221.8131 240.38 266.7674 287.4003 217.1383 220.4293 279.7661 238.3464 229.7043 240.7365 231.6809 254.1917 240.0376 242.3625 243.1965 296.8882 260.0391 296.4473 290.7302 291.6167 306.6758
156.1941 15.5869 0 6.342099 12.33446 7.919736 4.642796 7.086764 6.574361 18.23611 9.195409 8.359957 8.69227 10.73416 10.5935 18.97952 22.28353 63.16293 65.82152 21.92158 16.82921 22.21611 25.15066 26.68749 28.97509 31.59369 29.98148 32.83503 133.7026 33.71284 35.6542 52.60439 42.42117 49.35135 62.01254 53.34375 70.13717 69.28009 72.52969 75.21894 59.08657 75.21894 73.85948 72.52969 65.78923 68.14364 87.2213 85.11495 70.0129 109.0102 186.0947 147.8982 176.5978 175.8829 156.321 160.0232 204.7809 212.1916 227.7502 248.1677 276.3399 296.2036 217.9195 221.6165 289.2579 233.3003 226.75 236.0725 233.0627 249.0955 239.9345 241.6779 243.0354 305.0552 257.9957 291.5175 295.176 295.9422 301.6468
155.8186 9.25 6.342099 0 6.020797 2.12132 2.828427 5.09902 6.708204 12.52996 7 8.544004 11.40175 9 10.19804 14.14214 17.69181 69.42622 72.07808 18.35756 17.46425 20.39608 22.47221 24.73863 27.45906 31.28571 30.06659 31.75295 127.6797 33.06055 35.0571 57.62812 39.92493 53.75872 67.20119 58 75.45197 74.13009 77.62087 80.1561 62.68174 79.93122 78.49204 77.07788 69.33974 71.84706 92.09777 89.82761 71.12056 107.2054 181.7388 151.4761 172.5434 171.9193 159.9546 163.2198 206.7293 214.0513 225.4069 245.0816 272.5354 292.718 217.6649 221.199 285.4895 235.4285 228.0219 238.0462 232.5726 251.2511 240.0521 242.0331 243.1781 301.8313 258.9117 293.6205 293.4655 294.2809 303.7931
154.8859 3.288237 12.33446 6.020797 0 4.609772 8.13941 8.321658 10.54751 7.433034 8.845903 11.71537 15.53222 10.40433 12.41974 10.30776 13.86542 75.22134 77.86206 15.78765 19.29378 19.6023 20.59733 23.5 26.51886 31.36495 30.5655 31.06445 121.7732 32.74523 34.73111 62.13896 37.59322 57.71698 71.83488 62.16309 80.18884 78.41159 82.12947 84.50592 65.82743 84.06099 82.54847 81.05708 72.40338 75.04166 96.36 93.93216 71.87605 105.0298 177.1391 154.3543 168.2116 167.6678 162.8784 165.7085 207.9573 215.1876 222.577 241.5704 268.3799 288.8361 216.7793 220.1573 281.3619 236.8106 228.5809 239.2765 231.4546 252.6507 239.5021 241.707 242.65 298.1782 259.11 294.9488 291.1825 292.0428 305.1598
154.1938 7.893827 7.919736 2.12132 4.609772 0 3.535534 4.301163 6.363961 10.5119 5.700877 7.905694 11.33578 7.648529 9.192388 12.02082 15.57241 70.61515 73.25469 16.32483 16.44688 18.66815 20.5548 22.94559 25.73908 29.82346 28.71411 30.10399 125.8343 31.50397 33.50373 57.90078 37.98026 53.74477 67.54628 58.09045 75.85842 74.28891 77.90058 80.35235 62.30971 80.01562 78.5398 77.08761 68.93838 71.50175 92.25237 89.90273 69.91224 105.3209 179.6176 151.0248 170.4251 169.8036 159.5226 162.6201 205.7 212.9938 223.4284 243.0195 270.4245 290.624 216.0567 219.5552 283.38 234.4507 226.7918 237.02 230.9123 250.2799 238.5257 240.5629 241.6573 299.7563 257.5815 292.6285 291.5759 292.3991 302.8139
154.0251 11.42639 4.642796 2.828427 8.13941 3.535534 0 3.162278 4.123106 13.60147 5.385165 6.082763 8.602325 7.28011 8 14.42221 17.80449 67.08204 69.72266 17.80449 15.13275 18.97367 21.47091 23.4094 25.96151 29.35393 28 30.10399 129.0882 31.257 33.24154 54.81788 38.91015 50.93133 64.40497 55.17246 72.67049 71.30708 74.8131 77.33693 59.90826 77.10383 75.66373 74.24958 66.57327 69.06519 89.27486 87 68.83537 105.9481 181.7938 148.7179 172.4158 171.7389 157.1903 160.5139 204.267 211.6102 224.4064 244.4361 272.2711 292.2809 215.8379 219.4288 285.2056 232.9274 225.7299 235.5801 230.8289 248.7448 238.1029 240.0083 241.2211 301.2583 256.7202 291.1276 292.1951 292.9902 301.291
150.9379 11.40449 7.086764 5.09902 8.321658 4.301163 3.162278 0 2.236068 12.04159 2.236068 3.605551 7.211103 4.123106 5.09902 12.08305 15.26434 67.60178 70.21574 14.86607 12.36932 15.81139 18.35756 20.24846 22.80351 26.30473 25.01999 26.96757 127.3924 28.16026 30.14963 53.82379 35.77709 49.51767 63.51378 53.90733 71.86793 70.13446 73.81734 76.2168 58.00862 75.82216 74.33034 72.86288 64.63745 67.20119 88.09086 85.70298 66.02407 102.7862 179.0112 146.7276 169.5422 168.8409 155.2239 158.3482 201.6457 208.9623 221.2629 241.3649 269.3313 289.2741 212.7628 216.3354 282.2574 230.3581 222.926 232.9635 227.7279 246.1828 235.0766 237.019 238.1984 298.2069 253.8351 288.5465 289.0329 289.828 298.7227
150.1595 13.64047 6.574361 6.708204 10.54751 6.363961 4.123106 2.236068 0 14 3.162278 2 5 4.242641 4.123106 13.60147 16.55295 65.49046 68.09736 15.6205 11.04536 15.65248 18.60108 20.12461 22.47221 25.46306 24.02082 26.44334 129.1143 27.45906 29.42788 51.61395 35.8469 47.38143 61.29437 51.73973 69.64194 67.9526 71.61006 74.02702 56.0357 73.66139 72.18033 70.72482 62.68174 65.21503 85.91275 83.54639 64.73494 102.528 179.8055 144.8033 170.2005 169.4587 153.2889 156.5145 200.1449 207.4873 221.2018 241.5988 269.8665 289.6712 211.9457 215.5737 282.776 228.8099 221.6236 231.4584 226.9912 244.6282 234.1367 236.0021 237.2504 298.4942 252.6425 287.009 288.73 289.5069 297.1738
149.2018 6.25 18.23611 12.52996 7.433034 10.5119 13.60147 12.04159 14 0 11.04536 14.14214 18.24829 11.40175 13.60147 4.123106 7.071068 79.40403 81.99543 10.19804 18.60108 15.65248 15.29706 18.68154 21.84033 27.57476 27.29469 26.44334 115.5013 28.4605 30.36445 63.52952 31.257 58.24946 73.3553 62.96825 81.84131 79.26888 83.35466 85.44004 65.05382 84.6286 83.00602 81.40025 71.44928 74.24958 97.08244 94.40339 68.0716 98.48858 169.7115 152.8005 160.7821 160.2443 161.3716 163.615 204.2988 211.4219 215.5928 234.3032 260.9641 281.4656 211.0853 214.3362 273.9494 233.2997 224.1986 235.595 225.5682 249.1485 234.0769 236.4762 237.242 290.8642 254.3546 291.3438 284.4802 285.3669 301.5929
