0 96.0217 175.2837 112.4342 172.5868 119.6321 174.4506 109.5466 102.5112 123.3431 104.4805 179.0628 106.6054 92.75788 94.12793 105.9478 117.0244 96.0554 107.9016 110.8839 116.8734 114.8354 117.8138 122.7138 118.5578 125.0387 121.1793 128.9949 142.4556 140.7711 147.4849 155.3066 159.9404 157.0724 157.1063 243.0454 247.6451 170.9772 211.0031 210.6919 271.0162 248.7211 194.543 195.9978 270.4478 218.6536 285.4953 228.9303 236.9219 243.2316 240.0758 231.6142 236.7731 238.1 222.4266 221.0138 242.0749 221.6766 268.7036 225.1208 242.2866 245.5911 247.4547 245.8341 246.8859 247.0403 239.1911 292.3787 293.9988 244.3783 289.0918 322.7339 292.4151 292.4414 295.8072 299.3596 332.9039 299.0638 302.9139 302.7327 308.9417 310.8931 313.2941 307.5383
96.0217 0 79.86575 30.45609 90.23795 25.24079 91.48896 13.95886 14.53746 29.06974 16.11956 95.08469 18.71411 69.71761 56.10284 23.35935 71.74446 54.06667 44.76236 50.411 50.54778 60.80777 62.78796 52.19872 77.88577 53.11205 65.9123 72.70184 72.00253 83.49447 74.88839 91.31662 85.4281 91.45791 94.04002 148.7482 152.7731 106.8807 117.0354 117.6518 175.9442 152.7275 120.8007 120.0941 175.0117 126.8842 190.059 136.7676 142.9084 148.5517 146.131 139.4534 144.0547 145.615 176.2999 148.823 151.0704 150.5136 173.2528 149.0615 152.0155 165.5579 156.421 155.4053 156.8809 157.4161 161.8409 196.5416 198.1912 168.9946 193.7502 226.7477 197.0047 197.2041 200.6783 204.0423 236.9006 204.4589 208.0933 208.0506 213.9861 215.9494 218.1654 212.9557
175.2837 79.86575 0 77.39377 77.4368 60.20953 76.59677 65.99291 73.15368 57.43029 71.29112 75.80281 69.48243 118.5224 104.8772 71.71291 100.9011 101.5915 82.79663 84.55629 77.94712 90.80844 89.85211 72.35989 106.7688 70.25813 89.81534 89.51055 70.76853 90.68534 67.60653 84.22635 66.01538 81.9461 86.4715 81.92469 83.15421 90.4835 38.73605 41.20656 104.1776 76.04158 83.15135 79.01384 101.6564 52.32906 116.2592 60.75187 63.90896 68.88591 67.16559 63.29574 66.79943 68.65999 159.5163 105.231 76.20569 108.0538 93.45583 99.4744 78.28776 106.9435 81.23996 81.22055 83.28277 84.39107 107.8737 117.2289 118.8084 116.8102 113.914 149.2934 117.1947 117.3458 120.8126 124.2016 159.1802 124.7082 128.2676 128.267 134.1311 136.0956 138.3001 133.2038
112.4342 30.45609 77.39377 0 62.64184 20.34435 64.19502 31.241 41.62031 21.37756 42.19005 68.35203 43.91532 100.1699 86.44202 49.92995 100.5689 84.28671 73.06162 78.54935 77.20104 89.09686 90.69868 77.23341 106.9439 77.46774 93.47727 99.41454 94.36631 109.0413 96.0013 114.2147 104.5158 113.7739 117.0342 131.6435 136.8377 128.6002 116.1077 118.423 160.3034 141.5238 137.5591 135.7719 160.4151 129.1395 175.3416 138.0226 140.8119 144.8068 144.0626 140.6023 144.1917 146.0522 200.2987 164.9242 153.3264 167.0269 166.6741 163.1763 155.1161 176.6902 158.455 158.2024 160.1125 161.0497 174.7226 187.843 189.6444 182.7035 187.1817 214.5951 190.1578 190.9057 194.6407 197.3955 224.9361 199.6662 202.7437 203.0271 208.2162 210.1825 211.8797 208.0817
172.5868 90.23795 77.4368 62.64184 0 67.28016 2.236068 84.02381 96.52072 64.07027 96.0833 7.211103 96.56374 157.156 142.5771 102.3963 150.8644 139.858 124.4588 129.0659 125.1719 138.9541 139.6003 122.5275 157.496 121.6439 141.4001 145.0216 132.5028 151.3473 131.7052 150.7216 135.2611 149.2062 153.4177 84.15462 91.25876 161.2265 106.5129 111.8034 113.2704 105.4751 159.3251 155.6213 115.434 123.4382 129.1139 128.7799 124.1934 124.1491 127.0198 130.7402 131.709 133.9226 233.2371 182.5705 143.9618 185.3483 137.5 176.8856 147.2583 183.0103 148 149.3452 151.921 153.5741 184.8351 152.5942 154.5736 193.8777 156.2594 171.2034 158.455 160.2529 164.2468 165.5929 181.4724 171.4299 173.1849 174.1034 177.4768 179.3318 179.9028 179.1368
119.6321 25.24079 60.20953 20.34435 67.28016 0 68.28005 16.75714 29.24438 3.835459 28.88349 71.44789 29.60794 89.92766 75.41798 35.63683 85.86781 72.78584 58.56218 63.65019 61.02519 74.02491 75.19101 59.97713 92.44252 59.82746 77.57508 82.68812 75.46933 91.38769 76.67794 95.27082 84.63608 94.63294 98.09912 123.905 128.1808 109.1691 98.78067 100.4955 151.48 129.5649 117.2795 115.4426 150.8189 110.7979 165.8679 120.057 124.1175 128.8452 127.3744 122.6865 126.65 128.4122 181.3319 144.5925 135.1086 146.7084 152.1771 142.8487 136.6461 156.5995 140.3297 139.8365 141.6233 142.4467 154.4659 174.5555 176.2771 162.4027 172.7499 203.4491 175.8783 176.3477 179.9626 183.0335 213.6879 184.3978 187.7498 187.8773 193.4418 195.4114 197.3713 192.8742
174.4506 91.48896 76.59677 64.19502 2.236068 68.28005 0 85 97.5 65.00769 97.02062 5 97.44514 158.0791 143.4732 103.2376 151.44 140.7276 125.1599 129.7112 125.7179 139.5394 140.1401 122.9715 158.0696 122.0461 141.8908 145.4003 132.6198 151.5685 131.7317 150.7116 135.0872 149.1593 153.3949 81.9329 89.04958 161.0373 105.119 110.4762 111.0404 103.3925 158.7467 154.9871 113.2166 122.0901 126.8846 127.3077 122.5275 122.3765 125.3346 129.244 130.1355 132.3527 232.9287 181.7938 142.443 184.5887 135.5037 175.9901 145.7738 181.8669 146.4411 147.8276 150.4161 152.0855 183.807 150.4726 152.4533 192.8667 154.2077 168.9822 156.3873 158.2024 162.1974 163.5176 179.2491 169.4143 171.1432 172.0727 175.4109 177.2627 177.8145 177.1017
109.5466 13.95886 65.99291 31.241 84.02381 16.75714 85 0 12.5 20.02498 12.16553 88.09086 13.18669 73.17103 58.67614 19.31321 70.05617 56.07361 42.54409 47.85394 46.04346 58.36309 59.78503 46.01087 76.55717 46.31684 62.43397 68.20007 63.82006 77.83315 65.94126 83.60024 75.47774 83.35766 86.40023 136.7406 140.4356 98.47842 103.0776 103.7304 163.438 139.4453 110.0477 108.9312 162.2745 113.0531 177.3023 122.8912 128.9496 134.6143 132.1721 125.5747 130.1355 131.709 169.5251 137.9275 137.2771 139.7784 159.4247 137.4864 138.2932 153.1952 142.6184 141.6616 143.1782 143.7533 149.9333 182.8579 184.4912 157.3506 179.9028 213.4515 183.1721 183.3385 186.7967 190.192 223.5626 190.5261 194.1778 194.1237 200.085 202.0472 204.2866 199.0226
102.5112 14.53746 73.15368 41.62031 96.52072 29.24438 97.5 12.5 0 32.51538 2.061553 100.5796 4.669642 60.70626 46.26884 8.902247 58.95509 43.73786 31.48412 37.03039 36.41772 47.56574 49.3001 37.72599 65.32419 38.58756 52.24222 58.69412 57.48261 69.20441 60.45246 76.78053 71.20257 76.92366 79.50629 147.2388 150.5825 92.35394 108.5415 108.4723 173.337 148.1595 106.7907 106.2885 171.8699 116.9925 186.8428 127.1161 134.4777 140.7205 137.6486 129.8085 134.7368 136.1653 161.8796 134.8342 140.8945 136.4524 166.3505 135.4483 141.5318 152.5607 146.2746 144.9974 146.3087 146.7012 148.4461 190.3766 191.946 155.3989 186.6715 221.9938 190.0217 189.9849 193.3242 196.9245 232 196.5616 200.4027 200.2255 206.4346 208.3851 210.8062 205.0396
123.3431 29.06974 57.43029 21.37756 64.07027 3.835459 65.00769 20.02498 32.51538 0 32.01562 68.06614 32.54057 93.08598 78.51468 38.47077 88.26838 75.82381 61.13101 66.09841 63.15853 76.38226 77.43546 61.77378 94.86833 61.48374 79.70571 84.55915 76.48529 92.91394 77.43546 96.20811 84.93462 95.45942 99.03535 120.1041 124.4134 109.7862 96.10411 98.0051 147.7277 126.0159 116.9722 114.9652 147.1054 108.462 162.1524 117.5936 121.2972 125.865 124.5548 120.2082 124.0574 125.8501 182.1586 144.0868 132.7403 146.2635 148.9505 142.037 134.3726 155.3225 137.9311 137.5245 139.3592 140.2284 153.4438 171.1724 172.9046 161.4875 169.5229 199.858 172.6297 173.1416 176.7767 179.7999 210.1077 181.313 184.6185 184.7728 190.2761 192.2459 194.1649 189.7815
