1 56
175.0926 134.5231
3.5 77.5
4 46
7 80
11.1 38
23 49
27 56
27 106
28 109
29 55
29 99
30 111
31.8 105.6
32 66
35.2 66
36 60
39.5122 229.9268
37.8 12.8
38 16
38 31
41 10
42 12
42.5 71
45.14286 31
44 27
45 7
45 13
45 73
51.65 74.6
48.5 52
49 12
49 31
51 12
51 16
54.28571 51.78571
53 14
54 1
55 16.5
55 21
55 23
57 13
58 1
58 52
59 12
61.5 13.5
62.5 34.5
63 12
63 82
64 79
65 12
66 60
70.77778 26.96296
68 32
68 71
73 10
74 13
78.29167 22.5
76 10
82 12
83 22
85.5 9
86 4
86 12
87.5 6
88.2 18.3
90.8 3.8
90 6
90 13
99 11
101.5 36.5
101 44
103 23
103 44
105 23
106 33.5
107 36.5
107 140
108.5 1
109 34
113 4
132 237
133.3333 222.3333
135 219.5
146 14
163 18
165 1
165 4
165 18
167 16
169 6
170 9
172 10
172 13
174 6
176.25 3.75
177 1
185 13.33333
186 10
192.3333 3.333333
204 51
211.9 52.13333
214 235
215.8261 279.8696
259.6518 275.9337
222 124
224 224
225 130
227 286.5
229.75 36.9
230 70
233 229
234 42
236 134
240 227
241 225
244.5714 31.28571
244 282
245 112
245 223
245 228
247 103
248.1429 111.1429
247.5 219.5
250 222
251 224.5
253 218
253 229
256 216
258 271.6
258 290
262.5 80
269 232
269 234.5
270 212
276 268
281.1 260.7
279 268
280 228
281 222
281 274
285.8846 21.46154
283 276
283 279
285 273
285 276
289 188
291 267
293 267
294 179
294 272
295 16.5
296 135
298.25 176.375
298 189
300 174
300 179.5
301 187
302 171
303 174
303 181
303 185
304 172
