0 4 177.8267 2.692582 20.74247 10 12.01253 13.1244 10 15.65248 24.20744 16.03122 24.83948 30 36.79674 32.75668 37.20215 33.10589 61.05735 39.38591 44.82187 137.4332 37.94733 42.72002 49.73932 47.85394 50.9902 56.43605 69.89621 60.08328 66.89731 69.857 99.36293 69.89278 77.38863 92.45539 107.9508 82.76473 84.07772 86.33076 85.49269 113.864 94.57801 88.46786 86.16264 104.4844 88.02272 105.603 104.4031 92.19544 90.43368 107.8007 102.6255 119.5763 96.25487 105.6788 106.9439 117.6435 115.6633 127.4725 114.0175 131.869 149.0134 147.8005 191.0026 181.5789 180.8819 162.2899 164.8302 167.0569 166.9641 170.1764 176.7088 185.1729 202.6055 202.5449 204.8634 213.4718 216.0046 240.2041 241.4001 242.5129 241.1364 240.7758 243.0741 243.559 208.3699 215.8299 245.815 253.2548 281.4725 249.7078 252.448 239.4264 309.6007 245.7489 222.5242 242.0031 245.1061 243.4831 244.7305 226.2742 245.4776 248.7187 294.2928 236.7695 249.7564 230.7054 252.24 239.6351 237.7415 258.3041 265.2112 262.9924 257.3869 274.8745 260.1634 269.223 252.5427 274.4422 281.0967 263.928 244.4013 262.7589 263.6968 277.4167 275.5014 277.5617 246.0508 247.4921 277.7427 280.4033 277.4167 283.5366 286.7141 288.4874 310.1386 293.0614 291.1529 262.1188 291.584 293.8197 296.9529 300.6899 303.2111 289.4564 304.1135 319.39 306.8941 304.9098 294.9871 320.4325 332.5752 305.0873 344.0262 345.4977 313.2092 342.8837
4 0 177.1188 5.59017 16.91892 13.41641 9.889428 16.37834 12.80625 14.31782 21.2132 16.27882 27.58623 32.55764 33.97058 35 39.69887 31.62278 64.49806 41.70432 47.42362 133.5981 36.87818 40.70626 51.86521 49.73932 52.83938 58.26115 72.58016 61.46544 68.34654 71.55418 102.2519 71.30919 79.17702 95.01579 110.7811 84.72308 85.68 88.11924 87.20665 116.7776 96.83491 90.12526 87.72685 107.0561 89.55445 108.074 106.827 93.91486 91.99049 110.2588 104.8618 122.3376 97.94386 107.7033 108.9082 120 117.8898 129.8047 112.6055 134.2042 151.4893 150.2431 188.1117 178.8637 178.2197 164.4688 166.976 169.1981 168.9408 172.1859 178.891 186.9358 204.4725 204.2493 206.6132 215.2755 217.8302 237.8445 239.0188 240.1676 238.8363 238.5225 240.7758 241.2986 209.3084 216.7152 243.7068 251.1135 278.9047 247.6974 250.4276 237.8003 307.3034 244.0092 222.0923 240.431 243.403 241.8677 243.0741 225.7432 243.9247 247.0405 291.7469 237.8331 248.2437 231.225 250.697 240.6013 237.1687 256.7041 263.4103 261.2834 255.8906 272.9469 258.6832 267.464 253.6288 272.5922 279.13 262.3928 244.2048 261.3011 262.206 275.5358 273.6951 275.7182 246.002 247.3119 276.0235 278.6431 275.768 281.7534 284.8807 286.6653 307.9175 291.1855 289.3475 262.4238 289.809 292.0582 295.1694 298.8887 301.4382 288.1128 302.3723 317.4177 305.2212 303.3183 296.0501 318.5294 330.6961 306.1801 341.9854 343.5054 312.0833 341.0297
177.8267 177.1188 0 175.5651 169.691 173.669 167.5025 171.7367 171.2561 162.8163 160.3093 161.9363 163.3133 159.1894 149.7977 155.0811 154.9083 145.9565 166.2718 151.9291 152.5642 168.0555 140.3033 139.0506 144.0342 142.4591 140.0837 136.4061 145.3399 128.804 124.8745 126.5564 147.9021 122.4289 123.9503 137.4567 146.0157 124.8102 116.9174 119.5841 118.4176 149.8987 128.2389 115.7799 115.0593 136.5795 113.4196 133.0691 131.6121 115.4047 112.6758 132.4558 125.9136 144.2237 112.9282 118.8573 116.7501 128.3385 123.7958 127.4553 69.19631 127.8303 136.7019 134.8843 114.2639 100.296 97.02448 126.1588 125.296 125.7229 117.9419 120.3955 130.9454 113.665 126.5192 118.442 121.846 129.1539 131.6898 111.1174 113.0904 112.0485 108.7744 106.1901 110.0958 108.5913 85.25448 87.1638 103.131 110.4605 153.8003 101.9167 104.5502 78.61811 165.2293 87.97886 46.92754 78.99908 86.12289 81.70501 84.16811 49.35942 81.41728 88.3395 163.3699 108.8905 84.00519 81.99712 87.12238 106.7568 60.39508 94.27697 106.9352 101.8897 90.46654 119.9512 92.59174 109.0841 121.5437 116.8116 126.8836 97.53729 72.0039 94.42417 96.13866 120.5347 116.2806 119.3825 76.78695 75.26147 115.5363 119.2353 113.1506 122.8209 127.3326 128.5883 162.5853 134.5193 130.5067 100.9143 129.9726 131.6371 135.2045 139.2183 140.7363 117.3774 140.6758 162.0095 141.4543 137.5271 155.6831 160.782 171.5201 165.6665 187.3517 187.1941 137.5237 180.6205
2.692582 5.59017 175.5651 0 21.2132 7.826238 11.02501 10.81665 7.433034 14.00893 23.58495 13.64734 22.2991 27.40894 35.92005 30.10399 34.6013 31.32491 58.91731 36.74915 42.25222 137.7186 35.93397 41.20983 47.07706 45.16913 48.30373 53.7489 67.35822 57.39556 64.2067 67.16584 96.90243 67.20305 74.70107 89.88465 105.468 80.08901 81.38527 83.64359 82.80248 111.4148 91.94156 85.77624 83.47005 101.9179 85.33024 103.0109 101.8 89.50559 87.7411 105.2058 99.98625 117.0694 93.56415 103.0109 104.2701 115.0272 113.0232 124.8519 112.077 129.2492 146.4249 145.2042 190.0322 180.4581 179.7178 159.6441 162.1797 164.4057 164.2932 167.509 174.0639 182.4863 199.9256 199.8559 202.1763 210.7877 213.3219 238.8017 240.013 241.1001 239.6922 239.2995 241.6283 242.0873 205.7091 213.175 244.2422 251.7027 280.2207 248.0731 250.8192 237.5716 308.1487 243.9554 220.1619 240.1194 243.2925 241.6221 242.8914 223.9447 243.5837 246.8912 293.023 234.0963 247.8414 228.1036 250.3403 236.971 235.4257 256.4337 263.4507 261.1805 255.4628 273.1872 258.231 267.4383 249.8676 272.7091 279.4325 262.0234 241.9654 260.8151 261.7695 275.7014 273.743 275.8247 243.5739 245.0513 275.9352 278.6185 275.5708 281.7645 284.9706 286.7372 308.6348 291.3422 289.3929 259.5573 289.8068 292.0347 295.18 298.927 301.432 287.4548 302.3165 317.7267 305.0594 303.0318 292.3134 318.7275 330.8554 302.4111 342.4036 343.845 311.1065 341.1488
20.74247 16.91892 169.691 21.2132 0 28.00446 12.71518 30.14963 26.11992 15.53222 9.552487 21.70829 38.44802 42.26405 20.71835 43.30416 48.62355 25.224 76.7219 49.78454 56.34048 116.6937 31.53173 30.64719 58.57687 55.56303 58.34595 63.41092 81.0366 64.6007 71.50175 75.67199 111.2146 74.22432 83.48203 102.5 119.3694 89.65071 89.0172 92.22391 91.00137 125.7229 102.8895 93.61123 90.8529 114.4388 92.5 114.9706 113.5176 97.60251 94.99737 117.0694 110.7079 130.4847 101.4261 112.5444 113.4603 126.2309 123.5364 135.8308 102.8798 140.2083 158.0419 156.6437 172.9487 164.232 163.7513 169.5324 171.8699 174.0582 173.0354 176.415 183.8947 189.9533 207.8924 206.9236 209.4857 218.3632 221.0096 224.2437 225.347 226.6103 225.4271 225.2671 227.3703 228.0159 208.5551 215.7025 230.9269 238.2126 264.6114 235.243 237.9354 226.7096 293.8354 232.5022 215.5835 229.5298 232.0264 230.8078 231.8647 218.8293 233.0858 235.7462 277.5113 237.5243 237.5423 228.5963 239.8817 239.8588 230.0571 245.6731 251.657 249.8565 245.2351 260.7417 248.0811 255.852 253.372 260.6554 266.7836 251.5855 238.5755 250.7758 251.5596 263.4886 261.9089 263.7996 240.9673 241.7401 264.5397 267.0117 264.534 270.0375 272.9858 274.8077 294.6951 279.1366 277.545 258.8049 278.1115 280.4055 283.4365 287.0895 289.7348 277.9627 290.7787 305.0135 293.8643 292.252 295.5934 306.3597 318.5976 305.8341 329.3315 331.013 302.7049 329.0084
10 13.41641 173.669 7.826238 28.00446 0 16.11834 3.201562 2.828427 17 28.4605 13.45362 15.26434 20.59126 39.82462 23.76973 27.78489 32.55764 51.10773 30.18692 35.22783 143.6543 36.05551 43.13931 40.71855 39.21734 42.37924 47.81591 60.15879 52.17279 58.81539 61.35145 89.46269 61.84658 68.70953 82.80097 98.08155 73.82412 75.65753 77.62087 76.89603 103.9471 85.23497 79.94725 77.7946 94.81034 79.69944 96.02083 94.86833 83.57033 82.06248 98.22932 93.29523 109.7474 87.66413 96.60228 97.94386 108.1665 106.3297 118.0138 111.8034 122.4042 139.4023 138.2208 192.9611 182.9542 182.0831 152.9771 155.5538 157.7847 157.8892 161.059 167.3858 176.3661 193.6517 193.8086 196.0638 204.5961 207.099 240.3539 241.6154 242.616 241.1033 240.6013 243.0329 243.403 200.8233 208.3696 245.204 252.7331 282.2389 248.8092 251.575 237.4721 309.4979 244.0953 217.6718 239.9014 243.3537 241.4953 242.8518 221.6393 243.3213 246.8947 294.9784 228.9916 247.4893 223.8951 250.05 232.0194 233.1888 256.2596 263.7063 261.2374 255.0686 273.7152 257.8003 267.5986 244.7193 273.065 280.043 261.7059 239.0146 260.3349 261.358 276.1232 274.0018 276.1639 240.3518 242.068 276.0018 278.7723 275.485 281.9663 285.2806 287.0209 309.8057 291.7413 289.6377 255.6956 289.9849 292.1815 295.3726 299.1562 301.5974 286.7141 302.412 318.3237 305.0049 302.8036 287.1831 319.1692 331.2369 297.231 343.1414 344.4724 309.9032 341.4693
12.01253 9.889428 167.5025 11.02501 12.71518 16.11834 0 17.82346 13.85824 4.942245 12.63629 9.678625 25.77888 29.79179 24.90333 31.17572 36.39438 21.77271 64.0375 37.80527 44.18202 127.546 27.19928 30.8695 47.16117 44.47107 47.41889 52.68949 69.1506 54.8719 61.81718 65.5271 99.25443 64.68521 73.29001 91.01951 107.5425 79.19233 79.33742 82.1701 81.09671 113.7928 91.97853 83.87446 81.29146 103.0257 83.04096 103.7463 102.3721 87.77842 85.51601 105.884 99.90896 118.8249 91.72064 102.2047 103.2602 115.3031 112.8558 125.0082 102.7305 129.4026 147.0295 145.6929 179.0633 169.5801 168.8745 159.1899 161.6096 163.8164 163.1638 166.4806 173.5956 180.6531 198.3971 197.8223 200.2799 209.0499 211.6499 228.2229 229.4132 230.5358 229.1735 228.83 231.1118 231.6105 201.4744 208.7932 233.9368 241.3595 269.4602 237.8869 240.6209 227.9121 297.6398 234.1311 212.6542 230.5416 233.5205 231.9791 233.1875 216.2321 234.0354 237.1556 282.2813 230.1827 238.3555 222.7724 240.8079 232.7919 227.627 246.8151 253.5423 251.4017 246.0032 263.1094 248.7967 257.5889 246.0068 262.7344 269.3048 252.5038 234.9565 251.4162 252.3188 265.6855 263.8282 265.859 236.8917 238.0775 266.1431 268.7683 265.8812 271.8824 275.0194 276.8017 298.2072 281.3342 279.4806 253.6916 279.9367 282.1838 285.2986 289.0211 291.5657 278.2417 292.495 307.595 295.3363 293.4292 288.3721 308.6856 320.8461 298.5473 332.1881 333.6899 302.2632 331.1737
13.1244 16.37834 171.7367 10.81665 30.14963 3.201562 17.82346 0 4.031129 17.86757 29.71952 13.31353 12.09339 17.44276 40.51234 20.71835 24.62214 32.22189 48.12744 27.06474 32.03514 145.0654 35.21718 42.95637 37.61981 36.21119 39.37321 44.79893 56.95726 49.32798 55.91511 58.34595 86.2789 58.95125 65.66011 79.60057 94.89128 70.71952 72.6606 74.56038 73.85966 100.7683 82.06248 76.92569 74.80809 91.60922 76.7219 92.82376 91.6747 80.52484 79.07275 95.03289 90.12353 106.5516 84.62417 93.46791 94.8222 104.9774 103.1564 114.826 110.5 119.2156 136.203 135.0231 192.8918 182.7023 181.776 149.804 152.3852 154.6165 154.749 157.9122 164.211 173.2693 190.5289 190.7233 192.967 201.4857 203.9835 239.6857 240.9673 241.9323 240.3775 239.8317 242.304 242.6381 197.988 205.5533 244.2975 251.8516 281.7523 247.8129 250.5858 236.1594 308.7317 242.8709 215.5278 238.5438 242.0997 240.1713 241.56 219.5547 241.9463 245.6181 294.4631 226.1001 246.08 221.2335 248.6629 229.1642 231.1239 254.9142 262.521 259.9774 253.642 272.6321 256.3596 266.3761 241.8162 271.9159 278.9905 260.3061 236.7198 258.8755 259.9235 274.9986 272.8154 275.0077 237.9732 239.7624 274.7422 277.545 274.1683 280.7566 284.1113 285.8413 308.968 290.605 288.4428 253.1265 288.7646 290.9489 294.1568 297.9536 300.3702 285.1548 301.1582 317.259 303.6943 301.4287 284.2812 318.0444 330.0871 294.317 342.1275 343.4154 308.1757 340.2947
10 12.80625 171.2561 7.433034 26.11992 2.828427 13.85824 4.031129 0 14.31782 25.96151 10.63015 14.86607 20 37.12142 22.82542 27.20294 29.73214 51.88449 29.41513 34.82815 141.2615 33.28663 40.31129 39.82462 38.07887 41.23106 46.68006 59.92562 50.69517 57.42169 60.16644 89.48721 60.44005 67.62396 82.46211 98.04311 72.89719 74.43831 76.55717 75.76939 104.0048 84.59905 78.78174 76.55064 94.49339 78.43469 95.60335 94.40339 82.46211 80.82234 97.80082 92.64988 109.638 86.53901 95.77056 97.06184 107.6476 105.6882 117.4787 109.1238 121.8747 139.0144 137.8006 190.1421 180.1265 179.2547 152.322 154.8709 157.0987 157.0637 160.2623 166.7393 175.3767 192.7511 192.7808 195.0718 203.6489 206.1698 237.5416 238.8012 239.8051 238.297 237.8003 240.227 240.6013 199.2636 206.7795 242.4232 249.948 279.4137 246.0447 248.8092 234.7871 306.6958 241.3845 215.3903 237.2304 240.6512 238.8137 240.1604 219.3171 240.6559 244.1987 292.1545 227.5227 244.8352 222.0923 247.3884 230.4886 230.8528 253.5843 260.9847 258.5363 252.4203 270.9686 255.1568 264.8868 243.2696 270.3341 277.2896 259.0483 236.8459 257.698 258.7122 273.3862 271.2803 273.4346 238.2541 239.9078 273.3002 276.0616 272.8003 279.2508 282.5544 284.2974 307.0133 289.0069 286.9181 253.7839 287.2721 289.4719 292.6585 296.4385 298.8863 284.1144 299.7082 315.5725 302.3177 300.1366 285.7285 316.4317 328.5052 295.7977 340.3792 341.7191 307.376 338.7436
15.65248 14.31782 162.8163 14.00893 15.53222 17 4.942245 17.86757 14.31782 0 12.04159 6.324555 23.5372 26.92582 22.82542 27.78489 33.12099 17.46425 61.68468 34.25274 40.81666 127.3089 22.56103 27.20294 43.18565 40.31129 43.18565 48.37728 65.52313 50.24938 57.19484 61.03278 95.69437 60.03332 68.8186 87.11487 103.876 74.8131 74.73328 77.66595 76.55064 110.2089 87.78383 79.28785 76.66159 99.08582 78.39005 99.70456 98.29039 83.21658 80.87181 101.8234 95.67131 115.0413 87.13208 97.80082 98.81295 111.1261 108.5772 120.7901 98.43272 125.179 142.8986 141.5344 176.3888 166.643 165.8621 154.8063 157.2005 159.402 158.6443 161.9784 169.2011 176.0057 193.7937 193.1393 195.617 204.4094 207.0193 224.8044 226.0199 227.1002 225.6866 225.2909 227.6225 228.0789 196.563 203.8737 230.2433 237.6994 266.2902 234.0961 236.8396 223.7856 294.1418 230.0967 207.8702 226.3733 229.4559 227.8442 229.0851 211.4829 229.8527 233.0708 279.0811 225.2891 234.143 217.8302 236.6178 227.8815 222.8946 242.6685 249.5596 247.3419 241.7788 259.2393 244.5608 253.5705 241.1158 258.7943 265.4707 248.3083 230.1065 247.1644 248.0907 261.7728 259.85 261.9132 232.0086 233.2238 262.0916 264.7508 261.7728 267.8843 271.0646 272.8369 294.6261 277.4167 275.5014 248.7594 275.9316 278.1672 281.3006 285.0382 287.5587 273.9124 288.4614 303.7647 291.2473 289.2767 283.4734 304.7917 316.9305 293.6533 328.422 329.8774 297.8003 327.2358
