0 171.4214 112.4342 94.82448 178.3068 92.75788 94.12793 96.0554 181.8755 156.2026 243.0454 247.6451 211.0031 210.6919 271.0162 248.7211 270.4478 218.6536 285.4953 236.9219 243.2316 240.0758 215.4347 222.4266 268.7036 231.1419 235.9168 291.9229 297.5953 244.2415 293.5659 322.7339 332.9039
171.4214 0 76.45976 77.85392 85.02631 112.6665 99.15906 95.87189 71.62686 79.12008 88.17876 89.2776 40.65638 42.15168 110.0752 81.40164 107.4074 52.68104 121.9139 66.39029 72.00253 69.62722 97.85359 154.1261 97.35191 102.7302 112.8475 120.7407 126.5016 113.695 122.3305 154.2511 164.0535
112.4342 76.45976 0 30.59412 68.68042 100.1699 86.44202 84.28671 69.83552 115.6244 131.6435 136.8377 116.1077 118.423 160.3034 141.5238 160.4151 129.1395 175.3416 140.8119 144.8068 144.0626 160.2724 200.2987 166.6741 170.1352 178.8435 188.4489 193.6859 182.5862 190.2761 214.5951 224.9361
94.82448 77.85392 30.59412 0 96.87621 69.64194 56.14465 54.16872 95.21029 93.53609 149.8065 153.8628 118.3089 118.9285 177.0485 153.9123 176.1391 128.1601 191.1876 144.1804 149.8166 147.4034 144.7938 177.0524 174.5 157.0032 164.5509 197.4968 203.1022 170.0039 199.1808 227.9315 238.0887
178.3068 85.02631 68.68042 96.87621 0 163.1104 148.5145 145.7781 15.81139 156.9777 81.32035 88.6395 108.2405 113.7409 110.1838 104.0769 112.641 125.2996 126.0305 124.92 124.4267 127.6655 182.8039 237.6337 136.6318 186.561 196.9873 153.3949 157.3652 196.6101 155.3898 168.2955 178.514
92.75788 112.6665 100.1699 69.64194 163.1104 0 14.72715 17.75528 158.2561 66.7308 199.4492 201.3944 144.4611 141.7674 222.6995 193.6311 220.0659 146.3728 234.5009 168.5052 176.5814 171.2577 125.6433 130.6643 204.155 142.3376 145.7841 227.7828 233.7436 155.0804 229.0786 264.8345 274.2066
94.12793 99.15906 86.44202 56.14465 148.5145 14.72715 0 3.28718 143.5382 62.10117 185.3345 187.4587 132.4055 130.1085 209.0017 180.4159 206.5282 135.4372 221.0726 156.9805 164.8046 159.8266 121.4103 134.0484 192.2051 137.4126 141.8563 215.884 221.8267 150.4266 217.2385 252.2328 261.7317
96.0554 95.87189 84.28671 54.16872 145.7781 17.75528 3.28718 0 140.6281 60.16851 182.0803 184.188 129.1869 126.9262 205.719 177.1306 203.2419 132.3301 217.7855 153.8059 161.6052 156.6607 119.3838 133.5792 188.9881 135.2378 139.8615 212.6693 218.6102 148.2885 214.0286 248.9687 258.4744
181.8755 71.62686 69.83552 95.21029 15.81139 158.2561 143.5382 140.6281 0 146.3284 68.942 75.81971 92.66067 98.27004 98.22918 89.4539 100.09 109.7725 114.0337 109.11 108.683 111.8604 168.9149 225.3525 121.5041 172.0029 182.5212 138.9244 143.0892 181.776 140.9113 155.8917 166.1994
156.2026 79.12008 115.6244 93.53609 156.9777 66.7308 62.10117 60.16851 146.3284 0 164.2468 163.7411 94.92102 90.13878 181.4585 149.1643 177.3415 90.78546 190.2847 114.4945 123.4828 116.6639 59.34855 84.69097 150.9346 75.69016 79.76215 173.6663 179.5843 88.55806 174.6425 213.8157 222.2662
