0 179.8885 2.692582 12.36932 37.75506 11.1018 11.40175 30.67572 28.79236 33.41048 15.6205 26.41969 47.43416 49.64877 25.4951 52.20153 25.81182 28.50987 32.55764 27.57716 33.01515 64.39915 61.00575 67.53518 46.75468 32.28002 70.6041 68.60029 143.2027 50.20956 74.43118 52.11766 71.28113 80.77747 54.20332 52.43091 52.09666 87.34637 48.8467 92.497 52.55949 53.8759 78.87332 66.43797 90.44335 95.13149 61.26989 63.07139 86.1768 102.0518 67.77905 64.32729 67.5952 84.64632 79.71976 77.34662 94.7675 92.39183 72.89204 97.73467 80.15696 77.46625 75.13919 79.89747 103.033 82.56513 91.7878 116.7776 102.9272 93.88704 109.2932 107.7033 106.1744 108.3005 113.2078 112.1606 110.0591 105.7024 104.6948 116.9701 112.1606 139.3781 116.3615 121.0306 120.3038 132.0038 149.7899 155.5956 150.7481 158.1139 195.4124 185.7388 184.9655 164.8423 165.5295 176.706 200.1111 201.9554 247.4934 207.099 214.6349 239.2676 240.2769 251.575 256.5502 285.3861 309.278 252.0496 223.3047 250.4795 227.2004 248.7187 298.1715 235.2925 230.0543 254.0492 276.2541 238.3044 238.7237 272.3821 276.9856 251.0244 244.8183 246.2458 247.8831 278.6198 282.4261 284.7504 280.5998 313.4177 261.7752 290.2447 324.6402 305.4587 301.6637 305.6354 338.8104 293.4875 307.7519 303.5395 307.1116 309.9193 311.9647 312.8338 313.198 314.4873
179.8885 0 177.6744 180.0125 183.0648 172.7292 169.6444 179.091 178.3371 175.3731 170.8173 174.0834 181.3479 181.4069 168.9315 180.6207 162.3755 152.3709 152.5201 158.0985 149.918 175.6522 172.5259 175.3915 162.5387 152.4065 174.2654 171.5349 168.782 158.1093 172.0428 154.5521 167.4632 171.9685 150.9989 149.5843 146.093 171.2997 142.9835 166.121 142.1925 137.2101 160.7198 146.0212 167.6642 170.364 137.5922 135.8436 155.2561 167.0448 129.6367 124.1164 121.1024 143.2762 136.3659 134.5627 150.2645 147.412 123.6952 147.4648 130.2145 122.2187 118.9704 123.5226 146.5636 115.4688 127.4496 148.4117 129.3923 111.9514 129.0466 126.7747 124.5336 121.7896 127.2734 125.7182 120.4765 113.0808 103.228 123.412 108.3368 147.3079 70.06196 117.0393 114.419 118.4171 130.1586 134.6607 126.2533 137.1446 114.6345 100.7008 97.42686 125.6505 121.0245 115.4164 118.3374 120.7392 106.9605 84.93276 86.77073 86.55722 88.42332 103.8771 110.1995 153.6142 164.0761 94.72181 46.06486 89.62281 48.49121 82.99048 163.1369 108.4279 81.39512 88.5904 121.331 106.252 59.53019 113.9946 118.9776 121.0214 71.1582 75.967 74.41571 111.9845 117.1171 117.8614 110.7615 162.1862 100.1486 116.5579 169.9724 138.6851 130.604 134.8333 184.2677 155.0422 136.1735 165.0153 128.248 131.7899 133.0742 134.222 133.7871 135.2646
2.692582 177.6744 0 11.01136 36.25412 8.514693 10.30776 28.98707 27.06012 31.47713 13.08625 24.37724 45.74112 47.94007 23.11385 50.44056 23.16247 26.79669 31.48412 24.88473 31.62673 62.40593 58.93246 65.5229 44.36496 29.60152 68.55144 66.48496 143.5184 47.73102 72.31355 49.57822 69.067 78.64 51.61637 49.81215 49.43493 85.17584 46.15463 90.22393 49.87234 51.18587 76.52614 63.84457 88.20006 92.92067 58.58541 60.38419 83.74778 99.77005 65.08648 61.6786 64.95148 82.07466 77.07847 74.68768 92.27963 89.87213 70.20328 95.21833 77.48154 74.7748 72.46382 77.20513 100.509 79.88273 89.1193 114.2639 100.2809 91.19694 106.6501 105.0488 103.5097 105.6279 110.5588 109.5046 107.3837 103.0109 102.011 114.3077 109.468 136.8302 114.5131 118.3514 117.6191 129.33 147.147 152.9649 148.092 155.4904 194.4949 184.6758 183.86 162.1766 162.8535 174.018 197.4193 199.2643 246.0412 204.4511 211.9933 237.6158 238.6404 250.0325 255.0417 284.1726 307.9056 250.3642 220.9779 248.7353 224.9072 246.8912 296.9385 232.6282 227.4714 252.2365 274.6602 235.6507 236.4429 270.7236 275.3421 248.3571 242.4113 243.7955 245.4707 276.8253 280.6622 282.9592 278.7436 311.9513 259.2335 288.3093 323.13 303.6943 299.802 303.7832 337.3207 290.8207 305.8831 300.8696 305.0057 307.851 309.8584 310.7431 311.0567 312.3604
12.36932 180.0125 11.01136 0 25.38591 8.13941 19.92486 18.38478 16.55295 21.44435 9.219544 14.86607 35.1141 37.33631 15.65248 39.92493 19.05912 33.44865 39.96248 22.54994 39.20459 52.40468 49.18538 55.56978 36.23534 28.16026 58.71347 56.85948 154.0752 40.22437 62.68174 42.61748 59.81639 69.06519 45.17743 43.86342 44.35158 75.71065 42.57934 81.17907 45.72199 48.18492 67.89698 57.33676 79.02531 83.60024 54.12024 56.04463 75.59524 90.74725 61.39218 60.00833 63.34123 75.16648 71.2 69.19899 84.53094 82.40297 66.9944 87.69954 72.43023 71.25021 69.88796 73.19794 93.04196 76.94154 83.7735 106.6677 94.36631 87.68648 100.6479 99.28243 97.9898 100.3195 104.6566 103.7545 102.1567 98.67117 98.84331 108.6876 105.3613 129.5039 119.2015 113.2157 112.7209 123.9758 141.0319 146.6322 142.2392 149.0403 202.566 192.3172 191.3668 156.5248 157.496 169.1686 192.8871 194.6407 252.2419 202.0916 209.7593 242.9815 244.0738 255.8613 261.0077 291.2355 314.3766 255.566 222.396 253.6632 226.5855 251.412 303.9264 229.8275 226.2211 256.8268 280.2505 233.118 238.2016 276.0308 280.7134 245.4541 243.1152 244.0861 246.1211 281.4853 285.4689 287.6309 283.0905 318.0521 258.5 292.2277 329.046 308.4834 304.1052 308.1331 343.314 287.8987 310.1455 297.8477 307.91 310.9871 312.7571 313.7387 313.7292 315.1258
37.75506 183.0648 36.25412 25.38591 0 30.16667 43.66667 7.731609 9.718253 8.565694 26.83489 14.24001 10.26861 12.4811 19.39358 15.26798 26.56491 52.09853 60.55392 30.93452 58.50451 28.87954 26.64126 32.06937 22.06304 35.34748 35.43608 34.27503 177.0702 27.05139 39.85111 30.61635 38.20704 46.20005 34.19714 34.64743 37.47675 52.96876 40.10126 59.37764 41.02371 45.85578 47.67716 44.13085 56.94539 61.05826 47.00473 48.96371 56.33369 68.79806 55.24591 58.95855 62.02598 59.29399 58.36681 57.56976 65.98023 64.6686 61.42769 69.62851 61.6777 64.4869 65.58172 65.05506 74.92311 71.1368 71.48737 87.86985 80.1256 79.76293 85.95218 85.22193 84.59183 87.35623 90.07466 89.5774 89.32587 88.16147 91.17626 94.67195 95.14959 110.937 128.7534 100.2429 100.3383 110.1928 125.1177 130.1286 126.919 132.2325 218.8305 207.6057 206.3388 141.4606 143.0994 155.7897 179.9694 181.4978 263.6837 194.0484 201.9254 252.4845 253.7304 266.3909 271.8384 304.5996 326.2036 264.6024 222.8432 262.0613 227.5964 258.8625 317.06 220.5218 220.4883 264.4071 290.0831 224.3965 239.2999 285.2066 290.0192 235.8009 241.7356 241.746 244.595 289.0924 293.4046 295.2348 289.9472 328.9624 253.702 298.0248 339.4687 316.2717 310.7568 314.8774 353.8789 277.9561 316.6734 287.6335 311.2457 314.8525 316.0571 317.2619 316.495 318.1028
11.1018 172.7292 8.514693 8.13941 30.16667 0 13.5 22.52221 20.52438 24.23242 4.609772 16.97793 38.96473 41.10049 14.84082 43.44249 14.76482 25.35375 32.20637 16.97793 31.21298 54.78138 51.13985 57.84678 36.00347 22.14159 60.77983 58.58541 147.4113 39.25876 64.39915 41.06702 60.96925 70.67708 43.10742 41.33098 41.06169 77.14223 38.1084 82.00549 41.69233 43.34384 68.20007 55.33933 80.03281 84.80713 50.3612 52.19435 75.31461 91.53312 57.08108 54.3898 57.70062 73.5612 68.63592 66.29668 83.79218 81.36646 62.36185 86.71399 69.17048 66.84405 64.84932 69.13891 92.00121 72.15435 80.76664 105.7603 91.84906 83.29996 98.21023 96.6398 95.13806 97.29466 102.1335 101.1002 99.0669 94.89073 94.24038 105.9257 101.4162 128.316 111.2621 110.0593 109.3766 121.001 138.7056 144.5 139.6863 147.0145 194.5154 184.2131 183.2512 153.8059 154.5356 165.8109 189.2961 191.1184 244.1296 197.0438 204.6386 234.9601 236.0429 247.7827 252.9155 283.097 306.2495 247.5707 215.4675 245.7138 219.5569 243.5411 295.7871 225.06 220.5453 248.9423 272.2015 228.1847 231.1455 268.021 272.6944 240.7549 236.4894 237.6452 239.5195 273.5896 277.545 279.7334 275.2608 309.9502 252.5599 284.5 320.9618 300.5649 296.2874 300.3053 335.2227 283.2194 302.3376 293.2337 300.4704 303.4769 305.3199 306.2715 306.3646 307.7312
11.40175 169.6444 10.30776 19.92486 43.66667 13.5 0 36.01389 34.0147 37.50547 17.26268 30.26549 52.34501 54.45181 27.20294 56.7186 24.27447 17.47319 21.2132 24.05203 21.63331 67.52962 63.69878 70.5195 47.41308 27.20294 73.31397 70.93659 134.2118 49.92995 76.6942 51.10039 72.91776 82.8553 52.49762 50.24938 49.00574 89.15133 44.40721 93.52051 48.50258 48.66125 79.40403 64.42731 91.70605 96.60228 57.2014 58.82176 85.90716 102.9517 62.76942 57.58472 60.72159 82.75869 76.7075 73.94931 93.83219 91.1112 67.30713 96.45833 76.24176 72.08442 68.93608 74.93289 101.634 76.55717 88.00568 115.434 99.63935 88.24109 106.0424 104.2017 102.4158 104.2929 109.8089 108.6002 105.9481 100.7224 98.61541 113.2254 106.8925 137.5327 105.3091 116.7322 115.7627 127.8632 146.4001 152.4336 147.0544 155.0806 184.1955 174.4197 173.6239 160.8633 161.2265 171.8284 194.843 196.774 236.1038 199.8499 207.2682 227.9759 228.9738 240.2166 245.1775 274.004 297.8768 240.7841 213.469 239.2697 217.2234 237.6068 286.7843 228.356 221.9031 242.9177 264.9219 231.1385 228.6941 261.0939 265.6859 244.1495 235.3593 237.0338 238.4522 267.464 271.2351 273.5903 269.5241 302.0308 253.2138 279.292 313.2671 294.2669 290.5942 294.5522 327.4301 286.5738 296.6922 296.7006 296.5168 299.2324 301.3702 302.2003 302.6962 303.9461
30.67572 179.091 28.98707 18.38478 7.731609 22.52221 36.01389 0 2 4.632494 19.10497 6.708204 16.76305 18.97367 12.20656 21.54066 19.6023 44.5344 52.88667 24.13504 50.92151 34.25274 31.31615 37.44329 21.84033 29 40.6741 39.05125 169.3444 26.68333 44.82187 29.92073 42.42641 51.22499 33.24154 33.01515 35.10787 57.94667 36.40055 63.84287 38.05916 42.31614 51.22499 44.40021 61.55485 65.94695 45.04442 47.04253 59.47638 73.37958 53.15073 55.36244 58.56146 60.92618 58.74215 57.46738 68.85841 67.16584 59.2558 72.31228 61.30638 62.75592 63.07398 63.79955 77.66041 69.18092 71.80529 90.97252 81.27115 78.60064 87.31552 86.33076 85.44004 88.0568 91.41663 90.75792 89.98889 87.9659 90.02222 95.81753 94.89468 114.0099 123.065 101.0198 100.896 111.3194 127.122 132.382 128.6934 134.6143 211.9363 200.8795 199.6704 143.1712 144.5579 156.8949 180.9497 182.5623 257.7751 193.3727 201.1937 247.002 248.2136 260.6856 266.0695 298.3054 320.244 259.2373 219.6406 256.8443 224.2432 253.87 310.8187 220.3015 219.1118 259.3877 284.5509 223.9866 235.9364 279.8232 284.6085 235.7147 239.0753 239.3658 241.9803 284.0845 288.3201 290.2316 285.1232 323.206 252.0739 293.4706 333.8267 311.2362 305.9967 310.0968 348.2104 278.0054 311.9475 287.7816 307.3379 310.807 312.1618 313.3082 312.7427 314.2948
28.79236 178.3371 27.06012 16.55295 9.718253 20.52438 34.0147 2 0 5.46443 17.11724 5 18.68154 20.88061 10.63015 23.4094 18.06239 42.66512 50.96077 22.63846 49.0408 35.93397 32.88416 39.11521 22.47221 27.65863 42.31291 40.60788 167.3732 27.20294 46.40043 30.31914 43.86342 52.80152 33.54102 33.13608 35.00803 59.50356 35.90265 65.28665 37.76903 41.83461 52.49762 44.94028 63.03174 67.47592 45 47 60.6419 74.83691 53.03772 54.81788 58.04692 61.7414 59.2574 57.86623 69.94769 68.17074 59.10372 73.35186 61.62634 62.71494 62.81979 63.88309 78.70497 69.06519 72.27724 92.08692 81.9329 78.68057 88.02272 86.97701 86.02325 88.60023 92.11406 91.41663 90.52072 88.28363 90.08885 96.46243 95.18929 115.101 121.8236 101.5687 101.3903 111.9464 127.9531 133.2704 129.4681 135.5323 210.2974 199.2968 198.1067 143.9236 145.2481 157.4929 181.5088 183.142 256.4449 193.5071 201.3116 245.8007 247.002 259.4167 264.781 296.8546 318.8947 258.0698 219.0936 255.7206 223.6538 252.8122 309.3837 220.5474 219.0571 258.3215 283.3319 224.183 235.3423 278.6485 283.4255 235.9921 238.6734 239.0397 241.5904 283.0194 287.2325 289.1675 284.1113 321.9179 251.9469 292.5355 332.5722 310.1612 305.0016 309.0955 346.9474 278.3112 310.9618 288.1115 306.5842 310.0145 311.4113 312.5412 312.032 313.5686
33.41048 175.3731 31.47713 21.44435 8.565694 24.23242 37.50547 4.632494 5.46443 0 20.25488 7.256721 14.90839 16.96644 11.37805 19.22134 18.21565 44.23938 52.95904 22.47576 50.66616 31.00016 27.74427 34.15055 17.2122 26.78544 37.27255 35.43247 169.7339 22.0513 41.24876 25.30237 38.54167 47.63885 28.64716 28.50018 30.74203 54.30645 32.45705 59.95805 33.86385 38.32973 47.06442 39.7681 57.73612 62.23713 40.61847 42.61291 55.18061 69.51743 48.76741 51.42626 54.58117 56.36187 54.1097 52.84279 64.48395 62.7185 54.89818 67.89339 56.69655 58.31266 58.80246 59.28049 73.24593 64.78781 67.17336 86.62251 76.65677 74.07877 82.71312 81.71328 80.8125 83.42578 86.81164 86.14325 85.35725 83.35382 85.50474 91.20011 90.28765 109.6376 120.299 96.38931 96.26349 106.6989 122.5686 127.8588 124.1155 130.1086 210.3147 199.0566 197.7827 138.5852 139.9523 152.2704 176.3206 177.9356 255.1859 188.8149 196.6427 244.103 245.3378 257.9431 263.374 296.0427 317.6966 256.2613 215.6355 253.7744 220.2904 250.666 308.5084 215.7036 214.6529 256.1996 281.6873 219.4043 231.9885 276.86 281.6634 231.1081 234.9048 235.1201 237.7973 280.8912 285.1718 287.0359 281.8266 320.5029 247.6623 290.0329 331.0411 308.0602 302.6666 306.7779 345.444 273.3919 308.5994 283.1632 303.6045 307.1323 308.4235 309.5943 308.9464 310.5209
