0 178.8746 124.5351 95.18929 98.52524 100.7782 229.6301 159.948 225.9342 254.4661 258.8824 219.9682 219.3468 282.1875 259.1872 281.4427 226.8965 247.5637 296.4942 245.815 252.3886 248.9329 222.8429 278.2431 300.8322 248.9701 333.2009 309.6127 308.4493 312.3732 343.3165 316.3116 314.5854 313.4454 315.3569 317.8742 320.0891 322.0078
178.8746 0 76.27116 109.6817 96.26043 92.97357 70.1989 69.5921 57.10742 91.4205 92.4505 41.91882 42.91955 113.1284 84.19685 110.3864 53.0736 68.85258 124.8403 67.79868 73.71083 71.01656 151.3029 99.40797 122.3992 112.219 156.8128 131.0632 129.5962 133.5006 166.5693 137.4396 135.7144 134.5892 136.545 139.0261 141.2453 143.215
124.5351 76.27116 0 100.1699 86.44202 84.28671 107.0561 110.4149 106.7579 131.6435 136.8377 116.1077 118.423 160.3034 141.5238 160.4151 129.1395 140.0192 175.3416 140.8119 144.8068 144.0626 200.2987 166.6741 186.5074 182.6489 214.5951 195.4508 197.5854 200.9278 224.9361 204.3135 203.1576 202.408 204.8341 206.8647 209.0933 211.5136
95.18929 109.6817 100.1699 0 14.72715 17.75528 176.1391 67.40509 165.9104 199.4492 201.3944 144.4611 141.7674 222.6995 193.6311 220.0659 146.3728 172.1336 234.5009 168.5052 176.5814 171.2577 130.6643 204.155 228.3265 155.1149 264.8345 236.4847 232.0388 236.326 274.2066 240.62 238.4219 236.9662 238.3212 241.1742 243.2817 244.663
98.52524 96.26043 86.44202 14.72715 0 3.28718 161.8453 61.42427 152.0103 185.3345 187.4587 132.4055 130.1085 209.0017 180.4159 206.5282 135.4372 160.2587 221.0726 156.9805 164.8046 159.8266 134.0484 192.2051 216.2111 150.4665 252.2328 224.5007 220.6299 224.8619 261.7317 229.1031 226.9873 225.5879 227.0578 229.8533 231.989 233.4828
100.7782 92.97357 84.28671 17.75528 3.28718 0 158.6167 59.22734 148.7363 182.0803 184.188 129.1869 126.9262 205.719 177.1306 203.2419 132.3301 157.0513 217.7855 153.8059 161.6052 156.6607 133.5792 188.9881 212.9795 148.3294 248.9687 221.2787 217.4586 221.685 258.4744 225.9209 223.813 222.4191 223.9001 226.6898 228.828 230.3329
229.6301 70.1989 107.0561 176.1391 161.8453 158.6167 0 139.0091 18.30983 24.83948 29.84004 63.81222 70.49113 53.27919 42 53.85165 80 64.90894 68.55015 70.80254 67.60178 72.86905 213.407 75.16814 87.69265 155.7502 109.2583 96.17692 103.0194 105.1713 119.6296 107.4663 107.2287 107.1168 110.0727 111.2205 113.2828 116.211
159.948 69.5921 110.4149 67.40509 61.42427 59.22734 139.0091 0 124.0193 158.273 157.8785 89.6371 85.0486 175.8344 143.6824 171.8062 86.23799 114.9326 184.8827 109.8503 118.7575 112.1114 90.10977 146.3215 170.7398 89.10937 209.0778 178.1544 171.4818 175.9096 217.6458 180.3396 177.8705 176.2336 177.1745 180.188 182.1742 183.1666
225.9342 57.10742 106.7579 165.9104 152.0103 148.7363 18.30983 124.0193 0 34.44198 35.49335 45.53296 52.22308 57.36003 34.88911 55.76065 61.70292 48.46463 70.76582 53.77034 51.73248 56.10581 195.8566 64.19502 80.79759 137.4504 108.0426 89.66744 94.04919 96.80522 118.3406 99.68576 98.97601 98.55075 101.2978 102.8798 105.0488 107.7694
254.4661 91.4205 131.6435 199.4492 185.3345 182.0803 24.83948 158.273 34.44198 0 7.98088 75.18643 81.7435 29.35767 32.20248 31.32092 88.95504 66.45878 45.10758 73.4983 67.47592 74.60399 227.1131 65.29357 71.44928 163.192 87.04947 79.1012 88.64536 89.94443 97.32035 91.44397 91.7878 92.07063 95.18929 95.7549 97.62172 100.7174
258.8824 92.4505 136.8377 201.3944 187.4587 184.188 29.84004 157.8785 35.49335 7.98088 0 72.57291 78.96093 23.46651 25.43281 24.31243 85.34027 61.22057 38.75623 68.4078 61.80152 69.25077 224.2562 57.766 63.47252 158.5842 80.09046 71.15777 80.67565 81.96358 90.41761 83.47152 83.80748 84.0902 87.20949 87.77525 89.64464 92.73885
219.9682 41.91882 116.1077 144.4611 132.4055 129.1869 63.81222 89.6371 45.53296 75.18643 72.57291 0 6.708204 87.44411 54.58938 82.8734 17.20465 27.95657 95.42226 25.94224 32.64966 29.1334 151.9268 59.80176 83.86895 92.28285 120.8113 92.09777 88.86507 92.95698 129.9433 97.08244 95.13149 93.8616 95.60335 98.23441 100.4241 102.2008
