0 170.6545 112.4342 186.9073 177.6926 180.7849 179.5758 92.75788 178.3865 94.12793 96.0554 112.4079 115.1499 128.6793 243.0454 170.5338 247.6451 211.0031 210.6919 271.0162 248.7211 270.4478 218.6536 285.4953 236.9219 243.2316 240.0758 212.9517 222.4266 268.7036 226.1128 225.4611 233.0168 236.6288 242.2024 238.7655 237.991 322.7339 252.9203 254.9072 296.8567 259.2645 297.4181 332.9039 263.7056 301.3607 265.1194 310.1758 266.7749 269.6706
170.6545 0 75.19253 97.80656 78.82242 80.45936 78.28094 112.6027 76.10586 99.01775 95.73105 72.82056 74.20472 85.37888 87.92638 61.66828 89.15066 41.71567 43.34497 110.1018 81.67808 107.5136 53.94892 122.0686 67.38369 72.88316 70.62569 97.40542 155.2655 98.07326 102.8424 109.6136 107.3527 106.4287 115.4458 107.6337 110.2428 154.6829 117.2913 117.5037 126.3252 118.7024 127.0489 164.5138 120.669 131.0495 121.0307 139.522 121.1659 122.123
112.4342 75.19253 0 79.98281 67.06713 70.2282 68.70953 100.1699 67.23095 86.44202 84.28671 73.08386 77.90896 100.7677 131.6435 112.2943 136.8377 116.1077 118.423 160.3034 141.5238 160.4151 129.1395 175.3416 140.8119 144.8068 144.0626 157.9905 200.2987 166.6741 167.2521 171.4934 173.0527 173.8052 182.0712 175.4259 176.9301 214.5951 187.1163 187.9081 196.2887 190.115 197.6487 224.9361 192.8445 201.7573 193.4994 208 194.0309 195.4789
186.9073 97.80656 79.98281 0 19.13766 17.35655 19.52562 176.4433 21.70829 161.9253 159.2561 142.3815 146.4106 166.5029 85.08966 157.8171 92.82445 120.3131 126.0605 112.8533 110.8659 116.0657 137.4818 128.5527 135.4668 134.2395 138.0699 195.0083 252.0607 144.2567 199.4492 206.8435 203.3103 201.4758 210.692 202.3623 205.5979 171.0179 209.9077 209.4589 172.4181 209.261 175.1435 181.0539 209.8815 179.0482 209.6718 179.5028 208.9719 208.6894
177.6926 78.82242 67.06713 19.13766 0 3.162278 2.236068 160.0125 3.162278 145.3716 142.5877 124.8048 128.6707 148.2424 78.43469 138.6795 85.59183 103.3102 108.7842 107.5085 100.2447 109.7315 120.3536 123.3548 120.2082 119.8541 122.9775 176.1391 232.9231 132.534 180.8487 188.0957 184.8519 183.1918 192.386 184.1392 187.2625 165.4827 192.0794 191.7432 161.5495 191.7804 164.003 175.742 192.6266 168.0119 192.5097 169.8529 191.9427 191.8593
180.7849 80.45936 70.2282 17.35655 3.162278 0 2.236068 163.0031 4.472136 148.3517 145.555 127.6372 131.4679 150.8978 76.53757 140.6627 83.80311 103.8316 109.4166 105.4892 99.08078 107.8564 120.9339 121.3383 120.1666 119.5701 122.8904 177.6542 234.8931 131.6368 182.1572 189.5099 186.0705 184.3102 193.5174 185.2249 188.4098 163.5528 192.9728 192.5862 160.5031 192.5236 163.0123 173.7879 193.2796 167.003 193.1269 168.5823 192.5097 192.3538
179.5758 78.28094 68.70953 19.52562 2.236068 2.236068 0 161 2.236068 146.3394 143.5314 125.5239 129.3373 148.715 76.2168 138.4377 83.38842 102 107.5407 105.28 98.1835 107.5174 119.0798 121.1268 118.596 118.1271 121.3432 175.505 232.6701 130.5613 180.059 187.3846 183.9975 182.267 191.4705 183.1918 186.3579 163.2633 191.0039 190.6352 159.5282 190.6093 162 173.5202 191.4001 166.003 191.2616 167.7647 190.6646 190.5387
92.75788 112.6027 100.1699 176.4433 160.0125 163.0031 161 0 159.0031 14.72715 17.75528 39.85285 38.55912 39.51969 199.4492 86.09297 201.3944 144.4611 141.7674 222.6995 193.6311 220.0659 146.3728 234.5009 168.5052 176.5814 171.2577 123.2274 130.6643 204.155 136.8804 134.937 143.8051 148.1595 152.6706 150.3704 148.9001 264.8345 164.7559 167.0812 228.7712 172.0527 228.3966 274.2066 176.9774 231.9483 178.6393 243.3475 180.6931 184.0924
178.3865 76.10586 67.23095 21.70829 3.162278 4.472136 2.236068 159.0031 0 144.3337 141.5141 123.415 127.2103 146.5337 75.96052 136.2131 83.03189 100.1848 105.6788 105.1179 97.32934 107.2241 117.2391 120.9562 117.047 116.709 119.8179 173.358 230.4473 129.5154 177.9642 185.262 181.9283 180.2283 189.4278 181.1636 184.3102 163.004 189.041 188.6905 158.5788 188.7022 161.0124 173.2808 189.5284 165.0273 189.4043 166.9731 188.828 188.7326
94.12793 99.01775 86.44202 161.9253 145.3716 148.3517 146.3394 14.72715 144.3337 0 3.28718 26.3022 26.04537 34.55792 185.3345 78.36382 187.4587 132.4055 130.1085 209.0017 180.4159 206.5282 135.4372 221.0726 156.9805 164.8046 159.8266 118.9365 134.0484 192.2051 132.2415 131.3452 139.1654 143.0296 148.279 145.1992 144.1855 252.2328 159.4785 161.6103 217.525 166.2538 217.3183 261.7317 170.9402 220.9575 172.4825 231.943 174.3489 177.5243
