0 179.7139 5.822052 24.73062 5.105398 7.82671 25.69061 9.563673 27.84034 12.28616 26.08101 14.47503 31.41025 16.46405 20.36937 24.07416 28.12998 20.43159 19.71888 36.58903 20.947 25.35114 27.29306 48.4076 33.84392 166.818 43.8966 47.26988 47.31713 49.34424 49.5878 54.63927 81.67306 74.80351 58.43625 54.32264 54.38598 69.13857 56.19358 87.06283 70.17059 69.87233 75.22473 68.9988 65.48405 64.54983 73.01441 82.85682 84.03612 95.90775 84.55624 89.84172 87.49455 93.78324 90.66691 94.15693 95.29825 95.77898 97.31703 97.48367 100.5726 97.1402 99.18082 124.4841 116.3773 135.6098 211.7331 200.9414 199.8172 144.5967 186.1062 188.0374 196.1291 198.4645 197.9833 257.5366 205.7787 260.9055 267.2817 298.9062 329.3959 222.9575 264.79 227.4616 311.4806 225.0742 223.4139 228.6884 239.1425 284.5475 284.7028 288.9438 240.5307 292.3372 242.7097 243.1573 245.6396 293.0524 289.2967 307.8811 289.4168 300.479 324.5113 256.2466 304.9295 306.0269 307.1334 296.8465 308.5913 319.6781 307.9749 318.0962 314.9158 316.339 321.8426 311.3631 319.6508 336.8915 319.5437 335.5805 339.0954 282.8593 342.107 337.9563 309.1333 348.0246 313.1709 310.3611 309.0281 351.1765 355.7085 292.6673 353.0225 297.6403 313.2995 299.8773 317.0541 301.0119 354.0423
179.7139 0 175.7737 169.4419 174.6618 172.892 185.1586 170.1783 183.7855 167.5548 177.8649 165.8661 178.8043 164.0417 159.6123 157.2056 171.6972 161.6925 160.4852 176.2947 159.9522 154.7959 153.1518 180.9702 160.4003 163.0231 154.4117 134.2368 146.0625 145.9776 143.7213 150.8199 175.8732 167.7516 149.0726 135.3775 131.4093 156.3139 133.1616 171.6098 154.1946 152.0712 149.206 147.1355 131.8534 120.2834 137.2284 147.8732 144.9616 142.8106 110.459 109.4164 107.5788 123.9828 111.1181 121.7926 118.199 115.1068 120.7551 117.7595 123.2295 112.42 115.7551 65.61719 125.5209 131.8667 109.1846 95.16105 91.89366 134.0979 122.8994 126.319 133.7423 136.3035 90.27759 100.0194 92.30485 99.07743 107.7346 150.6513 166.3041 50.86945 97.5205 52.82784 160.4581 114.1107 87.24766 112.007 63.55097 116.5709 115.0465 120.2361 126.8014 124.0977 76.27149 81.34571 79.52551 123.4462 115.2228 139.2799 114.3969 129.0796 160.6664 105.8115 132.303 133.7824 135.2751 121.0838 135.0207 148.9281 132.9882 145.3169 140.5283 142.7937 150.0606 135.4186 144.8015 167.7587 143.7584 165.197 169.7967 160.9003 172.4788 166.2736 129.4247 176.9678 133.4752 130.6471 129.3903 179.6976 185.6991 170.8707 181.8772 123.5317 133.6087 126.5576 137.3408 128.0964 180.0187
5.822052 175.7737 0 19.16956 3.670453 2.910708 30.64129 6.572162 32.55849 10.10638 30.05227 12.91532 35.43735 14.83708 16.18041 19.09116 31.10957 19.56542 17.43002 40.25095 19.21949 20.98743 22.73336 52.37498 35.06858 161.0745 44.83829 44.67664 47.24904 49.43739 49.36401 55.65494 84.80451 77.48423 59.40375 53.28044 52.65744 70.9775 55.01338 89.87832 71.85035 71.37791 76.57277 70.07714 64.93629 62.3389 73.34489 84.18317 85.17311 96.98697 83.04299 88.52887 85.89803 93.65792 89.52731 93.8943 94.82337 95.10895 97.05568 97.03336 100.5231 96.32829 98.64147 119.6501 116.5968 136.1024 206.1338 195.4278 194.3336 145.1246 185.784 187.8043 196.0247 198.4082 196.4412 252.5075 204.1859 255.9677 262.2692 293.5883 324.3459 219.6189 259.9939 224.0167 306.1882 223.8262 221.3409 227.2997 235.6802 279.7269 279.9407 284.1392 239.3641 287.5097 239.7224 240.3625 242.681 288.2721 284.7165 303.0381 284.8877 295.7563 319.49 253.9647 300.254 301.3323 302.4199 292.3516 303.9564 314.8991 303.418 313.4093 310.3159 311.6924 317.1048 306.8623 315.0716 332.0258 315.0232 330.7655 334.2332 281.7572 337.2538 333.1938 305.1929 343.2232 309.1689 306.3976 305.1477 346.3902 350.8549 291.6309 348.2195 294.4109 309.3824 296.7066 313.0838 297.8705 349.3798
24.73062 169.4419 19.16956 0 22.09072 18.66815 49.66135 21.1954 51.41255 23.50532 48.27007 25.94224 53.60037 26.92582 20.51828 17.67767 48.10405 31.62278 27.01851 57.87055 29.51694 21.9545 21.93171 70.21396 48.95406 142.238 57.48913 47.52189 57.38467 59.83519 58.96185 67.94115 100.9183 92.80356 71.43179 60.36969 57.69749 84.64632 61.58328 105.3216 85.14693 84.29116 89.00016 82.02439 72.82342 65.14599 83.32167 96.40251 96.91202 108.3744 87.31552 93.28689 89.81091 101.8725 94.8077 101.7104 102 101.6978 104.8094 104.2353 108.8175 102.4597 105.5462 109.5673 125.3994 145.4476 190.9057 180.8514 179.9674 154.4862 192.3749 194.6535 203.2155 205.7304 199.0603 240.6933 206.589 244.6242 250.5215 280.087 312.2979 215.5412 249.3592 219.4926 292.8212 227.2826 221.9955 230.2738 231.0368 268.9275 269.4309 273.4105 243.022 276.6604 236.9325 238.3023 239.9897 277.6563 275.0727 292.0846 275.4839 285.4085 307.5993 253.7385 290.1258 291.1099 292.1044 283.0919 294.0153 304.2433 293.8469 303.2033 300.5296 301.682 306.6464 297.5464 305.3748 320.9143 305.6009 319.9078 323.1362 285.4833 326.1978 322.5911 298.3643 332.4154 302.0685 299.4679 298.5733 335.6523 339.7793 295.544 337.3974 290.5065 302.6434 293.0256 306.1111 294.3 339.2363
5.105398 174.6618 3.670453 22.09072 0 3.535534 27.57263 4.48353 29.34706 7.516648 26.57066 10.04988 31.95309 12.04159 15.26434 19.09188 27.45906 16.49242 15.0333 36.67424 16.53028 20.24846 22.2036 48.8467 31.50397 163.4331 41.34005 42.57147 44.01136 46.15463 46.179 52.15362 81.14493 73.81396 55.91511 50.40337 50.08992 67.35726 52.19674 86.20812 68.24954 67.80118 73.02302 66.57327 61.88093 60.03332 70.01785 80.6398 81.66445 93.49332 80.399 85.79692 83.29466 90.47652 86.72082 90.75792 91.76056 92.11753 93.92018 93.96276 97.32035 93.39165 95.60335 119.4027 113.3181 132.7529 207.0386 196.1544 195.0032 141.7674 182.6877 184.6781 192.8572 195.2255 193.8376 252.4901 201.6068 255.8378 262.2308 293.9723 324.3538 218.0505 259.6998 222.5242 306.5326 221.0927 219.0023 224.6286 234.2008 279.4602 279.6087 283.8544 236.5967 287.2508 237.9181 238.4366 240.8584 287.9601 284.1918 302.7966 284.3114 295.3811 319.4617 251.7404 299.8283 300.9269 302.0348 291.7413 303.4881 314.5854 302.8696 312.9956 309.8113 311.2362 316.746 306.2579 314.5459 331.8102 314.4383 330.4921 334.0135 278.965 337.0237 332.8618 304.0843 342.9344 308.1115 305.308 303.9901 346.0845 350.6252 288.8118 347.9325 292.7695 308.2548 295.0254 312 296.1697 348.9402
7.82671 172.892 2.910708 18.66815 3.535534 0 31.03627 4.056992 32.74523 7.615773 29.74054 10.5119 35.10698 12.34909 13.28533 16.40122 30.20761 17.21918 14.71394 39.65476 16.62077 18.12457 19.91231 51.90857 33.30165 159.8996 42.90105 41.82021 44.94997 47.18315 47.01064 53.70754 83.76157 76.2168 57.42822 50.69517 49.92494 69.32893 52.39275 88.66081 70.13202 69.58807 74.71074 68.12122 62.45999 59.5189 71.11962 82.30195 83.2175 94.99737 80.32745 85.85032 83.1655 91.27157 86.88498 91.46857 92.33905 92.57397 94.62822 94.55422 98.15422 93.75767 96.13792 116.9466 114.3 133.884 203.913 193.115 191.9928 142.9143 183.3111 185.3551 193.6097 196.0064 193.6969 249.8845 201.4323 253.3071 259.6392 291.1207 321.733 216.7083 257.2829 221.1074 303.7042 221.1344 218.5143 224.5807 232.7713 277.0244 277.2192 281.4314 236.6874 284.8096 236.8174 237.4668 239.7772 285.5565 281.9441 300.3435 282.103 293.023 316.8644 251.112 297.5071 298.5909 299.684 289.5591 301.1984 312.1834 300.6402 310.6658 307.5489 308.9377 314.3764 304.0714 312.2994 329.3395 312.2369 328.0617 331.5456 279.0911 334.5631 330.4731 302.3132 340.5151 306.2957 303.5202 302.2623 343.6772 348.1645 288.9779 345.5119 291.5004 306.5004 293.7967 310.2072 294.961 346.6298
25.69061 185.1586 30.64129 49.66135 27.57263 31.03627 0 29.29277 2.915476 28.53507 7.433034 27.68122 9.340771 28.32402 37.16517 42.58227 13.75682 27.35416 31.32491 15.04161 30.20761 41.31888 43.54595 24.39775 25.16446 190.2829 33.45519 51.64668 40.66018 41.59928 43.20012 42.00298 59.17136 53.956 45.54393 50.79616 53.89109 51.70348 53.02122 65.4224 53.30338 53.72383 59.38247 54.66489 58.45083 65.07111 61.53251 66.71353 68.58709 80.22001 80.40056 84.49671 83.55387 83.07376 84.50592 84.01339 86.01308 87.31604 87.03591 88.00142 89.27486 89.23704 90.0125 136.1552 103.4903 121.2364 228.8695 217.2114 215.7962 129.9433 174.291 175.8444 183.3498 185.4757 191.2361 269.4225 199.184 272.1034 279.004 312.9832 341.2019 224.6937 274.9659 229.7308 325.3014 216.7988 218.8635 221.0006 241.4234 294.8139 294.5611 299.0819 231.7966 302.6239 242.4753 241.9468 245.2393 303.0054 297.9132 318.2236 297.6986 310.0085 336.1116 252.453 314.123 315.3462 316.5774 304.8774 317.5 329.5334 316.3689 327.3232 323.57 325.3002 331.4065 319.3798 328.1524 347.3115 327.661 345.6432 349.4843 273.6194 352.4234 347.6439 313.73 357.9584 318.1126 315.0877 313.2782 360.9962 365.9935 283.106 362.9549 298.3609 317.7456 300.2803 321.7954 301.2578 363.0014
9.563673 170.1783 6.572162 21.1954 4.48353 4.056992 29.29277 0 30.71636 3.57 27.15225 6.455499 32.44713 8.312764 10.8609 15.04856 26.99395 13.16225 10.88061 36.68342 12.65173 15.85972 17.87142 49.01999 29.40655 161.0668 38.91697 38.28171 40.89309 43.12683 42.95715 49.71449 80.29518 72.58612 53.42447 46.72291 46.09883 65.46287 48.44616 85.05829 66.22981 65.65246 70.74324 64.12122 58.4349 55.85787 67.06416 78.32547 79.21503 90.98329 76.47662 81.95686 79.33718 87.22443 82.95714 87.42974 88.31819 88.5749 90.5899 90.53154 94.1044 89.77807 92.12469 115.0576 110.2437 129.8282 203.2401 192.2429 191.0574 138.859 179.2875 181.324 189.5697 191.9634 189.8833 248.2091 197.6326 251.5176 257.9418 289.8615 320.0793 213.61 255.3297 218.0707 302.4019 217.2548 214.8583 220.7328 229.7454 275.0971 275.2276 279.486 232.7919 282.8896 233.5355 234.0942 236.4814 283.5841 279.7662 298.44 279.8759 290.9886 315.174 247.5314 295.4236 296.527 297.6397 287.2997 299.0737 310.2084 298.439 308.5935 305.3892 306.8245 312.3571 301.817 310.1194 327.4605 310.0008 326.1257 329.6625 275.1853 332.6697 328.4796 299.6008 338.5635 303.6282 300.8245 299.5074 341.709 346.2709 285.06 343.562 288.3452 303.7715 290.6104 307.5165 291.7595 344.5315
27.84034 183.7855 32.55849 51.41255 29.34706 32.74523 2.915476 30.71636 0 29.65215 6.020797 28.53507 6.576473 28.98707 37.9638 43.44249 12.09339 27.51818 31.78443 12.1758 30.46309 41.90764 44.11632 21.59282 23.47871 191.4387 31.29297 50.70779 38.74597 39.56008 41.27045 39.51266 56.30497 51.04165 43.00291 49.04335 52.40468 48.85949 51.27621 62.52591 50.48019 50.93378 56.59309 51.97355 56.29387 63.57083 59.00212 63.89597 65.79766 77.40317 78.36613 82.34497 81.52454 80.52484 82.28761 81.5 83.55387 84.91225 84.50592 85.52339 86.67468 86.86915 87.55141 135.5443 100.7782 118.4399 228.8695 217.0948 215.6397 127.1308 171.5849 173.1192 180.5948 182.7108 188.8207 268.7006 196.7744 271.2973 278.2575 312.5187 340.4414 222.931 274.0388 228.0137 324.7992 214.2724 216.5877 218.5092 239.7003 293.8882 293.5886 298.1395 229.2371 301.6973 240.5291 239.9193 243.2776 302.0401 296.8 317.2974 296.5489 308.9923 335.3279 250.2179 313.0675 314.3044 315.5491 303.6976 316.4115 328.5472 315.2241 326.2668 322.4513 324.2148 330.3865 318.193 327.0153 346.3845 326.4822 344.6756 348.5531 271.0194 351.4829 346.6327 312.1939 356.9723 316.6088 313.5638 311.7086 359.9962 365.0455 280.4862 361.9672 296.473 316.1934 298.3643 320.2706 299.328 361.904
12.28616 167.5548 10.10638 23.50532 7.516648 7.615773 28.53507 3.57 29.65215 0 25.54408 2.915476 30.70016 4.743416 9.300538 14.31782 24.66779 9.617692 7.516648 34.56154 9.124144 14.1598 16.32483 46.9308 26.1725 161.797 35.53168 35.06465 37.343 39.58851 39.39543 46.30875 77.52419 69.63476 50 43.17407 42.64387 62.22941 44.91102 82.13124 62.94839 62.32576 67.36983 60.70008 54.86575 52.52142 63.52952 74.93738 75.78736 87.53571 72.99658 78.44921 75.8716 83.65704 79.42921 83.86 84.74963 85.01259 87.02011 86.96264 90.53867 86.22355 88.55789 113.1481 106.6888 126.291 202.3326 191.1667 189.927 135.3237 175.7184 177.754 186.0001 188.3945 186.4202 246.4331 194.1782 249.6447 256.1455 288.4319 318.3118 210.6715 253.319 215.1802 300.934 213.7506 211.5006 217.2476 226.8623 273.1053 273.1822 277.4787 229.2785 280.903 230.4528 230.9426 233.388 281.5537 277.5653 296.4653 277.6345 288.9057 313.3762 244.2258 293.2993 294.4189 295.5478 285.0307 296.915 308.1728 296.217 306.4772 303.2009 304.6744 310.2845 299.5509 307.9139 325.5035 307.7489 324.1211 327.7018 271.6657 330.7 326.4269 296.9617 336.5449 301.025 298.1988 296.8341 339.6763 344.3 281.5337 341.5443 285.3568 301.1187 287.5978 304.8942 288.7352 342.3905
