0 186.739 181.1047 180.0988 181.6838 176.8437 176.869 175.5632 174.5942 174.7371 174.4392 171.8062 174.0377 172.8189 171.6194 170.5904 166.485 165.7309 180.9677 175.3491 163.1565 161.8376 177.1266 162.4214 162.1379 168.2343 159.5464 158.7337 158.7411 158.9019 157.0075 156.8959 157.6337 156.5874 176.9471 154.4689 153.7318 178.2241 153.8162 185.0185 153.6856 150.1145 149.7241 158.6311 171.7382 156.9779 181.822 153.759 143.6576 150.5527 137.8188 145.4048 142.8528 174.9277 150.0991 154.7563 156.7784 156.7321 153.7284 154.9554 153.2394 151.6403 151.3241 142.3983 103.2125 75.80149 121.9331 113.869 100.281 96.99439 86.68329 87.89084 104.7937 71.00768 40.87364 42.65814 108.8353 80.43321 106.2494 53.37251 120.8078 66.47241 71.88328 69.71825 96.975 125.0654 153.4706 163.3094
186.739 0 28 24.54588 6.85768 26.87936 23.5372 33.37664 29.23183 25 26.92582 32.28002 14.5 20.59126 26.92582 34.48188 32.55718 35.34119 32.29895 20 41.62932 36.64393 31.07875 33.01515 34.66987 21.58703 39.96248 44.7462 36.31116 38.01316 41.74326 47.88528 35.38361 39.40953 43.01163 43.60046 45.91841 49.09175 41.86884 61.7171 38.20995 43.13931 45.27693 34.34021 150.4253 36.40055 73.57309 39.77751 46.61545 43.17407 54.20332 49.18905 50.80354 87.53539 62.73207 84.57245 87.20665 90.02777 90.11416 97.22425 95.26804 97.09159 100.4241 118.8726 103.407 118.1186 127.5343 200.125 190.0602 189.1673 203.6909 211.3166 259.4648 243.3105 222.623 226.7157 231.5901 227.4313 234.7871 238.3044 247.256 243.6144 244.7386 246.6409 259.5308 306.1569 289.715 299.7003
181.1047 28 0 3.807887 31.6074 4.743416 7.071068 7.071068 6.519202 8.062258 7.28011 9.486833 20.83867 14.14214 10.44031 11.18034 14.64138 15.52417 58.10814 43.08132 19.72308 19.29018 55.79028 19.0263 19.0263 39.11521 21.84033 24.15689 22.50555 22.2036 24.38237 26.92582 24.08319 24.51757 67.77905 26.92582 28.15138 74.09453 27.29469 87.59566 28.07134 31.06445 31.40064 49.95248 123.4499 51.66237 98.61541 54.09482 38.01316 56.63921 43.28972 61.68924 62.20129 111.1206 80.51902 104.5586 107.6151 110.4219 109.9207 117.2429 114.9783 116.4937 119.7539 136.4583 111.4854 107.7033 141.4814 179.6274 170.7636 170.2359 210.0524 217.3091 244.2335 231.7585 219.3285 222.7285 238.8631 230.8528 241.3732 234.0363 254.6989 242 244.1659 245.1444 261.4656 295.5234 297.0201 307.2202
180.0988 24.54588 3.807887 0 27.89315 3.605551 3.807887 9.192388 6.403124 5.522681 5.700877 9.924717 17.06605 10.70047 8.514693 12.02082 13.88416 15.44345 54.32669 39.27467 20.5548 18.78682 51.98771 17.67767 18.06931 35.36241 21.69101 24.76669 21.37756 21.50581 24.16609 27.72183 22.54994 23.7405 63.97265 26.65521 28.17801 70.28869 26.58007 83.80036 26.54242 30.00833 30.70016 46.34922 126.3738 48.08846 94.8077 50.58903 36.58552 53.20244 42.36154 58.35077 58.94489 107.3295 76.93219 100.896 103.9351 106.745 106.2724 113.5902 111.3396 112.8728 116.14 132.9657 108.7313 107.2311 138.2624 181.0207 171.9187 171.3221 207.621 214.9232 244.7294 231.6603 218.0516 221.5457 236.3559 228.763 238.9404 232.9002 252.1831 240.5255 242.5624 243.6572 259.5694 295.3241 294.5386 304.72
181.6838 6.85768 31.6074 27.89315 0 29.54704 26.02616 36.0189 31.50176 27.01286 29.01197 34.11785 13.7032 21.347 28.26118 36.20351 33.18932 36.09748 26.80848 13.33021 42.40709 36.65341 25.06935 32.62966 34.47745 14.96756 39.86261 44.9682 35.48278 37.50593 41.31216 48.04541 34.0445 38.54903 37.13077 42.86445 45.31771 43.33622 40.73116 56.39765 36.30006 41.30005 43.73436 27.60938 151.987 29.67088 67.92173 33.08239 43.74198 36.51065 51.50431 42.54516 44.24207 81.47273 55.89505 77.91466 80.59794 83.42279 83.44913 90.59142 88.60226 90.40111 93.73204 112.0838 96.85054 114.2469 120.6788 198.5548 188.1289 187.1264 197.1295 204.7781 256.2668 239.2802 217.1337 221.3256 224.9485 221.1071 228.1908 232.9428 240.597 237.8621 238.8487 240.8697 253.3353 301.8608 283.0506 293.0204
176.8437 26.87936 4.743416 3.605551 29.54704 0 3.535534 6.519202 2.828427 3.535534 2.54951 6.363961 17.55705 10.12423 5.700877 8.514693 10.42929 11.85327 55.51626 40.18084 16.98529 15.28434 52.95333 14.50862 14.71394 35.55981 18.12457 21.16732 18.11077 18.06931 20.61553 24.13504 19.50641 20.33743 64.82669 23.11926 24.59675 71.15125 23.16247 84.8204 23.50532 26.73013 27.28553 45.91568 123.6428 47.56574 95.56411 49.88236 33.50373 52.33068 39.04485 57.26965 57.71048 107.7046 76.41376 100.6032 103.7039 106.5012 105.9283 113.2581 110.9617 112.4379 115.6828 132.1822 106.7638 103.781 136.9398 177.4894 168.347 167.7416 205.3107 212.5701 241.1276 228.1283 214.9244 218.3724 234.1197 226.1559 236.6316 229.7052 249.9555 237.5047 239.6174 240.6437 256.8175 291.8138 292.277 302.4769
176.869 23.5372 7.071068 3.807887 26.02616 3.535534 0 10 5.700877 2.236068 3.605551 8.944272 14.11559 7.071068 5.385165 11.18034 11.37409 13.45362 51.99252 36.68787 19.20937 16.29247 49.45593 14.56022 15.23155 32.24903 19.41649 23.09882 18.34394 18.78829 21.78302 26.1725 19.23538 20.92314 61.35145 24.18677 25.9326 67.6757 23.76973 81.32035 23.19483 26.92582 27.85678 42.89814 126.9016 44.59821 92.11406 47.02393 33.24154 49.57822 39.29377 54.66317 55.21775 104.3605 73.45619 97.53205 100.6032 103.407 102.8837 110.2084 107.9352 109.4415 112.6987 129.3894 104.9238 104.3552 134.5251 179.6552 170.3239 169.6622 203.8431 211.1529 242.5283 229.0022 214.6742 218.2155 232.5663 225.0622 235.1616 229.5931 248.3922 237.0527 239.0335 240.1786 255.9282 292.586 290.7519 300.9306
175.5632 33.37664 7.071068 9.192388 36.0189 6.519202 10 0 4.743416 9.219544 7.28011 4.472136 23.64847 15.81139 9.433981 5 10.36195 10.04988 61.77828 46.32494 13 14.09886 59.09785 15.23155 14.56022 41.23106 16.03122 17.51824 18.06931 17.11724 18.56071 20.12461 20.24846 19.43651 70.88018 21.09502 21.96588 77.20104 22.02272 90.95603 24.04163 26.1725 26 50.8945 117.2411 52.43091 101.5135 54.50917 33.54102 56.72742 38 61.34381 61.55485 113.3333 81.15302 105.558 108.7244 111.5034 110.8154 118.1492 115.8016 117.2068 120.4201 136.4743 109.1284 101.6366 140.4172 172.5572 163.7179 163.2031 206.8139 213.9694 237.4026 225.3042 214.1145 217.3891 235.7733 226.9207 238.1197 228.6329 251.6207 237.0527 239.4097 240.2143 257.1755 289.1393 293.8494 304.0876
174.5942 29.23183 6.519202 6.403124 31.50176 2.828427 5.700877 4.743416 0 4.527693 2.54951 3.535534 18.92749 11.06797 4.949747 5.700877 8.122192 9.192388 57.07938 41.59928 14.1598 12.81709 54.36962 12.58968 12.51 36.50342 15.50806 18.36815 16 15.70032 18.02776 21.31901 17.67767 18.00771 66.14 20.5548 21.93171 72.46033 20.79663 86.22355 21.64486 24.54588 24.90984 46.32764 121.2015 47.90094 96.77035 50.06246 31.53569 52.36888 36.77635 57.12103 57.43257 108.6229 76.68157 101.0198 104.1657 106.9509 106.3006 113.6342 111.3036 112.734 115.959 132.1888 105.7852 101.304 136.5009 174.6611 165.5236 164.922 203.9914 211.2105 238.3831 225.5272 212.8109 216.2094 232.8635 224.5585 235.3094 227.5181 248.7053 235.5005 237.6899 238.6467 255.0789 289.2444 290.9922 301.208
174.7371 25 8.062258 5.522681 27.01286 3.535534 2.236068 9.219544 4.527693 0 2 7.28011 14.43087 6.708204 3.162278 9.486833 9.152595 11.31371 52.56319 37.10795 17.20465 14.06335 49.88208 12.36932 13 32.20248 17.20465 20.98942 16.14001 16.55295 19.55761 24.08319 17.11724 18.69343 61.68468 21.9545 23.71708 68.00735 21.54066 81.7435 21.09502 24.73863 25.63201 42.40578 125.4477 44.04543 92.358 46.34922 31.14482 48.79549 37.10795 53.74535 54.20332 104.3525 72.88904 97.10046 100.2098 103.0049 102.4186 109.7492 107.4477 108.9179 112.1606 128.6468 103.4698 102.1421 133.4541 177.5528 168.1762 167.503 202.2004 209.4867 240.3019 226.7708 212.6029 216.1227 230.966 223.2577 233.5209 227.4907 246.7972 235.034 237.0527 238.1636 254.0477 290.3602 289.1388 299.328
