0 21.91236 20.32412 18.7532 21.34739 16.20674 17.89304 22.04211 108.2593 12.71808 16.6391 12.04291 4.19366 131.5198 50.87896 25.15061 47.78854 49.5727 47.76746 61.18337 63.41938 66.55442 59.45251 64.57271 68.70872 72.63073 69.54636 80.17432 75.3636 69.91148 74.31582 72.72268 78.72779 74.72455 92.69701 91.56654 94.88869 89.63492 77.24842 98.70476 83.05767 99.20921 90.18327 91.42046 104.7734 99.01999 62.60913 81.3806 100.8793 99.26943 98.20991 95.51752 99.56123 143.0266 132.3807 131.3549 99.90321 152.9455 186.0397 190.2334 172.2291 182.2917 190.256 175.1396 179.0126 179.3189 174.9572 199.1078 178.1278 201.5134 190.1727 203.3158 189.3301 209.159 217.3229 215.2389 216.9815 198.1939 211.258 200.8391 201.377 213.614 221.6036 224.7795 258.6478 229.6813 219.4874 236.5332 228.1857 236.0657 241.3279 237.6897 241.4493 237.2271 226.0709 225.806 226.5513 238.7705 245.581 239.6304 231.0531 232.209 259.1015 240.4019 245.2544 248.7329 242.2313 243.0478 243.1536 252.4984 253.4049 246.0199 269.4296 254.175 254.1301 250.0187 251.0747 257.4235
21.91236 0 2.236068 3.162278 9.433981 7.28011 12.80625 16.40122 102.8186 19.20937 16.64332 23.34524 17.72005 151.9519 65.19202 44.20407 63.20425 66.06815 64.53681 77.62087 79.81228 82.80097 76.57676 82.13404 86.37129 90.02777 87.69265 97.30879 93.38094 88.39118 92.63369 91.64318 96.89685 93.34881 109.6358 108.874 112.1007 107.3371 96.26006 115.8836 102.4463 116.9316 108.9036 110.358 122.5765 117.3989 81.88406 101.6071 119.501 118.1059 117.7391 116.211 120.8305 152.0428 142.8958 142.3139 121.5915 167.2855 199.1607 203.8676 193.9407 199.3027 205.039 192.5954 200.7849 196.0944 196.0408 215.2603 199.01 223.1889 212.0849 225.0778 210.0857 226.1929 239.0128 232.3317 233.985 219.5837 229.4014 222.4095 222.7815 231.8 239.2305 242.0434 272.846 247.2974 241.3219 253.7003 246.6288 253.4028 258.544 255.5191 258.7856 255.2665 247.7781 247.4874 248.2035 256.8891 264.0019 261.5416 252.002 253.0494 280.8745 262.2689 267.1666 268.4263 263.8276 264.0019 264.0303 271.7101 275.3125 267 291.1928 276.0525 275.9438 271 272.0074 277.3811
20.32412 2.236068 0 2.236068 7.615773 5.09902 10.63015 14.42221 101.5813 18.86796 14.42221 22.80351 16.15549 149.8963 65 43.27817 62.86847 65.60488 64.03124 77.20104 79.40403 82.41966 76.05919 81.56592 85.79627 89.4986 87.04596 96.82975 92.76314 87.69265 91.96739 90.87614 96.26006 92.63369 109.2016 108.3846 111.6291 106.786 95.48298 115.421 101.6083 116.3873 108.1896 109.6079 122.0246 116.7497 79.76215 100.6032 118.8129 117.3797 116.8867 115.1086 119.5701 149.9333 140.7346 140.1401 120.1686 165.0539 196.9467 201.6457 192.5097 197.0775 202.8053 190.3786 199.3181 193.8659 194.0644 213.0258 197.0025 221.778 210.44 223.618 208.0601 223.9671 237.5948 230.1065 231.7585 217.6649 227.2004 220.538 220.8659 229.6002 237.0153 239.8208 270.6192 245.0816 239.5647 251.4757 244.437 251.1812 256.3201 253.3081 256.5638 253.0613 245.9532 245.6522 246.3575 254.6861 261.8085 259.8865 250 251.0319 279.4083 260.5379 265.5202 266.2967 261.9618 262 262.0172 269.5512 273.6421 265.0019 289.7331 274.3319 274.1715 269.0019 270.0019 275.2705
18.7532 3.162278 2.236068 0 9.219544 5 11.40175 15.65248 103.4623 16.64332 14.86607 20.61553 14.56022 149.0243 62.76942 41.23106 60.65293 63.41136 61.84658 75 77.20104 80.21222 73.87828 79.39773 83.63014 87.32125 84.89994 94.64143 90.60905 85.56284 89.82761 88.77015 94.11164 90.50967 107.0047 106.199 109.4398 104.6148 93.38094 113.2299 99.53015 114.2147 106.066 107.4968 119.8541 114.6058 79.07591 98.6002 116.6812 115.2606 114.8151 113.1592 117.72 150.6951 141.329 140.6849 118.442 165.2103 197.2739 201.9109 190.7905 196.8694 202.9212 190.0973 197.6295 193.6931 193.0233 212.953 196.023 220.0422 208.9258 221.9234 207.1183 223.7638 235.8649 229.8956 231.5621 216.5202 226.8149 219.3171 219.7158 229.2079 236.7198 239.5851 270.8323 244.7897 238.1832 251.2581 244.0023 250.9362 256.0957 252.9822 256.3201 252.6994 244.663 244.3768 245.0979 254.3108 261.381 258.3834 249.008 250.072 277.7194 259.1235 264.0076 265.6206 260.7317 261.0077 261.0479 268.9753 272.1562 264.0019 288.0386 272.9047 272.8095 268.0019 269.0167 274.5372
21.34739 9.433981 7.615773 9.219544 0 6.324555 5 7.071068 94.31175 24.04163 9.055385 27.313 17.69181 146.6666 69.77822 46.09772 67.27886 69.64194 67.95587 81.30191 83.52844 86.60831 79.88116 85.2115 89.40358 93.2309 90.42677 100.6876 96.2133 90.90655 95.26804 93.85524 99.63935 95.77578 113.1592 112.1809 115.471 110.4004 98.4124 119.2812 104.3132 120 111.2879 112.5843 125.6025 120.0354 76.10519 102.7278 121.9693 120.4159 119.501 116.8247 120.6524 142.8356 133.8864 133.3726 120.5591 159.0056 190.5413 195.3586 192.7537 191.8555 196.8248 185.3483 199.3952 188.5577 191.3766 207.4657 194.0928 222.0864 209.6592 223.7074 205.0098 218.7196 237.861 224.8755 226.4906 215.3416 222.4275 218.5063 218.561 224.8449 231.9984 234.6487 264.417 240.0521 238.1769 246.2536 239.7918 246.0285 251.1135 248.3647 251.406 248.2136 244.1823 243.8217 244.4627 249.874 257.1364 259.0232 247.0992 248.0181 279.4373 259.2798 264.6979 262.3479 259.9423 259.0946 259.0309 265.2995 272.694 262.1221 289.7866 273.1227 272.683 266.1203 267.0674 271.4963
16.20674 7.28011 5.09902 5 6.324555 0 6.708204 11.40175 100.1388 17.72005 9.899495 21.0238 12.20656 144.8498 63.50591 40.31129 61.06645 63.51378 61.85467 75.16648 77.38863 80.45496 73.81734 79.20227 83.40863 87.20092 84.50444 94.62558 90.27181 85.04117 89.37561 88.07651 93.723 89.93887 107.0747 106.1409 109.4192 104.4138 92.65528 113.2254 98.6471 114.0175 105.4751 106.8171 119.6328 114.16 74.67262 97.30879 116.14 114.6298 113.8793 111.6065 115.7627 145.7738 136.3533 135.6991 116.0625 160.2377 192.2758 196.9188 188.3667 192.0516 197.9596 185.3267 195.1113 188.8544 189.0952 208.0625 192 217.6653 205.9345 219.4197 203.0394 218.9435 233.4673 225.08 226.7377 212.7628 222.1216 215.6965 215.9677 224.52 231.9596 234.785 265.8488 240.0271 234.8835 246.4468 239.3493 246.1422 251.2887 248.2438 251.5253 247.9879 241.1742 240.8589 241.5492 249.6097 256.7221 255.3605 245.002 246.0183 275.1931 255.8945 261.0077 261.2029 257.1264 257.0019 257.0078 264.4521 269.0911 260.0077 285.528 269.7035 269.4661 264.0076 265 270.1849
17.89304 12.80625 10.63015 11.40175 5 6.708204 0 5 93.99247 23.08679 4.123106 25.70992 14.76482 141.6668 67.77905 43.01163 65.02393 67.1193 65.36819 78.77182 81.00617 84.11896 77.17513 82.37718 86.53323 90.42677 87.41853 97.94386 93.2309 87.80091 92.20087 90.61166 96.60745 92.61749 110.4536 109.375 112.6879 107.486 95.13149 116.5032 100.9022 117.0684 108.074 109.3018 122.6418 116.9124 71.11259 99.03535 118.7708 117.1537 116.0194 112.9292 116.4989 139.3449 130.1047 129.5116 116.1658 154.6322 186.3894 191.1282 188.279 187.1429 192.4188 180.5796 194.8703 183.8722 186.3867 202.8719 189.0952 217.6232 204.9195 219.1803 200.01 214.0169 233.3819 220.1681 221.795 210.3735 217.5983 213.565 213.5942 220.0119 227.2295 229.9239 260.1372 235.2871 233.3201 241.5447 234.9364 241.2986 246.4001 243.5775 246.6779 243.403 239.2697 238.9017 239.535 245.0551 252.2873 254.2597 242.1012 243.0185 274.8843 254.4425 259.9423 257.3895 255 254.0964 254.0315 260.3778 267.9123 257.1245 285.2389 268.2928 267.8078 261.1226 262.0687 266.5225
22.04211 16.40122 14.42221 15.65248 7.071068 11.40175 5 0 88.99616 28.07134 5.656854 30.59412 19.31321 141.705 72.44998 47.16991 69.59246 71.55418 69.77105 83.18654 85.42248 88.54942 81.49233 86.60831 90.73588 94.66784 91.52595 102.2155 97.34988 91.83681 96.26006 94.53644 100.6876 96.60745 114.7388 113.5982 116.9233 111.6389 99.0202 120.7394 104.6721 121.2023 112.0045 113.1749 126.7517 120.907 71.00704 102.5329 122.7049 121.0372 119.7101 116.1809 119.4027 135.7645 126.842 126.3458 118.6781 152.237 183.6192 188.4808 190.5886 185.5111 190.0789 179.1201 197.0738 182.1648 186.7753 200.9278 189.3198 219.9452 206.5841 221.3707 200.1225 212.3517 235.6677 218.5154 220.1091 211.0024 216.3423 214.3945 214.2336 218.7699 225.7615 228.32 257.5662 233.8055 234.5704 239.8934 233.7808 239.7082 244.7611 242.1673 245.0816 242.0744 240.2603 239.852 240.4413 243.756 251.1033 255.8378 242.2973 243.1317 277.005 255.7655 261.5435 256.7876 255.8124 254.2833 254.1594 259.5347 269.429 257.3286 287.3695 269.6405 268.9721 261.3236 262.2308 266.0531
108.2593 102.8186 101.5813 103.4623 94.31175 100.1388 93.99247 88.99616 0 116.9366 92.92811 118.9528 106.9837 166.2603 158.3911 130.7052 154.771 155.5576 153.5919 166.537 168.7016 171.8452 164.0364 168.1261 171.7873 175.9098 171.6274 183.4507 177.2686 171.2339 175.6429 172.6945 180.0549 175.2869 195.6666 193.9027 197.2404 191.2705 176.5486 200.9346 180.6397 200.2571 189.2528 189.7486 205.3344 198.4372 112.4342 175.8149 199.4849 197.3312 193.9337 185.7469 184.7446 92.75788 94.12793 96.0554 179.5267 132.374 150.8946 157.7489 243.0454 175.2916 165.499 172.9261 247.6451 170.9529 211.0031 182.9451 210.6919 271.0162 248.7211 270.4478 218.6536 198.5414 285.4953 204.3661 205.1872 236.9219 209.7637 243.2316 240.0758 212.2251 214.4415 214.2392 222.4266 221.5754 268.7036 224.0055 227.559 224.9835 228.7489 230.6302 229.8516 232.0553 269.9764 268.9527 268.8044 234.1591 243.1052 293.9988 258.9646 258.3587 322.7339 289.9277 299.8095 258.8588 281.808 270.0562 268.9494 257.1527 306.0291 273.2126 332.9039 303.5556 299.9891 276.9279 277.1305 269.8902
12.71808 19.20937 18.86796 16.64332 24.04163 17.72005 23.08679 28.07134 116.9366 0 24.08319 4.472136 11.18034 141.7784 46.14109 25.94224 44.0202 46.8615 45.34314 58.41233 60.60528 63.60031 57.38467 62.96825 67.20863 70.83784 68.593 78.1025 74.24958 69.35416 73.5527 72.70813 77.78175 74.33034 90.42677 89.66914 92.89275 88.15469 77.33693 96.67471 83.63163 97.74457 89.87213 91.37773 103.3925 98.28784 74.09453 83.21658 100.4316 99.08582 98.93685 98.11218 103.3683 155.6021 145.0594 144.0529 104.9881 165.5338 198.7159 202.8719 177.2005 194.3276 202.7659 187.0401 184.2443 191.4262 184.3285 211.3575 187.7711 206.299 196.7562 208.4634 199.1105 221.1634 222.1463 227.2202 228.9891 207.0024 222.8542 209.2391 210.1511 225.1894 233.3972 236.6981 271.2083 241.4726 226.9124 248.4754 239.6305 247.9516 253.2509 249.3933 253.3318 248.8453 234.0363 233.8568 234.6913 250.3537 257.0222 246.2214 240.5327 241.8285 264.2462 247.5884 251.7717 259.4227 250.5115 252.5074 252.7153 263.5072 260.1 255.4408 274.52 261.2623 261.6295 259.434 260.5552 267.9027
16.6391 16.64332 14.42221 14.86607 9.055385 9.899495 4.123106 5.656854 92.92811 24.08319 0 26.07681 14.31782 137.6603 67.35726 41.67733 64.37736 66.21178 64.40497 77.82031 80.05623 83.19255 76.05919 81.12336 85.23497 89.1852 85.98256 96.74709 91.80959 86.26703 90.6973 88.93334 95.13149 91.02198 109.2749 108.1013 111.4319 106.1096 93.40771 115.2476 99.03661 115.6633 106.4002 107.5572 121.2023 115.3191 67.06713 96.87621 117.1004 115.421 114.0636 110.5351 113.8112 135.8823 126.463 125.8223 113.1923 150.6611 182.5267 187.2245 185.181 183.0409 188.4304 176.4653 191.708 179.7776 182.4637 198.8064 185.1324 214.5345 201.4671 216.0116 196.023 209.9172 230.2715 216.0671 217.697 206.5188 213.476 209.7737 209.7428 215.8894 223.1149 225.8185 256.2053 231.1731 229.6851 237.4431 230.8133 237.1919 242.2973 239.4598 242.5716 239.2823 235.5356 235.1531 235.7711 240.9336 248.1642 250.7688 238.1344 239.0335 271.677 250.8386 256.4625 253.2939 251.2051 250.128 250.05 256.2638 264.3936 253.16 282.0377 264.6998 264.1401 257.1575 258.0949 262.4413
