0 97.19347 105.6337 101.7902 173.321 120.4416 112.4342 102.7108 108.8365 94.82448 92.75788 94.12793 96.0554 125.7901 115.437 115.5675 117.3868 116.9613 115.3074 115.9405 119.3382 119.3132 119.5764 122.2683 121.4614 119.4914 121.4878 126.3189 123.63 125.6277 125.5026 130.8834 137.0944 141.343 139.5748 140.8242 142.8841 143.5471 143.7147 148.4175 144.4908 149.4907 151.4945 153.4999 156.7123 155.4997 243.0454 247.6451 179.7534 211.0031 210.6919 271.0162 248.7211 270.4478 219.5384 218.6536 285.4953 236.9219 243.2316 240.0758 214.7154 222.4266 247.0383 268.7036 222.5705 243.7874 227.4525 234.9058 235.1715 287.8352 242.5688 239.6701 287.4383 284.1014 293.0833 268.495 243.6654 296.9024 322.7339 299.9478 247.5743 297.1709 250.316 299.6439 280.9266 252.3406 258.7884 301.7903 332.9039 262.3501 264.7698 269.6706 278.1194 292.9358
97.19347 0 17.92287 15.05277 77.83802 36.2937 25.78641 13.75513 18.3983 4.807834 74.43333 60.88107 58.86273 85.51336 55.60785 63.40274 57.06032 58.43597 75.71736 73.46417 58.54509 61.28433 64.08689 60.82761 77.67391 79.12665 81.12407 63.56185 77.71818 79.04279 82.05807 68.58462 76.61188 76.58235 89.68686 93.36866 82.15085 93.22671 101.5715 78.19883 96.0813 99.87859 101.1133 102.3747 106.6235 103.9627 146.6545 150.8788 106.0772 117.4078 118.295 174.1424 151.596 173.379 128.3029 127.7988 188.4306 143.193 148.5931 146.4296 146.9583 180.5389 159.6353 172.9054 154.9186 156.8831 160.001 160.8231 162.5596 191.5111 170.8257 165.9175 191.4659 188.4883 196.7961 182.0548 168.0727 200.5602 225.5854 203.5826 170.5482 201.0668 173.6249 203.6377 187.7664 177.1279 181.0635 206.4953 235.7796 183.5538 185.297 188.9161 191.861 201.4579
105.6337 17.92287 0 4.038874 77.59493 18.75667 8.265138 4.279311 3.716517 22.7005 92.34074 78.7932 76.7386 102.512 71.96049 80.20603 73.24147 74.77508 93.06499 90.68738 74.55409 77.50829 80.47399 76.5788 94.64599 96.31621 98.25127 78.90769 94.50033 95.70952 98.90557 83.68281 91.5577 90.73436 105.5785 109.4163 96.76421 108.9323 117.9293 91.02918 111.9232 115.4418 116.5346 117.6534 121.9053 119.1315 137.7092 142.6449 116.6182 118.0183 119.8971 166.1005 146.203 165.9678 130.5156 130.2817 180.954 143.1653 147.607 146.4228 157.8411 195.365 163.4687 170.2764 165.6512 161.0162 170.6775 169.7154 171.841 187.9463 180.193 174.8079 188.4418 185.9659 193.2568 186.0088 176.3712 196.9062 219.6683 199.871 178.3489 197.7848 181.4795 200.4815 187.6348 185.3842 188.4586 204.2157 229.9789 190.5494 192.0313 195.1367 195.7685 202.3964
101.7902 15.05277 4.038874 0 79.9304 22.52221 12.16553 2.061553 7.071068 19.69772 89.1852 75.82582 73.86643 100.3567 70.0928 78.13894 71.44928 72.91776 90.69553 88.3962 72.83543 75.70484 78.60344 74.96666 92.50135 94.04786 96.02083 77.45393 92.45539 93.723 96.82975 82.32861 90.27181 89.71873 103.9471 107.7224 95.60335 107.3799 116.1034 90.42677 110.3177 113.9517 115.101 116.2755 120.5298 117.7964 141.4284 146.2907 116.709 120.3038 122 169.7368 149.4958 169.5317 132.5179 132.2309 184.5322 145.6022 150.2165 148.8596 157.8892 194.1988 165.1865 173.1769 165.7468 162.6696 170.7923 170.2939 172.3231 191.0026 180.6596 175.391 191.4158 188.8597 196.3121 187.7207 177.1017 199.9806 223.0685 202.9555 179.201 200.8034 182.3211 203.4822 190.1289 186.1317 189.4144 207.0809 233.3672 191.5998 193.143 196.367 197.4968 204.7071
173.321 77.83802 77.59493 79.9304 0 76.34003 75.76495 78.12931 73.91035 79.18898 116.7047 103.0232 99.73825 101.9712 78.39988 86.14669 77.64861 79.51431 99.96393 96.80544 76.94201 79.86602 82.61723 75.96856 96.41144 100.0572 100.5874 74.1943 94.30236 93.91326 97.84752 74.68788 77.64919 72.02683 93.36313 97.32453 78.31542 94.10703 106.3067 64.32673 97.31919 97.5343 97.19389 96.89615 100.0544 97.13717 83.56009 84.88698 67.71824 40.43068 42.7252 106.0042 77.97961 103.5244 53.69241 53.74098 118.1474 65.71258 70.77025 68.96797 103.2863 159.0675 87.91353 95.41022 109.6117 85.94286 113.9309 106.1395 109.4942 114.5706 117.5925 110.8834 114.121 110.884 119.7998 110.2639 110.4112 123.6374 151.2599 126.6906 110.7778 123.8508 113.9144 126.3257 110.291 118.8263 119.3246 128.7657 161.1502 120.3218 121.1302 123.0092 119.8575 124.8033
120.4416 36.2937 18.75667 22.52221 76.34003 0 10.54751 23.02173 17.95132 41.10049 110.5995 96.77365 94.55686 118.6117 87.55712 96.23034 88.62421 90.31196 109.7467 107.1936 89.72319 92.87163 95.98568 91.42893 110.763 112.7353 114.5655 93.27573 110.3596 111.4058 114.8183 97.69468 105.2675 103.5984 120.205 124.2002 110.0239 123.2992 133.046 102.5 126.4288 129.5733 130.4837 131.4201 135.6364 132.7526 125.5637 131.1503 125.1529 116.1303 119.0011 154.5601 137.5364 155.0492 130.024 130.0779 169.8472 140.0973 143.4686 143.3233 166.1784 208.0779 164.1501 164.1417 173.7448 162.0455 178.6624 175.742 178.2723 180.6827 186.6418 180.7823 181.723 179.7811 185.974 186.565 181.6845 189.4777 209.8351 192.3616 183.1017 190.7256 186.2612 193.5284 183.8947 190.5682 192.6781 198.1243 220.2045 194.3174 195.504 198.0284 196.1842 199.6353
112.4342 25.78641 8.265138 12.16553 75.76495 10.54751 0 12.5 7.615773 30.59412 100.1699 86.44202 84.28671 109.1054 78.23682 86.73155 79.40403 81.02469 99.9684 97.49131 80.60397 83.66932 86.72082 82.46211 101.2408 103.0776 104.9571 84.54059 100.9554 102.0784 105.3945 89.14034 96.87621 95.61736 111.3957 115.3203 101.8627 114.6195 124.0161 95.21029 117.686 121.0165 122.0174 123.0447 127.284 124.4508 131.6435 136.8377 119.4362 116.1077 118.423 160.3034 141.5238 160.4151 129.2478 129.1395 175.3416 140.8119 144.8068 144.0626 160.6393 200.2987 162.784 166.6741 168.3449 160.4814 173.3263 171.4526 173.7678 183.8967 182.138 176.5276 184.6185 182.3623 189.2048 185.3008 177.7892 192.7975 214.5951 195.7318 179.5132 193.8298 182.6609 196.5731 185.0649 186.7538 189.3925 200.6701 224.9361 191.2812 192.6315 195.4789 195.0103 200.2623
102.7108 13.75513 4.279311 2.061553 78.12931 23.02173 12.5 0 6.264982 18.5 88.12066 74.63336 72.61543 98.76417 68.39042 76.5089 69.72266 71.21271 89.19041 86.857 71.08622 73.98292 76.90416 73.18641 90.90352 92.5 94.45766 75.63087 90.81988 92.06655 95.20635 80.48136 88.40956 87.79832 102.1775 105.9718 93.71366 105.5883 114.3951 88.43783 108.5415 112.1439 113.2784 114.4388 118.6929 115.9493 140.3968 145.1808 114.6571 118.4789 120.126 168.6147 148.1055 168.3427 130.6187 130.3198 183.3543 143.8202 148.4933 147.0773 155.8405 192.317 163.2275 171.5707 163.6956 160.6998 168.7402 168.2327 170.2616 189.471 178.5981 173.3299 189.8427 187.2492 194.7796 185.7597 175.0436 198.4577 221.7449 201.4378 177.1475 199.2517 180.2672 201.9214 188.362 184.074 187.3663 205.4562 232.0345 189.558 191.1059 194.3406 195.5384 202.8824
108.8365 18.3983 3.716517 7.071068 73.91035 17.95132 7.615773 6.264982 0 23.19483 92.64988 78.86416 76.68931 101.5924 70.80254 79.2298 72.00694 73.60027 92.38874 89.92898 73.24616 76.27509 79.30006 75.16648 93.72566 95.52487 97.41663 77.34626 93.47727 94.62558 97.90812 82.02439 89.82761 88.77926 104.1393 108.0314 94.92102 107.4171 116.6619 88.75246 110.4536 113.864 114.9054 115.9741 120.2206 117.4138 134.3577 139.2239 113.8464 114.3372 116.2497 162.6717 142.5798 162.4838 126.8897 126.6689 177.4803 139.4633 143.8923 142.7206 155.0774 193.4662 159.9168 166.5691 162.8558 157.4846 167.869 166.6433 168.8202 184.2607 177.1789 171.7323 184.7431 182.2581 189.5711 182.4567 173.2195 193.2241 216.091 196.191 175.1371 194.0928 178.2723 196.7867 183.9266 182.2224 185.1967 200.5056 226.3962 187.2445 188.6996 191.7551 192.2108 198.7083
94.82448 4.807834 22.7005 19.69772 79.18898 41.10049 30.59412 18.5 23.19483 0 69.64194 56.14465 54.16872 81.28045 51.73973 59.29891 53.2635 54.56189 71.33078 69.14156 54.81788 57.45046 60.17059 57.2014 73.4636 74.8131 76.83749 60.09252 73.59348 74.96666 77.89737 65.19202 73.24616 73.51967 85.91275 89.52529 78.89233 89.51894 97.59098 75.61085 92.31468 96.2133 97.5 98.81295 103.0528 100.439 149.8065 153.8628 104.1393 118.3089 118.9285 177.0485 153.9123 176.1391 128.7362 128.1601 191.1876 144.1804 149.8166 147.4034 144.8068 177.0524 159.5407 174.5 152.8005 156.7108 157.8924 159.2608 160.8765 193.3132 169.1034 164.3472 193.1321 190.0316 198.5849 181.8857 166.6763 202.3731 227.9315 205.4062 169.2956 202.7856 172.3514 205.3217 188.6929 175.7299 179.9137 207.9531 238.0887 182.5171 184.3336 188.0957 191.6899 202.0817
