0 168.2191 136.8666 146.2417 149.2546 146.9823 138.2644 69.32902 114.415 100.4499 97.17815 118.3188 121.7222 129.0253 85.10719 87.01039 75.87695 110.5262 153.8794 166.5293 46.79173 49.23695 163.4408 108.7322 81.83253 106.596 60.28083 121.382 71.85822 76.63384 75.11581 162.6234 100.7535 155.518 165.5014
168.2191 0 157.5337 179.1275 207.3318 211.3685 220.8905 112.4342 92.75788 94.12793 96.0554 260.9204 264.247 273.311 243.0454 247.6451 174.3437 174.5615 183.2508 221.8449 211.0031 210.6919 195.8372 271.0162 248.7211 270.4478 218.6536 285.4953 236.9219 243.2316 240.0758 222.4266 268.7036 322.7339 332.9039
136.8666 157.5337 0 21.59675 51.52034 56.92037 72.47284 86.76924 182.5718 170.1433 168.475 145.7253 148.0237 156.6251 153.568 161.2414 202.6306 229.1812 263.9697 288.8307 177.5172 182.1831 276.1425 181.3567 178.0234 184.6026 193.8829 197.0142 196.923 197.3111 199.8384 286.2204 210.6201 239.4719 249.4568
146.2417 179.1275 21.59675 0 31.7105 38.00621 56.42492 103.6431 201.6446 188.7882 186.9478 137.0405 138.9564 147.0544 150.667 158.5687 215.6775 244.023 280.4152 303.5574 183.6543 188.833 292.3414 177.0061 177.6501 180.9076 200.5016 192.286 201.0387 200.4401 203.784 300.6757 211.1219 234.462 244.1642
149.2546 207.3318 51.52034 31.7105 0 7.158911 28.23797 120.5031 220.6015 206.9442 204.759 114.5954 115.9741 123.2527 135.5175 143.4888 222.94 254.065 293.1435 312.842 180.5602 186.3894 304.4967 159.1954 165.2453 163.8841 197.7524 173.6852 194.5379 192.5097 196.9776 309.4843 199.2417 214.9137 224.1612
146.9823 211.3685 56.92037 38.00621 7.158911 0 21.17653 121.6316 221.8 207.9683 205.7 107.8488 109.1616 116.3406 129.7815 137.7366 221.3018 252.9847 292.6274 311.4883 176.8735 182.8121 303.8264 152.9774 159.8757 157.7728 194.0779 167.3293 190.148 187.8597 192.5239 308.0266 193.8788 208.3853 217.5695
138.2644 220.8905 72.47284 56.42492 28.23797 21.17653 0 123.3866 222.664 208.4022 205.9028 87.01218 88.21073 95.24738 111.279 119.1542 213.8219 246.9671 288.0999 304.4719 163.7769 169.989 298.8123 133.192 142.2081 138.2286 180.9154 147.2098 175.0072 172.0149 177.197 300.7208 176.1152 187.8766 196.938
69.32902 112.4342 86.76924 103.6431 120.5031 121.6316 123.3866 0 100.1699 86.44202 84.28671 148.7563 152.1217 161.1197 131.6435 136.8377 119.3241 143.0874 177.2191 202.6695 116.1077 118.423 189.3733 160.3034 141.5238 160.4151 129.1395 175.3416 140.8119 144.8068 144.0626 200.2987 166.6741 214.5951 224.9361
114.415 92.75788 182.5718 201.6446 220.6015 221.8 222.664 100.1699 0 14.72715 17.75528 229.8603 233.3345 241.3301 199.4492 201.3944 87.88202 82.02439 94.15207 130.5892 144.4611 141.7674 107.1226 222.6995 193.6311 220.0659 146.3728 234.5009 168.5052 176.5814 171.2577 130.6643 204.155 264.8345 274.2066
100.4499 94.12793 170.1433 188.7882 206.9442 207.9683 208.4022 86.44202 14.72715 0 3.28718 215.2915 218.7675 226.8083 185.3345 187.4587 81.24124 81.6551 100.5757 134.5893 132.4055 130.1085 113.5377 209.0017 180.4159 206.5282 135.4372 221.0726 156.9805 164.8046 159.8266 134.0484 192.2051 252.2328 261.7317
