0 3.399346 188.2645 3.201562 9.486833 34.1321 25.4951 13.89244 16.55295 21.54066 13.20774 13.60147 17.69181 15.23155 17.0815 26.24881 27.65863 26.1725 19.10497 32.11092 20.61553 32.80244 38.83298 24.33105 36.76955 28.63564 36.09016 38.8973 29.71952 29.01724 37.64306 63.88239 38.60052 59.68249 35.34119 65.8635 47.38143 152.8579 48.83646 51.62364 39.21734 42.72164 52.49762 44.01136 64.3506 64.44377 63.89053 51.76984 50.08992 61.03137 61.09828 71.61006 68 77.90579 82.21922 62.00806 78.70515 75.16648 77.93587 92.61749 80.44874 79.17702 75.18643 92.91394 78.35895 88.54942 80.23092 103.8039 106.7017 102.3426 110.2588 107.3778 105.9906 104.0733 121.8277 110.7079 124.1551 108.8118 128.4562 109.2016 120.8305 130.1708 124.3262 147.2591 202.9433 192.8874 191.9954 237.4384 245.0673 251.9087 205.3534 213.0043 254.3423 262.2556 292.0661 256.0195 297.7389 224.9556 298.0086 229.0851 233.1535 229.3142 236.4085 240.6844 275.3634 248.7951 245.8373 246.8947 248.8552 319.3699 261.5076 308.3541 284.3695 291.2459 301.208 298.0554 298.5632 299.9017 300.1241 298.4845 299.6031 302.4781 302.8011
3.399346 0 186.6704 5.983774 6.128259 30.75531 22.09575 10.73416 13.27487 18.20867 15.26798 11.33823 19.8802 13.59739 17.74511 23.33571 29.87567 28.27052 18.38175 34.26693 21.05284 29.79187 35.73358 24.45858 38.75851 29.61231 33.39744 40.92948 29.9912 28.66279 35.06977 60.63428 40.16909 56.49975 36.30274 62.65425 44.62311 149.4643 46.13627 48.8046 39.83577 43.66062 54.22996 44.72757 61.5729 66.23611 65.58625 51.7974 49.7382 62.17897 59.3455 73.09051 69.05714 79.46824 83.95766 61.3777 80.19594 76.4911 79.2815 94.19247 81.8671 80.21153 75.41367 94.27914 78.18577 89.52033 80.22815 105.3414 108.2288 103.6929 111.8655 108.6288 106.9216 104.8784 123.2676 111.5847 125.5683 109.2072 129.8687 109.5288 118.6742 131.5159 125.2753 148.1487 199.9739 190.0134 189.152 234.755 242.3611 249.3195 205.2256 212.8387 251.974 259.7798 289.3244 253.6616 295.0191 223.7004 295.4381 227.7562 233.169 228.8476 236.3399 239.3336 273.1603 248.8451 244.7902 245.9686 247.8238 316.8628 260.8879 306.2828 283.0881 291.3065 301.3013 296.8668 297.343 298.6624 298.9661 298.0278 299.1681 302.0186 302.3024
188.2645 186.6704 0 187.1125 182.9117 178.2177 177.5503 178.2915 177.585 175.5351 182.0346 175.4527 181.3249 173.1263 174.3895 166.7299 179.0476 178.2033 169.5572 177.3614 170.9545 162.6083 159.6525 166.8598 174.127 168.0385 156.5091 174.1924 163.1294 161.1227 154.1602 149.9312 168.3049 148.9929 163.8268 146.9366 147.6375 168.9943 145.661 145.0996 158.4529 159.2709 166.0503 156.2028 134.3313 164.5846 162.5904 144.0715 142.4505 152.959 127.3853 156.0568 148.398 156.7004 160.8601 129.8717 154.7244 151.5442 151.2995 155.1386 152.5192 143.6051 129.6979 148.76 121.1826 138.8818 122.4875 153.3344 152.9314 147.1248 155.8799 143.3268 133.038 129.606 150.09 130.2976 149.182 115.777 149.5303 113.6127 73.97347 146.8858 131.0025 128.6437 110.9663 97.35716 94.07072 100.6014 107.6409 103.0215 89.43035 90.72031 89.90127 103.0483 146.6787 90.65609 149.7218 43.20368 139.424 44.68955 111.7338 83.37402 109.1713 55.17716 99.72139 123.7391 68.9242 74.49219 72.16263 154.7545 99.74521 126.3716 99.07295 156.3916 166.2226 114.2517 114.1229 115.0807 116.9116 138.5035 140.4064 141.9288 140.6113
3.201562 5.983774 187.1125 0 11.5434 36.5137 27.66315 15.33786 18.20027 23.28626 10.05126 13.82932 14.5 14.70544 14.54972 27.04163 24.45915 22.98369 17.58551 28.91414 18.17278 33.70831 39.87794 22.05108 33.58943 25.81182 36.45888 35.71064 27.29469 27.04163 37.83186 65.21664 35.51408 60.85433 32.5 67.09136 47.79383 154.7946 49.15537 52.11766 36.54107 39.87341 49.35838 41.27045 64.74759 61.28825 60.75566 49.41551 48.0026 58.07082 60.21005 68.52919 65.07111 74.80015 79.07117 60.102 75.61911 72.13356 74.89493 89.50559 77.38378 76.25123 72.67221 89.86239 76.09616 85.64607 77.85403 100.7 103.6002 99.29376 107.1366 104.3612 103.0983 101.2373 118.7487 107.8378 121.0836 106.1803 125.3844 106.6079 120.3173 127.1195 121.4218 144.376 203.586 193.3601 192.4162 237.5947 245.2575 251.9231 203.0105 210.6849 254.0536 262.1092 292.3062 255.7171 297.9442 223.4754 297.9908 227.6714 230.717 227.1987 234.024 239.2891 274.8641 246.3359 244.1726 245.129 247.1766 319.2607 259.5005 307.6947 282.905 288.777 298.7189 296.5067 297.0425 298.3978 298.5486 296.3549 297.458 300.3502 300.7013
9.486833 6.128259 182.9117 11.5434 0 25 16.12452 5 7.211103 12.08305 19.19491 8.062258 23.76973 11.40175 19.33333 17.80449 33.54102 31.76476 17.46425 37.75064 22.02272 24.04163 29.83287 24.69818 41.88078 31.14482 28.15138 44.10215 30.26962 27.85678 30.01666 54.55053 42.52058 50.47772 37.64306 56.60389 39.20459 143.3938 40.80441 43.27817 40.49691 44.83457 56.72742 45.48626 56.0803 68.76772 67.94115 51.22716 48.50773 63.54503 55.54278 75.00667 70.21396 81.50959 86.31338 59.5399 82.10055 78.1025 80.91971 96.20811 83.63014 81.27115 75.02666 95.90099 77.06572 90.42677 79.40403 107.2579 110.1193 105.2616 113.8991 110 107.7033 105.4336 124.964 112.2553 127.2105 109.0046 131.5029 109.2016 114.0614 133.0205 126.0516 148.7801 194.1649 184.3246 183.5027 229.3142 236.8882 244.0082 203.9608 211.5018 246.9818 254.6291 283.7992 248.6845 289.5228 220.4836 290.148 224.4148 232.1419 226.9736 235.1616 235.9513 268.412 247.8718 241.9132 243.2961 244.9724 311.6606 258.7339 301.7304 279.8071 290.3352 300.3852 293.7363 294.1598 295.4471 295.886 296.1435 297.3214 300.1283 300.344
34.1321 30.75531 178.2177 36.5137 25 0 9.219544 22.36068 19.41649 14.86607 43.51373 27.20294 47.85394 30.08322 41.21623 19.79899 57.00877 55.08176 35.77709 60.82854 42.54409 18.78829 19.10497 43.41659 64.2573 51.42956 25.34758 66.48308 48.12744 43.60046 27.85678 35.08219 63.50591 32.75668 56.93856 37.80212 31.01612 119.3333 33.01515 33.13608 58.00862 63.19393 77.41447 62.80127 44.38468 89.1852 87.98295 64.37359 59.81639 81.34945 55.31727 93.81365 87.20665 100.468 105.9481 67.60178 100.7 96.04686 98.85848 114.8085 101.8283 97.62172 87.20092 113.4548 86.61192 106.0754 89.88882 125.4163 128.1649 122.4949 132.28 126.5899 122.5765 119.6505 142.2709 126.6935 144.3347 120.6524 148.553 120.4159 105.7592 149.6756 140.5845 162.5426 176.1391 167.4332 166.9528 214.1495 221.452 229.7063 210.2974 217.4888 234.7871 241.3732 267.8125 236.5777 273.7367 218.1467 275.8272 221.443 239.2068 230.6339 241.6113 232.6972 257.6238 255.0512 241.0332 243.3475 244.1912 297.8714 260.9947 291.961 276.7978 297.3154 307.5406 291.3863 291.5562 292.6841 293.7661 299.376 300.7075 303.3183 303.2433
25.4951 22.09575 177.5503 27.66315 16.12452 9.219544 0 13.15295 10.19804 5.830952 34.31877 18.02776 38.63936 21.0238 32.06937 13 47.80167 45.88028 26.92582 51.65054 33.54102 15.0333 18.38478 34.66987 55.15433 42.54409 21.50581 57.38467 39.60114 35.38361 24.02082 40.13677 54.58938 36.76955 48.25971 42.52058 30.08322 127.413 32.01562 33.24154 49.67897 54.74309 68.60029 54.56189 45.61798 80.45496 79.32213 57.13889 53 73.13438 52.08647 85.42833 79.20859 92.06961 97.41663 61.84658 92.38236 87.86353 90.68627 106.527 93.60556 89.82761 80.45496 105.4182 80.62335 98.49365 83.64807 117.2615 120.0427 114.56 124.0846 118.8276 115.2562 112.5 134.3577 119.5042 136.4716 114.2366 140.716 114.1271 106.2544 141.9429 133.4054 155.6262 181.0414 171.8009 171.1644 217.8004 225.2288 232.9979 205.7669 213.0849 237.1919 244.2294 271.8655 238.9477 277.7051 216.6679 279.1623 220.2045 234.474 227.0352 237.0844 231.5794 259.4706 250.2978 239.0523 241.0332 242.1783 300.9936 257.9171 293.4233 275.6374 292.664 302.8387 289.9948 290.2585 291.4464 292.2918 295.9949 297.2743 299.955 299.9808
13.89244 10.73416 178.2915 15.33786 5 22.36068 13.15295 0 3 8.062258 21.16864 5.656854 25.4951 9.219544 19.39358 12.80625 34.78505 32.89377 15.6205 38.74848 21.40093 19.10497 25 23.34524 42.48529 30.61046 23.16247 44.72136 28.74456 25.55386 25.05993 50.0036 42.43819 45.79301 36.79674 51.97115 34.20526 139.5318 35.80503 38.28838 39.05125 43.73563 56.61272 44.04543 51.08816 68.60029 67.62396 48.70924 45.54119 62.42419 50.9902 74.27651 68.88396 80.85674 85.91275 56.08921 81.32958 77.10383 79.93122 95.48298 82.73452 79.81228 72.49828 94.84725 74.01773 88.81441 76.55064 106.4202 109.2531 104.1393 113.1459 108.706 105.9481 103.5097 123.9072 110.4049 126.1051 106.5129 130.384 106.6208 109.165 131.7932 124.2578 146.8448 189.2749 179.382 178.5476 224.3212 231.8987 239.0084 200.6614 208.1539 242.0021 249.6337 278.8175 243.7068 284.5367 216.0926 285.148 219.9659 228.9836 223.2935 231.9052 231.4822 263.473 244.743 237.6826 239.1694 240.754 306.6623 254.8848 296.8354 275.3779 287.1963 297.2798 289.3752 289.774 291.0464 291.5485 292.4414 293.6409 296.422 296.5982
16.55295 13.27487 177.585 18.20027 7.211103 19.41649 10.19804 3 0 5.09902 24.14769 8.062258 28.44293 11.40175 22.07059 11.18034 37.64306 35.73514 17.69181 41.5505 23.85372 17.02939 22.67157 25.4951 45.18849 33.01515 21.69101 47.42362 30.76118 27.20294 23.76973 47.3599 44.94441 43.26662 39.05125 49.39636 32.44996 136.611 34.1321 36.40055 41.03657 45.85636 59.07622 46.01087 49.20366 71.02816 70 50.06954 46.61545 64.48528 50.48762 76.48529 70.83784 83.08918 88.23831 56.75385 83.51347 79.19596 82.02439 97.67292 84.8646 81.68843 73.79024 96.89685 74.95415 90.60353 77.62087 108.5553 111.3744 106.1508 115.3126 110.6345 107.6476 105.1202 125.9365 112.0502 128.1113 107.7868 132.382 107.8378 107.9352 133.7402 125.9246 148.4236 187.0187 177.2481 176.4518 222.4073 229.9565 237.2003 201.3256 208.7779 240.4413 247.9516 276.8266 242.157 282.5706 215.6965 283.3527 219.4949 229.75 223.6359 232.5962 230.9827 262.0859 245.5288 237.4742 239.0753 240.559 304.9347 255.0671 295.5795 274.9254 287.9686 298.0759 289.0069 289.3752 290.6286 291.2087 292.7542 293.9728 296.7305 296.8712
21.54066 18.20867 175.5351 23.28626 12.08305 14.86607 5.830952 8.062258 5.09902 0 29.04785 12.36932 33.24154 15.23155 26.35231 9 42.2019 40.26164 21.09502 45.97584 27.73085 13.41641 18.43909 28.84441 49.39636 36.71512 19.03943 51.62364 33.81198 29.69848 21.37756 42.53187 48.76474 38.60052 42.43819 44.65423 29.06888 131.5153 30.8707 32.75668 43.93177 48.96059 62.76942 48.83646 45.48626 74.62573 73.4983 51.80643 47.88528 67.40262 49.0408 79.64923 73.53911 86.28622 91.60786 57.24509 86.61697 82.13404 84.95881 100.7671 87.86353 84.21995 75.29276 99.72462 75.82958 92.95698 78.72103 111.5314 114.3208 108.8944 118.3427 113.2166 109.8089 107.1226 128.6934 114.1063 130.8224 109.1788 135.0741 109.1284 105.1095 136.3346 128.0039 150.321 182.6308 173.0286 172.2854 218.488 225.9956 233.4309 201.5589 208.938 237.0359 244.3645 272.7904 238.7677 278.5686 214.1331 279.5948 217.8073 230.149 223.3047 232.8626 229.2444 258.9382 245.9561 236.2118 238.0021 239.3176 301.2726 254.4528 292.6265 273.2508 288.3601 298.5067 287.4665 287.7846 289.0069 289.7145 292.3508 293.6018 296.3191 296.3992
