0 192.9873 189.9996 190.6834 190.3119 186.6501 186.6606 169.4398 184.633 189.0832 165.5141 164.5526 187.9038 183.3691 183.9395 187.3953 159.832 184.5197 179.3052 183.4866 187.7564 181.4545 184.5438 178.6911 184.7956 165.0244 172.2345 175.6922 168.6535 134.4059 161.36 157.3998 141.51 126.8141 142.7958 153.7874 156.1664 146.6896 156.88 146.8772 143.4666 121.6132 144.4824 114.0001 116.9164 114.5334 110.5741 65.99431 123.9644 130.8494 112.3015 98.22604 94.96378 119.5888 93.5621 123.0099 89.17451 130.4483 133.0138 100.2764 87.48718 88.15807 87.14779 89.28204 110.7796 153.8146 168.1666 50.14666 52.50896 163.5615 111.2144 106.3367 84.73099 109.2072 63.48336 116.8893 114.5801 124.0427 75.24194 80.00669 78.49951 106.9066 119.5525 129.5625 108.3964 141.8817 117.1818 163.4499 122.4689 104.0435 128.3043 135.9008 138.3728 146.721 153.8203 171.2721 145.1683 171.7135 146.0076 158.5111 131.4948 168.5212 134.1329 139.1498 136.09 135.4598 135.0802 139.7178 139.9756 140.7128 182.2509
192.9873 0 6.5 4.031129 2.692582 9.340771 7.033649 57.63896 9.861541 11.01136 51.87726 53.93515 13.20038 11 13.75682 18.76832 60.52479 16.5605 16.00781 19.53586 24.39775 18.84808 24.33847 20.13082 30.10399 192.5182 37.61981 50.34382 45.8939 58.81184 52.02163 55.12372 54.61914 67.01679 55.82338 58.46366 59.9604 58.63659 65.31654 68.15046 72.67221 74.24453 76.73335 82.48788 82.46969 86.63862 87.80803 143.9488 112.9436 121.9969 234.9175 223.6049 222.3027 184.5852 259.1568 186.1001 260.2687 193.5342 195.6329 269.7726 263.9664 265.4736 201.748 209.6958 286.9987 320.2603 348.5767 234.6684 239.6398 332.6718 227.287 289.7831 229.3409 231.5022 251.3389 300.9236 299.3096 242.2663 252.6801 252.2385 255.4612 296.9162 306.8 315.0067 299.1241 326.5318 307.4516 344.1753 312.4664 262.9087 319.0913 325.3218 327.9405 334.7002 341.6025 356.2011 335.3599 357.111 336.8109 284.0574 324.2318 293.5243 326.9132 332.1031 328.7191 327.706 327.112 332.4608 332.3616 333.221 371.764
189.9996 6.5 0 2.54951 6.041523 3.535534 4.249183 51.15662 5.385165 15.95306 45.50275 47.56312 17.90251 12.77693 17.02939 23.60085 54.20793 20.5061 17.46425 23.47978 29.41088 22.10204 28.80297 22.63846 34.76349 186.1436 40.65095 54.28858 48.8774 55.59469 54.37371 57.15002 53.68892 63.45471 55.50225 60.24326 62.11683 59.43484 67.78274 69.70642 74.1114 72.76331 78.45757 80.99691 81.49847 85.82832 86.55923 139.5582 114.16 123.7033 229.5223 218.3668 217.1181 185.6707 254.583 187.2926 255.8605 194.9035 197.0647 265.2593 259.7277 261.2594 201.5304 209.4513 282.6455 315.442 344.2309 232.4489 237.3025 327.9043 227.4971 285.7455 228.6099 231.5653 249.007 296.8843 295.3142 242.6138 250.9313 250.72 253.7535 293.3096 302.9464 311.0145 295.5884 322.4649 303.8523 339.8545 308.8309 262.0234 315.5321 321.6092 324.238 330.8474 337.7225 352.0944 331.7107 353.0333 333.231 284.5784 321.3977 294.1381 324.0625 329.1493 325.9241 325.0123 324.4634 329.6265 329.6369 330.4641 367.999
190.6834 4.031129 2.54951 0 3.605551 5.385165 4.027682 53.61436 6.363961 13.60147 47.85394 49.91242 15.6205 11.2361 15.11622 21.31901 56.51548 18.43909 16.14001 21.43362 27.10166 20.24846 26.6354 21.0238 32.55764 188.4969 38.94868 52.31873 47.20699 56.32901 52.92447 55.81778 53.46027 64.3506 55.03635 59.00212 60.74537 58.54912 66.30988 68.55571 73.00685 72.78049 77.25396 81.02469 81.31728 85.58621 86.49277 140.8581 113.1592 122.5275 231.3115 220.077 218.8019 184.7343 255.9766 186.3169 257.1775 193.8639 196.0026 266.6252 260.9674 262.4881 201.0895 209.0218 283.9384 316.9521 345.5222 232.8132 237.7162 329.3907 226.8946 286.8955 228.3725 231.0195 249.4193 298.0354 296.4456 241.9604 251.1036 250.7987 253.9092 294.2686 304.0148 312.145 296.5164 323.6293 304.8085 341.1342 309.8032 261.8497 316.4712 322.6159 325.2403 331.9164 338.8038 353.2775 332.6898 354.2033 334.1798 283.8622 322.0248 293.3875 324.6968 329.8276 326.5348 325.5803 325.0123 330.254 330.2181 331.0589 369.0301
190.3119 2.692582 6.041523 3.605551 0 8 4.955356 56.51991 7.905694 10 50.48762 52.53808 12.04159 8.558621 11.85327 17.73415 59.03389 15 13.58308 18 23.50532 17 23.10363 18.02776 29 191.0696 35.77709 48.90041 44.05111 56.16789 49.98 52.99174 51.97115 64.40497 53.23533 56.26944 57.87055 56.22277 63.32456 65.90891 70.40597 71.56815 74.53975 79.81228 79.82794 84.0119 85.14693 141.4496 110.6436 119.8165 232.7101 221.3358 220.0142 182.2684 256.6885 183.807 257.7641 191.2822 193.396 267.2901 261.4288 262.9316 199.2034 207.148 284.482 317.8515 346.0569 231.9763 236.9473 330.2488 224.8079 287.2107 226.7355 229 248.6463 298.3512 296.7305 239.8109 250 249.5696 252.7829 294.2873 304.2006 312.4268 296.4878 323.9632 304.8217 341.6506 309.8403 260.2888 316.4569 322.7042 325.3218 332.1001 339.0059 353.6382 332.7349 354.5434 334.1785 281.6345 321.5478 291.119 324.2299 329.4241 326.0337 325.0177 324.4226 329.7768 329.6741 330.5344 369.1521
186.6501 9.340771 3.535534 5.385165 8 0 3.72678 48.52319 2.54951 17.08801 42.57934 44.63463 18.78829 12.37942 17.10263 24.38237 51.1957 20.80865 16.50757 23.68122 30.20761 21.93171 29.21948 22.02272 35.22783 183.2069 40 54.10407 48.13003 52.24779 53.23533 55.82226 51.0392 60.03332 53.08484 58.77287 60.83584 57.48913 66.64833 68.08807 72.42237 69.87131 76.89933 78.08969 78.76865 83.15047 83.72574 136.0294 112.2943 122.0656 226.0487 214.8679 213.6124 183.6966 251.0478 185.3672 252.3293 193.0584 195.2486 261.725 256.205 257.7382 199.0025 206.911 279.1165 311.9097 340.7018 229.2706 234.094 324.3705 225.1315 282.2375 225.8871 229.1397 245.7987 293.3759 291.8099 240.3013 247.879 247.7357 250.7128 289.85 299.4562 307.5102 292.1387 318.9539 300.3935 336.3266 305.367 259.2417 312.0785 318.1352 320.7651 327.3568 334.229 348.58 328.2446 349.5211 329.7742 282.3307 318.0707 291.9285 320.732 325.7979 322.605 321.7149 321.176 326.2991 326.3327 327.1529 364.5178
186.6606 7.033649 4.249183 4.027682 4.955356 3.72678 0 51.8336 2.953341 13.38739 45.64598 47.69143 15.06283 8.877249 13.46807 20.65726 54.14384 17.13346 13.34375 20.03386 26.48375 18.39082 25.53647 18.67857 31.54186 186.1803 36.70453 50.6077 44.89308 52.31686 50.24496 52.97025 49.62078 60.37015 51.33442 56.03397 57.95017 55.18655 63.65969 65.4755 69.8729 68.84201 74.23616 77.08365 77.46003 81.75913 82.58665 137.0324 109.9116 119.4734 227.893 216.5715 215.2691 181.4219 252.2014 183.0434 253.3548 190.6565 192.8191 262.8318 257.1022 258.6173 197.3809 205.3061 280.101 313.2591 341.6826 228.7988 233.6961 325.679 223.297 282.9874 224.5489 227.3812 245.3994 294.1277 292.5296 238.4014 247.1259 246.8472 249.9359 290.2933 300.0743 308.2284 292.533 319.7269 300.8324 337.2884 305.8315 257.9957 312.4904 318.6543 321.2774 327.9757 334.8675 349.3831 328.7198 350.303 330.2014 280.3533 317.9983 289.9071 320.6705 325.8038 322.5077 321.5526 320.9848 326.2274 326.1905 327.0314 365.076
169.4398 57.63896 51.15662 53.61436 56.51991 48.52319 51.8336 0 49.0102 64.65679 8.514693 7.5 65.82173 57.92452 62.64982 70.71068 9.617692 66.33626 59.22837 68.52518 76.11833 65.89765 74.06941 64.39332 79.67747 135.5095 78.65431 93.82031 84.97058 52.48233 86.44362 87.02658 67.91539 53.78197 72.832 88.20006 91.71968 82.1736 98.11473 94.63448 97.60379 77.21723 102.9834 83.42961 87.70975 92.38236 89.71343 108.7313 131.364 143.5009 186.9024 177.2608 176.5028 197.7767 218.7796 200.1312 221.4595 208.7839 211.335 229.8358 226.7212 228.4393 203.1317 210.5683 248.3717 276.9699 309.4495 217.0035 220.7589 289.7659 231.5926 254.0915 225.3098 234.411 232.2294 265.0829 263.8987 247.3778 238.8818 240.5421 241.9734 265.165 272.6252 279.4512 268.0047 290.168 275.6361 305.3127 280.2543 256.6676 287.5109 292.2542 294.9377 300.2416 306.8298 319.2186 302.7755 320.388 304.8508 289.8115 299.2733 299.9271 301.769 305.9514 304.0633 303.9901 303.8166 307.4007 308.3059 308.86 337.7962
184.633 9.861541 5.385165 6.363961 7.905694 2.54951 2.953341 49.0102 0 15.89025 42.73757 44.78002 17.39253 10.40433 15.26434 22.84732 51.21035 19.03943 14.21267 21.82888 28.63564 19.91231 27.43983 19.81161 33.44398 183.2447 37.71604 51.97355 45.80393 50.23216 50.79862 53.3444 48.56439 58.14207 50.56184 56.26944 58.36523 54.94088 64.2067 65.56283 69.8892 67.48704 74.38026 75.71327 76.32169 80.68767 81.31728 134.5009 109.7474 119.5345 225.07 213.7882 212.5 181.1471 249.6127 182.8182 250.819 190.5117 192.7031 260.2624 254.6223 256.1455 196.5057 204.417 277.5833 310.596 339.1676 227.0694 231.9192 323.0313 222.6069 280.5753 223.4424 226.6241 243.6237 291.7149 290.1319 237.7701 245.586 245.4027 248.4126 288.0321 297.7255 305.8317 290.2973 317.3047 298.5737 334.7815 303.5597 256.8175 310.2459 316.355 318.9816 325.6271 332.5094 346.9474 326.443 347.8771 327.9492 279.793 316.0229 289.3877 318.6887 323.7827 320.5472 319.631 319.0807 324.2518 324.2568 325.0854 362.7578
189.0832 11.01136 15.95306 13.60147 10 17.08801 13.38739 64.65679 15.89025 0 58.00862 60.01875 2.236068 7.433034 5.147815 7.778175 66.18912 6.082763 9.924717 8.854377 13.50926 9 13.33333 11.18034 19.10497 197.9906 27.20294 39.38591 35.41892 56.3767 41.97618 45.33349 48.46648 65.05382 48.76474 48.86972 50.01 50.08992 55.08176 58.68377 63.28507 68.54196 67.05103 76.6942 75.91113 79.81228 81.59657 143.0105 103.5857 112.1784 236.326 224.5771 223.1283 175.223 258.3738 176.638 259.1004 183.9082 185.9516 268.8345 262.4138 263.8655 193.7473 201.7167 285.6746 320.0087 347.183 229.3927 234.5464 332.2834 218.7692 287.7673 221.9392 223.1435 246.2214 298.9004 297.1952 233.5872 246.6577 245.8801 249.3747 294.0153 304.3846 312.8714 296.0828 324.5447 304.5263 342.7284 309.6078 255.6722 316.0775 322.605 325.2019 332.2597 339.2123 354.2767 332.5094 355.1239 333.8234 275.1704 319.8828 284.5387 322.5911 327.9577 324.2992 323.1138 322.4438 328.106 327.8185 328.7324 369.1196
