0 179.4779 187.0037 169.1163 187.9076 171.0546 161.2092 150.4434 181.2756 161.5723 158.9254 187.5894 187.7369 165.3542 170.9047 160.9032 137.9982 136.254 147.4054 138.3877 144.5019 135.1489 150.6863 150.9639 149.973 123.3434 148.5904 117.3396 120.3387 122.3899 148.6884 68.15375 110.5875 96.65899 93.38447 122.1225 122.1839 125.5901 132.9102 135.4479 109.7366 88.97202 90.81644 107.2458 150.4168 98.8122 93.85872 164.7766 48.31585 50.2821 160.0832 112.4469 85.24182 110.2373 61.03224 101.3294 121.4143 124.9873 104.0751 73.73585 105.4121 136.5562 78.85406 76.9892 125.3585 126.9894 108.1476 128.1499 106.7172 119.2643 131.9872 126.9336 129.733 110.2498 111.6719 115.2511 122.722 133.7376 122.3469 159.7606 129.1233 103.4251 127.2219 146.1525 158.7932 160.7123 138.9675 123.7039 176.8872 168.7382 132.5134 137.0628 134.7028 139.295 178.53
179.4779 0 19.0013 11.56947 46.64616 34.22326 21.65049 36.26667 49.99272 22.58919 24.11188 67.07682 70.17236 159.4409 56.87261 44.64856 44.78057 45.41285 50.53064 46.2086 55.47216 49.8681 75.03291 81.05573 78.6359 62.80963 86.72958 78.85672 83.46286 85.51377 118.8568 120.4664 205.886 195.3459 194.3038 153.1827 188.7907 190.8299 199.0757 201.4683 253.3733 199.1106 206.8369 262.8547 293.7959 258.4719 256.9249 324.8156 221.495 225.8312 306.4296 226.5857 223.8135 230.0146 237.4823 270.1145 285.8139 242.1463 275.4256 241.7826 277.1541 302.4014 242.5179 244.7554 291.5913 292.714 280.6218 294.3681 280.0217 288.661 297.4511 294.3649 296.3055 283.2318 284.2187 287.0868 292.265 299.9247 292.6997 320.0591 298.3154 256.348 299.4322 314.6127 284.5546 329.8703 314.6952 302.9413 343.5697 294.4467 311.9122 316.4158 314.1434 318.6425 350.3025
187.0037 19.0013 0 28.49574 29.07844 23.2112 26.21545 52.80152 34.05877 25.55386 28.30194 50.35127 53.53504 178.108 43.60046 36.13862 49.04335 50.75924 46.3633 49.01814 51.10882 52.49762 65.9242 71.53282 69.46222 65.25335 77.44955 78.23043 81.02469 82.21922 109.1284 132.0076 221.3594 210.2718 209.0484 147.2583 183.7855 185.5398 193.3638 195.6016 266.5802 198.0404 205.92 275.0709 307.5603 270.1851 268.2126 337.1169 226.7532 231.4865 320.0519 224.4809 224.5017 228.3703 243.1892 280.7508 297.2356 239.7471 285.6711 245.7031 287.3395 313.7499 245.7336 248.5663 302.8003 304.0066 290.6888 305.601 289.9138 299.3476 308.8187 305.4128 307.5 293.2115 294.2941 297.3214 302.9521 311.2041 303.2475 332.2944 309.1035 257.7154 309.6651 325.6271 281.8869 340.846 324.1389 310.7 355.0352 291.5532 318.7483 324.0077 321.081 326.2422 360.8549
169.1163 11.56947 28.49574 0 53.18475 37.24782 17.98398 24.84633 54.97582 19.74437 19.88736 72.20462 75.14768 149.8079 59.55396 45.00193 37.47675 37.46897 47.75116 39.63032 52.49557 43.1587 74.18787 80.31557 77.72928 55.6193 85.69167 72.83548 78.33267 80.82289 117.5982 109.1887 194.4042 183.8052 182.7512 149.1839 184.056 186.2512 194.7096 197.1844 241.8285 192.2238 199.8489 251.3948 282.2283 247.0769 245.5942 313.3375 211.8219 216.0104 294.8647 220.1385 216.0143 223.3238 227.6273 258.8922 274.4546 235.8112 264.277 232.5772 266.0169 291.0494 233.5901 235.588 280.2636 281.3728 269.5076 283.0359 268.9446 277.4233 286.0973 283.0627 284.979 272.1348 273.1013 275.936 281.0261 288.5839 281.4864 308.5885 287.0566 248.1769 288.2775 303.3112 278.2721 318.5718 303.703 292.3835 332.193 288.2652 301.6202 305.8976 303.819 308.1209 339.0735
187.9076 46.64616 29.07844 53.18475 0 20.07774 41.41424 74.13651 8.339997 39.55446 41.95897 21.47414 24.67567 201.5728 21.33594 27.07192 54.97095 57.73551 40.53531 52.94546 43.50351 55.28311 47.33803 51.64247 50.35099 65.2244 57.41192 71.70464 71.37149 71.10712 86.81334 140.976 236.1021 223.9846 222.4076 129.0241 166.1057 167.4531 174.6132 176.6207 276.3969 185.6023 193.5807 282.9562 318.1932 277.1863 274.4611 344.7679 223.3843 228.6822 330.3359 210.2196 214.2286 214.7073 240.3232 285.7351 303.5027 224.9132 289.9291 240.0185 291.4794 319.7757 238.9712 242.6812 308.6447 309.9939 294.5961 311.47 293.5227 304.2815 314.9104 310.95 313.2871 296.9476 298.1888 301.4723 307.8618 317.1207 307.9082 339.8469 314.1516 248.0628 313.7271 330.9772 266.3343 346.0408 326.7347 310.5416 361.046 275.6323 317.0227 323.484 319.5047 325.717 365.1887
171.0546 34.22326 23.2112 37.24782 20.07774 0 22.40558 55.4 18.6 20.4 22.48911 35.45434 38.24605 182.6899 22.69273 13.09809 35.39223 38.02973 24.99964 33.75902 29.28375 36.49055 42.78738 48.49506 46.34825 47.71121 54.3822 57.5809 59.2466 60.01633 86.25404 121.5679 216.0749 204.0266 202.4811 124.0909 160.696 162.4123 170.191 172.4168 257.0412 176.0328 183.9559 264.0355 298.7102 258.4855 255.9632 325.9536 208.5017 213.5387 310.9248 202.0335 203.2382 206.0761 225.2309 267.6239 285.0287 217.185 272.0536 226.3545 273.6442 301.3849 225.8986 229.13 290.297 291.6058 276.8414 293.1177 275.8673 286.2051 296.4965 292.6953 294.9604 279.2529 280.4421 283.6441 289.7964 298.7594 289.9214 321.0545 296.0489 236.7277 295.9403 312.796 259.2059 327.9188 309.4685 294.3356 342.6899 268.8052 301.506 307.4459 303.9233 309.6817 347.354
161.2092 21.65049 26.21545 17.98398 41.41424 22.40558 0 33.00379 41.00305 2.061553 2.5 57.76244 60.46693 160.3773 43.16538 27.53634 23.92697 25.14458 29.90773 24.85346 34.73271 28.51754 56.2161 62.34603 59.75157 41.54816 67.70795 57.21232 61.88093 64.041 99.62555 105.9257 197.0006 185.4889 184.1372 132.0464 167.3839 169.4764 177.8046 180.2311 240.8013 177.5197 185.2635 249.0125 281.9786 244.0435 242.0253 311.0579 201.857 206.4128 294.4019 204.9407 202.5 208.3897 218.1015 254.5354 271.0558 220.4967 259.4634 221.5181 261.1345 287.5618 221.9668 224.446 276.6031 277.8151 264.4905 279.4052 263.7276 273.1323 282.6327 279.2065 281.3014 267.0192 268.0956 271.1148 276.7368 285.011 277.0326 306.2235 282.8891 235.2127 283.4594 299.4182 262.9041 314.6351 298.0038 284.9074 328.8529 272.7975 293.2512 298.2671 295.5491 300.5 334.6409
150.4434 36.26667 52.80152 24.84633 74.13651 55.4 33.00379 0 74 35 33.06055 90.63802 93.26307 127.4478 75.13322 58.46366 36.62308 34.67708 55.30722 40.20088 58.95855 42.52058 82.76473 88.71083 85.95929 51.40039 93.21007 70 77.33693 80.72174 123.4058 87.23531 169.6231 159.1715 158.1811 148.2194 180.8013 183.3385 192.1949 194.8333 217.9197 183.5211 190.8052 228.0789 257.9951 224.116 222.9484 289.8794 195.1333 198.8416 270.6903 212.3023 204.6778 214.8418 210.2974 236.7129 251.6446 228.1362 242.3964 217.1866 244.1803 268.2609 219 220.2934 257.5966 258.6426 247.7579 260.3459 247.3419 255.1568 263.304 260.5091 262.3133 250.4496 251.3344 254.0315 258.7508 265.8496 259.3185 285.1771 264.6904 235.6252 266.3428 280.7437 270.4681 296.0068 282.3792 272.6032 309.2604 280.6622 282.6915 286.2254 284.7824 288.4337 316.7905
181.2756 49.99272 34.05877 54.97582 8.339997 18.6 41.00305 74 0 39 41.04875 17.24094 20.24846 201.2564 13 21.40093 50.98284 53.89341 34.41253 48.53979 36.80731 50.47772 39.01282 43.30833 42.0119 59.4138 49.08972 64.49806 63.69458 63.24555 78.74643 136.2424 232.5511 220.1656 218.4931 120.7021 157.7797 159.1383 166.3257 168.3449 271.4498 177.3697 185.3493 277.5464 313.3914 271.5879 268.7043 339.2357 216.0116 221.382 325.4339 201.9046 206.1189 206.4098 233 279.7016 297.7129 216.5835 283.7464 232.3317 285.2718 313.9177 231.1644 234.9688 302.7606 304.1381 288.3401 305.588 287.2107 298.2164 309.0712 305 307.3862 290.6562 291.9264 295.2558 301.788 311.2427 301.7848 334.2974 308.099 239.9818 307.4809 324.9692 257.9948 339.9882 320.2031 303.5564 355.1479 267.2924 309.7943 316.4317 312.2963 318.6628 358.9516
161.5723 22.58919 25.55386 19.74437 39.55446 20.4 2.061553 35 39 0 2.828427 55.72477 58.42089 162.3355 41.10961 25.55386 23.90084 25.34758 28.41166 24.51757 33.2833 28.16026 54.45181 60.57732 58 41.19466 65.98214 56.4358 60.87693 62.93648 97.94897 106.8878 198.4364 186.8526 185.4757 130.7823 166.2451 168.3092 176.599 179.0112 241.8967 176.8191 184.5832 249.97 283.1384 244.9347 242.86 312.0116 201.9208 206.526 295.5389 204.133 202.0099 207.6343 218.2201 255.2802 271.9007 219.6614 260.1557 221.4159 261.8186 288.3933 221.7792 224.3305 277.4185 278.6413 265.1584 280.2231 264.3728 273.8795 283.4678 280 282.1139 267.6752 268.7638 271.8032 277.4833 285.8339 277.7608 307.1693 283.6477 234.8068 284.1452 300.2033 262.0502 315.4124 298.585 285.2762 329.6923 271.9214 293.5038 298.6135 295.8141 300.8471 335.3599
