0 182.4304 178.1829 167.9803 175.5531 190.2518 175.5294 192.3544 171.2366 187.6201 185.9537 174.3678 172.5732 178.5954 165.8972 163.6877 175.415 173.1983 170.1565 164.728 186.4384 181.4431 135.1845 138.5923 145.2173 138.6333 152.1478 161.6467 149.1389 151.5972 135.8227 123.0739 146.1293 148.2819 144.0317 132.4056 134.7216 120.4669 154.782 138.5093 136.4338 162.039 123.6277 120.9203 147.6479 148.4698 149.3756 118.2937 146.3487 150.3326 115.645 119.9561 118.8109 124.2465 137.5274 141.1929 116.4012 122.611 114.4212 126.3117 67.48344 140.9278 137.9404 131.6679 140.7475 136.0233 110.196 131.8912 96.24251 92.96968 133.2953 124.6063 122.3867 125.7965 133.1441 135.6881 89.32892 91.22161 99.37492 96.03002 100.8804 107.3513 150.4562 162.7397 48.99352 98.11383 103.4579 50.95522 160.1602 112.8989 108.8989 85.78232 110.9254 110.7169 110.2914 61.69647 125.4788 74.41024 120.4101 79.51836 77.66374 132.2492 128.0127 130.4099 159.9798 123.3933 104.0637 136.7353 136.4855 122.0257 137.7934 123.5031 126.1231 144.1907 144.3594 128.0806 131.3076 138.8997 148.4236 152.3771 139.9689 141.3731 143.8761 146.0126 151.5627 139.7815 142.078 138.0041 144.6377 159.3611 141.0907 164.3891 170.6615 177.6508 171.8487 172.4737 174.0153 179.9433 177.5938 181.1733 128.1289 130.7917 169.3127 131.8416 136.7129 137.308 139.0311 136.8786 135.3485 178.9071
182.4304 0 8.062258 36.05551 10.44031 26.08639 7.106335 30.59412 15.23155 27.51363 24.69818 9 10.19804 18.43909 16.5605 18.86796 26.87006 27.65863 29.41088 176.4129 56.93856 63.60031 47.36417 44.01136 44.7981 44.27189 52.92447 63.82006 56.64804 64.92992 57.14018 60.08328 61.68468 66.75337 61.98387 60.46487 60.29925 62.93648 70.83078 62.36986 62.96825 80 64.38167 65.43126 71.58911 73.34848 75.80567 68.06614 77.35509 78.29432 71.0782 70.64347 70.34913 73.17103 81.59657 86.92526 84.14868 87.87776 88.20431 96.30161 128.316 124.3905 127.8925 125.9365 130.679 128.6934 218.2773 131.3202 207.0698 205.8088 137.0584 152.4861 180.1262 181.9121 189.7873 192.0443 194.0644 201.937 263.7878 261.9637 266.8333 271.3982 304.1085 331.4023 222.6387 268.6429 273.3057 227.3785 316.5742 220.5785 278.9265 220.445 282.0638 224.4371 282.4181 239.0816 235.8698 241.5802 294.4011 241.6154 244.4438 305.041 302.2003 304.0066 328.6143 300.9352 253.638 311.8108 312.2467 301.264 313.8694 302.9521 305.9154 320.0391 320.9022 308.202 310.6976 316.746 324.2299 327.912 318.2597 319.2432 321.2242 323.1873 328.4542 318.9875 321.4591 318 323.3945 278.0382 321.4032 340.3701 345.2188 350.7663 347.0014 348.4845 349.0057 354.156 352.4145 355.8272 310.2918 313.1773 287.7243 314.1592 319.1399 319.5829 321.3772 318.8142 316.7965 356.9905
178.1829 8.062258 0 28.01785 2.828427 33.80089 5.700877 38.32754 7.81025 34.9285 32.01562 11.31371 10.81665 24.59675 13.5 15.13275 32.44996 32.80244 33.97058 168.3587 63.50591 69.64194 43.97256 40.79216 45.07456 41.4367 55.56978 68.0147 59.05929 68.02679 57.27128 57.07013 63.95311 69.51827 63.97656 60.37384 60.63827 60.01666 74.4043 63.56886 63.89053 84.29116 63.00794 63.57083 74.43118 76.32169 78.92085 66.1211 80.2014 81.5414 69.13594 69.58807 69.00725 73.1642 83.67198 89.47067 84.0119 88.67074 88.11924 97.73945 122.4418 127.059 130.363 128.0352 133.2967 131.0458 211.1161 133.4166 200.0872 198.8875 139.2049 154.0422 181.2267 183.142 191.2125 193.5407 193.4373 201.2502 257.8701 256.125 260.9693 265.4242 297.5792 325.4379 219.365 263.0019 267.6061 223.9464 310.1004 220.4223 273.2124 219.0822 276.4001 224.0826 276.8122 235.6374 235.8513 238.8724 288.8754 239.2008 241.7833 299.4011 296.6648 298.4242 322.6558 295.6772 252.0084 306.3152 306.8045 296.1841 308.4493 297.8943 300.8957 314.5854 315.5063 303.2235 305.6174 311.4819 318.7632 322.4147 313.0387 313.9765 315.9019 317.8443 323.074 313.8694 316.3584 312.9872 318.2153 278.1566 316.4317 334.8848 339.6071 345.0362 341.4337 342.9865 343.421 348.5004 346.8097 350.2028 306.2319 308.9741 287.9449 310.0145 314.8639 315.4667 317.2114 314.8468 312.968 351.6806
167.9803 36.05551 28.01785 0 26.01922 61.59951 31.69385 66.1211 22.36068 62.39391 59.4138 36.67424 34.9285 50.9902 30.6635 29.52965 57.56735 57.24509 57.38467 140.644 89.1852 94.15413 45.56348 43.82921 57.87607 45.65085 73.10951 88.48164 75.74299 85.83062 68.00735 57.56735 79.9062 86.39452 79.20859 70.11419 71.61006 60.44005 93.08598 76.6942 76.2168 104.4031 68.44706 67.31456 91.24144 93.38094 96.23149 69.28925 96.74611 99.08582 72.00077 75.39562 73.92564 81.9878 97.94897 104.8046 91.67879 98.95706 95.70789 109.5536 106.4378 141.651 144.3 140.9113 147.611 144.6167 188.2153 146.1677 178.069 177.1588 151.9901 164.7301 190.0459 192.3538 200.9525 203.4822 196.3288 203.8366 240.2082 238.7991 243.5159 247.4934 277.2004 307.3353 212.4241 246.4569 250.7987 216.3631 289.9228 224.6132 256.3201 219.1073 259.6998 227.561 260.3459 227.9035 240.3658 233.8568 272.683 235.2573 236.9175 282.7048 280.4015 281.9645 304.5852 280.5316 250.7873 290.1758 290.878 281.7446 292.6055 283.5348 286.6745 298.585 299.7336 289.1548 291.1374 296.2499 302.6962 306.2128 297.9719 298.7244 300.4214 302.2747 307.3376 299.2073 301.7557 298.744 303.2952 282.8223 302.3376 318.6908 322.8932 327.8307 324.8908 326.7178 326.8042 331.5848 330.103 333.4082 295.711 297.8926 292.898 299.1521 303.4769 304.6888 306.2366 304.6383 303.2952 336.1343
175.5531 10.44031 2.828427 26.01922 0 35.58792 6.041523 40.11234 5 36.49658 33.54102 11.6619 10.63015 25.63201 11.67262 13 33.12099 33.28663 34.20526 166.0569 64.4748 70.3278 41.59898 38.47077 43.69502 39.20459 54.91812 67.89698 58.30952 67.48996 55.7853 54.74486 63.13478 68.85662 63.06346 58.80986 59.20304 57.70615 74.02702 62.39391 62.62587 84.17244 61.07373 61.50813 73.78347 75.71658 78.36134 64.03124 79.54125 81.02469 67.04062 67.7237 67.06713 71.58911 82.73452 88.68484 82.37718 87.30693 86.49277 96.56604 119.6328 126.2696 129.501 127.0472 132.484 130.1422 208.3315 132.4236 197.2821 196.0772 138.2245 152.8561 179.8827 181.8378 189.9672 192.3174 191.5881 199.3828 255.0549 253.314 258.1569 262.6062 294.7518 322.6198 216.8986 260.2038 264.8037 221.4498 307.2723 218.6947 270.4089 217.0369 273.6001 222.2993 274.0164 233.1373 234.1589 236.5164 286.0857 236.9072 239.4369 296.6024 293.8741 295.6298 319.838 292.9112 249.8925 303.5276 304.0214 293.4365 305.6681 295.1491 298.1547 311.8012 312.7271 300.4871 302.8696 308.7151 315.9778 319.6267 310.2761 311.2093 313.1294 315.0698 320.296 311.1173 313.6082 310.2467 315.4568 276.4954 313.6957 332.0976 336.81 342.2309 338.6399 340.1982 340.6259 345.7 344.0131 347.4047 303.6215 306.3413 286.3115 307.3906 312.2199 312.847 314.584 312.2507 310.3949 348.9087
190.2518 26.08639 33.80089 61.59951 35.58792 0 30 4.527693 39.50316 3.535534 4.301163 25.73908 27.86575 13.20984 34.68789 37.02026 14.98332 17.21918 20.35927 200.8672 33.23402 41.30981 57.93845 54.61227 45.15342 53.78197 43.84632 47.90094 47.81736 52.73715 55.80771 68.06247 52.6925 55.52338 53.89341 59.40791 57.8835 70.35979 56.48451 56.89025 58.33095 62.67775 66.9216 69.37759 59.66993 60.84817 62.64982 72.03124 64.99399 64.53294 74.77708 71.58911 72.22534 70.54431 71.51573 74.98333 81.13261 81.61495 84.77323 87.50143 142.6972 110.7181 114.7563 114.011 117.0235 115.9073 237.096 119.2749 225.1327 223.6096 124.7337 141.7127 170.3671 171.728 178.908 180.9213 189.6114 197.5879 277.194 275.0682 280.0152 284.9956 319.8683 344.7621 226.6815 280.9493 285.819 231.9278 332.0666 214.3456 291.473 218.1066 294.4019 218.8024 294.531 243.5826 229.0728 243.5416 306.1576 242.5871 246.2234 317.201 313.9658 315.947 341.9583 311.6448 251.9112 323.3891 323.6178 311.3013 325.15 312.9001 315.7091 331.428 332.0666 317.8333 320.7 327.421 335.6553 339.444 328.7663 329.9201 332.1062 334.1414 339.5342 329.1026 331.5001 327.7232 333.7252 270.5356 330.96 351.8189 357.1449 363.1425 358.7513 359.9595 360.8164 366.2308 364.2945 367.7751 316.5636 319.9508 279.8504 320.7187 326.1522 326.0188 327.9838 324.7214 322.2181 367.7176
175.5294 7.106335 5.700877 31.69385 6.041523 30 0 34.50362 9.513149 30.70016 27.72183 5.700877 5.147815 19.60867 9.656604 11.85327 27.10166 27.32215 28.36371 171.1199 58.43372 64.31563 40.62262 37.31622 39.918 37.71604 49.92494 62.32576 53.44623 62.34947 52.19674 53.50234 58.36523 63.87106 58.43372 55.38321 55.50225 56.39592 68.70589 58.19364 58.58754 78.60344 58.55339 59.35697 68.77863 70.65763 73.24616 61.95563 74.55103 75.85842 64.97393 65 64.54843 68.16524 78.1313 83.86 79.07275 83.43261 83.1655 92.33905 121.2126 121.4434 124.7758 122.5092 127.6891 125.4771 211.4817 127.8925 200.1867 198.9001 133.6731 148.6355 175.9402 177.8215 185.8442 188.1555 188.7392 196.5781 256.6837 254.8578 259.7277 264.2962 297.075 324.2994 216.0428 261.5387 266.2001 220.7272 309.5291 215.5459 271.8207 214.7103 274.9591 219.2818 275.3153 232.4274 230.9268 235.2074 287.3021 235.3689 238.0912 297.9371 295.1008 296.9049 321.5112 293.858 247.7685 304.7138 305.1532 294.2083 306.7776 295.8995 298.8683 312.9449 313.8124 301.1611 303.6421 309.6684 317.1348 320.815 311.1868 312.1654 314.1409 316.102 321.3658 311.9271 314.401 310.9542 316.3266 273.1883 314.3636 333.274 338.1161 343.6604 339.9007 341.3877 341.9042 347.0519 345.3122 348.7241 303.451 306.2981 282.9421 307.2955 312.2423 312.7271 314.5082 312 310.0234 349.9089
192.3544 30.59412 38.32754 66.1211 40.11234 4.527693 34.50362 0 44 5 7.615773 30.14963 32.24903 17.08801 38.93905 41.23106 17.02939 19.20937 22.2036 205.2778 29.83287 38.27532 61.07398 57.80138 47.13753 56.85068 44.14748 46.52956 48.05206 52.13583 57.24509 70.72482 52.7731 55.07582 54.12947 60.82105 59.09315 72.91776 55.3263 57.56735 59.13544 60.72891 68.7968 71.43704 59 60.03332 61.66441 74.06079 64.14891 63.3877 76.73403 73.14711 73.92564 71.51224 71.06335 74.10803 81.90849 81.79548 85.44004 87.14356 145.8664 109.2383 113.3689 112.8716 115.5206 114.5862 240.7841 118.0889 228.7223 227.1635 123.4706 140.6983 169.474 170.7513 177.7842 179.747 189.6549 197.6354 280.0714 277.9011 282.8569 287.8976 323.0793 347.5998 228.1228 283.6565 288.555 233.4459 335.2331 214.0277 294.2108 218.4765 297.106 218.5864 297.2003 245.0796 228.6325 244.616 308.7653 243.4954 247.2643 319.8656 316.5707 318.5781 344.7947 314.086 252.3455 325.9601 326.1564 313.6367 327.6736 315.2206 318.0035 333.9656 334.5688 320.1008 323.0248 329.8485 338.1967 342.0004 331.1665 332.3466 334.5639 336.6096 342.0196 331.4408 333.8254 330 336.0952 269.9228 333.2086 354.3569 359.7555 365.821 361.3336 362.4983 363.4075 368.8611 366.8951 370.3849 318.2907 321.7577 279.1617 322.4903 327.9943 327.7671 329.7588 326.384 323.8024 370.1354
171.2366 15.23155 7.81025 22.36068 5 39.50316 9.513149 44 0 40.11234 37.12142 14.31782 12.64911 28.63564 10.40433 10.77033 35.4683 35.34119 35.8469 161.646 67.06713 72.44998 38.0384 35.0571 42.29321 36 54.81788 68.68042 58.00862 67.53254 54.08327 51.24451 62.68174 68.66676 62.43397 56.93505 57.58472 54.23099 74.33034 61.26989 61.32699 84.89994 58.42089 58.57687 73.60027 75.60423 78.32305 61.03278 79.31635 81.05554 64.0217 65.19586 64.38167 69.64194 81.9878 88.20431 80.28076 85.73506 84.40379 95.34149 114.8085 125.7179 128.8119 126.1269 131.8825 129.3754 203.3347 131.4876 192.2825 191.0792 137.3062 151.5388 178.2473 180.2776 188.515 190.9057 188.9577 196.7131 250.1999 248.4774 253.314 257.7382 289.7856 317.7512 212.9601 255.4153 260 217.4419 302.3132 216.2976 265.6012 214 268.8048 219.7908 269.236 229.1201 231.8269 232.8197 281.3254 233.3452 235.7606 291.8116 289.1107 290.8539 314.9707 288.2256 246.7028 298.7742 299.2825 288.8044 300.9352 290.5237 293.5409 307.0586 308.0004 295.886 298.2365 304.0263 311.2314 314.8718 305.5998 306.5196 308.4234 310.3579 315.5732 306.4719 308.9678 305.6338 310.7925 274.2147 309.0955 327.3451 332.0241 337.4152 333.8652 335.4419 335.8467 340.9025 339.2285 342.6149 299.3409 302.0066 284.0832 303.0775 307.8575 308.5438 310.262 308.0041 306.2025 344.2038
187.6201 27.51363 34.9285 62.39391 36.49658 3.535534 30.70016 5 40.11234 0 3 26 28.01785 12.36932 34.44198 36.67424 12.20656 14.42221 17.49286 200.9763 30.4795 38.28838 56.07562 52.80152 42.41943 51.85557 40.4475 44.38468 44.40721 49.21275 52.80152 65.79514 49.25444 52.01187 50.48762 56.39326 54.78138 68.0147 52.95281 53.60037 55.08176 59.23681 64.14047 66.7027 56.14268 57.31492 59.1143 69.33974 61.46019 61 72.04474 68.64765 69.35416 67.35726 68.00735 71.44928 77.88453 78.20806 81.49233 84.00595 140.8687 107.2007 111.2317 110.4762 113.5077 112.3788 235.8347 115.7411 223.7504 222.1852 121.2023 138.1774 166.8346 168.1933 175.3726 177.3866 186.1881 194.1656 275.1091 272.9469 277.9011 282.9311 318.0807 342.6454 223.7074 278.7293 283.6212 228.9891 330.2367 210.8629 289.2767 214.758 292.1797 215.3346 292.2824 240.6346 225.5751 240.4163 303.8635 239.4013 243.0856 314.9492 311.6697 313.6702 339.8405 309.2329 248.5805 321.0685 321.274 308.8187 322.7956 310.4078 313.2 329.0836 329.6972 315.307 318.2106 325 333.3137 337.1131 326.3269 327.4985 329.7059 331.7484 337.1532 326.6221 329.0112 325.203 331.2658 267.0212 328.422 349.4751 354.8535 360.9016 356.4393 357.6163 358.5108 363.954 361.9959 365.4832 313.7292 317.1577 276.33 317.9072 323.3779 323.1954 325.1742 321.8548 319.3133 365.2906
