0 2 175.5576 6.324555 2.5 7.211103 43.17407 19.72308 45.35416 23.26478 42.72002 47.80167 46.02445 20.61553 53.71045 33.10589 48.38388 16.15549 16.12452 52.97282 17.26268 56.921 22.80351 18.97367 19.64688 20.22375 50.9902 27.20294 23.02173 23.7323 53.12982 30.23243 27.313 26.57066 69.07966 29.52965 26.07681 27.86575 62.6099 29.73214 29.88729 64.84597 60.41523 53.53504 29.37899 53.06704 34.0147 32.55764 34.78505 36.40055 53.90733 36.68787 35.35534 121.2079 36.67424 36.12478 36.01389 36.67576 50.93133 38.07887 80.5295 54.45181 53.3971 38.63936 38.01316 39.56008 40.0125 40.4475 41.4367 46.95743 43.41659 46.87217 65.911 82.08514 103.9642 103.3333 100.6032 74.88658 112.2277 80.06248 79.15807 120.3318 121.6553 99.72963 124.501 101.5332 103.8316 124.5793 104.2017 106.9439 111.6468 117.2816 145.7738 122.7164 120.4159 144.9586 116.7647 115.1575 117.1708 115.1564 108.9082 118.4063 120.7684 152.1332 133.9627 126.657 141.6051 151.2085 164.3756 179.0112 170.3894 169.9301 230.2173 247.2167 227.2972 230.9551 212.8497 224.8667 223.4104 231.4357 220.0705 221.208 235.6884 238.4156 237.0232 244.477 270.7992 276.7336 221.1832 278.9503 224.5017 241.7151 233.3795 255.9062 244.168 258.0891 235.7668 259.1235 262.3662 257.5561 256.164 244.0184 246.2925 247.173 267.7779 267.5911 263.1045 265.0358 269.6312 273.543 267.7261 271.5364 275.3924 300.9528 271.0074 277.622 263.8319 281.1565 283.4273 279.3797 278.627 284.4855 281.1121 286.0489 288.2842 289.6229 291.0017 290.8488 286.4001 278.6445 299.8478 297.1229 297.0248 299.1697 301.2457 310.0617 300.8854 303.2689 303.8371 303.4881 299.8083 304.752 301.3735 307.8037 307.9513 307.6004
2 0 175.3053 8.246211 3.201562 6.324555 45.12206 21.47091 47.29693 25.04496 44.64303 49.72927 47.94007 22.2036 55.63104 34.9285 50.28916 17 16 54.84998 17.72005 58.82176 24.08319 19.69772 19.23538 20.02498 52.80152 28.42534 23.02173 23.44971 54.8827 31.40064 28.17801 25.96151 70.93659 30.52868 26 27.6134 64.40497 30.46309 29.34706 66.64083 62.17717 55.22681 29.63317 54.67581 33.24154 32.24903 34.20526 37.16181 55.44367 37.33631 35.69314 119.3133 37.10795 36.34556 36.12478 36.45698 52.3259 37.65634 82.29824 55.9017 54.80192 39.05125 38.11824 39.05125 40.11234 40.1995 41.7732 46.09772 43.18565 46.52956 67.19855 83.62427 105.5993 104.9402 102.2008 76.02631 113.7983 81.00617 80.06248 121.876 123.0447 100.6479 125.8829 102.4744 104.8094 125.9365 105.119 107.912 112.681 118.3583 147.2481 123.8692 121.4907 146.3728 117.72 116.0657 118.072 115.9526 108.4666 119.2339 121.6429 153.5008 135.0926 127.6323 142.8006 152.4336 165.568 177.6542 169.1367 168.7076 229.0939 246.0378 226.3537 229.9614 213.4596 224.0748 222.6512 230.5396 220.6502 220.5108 234.7871 237.4911 236.1356 243.5015 269.5862 275.5361 221.1108 277.875 224.3769 242.3687 233.7734 255.0686 244.7734 257.2353 235.6141 258.3041 261.5645 258.2131 255.5152 244.0512 246.3981 247.2123 267.03 266.8651 262.4881 264.3785 268.8885 272.803 267.0679 270.8357 274.6434 299.9169 270.3794 276.8718 264.1046 280.4015 282.7097 278.6916 277.973 283.7464 281.4776 285.3559 287.5711 288.8877 290.2447 290.1465 285.8479 278.8454 300.4777 296.6648 297.1384 298.698 300.7873 310.7028 301.2507 302.8399 304.1989 303.8371 299.6681 304.4128 301.2806 307.4461 308.3148 307.2621
175.5576 175.3053 0 174.4761 173.0797 169.1127 176.4846 168.8648 176.3073 168.7644 174.2568 175.2389 173.9982 165.7133 175.4417 168.6164 173.4029 161.6731 159.4336 171.602 159.1864 174.0502 160.3842 158.7231 156.0837 155.337 167.0066 156.9822 152.6399 151.8616 163.515 154.3357 152.8854 149.6956 171.7662 152.6128 149.5277 147.7068 166.0887 149.7382 146.2116 166.1774 163.7945 160.2328 147.0721 156.3878 143.3183 143.0565 141.5479 144.6132 153.1051 143.1552 141.8444 163.6797 141.2774 140.4787 140.1205 138.8823 148.8473 137.7538 165.4201 149.5443 148.2674 139.3241 138.1508 136.567 136.182 135.1174 136.1792 132.0444 132.1422 128.8046 139.1995 148.4858 156.6728 154.0875 153.0062 129.5839 152.0638 119.2904 118.2948 150.9683 137.3953 108.9554 137.03 109.4475 110.6412 134.9268 107.1615 109.0851 111.8437 113.6068 150.2093 118.551 113.0465 143.883 105.5894 103.0265 102.0256 96.27751 68.05292 97.06073 99.36303 141.2258 116.6271 105.1201 122.8008 127.1762 127.4648 107.8271 93.96079 90.68243 108.0573 125.7887 88.75557 95.95236 91.82052 74.06215 70.38861 87.61054 93.56804 64.01526 91.25934 95.33192 91.15601 104.4161 147.4949 150.7627 49.05192 141.2786 50.62975 115.074 87.54236 102.7804 112.7773 105.8252 61.11248 104.2826 105.924 127.4835 91.24413 74.69238 80.08856 77.93707 107.4046 105.9551 96.1123 99.90004 108.7918 112.2195 102.4542 108.193 114.4404 157.1585 104.1017 116.5643 105.0264 120.1064 120.1815 114.874 112.5134 122.3217 126.1735 121.4081 124.5232 126.9255 129.3871 126.4038 115.8867 114.8266 160.9373 123.7854 128.6307 126.1174 127.8724 170.8428 144.3134 129.2874 146.8577 145.8172 124.9779 129.5515 127.2328 132.7726 150.792 132.3866
6.324555 8.246211 174.4761 0 6.020797 10.77033 36.87818 13.60147 39.05125 17.06605 36.40055 41.48494 39.70202 14.86607 47.39 26.83282 42.05948 13 16.12452 46.65319 15.29706 50.59644 17.88854 16 20.24846 20.12461 44.72136 22.36068 22.13594 23.7042 46.93376 25.4951 23.5372 27.45906 62.76942 25.29822 25.29822 27.57716 56.35601 26.30589 30.45078 58.59181 54.20332 47.43416 27.44312 47.11806 35.22783 32.31099 35.35534 32.75668 48.10405 33.37664 33.01515 126.3188 34.0147 34.1321 34.36568 36.05243 45.45327 38.07887 74.30343 48.83646 47.88789 36.01389 36.34556 39.81206 38.32754 39.84972 39 48.25971 42.72002 46.48656 60.64993 76.2444 97.93479 97.35388 94.64143 69.97142 106.3118 75.6439 74.84651 114.4635 116.1034 95.34149 118.9643 97.08244 99.28243 119.0966 99.80982 102.4158 106.9439 112.4664 140.0357 117.7097 115.6028 139.3449 112.2586 110.7757 112.8051 111.072 108.5219 114.2339 116.4689 146.6168 129.0039 122.0901 136.4844 146.0137 159.2521 181.7278 172.7172 172.146 232.0345 249.23 228.4732 232.3064 209.2009 225.5195 223.9529 232.4446 216.5018 221.5423 236.7129 239.5204 238 245.758 272.931 278.806 219.5131 280.5756 222.991 237.9369 230.3259 256.7022 240.5203 258.9401 234.3374 259.8557 263.0361 253.7642 256.3201 242.0186 244.0738 245.1522 268.2629 268.0019 263.1501 265.2169 270.0981 273.9991 267.909 271.8603 275.8786 302.4298 271.0885 278.1115 261.1154 281.6611 283.8042 279.6587 278.792 284.9351 278.1239 286.3425 288.6447 290.0577 291.5099 291.1718 286.2254 276.133 296.1194 296.6378 294.7656 298.7281 300.7607 306.3009 297.8926 302.688 300.8538 300.5412 298.3169 303.8834 299.7366 306.9926 304.9623 306.7279
2.5 3.201562 173.0797 6.020797 0 5.315073 42.66439 18.5809 44.8135 22.19234 42.08622 47.18315 45.35416 19.13766 53.05481 32.12865 47.66812 13.86542 13.64734 52.14758 14.80709 56.18051 20.8866 16.62077 17.24094 17.75528 49.96249 25.224 20.52438 21.27923 51.95217 28.20018 25.04496 24.23324 68.17808 27.35416 23.58495 25.40177 61.53251 27.39069 27.51363 63.76715 59.2558 52.22308 26.89098 51.59807 31.75295 30.10399 32.42299 34.07712 52.31873 34.31108 32.88237 120.4369 34.22353 33.63406 33.51492 34.2008 49.14519 35.65459 79.38041 52.73756 51.62364 36.18356 35.51408 37.16517 37.51333 37.97697 38.96473 44.73533 40.94203 44.42128 63.99918 80.49656 102.5336 101.853 99.10727 72.83028 110.6865 77.85403 76.92366 118.7484 119.8593 97.50513 122.6958 99.32396 101.6477 122.7447 101.9767 104.7533 109.5046 115.1729 144.0876 120.6724 118.3057 143.1931 114.5655 112.927 114.9359 112.8594 106.4765 116.127 118.5169 150.3105 131.8986 124.4719 139.6003 149.2322 162.368 177.1899 168.4552 167.9658 228.1584 245.2064 225.1005 228.7936 210.4667 222.5773 221.1036 229.2079 217.6759 218.8704 233.4636 236.2059 234.7898 242.302 268.8203 274.7397 218.6853 276.8498 222.0073 239.3505 230.9269 253.642 241.7835 255.8344 233.2751 256.8487 260.0812 255.1931 253.8036 241.5186 243.7955 244.6733 265.4642 265.2664 260.7302 262.679 267.3149 271.2252 265.3696 269.1993 273.0792 298.8207 268.6378 275.3094 261.3542 278.8463 281.0981 277.0365 276.2684 282.1671 278.653 283.708 285.9528 287.3024 288.6923 288.5121 284.0004 276.1564 297.4736 294.6918 294.5284 296.7427 298.8147 307.6922 298.4263 300.8293 301.3773 301.0253 297.3151 302.29 298.8766 305.3458 305.4918 305.1381
7.211103 6.324555 169.1127 10.77033 5.315073 0 46.17359 21.37756 48.25971 25.005 45.39824 50.48762 48.5824 21.18962 56.26555 34.9285 50.80354 13.45362 10.19804 55.06106 13.0384 59.22837 21.63331 15.6205 13.0384 14.03567 52.49762 25.6125 17.26268 17.33654 54.16128 28.3196 24.20744 19.64688 70.88018 26.90725 20.09975 21.50581 63.90618 26.07681 23.04886 66.12866 61.46544 54.12947 24.21002 53.12982 26.92582 26.07681 27.89265 32.75668 53.53504 32.64966 30.36445 115.5933 31.95309 30.80584 30.41381 30.34981 49.81967 31.40064 81.5414 53.60037 52.31873 33.83785 32.38827 32.75668 34.36568 34.05877 36.40055 39.81206 37.05401 40.31129 64.18686 81.59172 103.9898 103.1848 100.4042 72.47068 111.8458 76.8505 75.80237 119.7839 120.283 96.38465 123.0874 98.27004 100.7025 123.0447 100.8464 103.7738 108.7244 114.5207 144.8102 120.2615 117.6435 143.6837 113.5341 111.7553 113.7409 111.3598 102.1812 114.7144 117.2391 150.6204 131.4002 123.4909 139.3126 149.0369 162.0522 171.8982 163.2112 162.7398 223.0067 240.0133 220.1182 223.7594 208.4059 217.7717 216.3398 224.2777 215.5346 214.1892 228.5279 231.2445 229.8695 237.2867 263.6045 269.5344 215.0581 271.7403 218.2773 237.3983 228.32 248.781 239.704 250.9542 229.4907 252.0099 255.2646 253.2469 249.1907 238.1029 240.5327 241.2708 260.7163 260.5475 256.164 258.0543 262.5738 266.4878 260.7436 264.5146 268.33 293.7478 264.0549 270.5587 258.4594 274.0894 276.3909 272.3692 271.6487 277.4311 275.9721 279.034 281.2516 282.5717 283.9331 283.8257 279.53 273.0985 295.4495 290.3687 291.2792 292.3978 294.4911 305.6963 295.7431 296.5535 298.6855 298.3035 293.5524 298.1652 295.205 301.1895 302.8036 301.0149
43.17407 45.12206 176.4846 36.87818 42.66439 46.17359 0 25 2.236068 21.52324 2.236068 5 4.031129 26.1725 10.85415 12.64911 6.403124 36.34556 44.40721 11.47693 39.62323 14.42221 29.12044 36.87818 47.85394 46.09772 12.64911 28.63564 44.92215 48.21364 16.57642 29.15476 34.43835 53.16014 27.20294 32.24903 46.8188 49.684 22.80351 36.71512 54.25173 24.83948 21.9545 19.23538 43.71642 22.00253 59.80803 52.80152 57.77543 37.64306 25.01999 39.82462 44.65423 159.496 43.60046 46.87217 48.54894 53.87434 27.89265 57.70615 40.31129 28.16026 28.93527 44.82187 49.64877 59.94164 50.80354 56.60389 47.50789 70.66116 58.24946 62.42596 40.92337 47.66419 65.984 66.01347 63.60031 52 75.42399 61.20457 61.40033 83.87172 88.58894 79.05694 91.50137 80.1561 81.3941 92.13034 83.15047 84.48077 87.29834 91.59293 110.2089 94.98982 94.59387 110.6752 93.90421 93.48396 95.52487 96.04686 117.0684 98.36017 99.50377 118.6781 106.2544 102.7716 112.1606 120.8305 134.3737 203.8063 193.0437 191.9329 248.9659 267.0026 242.0744 246.7919 194.2498 236.3388 234.1913 245.101 201.9808 230.6708 249.4013 252.6064 250.4157 259.7172 291.1164 296.6381 217.076 296.0422 221.4611 221.7088 219.0205 267.9254 225.1444 270.4404 233.1223 270.6972 273.5032 237.2671 264.0076 237.2277 237.8991 240.1908 277.6563 276.9856 270.1407 272.9469 279.3725 283.1749 275.6216 280.3212 285.2034 316.94 278.196 287.4335 251.5974 291.0344 292.447 287.7933 286.2953 293.9728 266.6884 294.4962 297.1528 298.9673 300.8156 299.4478 291.7345 267.7538 279.6744 300.2699 287.7878 302.593 304.3567 289.5656 286.2516 305.7123 289.249 289.173 296.0017 305.2187 296.5299 308.6386 293.2883 308.0162
19.72308 21.47091 168.8648 13.60147 18.5809 21.37756 25 0 27.01851 3.640055 24.08319 29.15476 27.22591 3.162278 34.89717 13.60147 29.42788 12.08305 19.92486 33.71528 15.65248 37.85499 8.544004 13.60147 23.76973 22.36068 31.38471 12.04159 22.2036 25.15728 33.41324 15 16.15549 30.01666 49.64877 16.27882 24.83948 27.72183 42.95346 19.31321 31.91003 45.18849 40.70626 33.83785 23.95047 33.55261 37.44329 31.82766 36.23534 24.33105 34.65545 25.70992 27.73085 134.9727 27.85678 29.52965 30.52868 34.31391 32.44996 37.48333 60.82763 35.60899 34.81738 29.73214 32.24903 39.59798 34 37.80212 32.89377 49.67897 40.22437 44.40721 47.87515 62.72934 84.33399 83.76223 81.05554 57.69749 92.74308 64.19502 63.60031 100.9181 102.8251 83.81527 105.7 85.44004 87.46428 105.8915 88.25531 90.62009 94.84725 100.1783 126.5741 105.1246 103.3102 125.9921 100.4639 99.19299 101.2423 100 104.7855 102.9954 105.0048 133.3585 116.4689 110.1681 123.7134 133.1353 146.4557 184.2878 174.4254 173.6037 232.3984 249.994 227.4313 231.6382 198.6404 223.3546 221.5564 231.0292 206.0693 218.7099 235.3211 238.296 236.5016 244.9041 273.9165 279.647 212.5959 280.4125 216.3793 227.1228 220.7827 254.7724 229.9239 257.1245 227.8618 257.7829 260.8237 242.9123 253.0316 234.4184 236.053 237.5068 265.6464 265.2282 259.617 261.9637 267.4397 271.3107 264.655 268.8959 273.2508 301.9039 267.6154 275.4868 252.1433 279.0627 280.9314 276.5863 275.4814 282.2145 268.6411 283.2896 285.7297 287.2974 288.9031 288.1736 282.195 267.5203 285.3414 291.9538 286.6022 294.1301 296.0709 295.4628 288.3834 297.8003 291.3589 291.1117 291.6196 298.4127 292.7542 301.6335 295.4539 301.2457
45.35416 47.29693 176.3073 39.05125 44.8135 48.25971 2.236068 27.01851 0 23.5 3.162278 2.828427 2.5 28.07134 8.62047 14.31782 4.472136 38.20995 46.27094 9.440339 41.4367 12.20656 30.80584 38.63936 49.64877 47.85394 11.18034 30.08322 46.57252 49.88208 15.1804 30.41381 35.8469 54.81788 25 33.54102 48.38388 51.22987 20.80865 38.01316 55.81442 22.80351 20.12461 18.02776 45.10682 21.06603 61.35145 54.23099 59.23681 38.60052 24.18677 40.80441 45.79301 161.2906 44.65423 48.02083 49.73932 55.16138 27.51363 59.03389 38.18377 27.45906 28.37693 45.80393 50.77401 61.26989 51.86521 57.80138 48.41487 72.01389 59.36329 63.51378 39.98113 45.91316 63.93399 64.00087 61.61169 51.0392 73.4224 60.40695 60.67125 81.87513 86.76981 78.00641 89.67999 79.05694 80.22468 90.33825 82.05486 83.29466 85.98837 90.18858 108.2266 93.45756 93.17188 108.7566 92.65528 92.3052 94.33981 95.00526 117.4138 97.25596 98.32599 116.7926 104.6948 101.4347 110.4943 119.1008 132.646 204.8316 193.9679 192.8244 249.6337 267.7133 242.5387 247.308 193.0389 236.6353 234.4537 245.5046 200.7883 230.8679 249.8039 253.0316 250.8007 260.1922 291.8417 297.3384 216.5849 296.5928 221.0204 220.4039 218.0023 268.2257 223.8861 270.7563 232.6908 270.9723 273.7535 235.9379 264.0928 236.5798 237.1687 239.5306 277.8381 277.1426 270.1796 273.0293 279.5461 283.3404 275.7014 280.4443 285.3769 317.4214 278.2373 287.6056 250.6616 291.2078 292.5748 287.8923 286.3564 294.1241 265.6331 294.5929 297.27 299.1083 300.9801 299.5497 291.671 266.8753 278.3287 300.0883 286.981 302.4244 304.171 288.2 285.1754 305.4914 288.1736 288.1111 295.4657 304.8964 295.9409 308.3333 292.2071 307.6898
23.26478 25.04496 168.7644 17.06605 22.19234 25.005 21.52324 3.640055 23.5 0 20.52438 25.57831 23.6326 4.924429 31.28997 9.962429 25.81182 15.04161 23.04886 30.07607 18.5 34.22353 9.552487 16.10124 26.72546 25.16446 27.77139 11.88486 24.62214 27.72734 29.87241 14.43087 16.91892 32.65348 46.01358 16.34778 27.04163 29.95413 39.36051 19.98124 34.30015 41.59627 37.15172 30.40148 25.4583 30.29347 39.87794 33.81198 38.422 24.19194 31.56343 25.81182 28.57009 138.1932 28.41215 30.51639 31.70568 35.94479 29.76995 39.32239 57.26474 32.72996 32.07024 30.18692 33.3054 41.48795 34.94639 39.28422 33.32041 51.8001 41.54816 45.7739 45.27152 59.51536 80.93911 80.40954 77.71905 55.34663 89.43908 62.22741 61.72722 97.64879 99.80606 81.75726 102.6901 83.32617 85.26576 102.9235 86.17569 88.42652 92.50541 97.73624 123.3947 102.5256 100.8625 122.9075 98.25604 97.08244 99.13753 98.10836 105.334 101.0287 102.9381 130.3428 113.887 107.89 121.001 130.3582 143.7189 186.2961 176.2474 175.3682 233.8616 251.5459 228.5459 232.8454 196.8661 224.1794 222.3207 232.0458 204.3403 219.3587 236.3414 239.358 237.4937 246.0574 275.5122 281.2058 212.0619 281.7247 215.9381 225.2395 219.3724 255.6428 228.1233 258.0237 227.456 258.6141 261.6166 241.0094 253.5375 233.6563 235.1537 236.7286 266.3292 265.8689 260.0524 262.4752 268.1105 271.9718 265.165 269.4833 273.9275 303.1178 268.0639 276.1634 250.9193 279.745 281.5389 277.1412 275.9715 282.8626 267.2346 283.8472 286.3239 287.9329 289.5794 288.7443 282.4823 266.4126 283.4562 292.0518 285.6374 294.252 296.1659 293.5524 286.9621 297.8376 289.9418 289.7175 291.119 298.2796 292.1648 301.5322 294.031 301.1084
