0 172.1634 133.825 147.2757 145.8321 76.39763 99.17382 121.4393 114.0089 100.4533 97.16633 86.67836 87.82951 102.0232 104.4732 40.32989 42.07325 108.7068 80.19666 106.0864 52.76873 120.6243 65.9548 71.40643 69.19918 155.5805 96.55965 116.3992 124.2608 153.172 162.9994
172.1634 0 121.5699 218.8193 220.5627 112.4342 187.5589 219.2381 92.75788 94.12793 96.0554 243.0454 247.6451 173.4001 174.5615 211.0031 210.6919 271.0162 248.7211 270.4478 218.6536 285.4953 236.9219 243.2316 240.0758 222.4266 268.7036 241.7236 241.6171 322.7339 332.9039
133.825 121.5699 0 100.2247 102.5402 63.13478 82.80305 109.2133 150.9437 139.4975 138.2 162.6899 169.711 202.993 205.2316 170.6605 174.2699 191.8162 182.2224 193.9407 185.6906 207.6614 193.0233 195.0923 196.1546 262.44 212.4882 245.2347 250.8476 249.7298 260.0101
147.2757 218.8193 100.2247 0 3.672846 122.6907 48.61197 33.20468 222.2724 208.0847 205.6289 114.8434 122.7416 245.4874 247.9698 166.1927 172.3514 137.0594 145.6022 142.0422 183.3576 151.1564 177.8679 175.0257 180.0989 302.0082 179.5446 260.3112 269.4671 191.9158 201.0056
145.8321 220.5627 102.5402 3.672846 0 123.2184 47.66794 30.13575 222.5365 208.2836 205.7895 111.6841 119.5632 244.5333 247.0169 164.015 170.2198 133.647 142.5875 138.6746 181.1576 147.6788 175.3085 172.3379 177.5042 300.8085 176.5006 258.387 267.6327 188.3627 197.4296
76.39763 112.4342 63.13478 122.6907 123.2184 0 80.95617 113.2474 100.1699 86.44202 84.28671 131.6435 136.8377 140.7841 143.0874 116.1077 118.423 160.3034 141.5238 160.4151 129.1395 175.3416 140.8119 144.8068 144.0626 200.2987 166.6741 182.8177 188.0386 214.5951 224.9361
99.17382 187.5589 82.80305 48.61197 47.66794 80.95617 0 32.34867 177.6123 163.1052 160.4446 85.79505 93.55535 196.8969 199.3799 121.606 127.367 113.4372 111.7915 116.7124 138.7788 129.1129 136.659 135.381 139.2518 253.447 145.2325 213.7109 222.4414 171.5765 181.5931
121.4393 219.2381 109.2133 33.20468 30.13575 113.2474 32.34867 0 208.8133 194.2028 191.4466 81.65157 89.56188 222.3541 224.8342 135.8665 142.2387 104.5341 112.4518 109.2924 152.8724 119.0378 145.8467 142.5732 147.9495 277.0184 146.3687 231.0766 240.7026 160.4584 169.838
114.0089 92.75788 150.9437 222.2724 222.5365 100.1699 177.6123 208.8133 0 14.72715 17.75528 199.4492 201.3944 80.99901 82.02439 144.4611 141.7674 222.6995 193.6311 220.0659 146.3728 234.5009 168.5052 176.5814 171.2577 130.6643 204.155 151.8686 150.5075 264.8345 274.2066
100.4533 94.12793 139.4975 208.0847 208.2836 86.44202 163.1052 194.2028 14.72715 0 3.28718 185.3345 187.4587 80.23823 81.6551 132.4055 130.1085 209.0017 180.4159 206.5282 135.4372 221.0726 156.9805 164.8046 159.8266 134.0484 192.2051 147.7226 147.4948 252.2328 261.7317
97.16633 96.0554 138.2 205.6289 205.7895 84.28671 160.4446 191.4466 17.75528 3.28718 0 182.0803 184.188 79.01252 80.50621 129.1869 126.9262 205.719 177.1306 203.2419 132.3301 217.7855 153.8059 161.6052 156.6607 133.5792 188.9881 145.6808 145.6683 248.9687 258.4744
86.67836 243.0454 162.6899 114.8434 111.6841 131.6435 85.79505 81.65157 199.4492 185.3345 182.0803 0 7.98088 181.995 184.2715 75.18643 81.7435 29.35767 32.20248 31.32092 88.95504 45.10758 73.4983 67.47592 74.60399 227.1131 65.29357 167.6129 178.7023 87.04947 97.32035
87.82951 247.6451 169.711 122.7416 119.5632 136.8377 93.55535 89.56188 201.3944 187.4587 184.188 7.98088 0 180.6472 182.8787 72.57291 78.96093 23.46651 25.43281 24.31243 85.34027 38.75623 68.4078 61.80152 69.25077 224.2562 57.766 163.1756 174.4231 80.09046 90.41761
102.0232 173.4001 202.993 245.4874 244.5333 140.7841 196.8969 222.3541 80.99901 80.23823 79.01252 181.995 180.6472 0 2.48452 109.1587 103.4889 196.6021 163.6747 191.9423 101.4454 203.9677 124.9736 134.1858 126.6408 59.51619 160.631 73.9095 70.58648 223.5686 231.3403
