0 2.5 6 183.5634 39.60114 60.46487 149.9566 38.76209 92.589 52.2049 62.59583 79.51101 90.12969 99.12769 120.3412 124.5793 120.7394 126.8109 125.03 121.5165 128.1432 126.0357 124.8079 123.6002 127.6127 119.4194 136.0331 200.6614 190.7159 189.8585 205.8276 213.4456 260.5168 290.0421 306.9547 224.4148 228.4754 302.7842 233.7524 229.4907 236.9346 240.0542 249.4239 245.4893 246.6577 248.5217 283.9172 317.5981 261.5478 291.8842 301.8746 314.4551
2.5 0 3.5 182.9324 38.13791 62.54798 147.5418 39.13119 94.68266 52.82547 63.95116 81.13723 91.75481 100.7157 122.0379 126.2785 122.3489 128.4805 126.6343 123.065 129.7726 127.598 126.3458 125.1129 129.1559 118.2888 137.5909 198.7744 188.9236 188.0957 206.2553 213.8448 259.0854 288.3683 305.3981 223.9939 227.9962 301.1262 234.2796 229.6677 237.401 239.5564 249.9742 245.2269 246.4878 248.2712 282.6929 316.1357 261.6075 292.4386 302.4516 313.7407
6 3.5 0 182.1029 36.28016 65.51336 144.1661 39.90614 97.6459 53.87746 65.96112 83.48653 94.09443 102.9998 124.4588 128.7012 124.6515 130.8625 128.9283 125.2847 132.0995 129.8345 128.5496 127.2831 131.3659 116.7776 139.8177 196.1556 186.4418 185.6563 206.9034 214.4515 257.1089 286.0454 303.24 223.4502 227.3697 298.8248 235.0604 229.9609 238.0966 238.9017 250.7844 244.902 246.2925 247.9623 281.0071 314.1104 261.7313 293.2488 303.2924 312.7715
183.5634 182.9324 182.1029 0 147.6923 173.3348 169.5754 148.2319 177.356 139.6628 147.9975 152.4179 151.0383 148.5555 155.9236 156.7525 150.3651 155.1402 150.5341 146.6169 152.6473 147.9322 146.2393 144.5541 146.8833 71.7027 149.1209 114.2971 100.4591 97.17964 85.45784 87.10853 108.5312 152.0651 157.2392 44.51021 46.75725 161.5091 108.5652 81.10942 106.2664 57.70946 120.979 69.77122 74.75876 73.02727 115.8104 160.3058 99.22069 154.6058 164.541 131.1147
39.60114 38.13791 36.28016 147.6923 0 74.04222 121.13 29.34706 103.0605 40.68558 61.02514 80.59311 90.08835 97.56903 119.7132 123.7912 118.2508 125.2847 122.218 117.7391 125.7057 122.3121 120.6493 118.9968 123.4271 80.69232 131.7735 162.1242 151.6964 150.7199 181.0421 188.1972 220.9485 250.609 267.3669 190.0927 193.6421 263.3182 210.0142 201.3138 212.347 205.0299 225.8623 212.5212 214.5839 215.6535 244.7371 278.009 231.8211 268.0797 278.3209 277.7035
60.46487 62.54798 65.51336 173.3348 74.04222 0 194.979 45.72199 32.136 41.76715 25.57808 27.01851 35.97074 44.86361 63.13478 67.23095 64.88451 69.83552 69.11223 66.66521 71.73758 70.77429 70.00714 69.28925 72.61543 127.3146 80.5295 224.0826 211.5732 209.8577 169.7557 177.7278 268.4045 304.3997 317.4494 207.099 212.4265 316.4115 194.7593 198.1161 199.1231 224.058 209.6043 223.6716 222.6387 226.3352 285.4277 325.1285 231.9078 251.2496 260.6573 301.9437
149.9566 147.5418 144.1661 169.5754 121.13 194.979 0 149.4268 222.4537 157.198 178.581 197.2131 205.0873 210.7247 231.4994 235.0924 228.5179 235.7931 231.7973 226.8325 235.318 230.9873 229.0577 227.1293 231.5191 112.4342 238.952 92.75788 94.12793 96.0554 243.0454 247.6451 174.5615 183.2508 206.483 211.0031 210.6919 195.8372 271.0162 248.7211 270.4478 218.6536 285.4953 236.9219 243.2316 240.0758 208.546 222.4266 268.7036 322.7339 332.9039 267.9701
38.76209 39.13119 39.90614 148.2319 29.34706 45.72199 149.4268 0 73.76238 14.34506 32.09527 51.65753 61.51716 69.47637 91.66515 95.82536 90.70006 97.53205 94.81034 90.58835 98.22108 95.19716 93.66163 92.14391 96.48057 89.98055 104.9405 181.7925 170.0629 168.6453 167.1242 174.7181 233.0676 266.1562 281.0741 187.6126 191.9909 278.5539 195.182 190.7892 198.2738 203.6529 210.8941 207.9002 208.7163 210.8811 253.6779 290.2782 223.0006 253.3593 263.3937 279.3322
92.589 94.68266 97.6459 177.356 103.0605 32.136 222.4537 73.76238 0 65.38169 44.15895 27.95333 26.34567 29.98894 38.02704 41.40115 41.83367 44.36277 45.39334 44.91257 46.97236 47.84059 47.84756 47.93804 49.8403 143.0899 56.24994 242.6741 229.3431 227.2975 157.8503 165.7626 278.9171 317.4714 328.4675 205.7621 211.6508 328.9708 179.9464 188.3863 185.0155 222.9635 193.8288 219.1698 216.8334 221.539 292.4244 334.5747 222.3694 234.1149 242.9879 301.159
52.2049 52.82547 53.87746 139.6628 40.68558 41.76715 157.198 14.34506 65.38169 0 21.39101 40.50479 49.56063 56.88614 79.02844 83.1122 77.64614 84.63743 81.66085 77.27198 85.12732 81.86615 80.25714 78.66608 83.05804 86.6087 91.47089 182.3421 169.926 168.2624 153.7561 161.4253 229.0522 263.8034 277.6696 177.5606 182.2171 275.9816 181.5615 178.1719 184.7981 193.9162 197.2227 196.9987 197.4029 199.9166 248.014 286.0975 210.7521 239.6815 249.6697 270.4373
