0 40.22369 4.123106 6.324555 8.062258 10.04988 16.73652 43.32436 43.08132 24.08319 16.12452 53.45977 57.27128 26.57066 27.6134 34.4093 43.93177 43.41659 130.7284 46.8615 45.82737 186.3243 74.72215 72.60012 46.48656 57.83165 73.11484 60.00221 63.13478 63.68454 71.02816 66.64083 66.44264 77.38253 69.31811 71.11259 99.15644 80.29477 105.6601 89.56841 112.7879 100.5684 115.3646 103.2571 122.4949 121.6963 111.008 109.0413 113.7409 112.8716 111.3643 106.7755 123.8103 114.1271 122.8861 142.1443 122.5887 112.7298 115.8299 130 121.5936 121.5576 112.9469 111.6288 121.537 126.1269 125.7179 129.2826 139.8177 138.7552 152.2695 157.867 185.9704 176.8593 176.2562 166.2716 218.5864 224.7645 216.0029 222.5521 231.0438 223.9043 229.3012 228.2674 233.3191 232.0048 226.3101 227.4071 229.5987 231.8949 233.0944 235.5356 235.1276 232.0278 233.0772 239.7963 230.9719 210.0595 236.9074 217.4251 237.1919 237.1181 243.7748 236.1292 238.2277 249.5376 277.0011 241.0519 242.1926 244.3633 249.3329 247.1165 282.8571 221.8152 252.9229 284.3023 250.7115 225.3908 253.1798 255.1828 238.6717 258.2746 231.6592 260.8237 241.3669 236.7826 254.4815 244.1004 246.0081 247.2192 262.6923 295.3416 296.8803 294.7423 307.0314 301.7615
40.22369 0 41.15783 33.93821 33.60667 31.9179 37.94222 61.84609 60.20129 40.25259 25.26899 65.75892 69.70381 13.89091 21.13393 9.327964 50.13301 10.79029 108.3988 46.54847 42.18028 147.7779 79.25174 74.87193 7.496652 49.48021 69.88053 49.32452 50.95699 47.24119 61.37187 51.17421 48.92066 67.0299 53.87318 54.84216 95.17756 68.39457 101.1397 80.08489 106.2782 91.91955 109.6348 92.28609 116.7091 115.2671 98.62442 95.21692 97.64113 94.9984 91.91263 84.16038 109.6792 95.55079 107.8376 132.7371 106.8477 91.84054 95.85848 116.0718 104.2178 102.9084 88.84022 71.75035 99.43648 105.9824 104.0057 107.575 122.4573 120.9695 138.6406 141.7448 149.0954 138.9646 138.0932 147.3556 178.889 185.199 176.1257 182.8729 191.7899 184.0767 189.766 188.6329 193.8309 192.4059 186.3507 187.5147 189.7829 192.2024 193.2931 195.7898 195.2622 192.0296 193.1313 200.108 190.9133 180.6767 196.9176 187.5526 197.1135 197.0066 203.7706 195.9476 198.064 209.6824 238.3459 200.8778 202.0406 204.2174 209.2978 206.9671 244.0777 184.3523 212.8678 244.8052 210.5723 187.5267 213.0449 215.0423 209.9085 218.1521 199.1228 220.7074 211.8373 198.7267 225.737 207.5555 210.1557 210.7357 228.6419 255.3357 267.6377 260.892 277.9496 262.4301
4.123106 41.15783 0 7.81025 7.615773 9.486833 13.33333 39.21734 39 20.51828 16.15549 49.43862 53.22593 27.29469 26.54242 36.12478 40.31129 45.27693 134.2732 43.60046 42.85119 186.0473 70.83784 68.82183 47.01064 54.88625 69.61164 57.18748 60.37384 61.25945 67.95587 64.07808 64.05564 74.28362 66.70832 68.54196 95.52487 77.27386 102.0284 86.30469 109.2312 97.18539 111.7587 100.0035 118.8697 118.1059 107.8074 105.9481 110.7881 110.0591 108.6876 104.4031 120.6731 111.3643 119.8165 138.6579 119.5701 110.1681 113.1734 126.8267 118.7013 118.7655 110.6797 112.0089 119.0389 123.4382 123.1666 126.7162 136.8576 135.8308 149.0134 154.7676 188.1382 178.8022 178.1327 163.3623 219.9386 226.1851 217.247 223.9147 232.6011 225.1813 230.737 229.6541 234.7773 233.41 227.4956 228.6416 230.8836 233.2515 234.3886 236.8628 236.381 233.1821 234.2733 241.1561 232.0711 208.0961 238.0689 215.5133 238.2709 238.1596 244.9243 237.0654 239.1961 250.7987 278.7757 242.0021 243.1795 245.3591 250.4548 248.107 284.5935 221.199 254.0256 285.763 251.7166 224.8777 254.1909 256.186 236.5985 259.3018 230.0978 261.8587 239.3846 236.3155 252.3905 243.2488 245.0082 246.3517 261.3451 295.7083 294.8166 293.3394 304.9414 301.7168
6.324555 33.93821 7.81025 0 3.605551 5 15.10335 43.73786 43.17407 22.36068 10 52.96538 56.921 20.24846 21.96588 28.42534 41.88078 37.53665 127.1536 43.86342 42.2683 180.0783 73.37711 70.84333 40.16217 54.11562 70.51369 56.04827 59.07622 59.13138 67.47592 62.26556 61.82738 73.85609 65 66.7308 96.82975 76.61103 103.3189 86.33945 110.2179 97.58074 112.9292 99.97347 120.1041 119.2057 107.5985 105.423 109.859 108.7566 107.042 102.0441 120.2539 109.9318 119.2015 139.3449 118.8108 108.2405 111.4715 126.5069 117.5968 117.3978 108.0787 105.3043 116.9498 121.8031 121.1982 124.7798 135.9154 134.7924 148.9228 154.2012 180.3469 171.0611 170.412 162.2598 212.4618 218.6694 209.8362 216.4319 225.0139 217.7501 223.213 222.1576 227.2413 225.9032 220.1233 221.2374 223.4477 225.7726 226.9471 229.4014 228.9651 225.8308 226.8942 233.6755 224.7576 204.8048 230.713 212.1187 230.9719 230.8874 237.5766 229.8717 231.978 243.3783 271.0945 234.7978 235.9476 238.1207 243.1261 240.8725 276.9274 215.671 246.7104 278.227 244.4714 219.2099 246.9413 248.9423 233.52 252.0406 226.0487 254.5918 236.1228 230.5862 249.3448 238.0525 240.0333 241.1784 256.9227 289.0171 291.7078 289.0069 301.8845 295.4657
8.062258 33.60667 7.615773 3.605551 0 2 11.59502 40.4475 39.81206 18.78829 8.544004 49.47751 53.45091 19.72308 19.55761 29 38.27532 38.20995 129.5707 40.31129 38.80615 178.6161 69.78825 67.23921 39.39543 50.7001 66.93415 52.69705 55.75841 55.99571 64.03124 59.05929 58.72074 70.40873 61.77378 63.52952 93.23626 73.20007 99.72676 82.84021 106.6419 94.04786 109.3435 96.48676 116.5161 115.6244 104.1367 102.0049 106.5082 105.4751 103.8316 99.00505 116.8247 106.6771 115.8016 135.794 115.434 105.0952 108.2754 123.065 114.2804 114.1326 105.1095 104.4031 113.8475 118.596 118.0678 121.6429 132.5745 131.4686 145.4545 150.8012 181.1574 171.6437 170.9276 158.9536 212.4547 218.727 209.7266 216.4342 225.2027 217.6709 223.2847 222.1824 227.3341 225.9452 219.9574 221.1176 223.3754 225.7681 226.8832 229.3687 228.8624 225.6352 226.7377 233.6734 224.5106 202.0742 230.5236 209.4244 230.7054 230.5862 237.3755 229.4733 231.6091 243.2817 271.4906 234.412 235.5955 237.7767 242.8989 240.5235 277.2853 213.9369 246.465 278.3174 244.1357 217.5592 246.611 248.6046 230.7227 251.7249 223.6001 254.2833 233.3859 228.9738 246.5386 236.1356 238.0021 239.2495 254.6336 288.1085 288.9251 286.681 299.0857 294.2057
10.04988 31.9179 9.486833 5 2 0 11.12555 40.1995 39.45884 18.02776 6.708204 48.88 52.88667 18.02776 17.56417 27.65863 37.21559 36.87818 129.1143 38.94868 37.28159 176.6487 68.87089 66.20003 37.57659 49.11721 65.64587 51.0502 54.08327 54.20258 62.482 57.3062 56.91331 68.86258 60.03332 61.77378 92.00543 71.6118 98.4882 81.36646 105.3363 92.63369 108.074 94.99313 115.2562 114.3372 102.6082 100.4241 104.8618 103.7738 102.0833 97.16995 115.2562 104.9571 114.2016 134.4173 113.8112 103.3102 106.5186 121.5113 112.6055 112.42 103.2473 102.528 112.0413 116.8461 116.2755 119.8541 130.9198 129.7998 143.934 149.2012 179.8055 170.2005 169.4587 157.2713 210.8009 217.0933 208.0415 214.7831 223.6118 215.9945 221.6553 220.538 225.7113 224.3062 218.255 219.4288 221.7007 224.1144 225.211 227.706 227.1783 223.9238 225.0378 232.0199 222.7846 200.1449 228.8139 207.4873 228.9738 228.8449 235.6621 227.706 229.8495 241.5988 269.9701 232.6478 233.8402 236.0235 241.1778 238.7688 275.7507 211.9457 244.7386 276.6916 242.3845 215.5737 244.8612 246.8527 228.8099 249.9789 221.6236 252.5391 231.4584 226.9912 244.6282 234.1367 236.0021 237.2504 252.6425 286.2232 287.009 284.6928 297.1738 292.2619
16.73652 37.94222 13.33333 15.10335 11.59502 11.12555 0 29.09372 28.33333 7.401201 14.6553 37.8825 41.85823 24.87524 18.46468 35.9274 27.22948 44.94194 139.5336 30.26733 29.64495 177.346 58.38759 56.0357 42.12416 41.67667 56.38047 44.08428 47.31572 48.6165 54.66057 51.23584 51.45454 60.97586 53.80004 55.67565 82.43853 63.99761 88.94143 72.97222 96.05169 83.88153 98.63626 86.67067 105.7723 104.964 94.47516 92.63609 97.53518 96.89915 95.64576 91.71211 107.3489 98.24346 106.5103 125.4158 106.2832 97.24254 100.1477 113.4965 105.482 105.6174 98.12124 105.3934 106.1761 110.3756 110.2411 113.7722 123.5952 122.5878 135.6814 141.45 187.0199 176.8829 175.9764 150.1234 215.8675 222.3256 212.8302 219.8686 229.1863 220.8538 226.9185 225.6755 231.0256 229.485 222.8692 224.1698 226.5698 229.1667 230.098 232.6753 231.955 228.4452 229.6674 237.0669 227.1624 195.8889 233.3455 203.3814 233.2869 233.0589 240.1507 231.6415 233.8672 246.3719 276.0326 236.6124 237.9006 240.1041 245.5847 242.8309 281.7085 211.6163 249.0892 281.9377 246.4799 215.5329 248.9688 250.9363 224.215 254.1218 218.547 256.6991 227.1331 227.0656 239.976 233.1089 234.5466 236.1741 250.1713 288.5448 282.4284 282.0433 292.5139 293.4487
43.32436 61.84609 39.21734 43.73786 40.4475 40.1995 29.09372 0 2.236068 23.08679 43.04649 11.91091 14.86607 51.1957 40.79828 62.58594 17 70.88018 167.7276 24.59675 28.50765 184.3484 34.42092 34.19227 63.52952 35.78407 39.18903 39.16788 42.2019 47.06081 44 47.53946 49.65003 49.01077 49.0306 50.9902 61.58734 52.65216 67.8817 57.62378 75.78493 66.30988 77.66595 70.58584 84.40379 84.05355 78.65819 78.16009 84.40379 85.32878 85.58621 85.00588 91.76056 87.13208 91.70605 105.3945 92.0489 88.27797 90.04937 97.30879 92.64988 93.84162 92.02174 119.3315 97.37171 99.46356 100.7174 103.9471 109.4166 108.8118 118.072 125.3994 208.8492 197.6669 196.4186 135.8464 232.7681 239.5527 229.1228 236.7807 247.1401 237.2417 244.1824 242.6623 248.3771 246.5385 238.6781 240.2603 242.936 245.9334 246.4792 249.2268 248.0685 243.9957 245.4588 253.7661 242.3902 189.4466 248.8824 197.2573 248.3163 247.8588 255.5379 245.8007 248.2018 262.3776 294.8403 250.8007 252.3039 254.5384 260.7438 257.2014 300.2529 215.5203 264.0928 298.8419 260.9028 220.1272 263.4027 265.3003 216.4532 268.604 215.0837 271.2047 220.1022 231.8211 231.8906 234.9553 235.2552 237.8614 248.0166 298.418 274.2043 279.1451 284.0004 300.468
43.08132 60.20129 39 43.17407 39.81206 39.45884 28.33333 2.236068 0 22 42 11.04295 14.42221 49.81967 39.22372 61.18823 14.76482 69.37579 166.4562 22.36068 26.2853 182.1168 33.55294 33.00673 61.7171 33.59315 37.56834 36.97462 40.02499 44.84328 42.0119 45.35416 47.44075 47.11747 46.87217 48.83646 60.46487 50.74692 66.80607 55.98661 74.64694 64.88451 76.6094 69.05573 83.40863 83.00602 77.13264 76.53757 82.71034 83.54639 83.72574 83 90.24965 85.32878 90.13878 104.2929 90.44335 86.37129 88.1999 95.85406 90.95603 92.08827 90.00556 117.1537 95.47382 97.67292 98.85848 102.1078 107.8378 107.2054 116.7647 123.9758 206.9034 195.6712 194.4074 134.3066 230.6252 237.4175 226.9653 234.6375 245.025 235.0854 242.0476 240.5203 246.2442 244.3977 236.5085 238.0966 240.7784 243.7853 244.3215 247.0729 245.9045 241.82 243.2879 251.6153 240.2082 187.5233 246.7059 195.3242 246.13 245.6685 253.3577 243.6001 246.0036 260.2095 292.7469 248.6001 250.1065 252.3413 258.5587 255.0031 298.1501 213.3214 261.9046 296.6916 258.7049 217.9197 261.2049 263.1012 214.5977 266.4065 213.0587 269.0074 218.2155 229.6127 230.0552 232.7939 233.118 235.7036 245.9578 296.182 272.3867 277.1155 282.199 298.2415
24.08319 40.25259 20.51828 22.36068 18.78829 18.02776 7.401201 23.08679 22 0 20 30.89599 34.9285 28.4605 19.30026 39.84972 19.84943 48.46648 144.6889 23.32381 23.28077 174.7287 51.03136 48.63583 43.27817 35.19233 49.09358 37.81507 41.10961 43.04091 47.88528 45.35416 45.90888 54.1423 47.80167 49.72927 75.0733 57.26474 81.57696 65.91282 88.72845 76.6942 91.28527 79.61173 98.4124 97.62172 87.46872 85.75547 90.82401 90.37699 89.31965 85.86617 100.4042 91.7878 99.64437 118.1397 99.47864 91.08238 93.8397 106.5082 98.83825 99.10727 92.41753 104.4462 100.0862 104 104.0625 107.5639 116.8461 115.8836 128.6002 134.5288 189.0106 178.4616 177.4267 143.4164 216.1481 222.7202 212.9114 220.1578 229.8287 220.9754 227.3303 225.9956 231.4705 229.8309 222.8099 224.2008 226.6912 229.4194 230.2281 232.8626 232.0022 228.3117 229.6105 237.3062 226.9273 190.4337 233.2134 197.9942 232.9979 232.6994 239.9795 231.0866 233.3676 246.4001 277.0027 236.072 237.4263 239.6416 245.3488 242.3521 282.593 208.3123 248.8092 282.2817 246.0208 212.3982 248.5156 250.4641 218.5694 253.6883 213.6773 256.2752 221.6168 223.9866 234.2922 229.3665 230.5559 232.4003 245.5998 286.8322 276.7566 277.3536 286.8 290.9983
