0 2.848001 177.8283 5.700877 3.201562 2.5 51.08816 7.708 9.718253 10.19804 16.40122 22.05108 15 13.34166 27.78489 18.02776 34.88553 33.12099 16.49242 22.02272 20.59126 32.20248 24.20744 31.82766 68.94926 33.94113 47.43416 33.54102 56.0357 58.24946 140.3155 55.44383 68.35856 51.97115 99.64437 54.70832 74.51845 90.02777 98.23441 99.87087 89.14034 108.7773 91.72377 90.78546 77.38863 95.77578 107.5174 109.6038 111.7229 83.81527 82.28001 111.036 104.6231 92.44878 104.4462 100.3195 98.43272 113.4416 103.1722 112.5078 102.7862 105.4751 118.5116 124.0202 115.1564 127.0945 129.0039 131.4962 133.9888 147.0544 153.701 193.1968 183.6461 182.9105 173.7728 174.8971 190.5151 190.7472 192.9981 201.3093 203.5927 206.2948 207.7137 215.2124 254.8902 283.4202 251.4134 256.4825 310.4527 245.0796 222.8946 259.3068 226.7179 254.1181 255.0686 261.2525 247.5419 296.2233 236.0131 230.3606 238.9519 254.8666 238.2142 270.5735 251.7669 269.6757 271.9062 244.5915 246.13 247.6695 276.8267 281.8244 274.0127 278.6431 278.6844 283.0989 284.9439 287.6474 286.681 311.8278 261.9299 287.7586 292.036 305.897 307.6882 329.405 324.649 332.1754 305.8251 294.223 304.6851 306.7572 309.5949 304.2996 305.2212 310.8714 309.076 312.7763 311.0048 309.9629 305.9661 312.8786
2.848001 0 176.2917 2.877113 5.262551 3.059593 53.70392 7.587621 8.062258 9.024658 13.7032 23.8543 12.69296 12.00463 29.66667 18.87974 36.85708 35.03966 15.05914 23.10363 21.2001 33.84934 25.22124 33.1629 71.1532 35.21521 49.11325 33.95749 57.70134 59.92588 137.477 55.62259 69.3054 50.53492 101.4221 54.66057 75.51895 91.42088 99.73353 101.0292 90.27427 110.2464 92.78844 91.79748 77.6731 96.77695 108.7939 110.8292 112.9311 83.81196 82.11442 112.1953 105.4013 92.358 104.9751 100.5059 98.48745 114.0955 103.2196 113.0315 102.764 105.5704 119.0873 124.6239 113.2127 127.681 129.6152 132.1112 134.6072 147.8054 154.3031 190.5617 181.0807 180.3673 174.2463 175.1602 190.8475 191.0365 193.271 201.4972 203.8172 206.512 207.3205 214.782 252.5954 280.9261 249.2638 254.2467 308.0882 243.0146 221.5704 257.0787 225.3319 251.9843 252.9218 259.0377 245.5493 293.7397 235.7173 229.6725 238.5849 252.9001 236.804 268.4774 251.4902 267.6088 269.823 243.4224 245.058 246.5115 274.7528 279.6983 272.0422 276.5914 276.6486 281.0002 282.8211 285.519 284.5794 309.4977 261.0984 285.7524 289.9674 303.8077 305.6187 327.1469 322.431 329.8974 303.8439 293.9349 302.9738 304.9964 307.795 304.0346 303.5503 309.1123 307.413 311.0216 309.3457 308.3641 304.6157 311.2541
177.8283 176.2917 0 175.2477 176.4393 175.3882 192.6434 170.6025 168.2565 167.6325 165.5902 171.36 164.2835 164.4872 171.4009 165.8549 172.2407 171.4442 161.3426 165.1691 162.988 167.5134 163.5976 163.5983 182.7202 162.1288 165.8163 153.2431 164.8845 165.0648 166.0308 136.2995 145.2796 125.8787 173.2882 133.6625 145.1633 156.4201 161.2749 147.9379 147.2639 161.7536 144.7016 142.9683 125.8613 142.1708 153.239 151.3058 150.8138 115.6178 112.819 148.6298 133.1978 108.5801 123.9091 113.2018 109.7967 127.5501 107.5337 122.3895 105.4428 108.2372 123.9416 124.964 67.94306 124.1899 125.3739 125.653 125.981 134.58 128.0924 111.9941 98.02032 94.74909 126.4748 114.5058 124.4875 121.9532 121.9353 120.5486 123.9577 124.8932 87.51205 89.43895 108.9307 152.1207 94.64555 105.339 162.915 83.60601 48.3052 107.1114 50.49184 95.86726 97.57455 107.7543 81.5938 161.778 111.1652 84.20413 109.0215 86.94565 61.37749 108.1234 123.8018 105.6688 108.6096 73.56677 78.51365 76.82307 112.6185 120.1493 105.0162 113.1543 112.3984 119.7694 122.8219 125.6383 123.2486 161.3723 102.8458 119.5863 126.5393 140.672 141.42 172.4574 165.4593 176.3772 135.893 157.8501 127.95 130.7674 134.3155 167.8208 128.0158 134.8156 131.7841 136.6336 133.6733 132.2469 129.4387 135.2896
5.700877 2.877113 175.2477 0 8.01561 5.59017 56.51991 8.943416 7.720823 9.192388 11.33578 26.19637 11.06797 11.7686 32.03904 20.5548 39.27467 37.42325 14.57738 24.90984 22.63846 36.03471 26.95366 35.10698 73.7055 37.10121 51.2884 35.10698 59.85399 62.08462 134.615 56.46492 70.83356 49.70412 103.6364 55.28562 77.08761 93.31934 101.7177 102.7181 91.94836 112.2007 94.39942 93.3622 78.57799 98.32853 110.5825 112.5722 114.6582 84.43044 82.57421 113.8793 106.745 92.88135 106.0872 101.2941 99.14888 115.3191 103.8701 114.1337 103.3465 106.2662 120.2352 125.7955 111.7162 128.8352 130.7918 133.2901 135.7884 149.1057 155.4622 188.1555 178.7756 178.0934 175.2784 175.9901 191.7407 191.888 194.1063 202.2481 204.6033 207.2906 207.491 214.9132 250.6442 278.7139 247.4931 252.3693 306.0454 241.3473 220.7544 255.2107 224.4471 250.2329 251.1543 257.1862 243.9682 291.5412 235.982 229.5354 238.7771 251.3494 235.8909 266.7705 251.7721 265.937 268.1315 242.7725 244.5128 245.8733 273.0723 277.9541 270.4852 274.9373 275.0136 279.2893 281.0809 283.7719 282.8648 307.4987 260.8069 284.1522 288.2924 302.1068 303.9416 325.238 320.5721 327.9634 302.2722 294.2005 301.7159 303.6816 306.4351 304.3226 302.3384 307.7994 306.2099 309.7136 308.1469 307.2336 303.7618 310.0943
3.201562 5.262551 176.4393 8.01561 0 2.54951 48.51031 5.838822 9.328868 9.17878 17.44276 18.86796 15.23975 12.29837 24.62214 15.00833 31.75295 29.97082 15.43535 18.90106 17.6706 29.00431 21.10095 28.64001 65.93368 30.76118 44.24082 30.6635 52.84174 55.05679 142.1945 52.65671 65.23641 50.56926 96.46891 52.06006 71.38102 86.82885 95.03289 96.69782 85.97238 105.5758 88.56918 87.64274 74.52684 92.63504 104.3276 106.4202 108.5415 81.11258 79.68218 107.8622 101.5443 89.79622 101.4606 97.5 95.6883 110.4049 100.4303 109.5228 100.0862 102.7047 115.5043 121.001 114.3339 124.0816 125.9811 128.4718 130.9628 143.98 150.6793 193.704 183.966 183.1748 170.8018 172.024 187.6066 187.8597 190.1184 198.4726 200.7368 203.4424 205.2395 212.7644 254.612 283.553 250.8776 256.0957 310.3046 244.4059 221.2538 258.9059 225.145 253.5552 254.5275 260.8278 246.7554 296.3309 233.4672 228.1124 236.4556 254.0399 236.667 269.9468 249.2066 269.0023 271.2586 242.7844 244.2258 245.8507 276.1634 281.2459 273.1897 277.9447 277.9609 282.4752 284.3594 287.0719 286.0616 311.6116 259.8009 286.9882 291.3627 305.256 307.0151 329.0519 324.2241 331.8588 305.0152 291.6679 303.4967 305.6342 308.5243 301.7284 303.9807 309.7455 307.825 311.6444 309.7487 308.6313 304.3452 311.5786
2.5 3.059593 175.3882 5.59017 2.54951 0 51.00245 5.239177 7.462871 7.762087 15.00833 20.79663 13.08625 10.92016 26.61297 16.00781 33.81198 31.98828 14.08013 20.15564 18.44587 30.79367 22.2991 30.15377 68.15607 32.22189 46.05703 31.32491 54.64659 56.87047 139.65 53.14601 66.43016 49.5202 98.36285 52.33784 72.62403 88.40956 96.70186 98.08208 87.33413 107.2206 89.87213 88.90022 75.13488 93.88424 105.8123 107.8622 109.9693 81.46318 79.88273 109.2486 102.6024 90.07235 102.2998 98.03188 96.10021 111.3564 100.8377 110.3596 100.4303 103.1564 116.3884 121.9108 112.8594 124.977 126.8986 129.3928 131.8873 145.0216 151.5924 191.5104 181.8529 181.087 171.6049 172.642 188.2877 188.5027 190.7472 199.0269 201.3237 204.0232 205.2712 212.763 252.8048 281.53 249.2227 254.3511 308.4263 242.8379 220.4161 257.1697 224.2482 251.9171 252.876 259.1058 245.2616 294.3204 233.5908 227.8755 236.5148 252.5733 235.7483 268.3491 249.349 267.4346 269.6743 242.0976 243.6314 245.1749 274.5892 279.618 271.7208 276.3933 276.4258 280.8759 282.7353 285.4422 284.4596 309.7706 259.434 285.4842 289.7952 303.668 305.4476 327.2888 322.5031 330.0746 303.5379 291.803 302.29 304.3785 307.23 301.8849 302.8139 308.4919 306.6663 310.3953 308.594 307.5358 303.4905 310.4581
51.08816 53.70392 192.6434 56.51991 48.51031 51.00245 0 50.2151 54.99495 53.46027 64.38167 33.72314 60.67125 54.91812 29.15476 42.72002 23.85372 25.55386 56.51548 39.56008 43.65776 29.68164 39.39543 33.83785 24.41311 34.20526 26.83282 45 29.42788 30.14963 189.2879 56.53197 50.88694 77.62087 59.64059 59.64059 54.08327 58.5235 63.56099 71.41154 62.80127 73.56969 66.25896 66.48308 69.37579 70.85901 75.96052 78.77182 80.99383 79.40403 80.99383 81.27115 82.60751 87.97032 87.02299 89.6772 90.42677 92.65528 94.61765 94.19129 95.52487 95.7549 98.61541 103.097 140.8013 106.2121 107.5174 109.7463 111.9866 121.8401 130.7287 231.588 220.295 219.0006 152.0822 156.8471 170.6283 171.6057 174.0611 183.5795 185.1486 187.8924 200.1225 208.059 283.8679 317.0248 277.1215 284.0709 340.533 269.0167 232.2154 286.681 237.1434 279.4316 280.6599 288.2965 269.8759 329.4469 225.8616 227.4907 230.0087 276.5231 248.8453 294.822 240.9072 293.2934 295.853 250.4097 250.06 253.2072 300.5012 306.6023 295.4701 301.8079 301.4979 307.2475 309.6078 312.4052 310.8504 341.0539 260.9947 309.808 315.4061 329.577 330.9048 356.7521 351.0912 359.9757 327.1162 282.7842 320.2577 323.3357 326.9572 292.2965 319.9531 327.3607 323.5954 329.1519 325.4197 323.1548 314.2328 326.5593
7.708 7.587621 170.6025 8.943416 5.838822 5.239177 50.2151 0 4.860001 3.815249 14.19705 18.03426 10.90801 6.68573 23.86238 11.62444 31.14228 29.22057 9.738677 16.01737 13.72117 27.45878 18.02733 26.27028 65.81673 28.22333 42.64621 26.37881 51.16904 53.40398 139.388 48.04934 61.90963 44.73077 94.9924 47.1546 68.15517 84.41893 92.86003 93.77469 83.00507 103.324 85.46105 84.43162 70.08861 89.4011 101.6478 103.6311 105.7159 76.29444 74.67156 104.936 97.89856 84.87863 97.39969 92.93615 90.95124 106.547 95.68616 105.4547 95.25597 98.02251 111.5193 117.0616 108.5824 120.1148 122.0544 124.551 127.0477 140.2859 146.7388 188.8544 178.9334 178.0909 166.6621 167.5806 183.2617 183.4541 185.6905 193.9303 196.2436 198.9397 200.0335 207.5242 249.1035 278.3386 245.2291 250.5236 304.8764 238.6976 215.456 253.3258 219.3317 247.894 248.8763 255.2348 241.0059 291.0946 228.3611 222.6544 231.2787 248.2772 230.849 264.2566 244.1216 263.2931 265.5598 237.0416 238.527 240.1127 270.458 275.5763 267.4276 272.2255 272.2323 276.7859 278.6869 281.4033 280.374 306.1384 254.2429 281.2429 285.6529 299.5587 301.3048 323.4949 318.6278 326.3228 299.2564 286.5743 297.6625 299.8066 302.704 296.6592 298.1433 303.9175 301.9872 305.8157 303.9107 302.7927 298.5433 305.7398
9.718253 8.062258 168.2565 7.720823 9.328868 7.462871 54.99495 4.860001 0 1.943651 9.386752 22.36875 6.119187 4.055175 28.11484 14.92574 35.36634 33.40825 7.007932 19.39358 16.36392 31.30673 21.17651 29.66667 70.07932 31.47133 46.30815 28.09705 54.7337 56.9688 134.537 49.03584 64.21505 42.47483 98.54328 47.70861 70.52265 87.38484 95.97453 96.32447 85.54401 106.3655 87.87507 86.75893 71.17194 91.69575 104.3765 106.2706 108.3226 76.82954 74.90735 107.4621 99.78867 85.23497 98.85399 93.78581 91.56479 108.204 96.27882 106.8852 95.7224 98.69876 113.0315 118.6147 105.4393 121.6338 123.6141 126.1138 128.6135 142.0661 148.2558 184.4454 174.6555 173.8554 167.9408 168.4917 184.2854 184.4025 186.6093 194.6966 197.073 199.7554 199.7701 207.1931 245.3625 274.2241 241.7601 246.8941 301.0134 235.3857 213.5083 249.7114 217.2712 244.4554 245.4135 251.6457 237.8293 287.0024 228.2656 221.8598 231.0565 245.1505 228.7454 260.8916 244.0573 259.9823 262.219 235.3779 237.0396 238.4694 267.1356 272.157 264.2969 268.9444 268.981 273.4181 275.2746 277.981 277.0014 302.3408 253.189 278.0482 282.3428 296.2118 297.9952 319.8354 315.043 322.6261 296.1105 286.4838 295.0143 297.0675 299.8935 296.6081 295.5691 301.1823 299.428 303.0887 301.3588 300.3511 296.5536 303.2515
10.19804 9.024658 167.6325 9.192388 9.17878 7.762087 53.46027 3.815249 1.943651 0 11 20.59733 7.28011 3.162278 26.30589 13 33.54102 31.57531 6.324555 17.46425 14.42221 29.41088 19.23538 27.73085 68.24954 29.52965 44.38468 26.24881 52.80152 55.03635 135.9503 47.3337 62.31947 41.7732 96.60745 46.09772 68.62215 85.44589 94.03191 94.41058 83.63014 104.4246 85.97238 84.8646 69.46222 89.80535 102.45 104.3504 106.4049 75.23962 73.38937 105.5509 97.94897 83.69057 97.08244 92.13034 89.9611 106.4002 94.68104 105.119 94.15413 97.08244 111.252 116.8289 105.1903 119.8541 121.8277 124.3272 126.8267 140.2462 146.4787 185.0432 175.1396 174.305 166.2077 166.8323 182.6034 182.7361 184.9493 193.0702 195.4329 198.1184 198.4061 205.849 245.4649 274.5815 241.6988 246.9276 301.1952 235.2361 212.7205 249.7359 216.5294 244.3768 245.3487 251.655 237.6068 287.3434 226.8558 220.6581 229.6824 244.902 228.0219 260.7719 242.6396 259.8326 262.0859 234.4803 236.0763 237.5642 266.9925 272.068 264.0511 268.7787 268.7992 273.3002 275.1818 277.8939 276.8863 302.48 252.0739 277.8363 282.1932 296.0828 297.8456 319.8882 315.0508 322.7019 295.8733 285.0747 294.5318 296.6277 299.4879 295.1885 295.0525 300.7408 298.9047 302.6434 300.8322 299.7749 295.7858 302.6962
