0 171.3284 112.4342 183.2848 174.6028 92.75788 94.12793 96.0554 119.4926 141.6181 243.0454 247.6451 171.3366 171.4277 174.4116 176.7668 211.0031 210.6919 271.0162 248.7211 270.4478 218.6536 285.4953 236.9219 243.2316 240.0758 213.9449 222.4266 268.7036 281.882 238.5224 244.1812 322.7339 300.9808 301.7645 297.6925 295.9779 332.9039 300.9319 280.1679 281.3089 303.4365 303.4189 282.2033 307.2443 310.7657 310.3189 309.5985 287.587
171.3284 0 76.83824 85.53035 79.46155 112.1374 98.67196 95.38483 96.69112 98.49664 88.86955 89.91387 85.72145 78.93237 79.97828 80.55256 40.53069 41.88586 110.637 81.83283 107.9288 52.32116 122.4089 66.31757 72.025 69.54936 95.92607 153.2222 97.49394 110.6921 106.2223 112.869 154.5847 130.3395 130.7055 126.498 124.7127 164.3688 129.7674 114.63 116.977 132.1736 132.2432 116.6839 135.9376 139.4376 139.0227 138.3707 121.9439
112.4342 76.83824 0 73.08867 63.90618 100.1699 86.44202 84.28671 104.8094 121.2106 131.6435 136.8377 130.2046 125.6702 128.1405 129.8931 116.1077 118.423 160.3034 141.5238 160.4151 129.1395 175.3416 140.8119 144.8068 144.0626 158.9025 200.2987 166.6741 179.3878 175.8636 182.5201 214.5951 196.3288 198.2508 194.8589 195.7454 224.9361 201.284 191.1027 193.6364 203.0813 203.6627 193.145 206.3444 209.0933 209.5042 209.4039 198.3381
183.2848 85.53035 73.08867 0 9.351638 166.2579 151.6122 148.8219 162.7865 172.8307 76.22797 83.6236 168.5173 162.1472 163.6412 164.5461 105.975 111.6443 104.982 99.62782 107.5393 123.1146 120.8232 121.8214 121.0019 124.5024 181.1511 237.9682 132.4484 142.6305 188.7272 195.1617 163.1337 153.6537 157.6195 155.8179 161.2246 173.3334 167.179 173.6101 177.5967 167.6252 169.1474 175.3923 169.6664 170.8492 172.6903 173.6338 179.6794
174.6028 79.46155 63.90618 9.351638 0 157.0287 142.3993 139.629 153.9513 164.4384 80.41144 87.45834 161.1312 154.8709 156.4609 157.447 102.8834 108.2405 109.5818 101.4938 111.6647 119.8541 125.4186 120.3329 120.2206 123.1458 175.3682 230.9796 133.5 144.2221 184.0109 190.5187 167.4501 156.349 160.0007 157.9177 162.6348 177.7308 168.5742 172.5811 176.401 169.2395 170.6239 174.4162 171.4934 172.9393 174.5623 175.3454 178.8687
92.75788 112.1374 100.1699 166.2579 157.0287 0 14.72715 17.75528 27.65863 49.0102 199.4492 201.3944 80.53726 81.90849 84.77028 87.09892 144.4611 141.7674 222.6995 193.6311 220.0659 146.3728 234.5009 168.5052 176.5814 171.2577 124.1934 130.6643 204.155 217.0392 149.9133 155.0241 264.8345 238.0273 237.1327 232.3618 227.555 274.2066 231.5907 202.5617 202.66 234.7595 234.0694 204.4823 239.0063 243.2817 241.8305 240.4329 209.7236
94.12793 98.67196 86.44202 151.6122 142.3993 14.72715 0 3.28718 27.09038 49.58718 185.3345 187.4587 77.23863 77.35991 80.33402 82.69086 132.4055 130.1085 209.0017 180.4159 206.5282 135.4372 221.0726 156.9805 164.8046 159.8266 119.9259 134.0484 192.2051 205.1996 144.8777 150.3674 252.2328 225.9953 225.3486 220.6677 216.3639 261.7317 220.5851 193.2912 193.6818 223.6446 223.0756 195.2517 227.8294 231.989 230.7095 229.4302 200.5548
96.0554 95.38483 84.28671 148.8219 139.629 17.75528 3.28718 0 26.61297 48.86972 182.0803 184.188 75.50166 75.37407 78.35975 80.71435 129.1869 126.9262 205.719 177.1306 203.2419 132.3301 217.7855 153.8059 161.6052 156.6607 117.8951 133.5792 188.9881 201.9907 142.6753 148.2288 248.9687 222.7695 222.1429 217.4701 213.2146 258.4744 217.4546 190.3786 190.8098 220.5023 219.946 192.3441 224.6803 228.828 227.5659 226.299 197.6544
119.4926 96.69112 104.8094 162.7865 153.9513 27.65863 27.09038 26.61297 0 22.56103 185.5398 186.5253 52.87958 54.42426 57.24509 59.55856 124.1692 120.6524 206.5923 175.9602 203.3372 123.8467 217.2746 146.823 155.3319 149.3726 96.56604 107.0017 183.0662 195.6451 122.3806 127.4217 244.9614 216.9332 215.5289 210.6015 204.8989 253.9808 208.6103 177.4155 177.2179 211.9457 211.0604 179.2875 216.2799 220.7374 219 217.4144 184.4478
141.6181 98.49664 121.2106 172.8307 164.4384 49.0102 49.58718 48.86972 22.56103 0 186.4242 186.4451 34.04776 37.64306 40 42.08193 119.2686 114.7693 204.9814 173.0809 201.1094 115.8836 214.3578 139.5421 148.4756 141.7655 77.47258 84.83136 176.0064 188.0425 103.7882 108.3258 238.8044 209.5066 207.4594 202.3709 195.5067 247.3383 198.7291 164.4027 163.6714 202.2721 201.1181 166.1716 206.693 211.367 209.2463 207.4078 171.1432
243.0454 88.86955 131.6435 76.22797 80.41144 199.4492 185.3345 182.0803 185.5398 186.4242 0 7.98088 168.1257 161.1118 161.2514 161.0659 75.18643 81.7435 29.35767 32.20248 31.32092 88.95504 45.10758 73.4983 67.47592 74.60399 161.3072 227.1131 65.29357 72.12489 157.867 163.0782 87.04947 79.02531 83.76229 82.8734 90.71419 97.32035 96.53108 115.5043 120.2885 96.10411 98.11473 116.8289 97.3242 97.62172 100.1299 101.6071 119.8165
247.6451 89.91387 136.8377 83.6236 87.45834 201.3944 187.4587 184.188 186.5253 186.4451 7.98088 0 166.8725 159.878 159.8705 159.5703 72.57291 78.96093 23.46651 25.43281 24.31243 85.34027 38.75623 68.4078 61.80152 69.25077 158.0387 224.2562 57.766 64.24869 153.4415 158.4732 80.09046 71.10528 75.797 74.89255 82.79877 90.41761 88.60161 108.537 113.3699 88.14284 90.16815 109.8069 89.34555 89.64464 92.14931 93.6317 112.6503
