0 21.48453 18.33902 16.39478 17.06809 107.4917 16.54349 8.490818 14.07679 6.695409 8.251908 4.636924 11.68507 18.95293 16.00349 134.9327 46.58507 49.74574 60.26553 63.00408 60.58999 58.27932 48.57337 58.83151 56.16089 52.65526 62.86772 64.48891 66.87044 81.13117 69.21121 77.21506 80.15381 91.9301 93.18393 86.26088 92.18935 62.62528 105.8701 104.2581 99.36071 98.19462 98.88637 142.564 131.9668 96.63597 130.9571 174.5037 169.9622 173.7094 174.0069 182.8953 180.5411 186.5449 187.7665 189.9595 184.2499 185.8945 172.7577 177.8668 179.527 175.8538 180.5398 195.0651 193.1705 198.2356 197.4996 175.1886 178.3338 204.311 202.0484 203.3466 206.077 190.609 203.8322 189.5218 217.8546 198.4714 210.6247 201.149 201.657 214.6518 223.1004 220.343 221.0799 223.0148 225.1653 230.3752 258.4078 224.8217 228.3225 219.8666 237.5828 240.3283 236.8232 239.165 230.817 235.9069 244.9958 240.8878 259.6142 245.9552 250.5007 249.8715 242.266 251.6391 243.1947 249.0447 246.5435 269.9446 255.9772 254.9513 254.2735 253.2707 251.5913 252.3946 254.4354
21.48453 0 4.472136 5.09902 11.40175 102.8186 13.60147 13.15295 15.65248 15.13275 17.11724 20.12461 27.01851 33.94113 31.89044 155.1458 61.40033 64.40497 73.98799 76.8505 75.32928 73.30246 65.11528 74.65253 72.34639 69.35416 78.87332 81.3941 84.89994 97.8366 87.41424 95.58766 98.35141 109.0413 111.0158 104.8904 110.3449 81.88406 123.1666 121.6963 117.3882 117.1537 119.5167 152.0428 142.8958 117.7837 142.3139 187.2004 183.9185 187.2165 187.7711 195.9369 194.8333 200.5617 201.6457 203.8676 198.9573 200.6888 193.9407 194.7948 200.7849 193.2589 197.3955 210.8631 209.426 213.7849 213.3242 196.0408 199.01 220.64 223.1889 219.9386 222.4635 212.0849 225.0778 210.0857 239.0128 219.5837 228.7291 222.4095 222.7815 232.7392 240.1041 238.1197 238.7572 241.0062 242.8662 247.552 272.846 243.0021 246.0285 241.3219 254.8038 257.6082 254.7356 257.1167 252.2935 254.4425 263.3875 262.3604 280.8745 265.149 271.9798 268.7824 263.0019 273.1227 264.017 270.4755 267.1198 291.1928 277.4617 276.4281 273.6074 272.9469 272.1489 273.0458 275.0654
18.33902 4.472136 0 3.162278 7.071068 100.3785 9.219544 9.848858 11.18034 11.7047 13 17.80449 25.4951 32.80244 30.4795 151.023 60.74537 63.81222 73.69004 76.53757 74.78302 72.67221 64.03124 73.81734 71.40028 68.24954 78.00641 80.28076 83.45058 96.82975 85.9142 94.04786 96.87621 107.9352 109.6836 103.2763 108.9036 77.64664 122.0246 120.5073 116 115.434 117.0481 147.8276 138.5757 114.9652 137.9683 182.8004 179.4714 182.784 183.3303 191.5235 190.3786 196.1148 197.2029 199.4242 194.4942 196.2244 191.0942 190.3392 197.8657 188.82 192.9378 206.391 204.9567 209.3132 208.8522 192.0937 195 216.1712 220.3807 215.4739 217.9954 208.8061 222.1711 206.0388 236.1893 215.7522 224.3234 218.6733 218.9564 228.3321 235.648 233.6942 234.3267 236.5925 238.4366 243.1008 268.3925 238.6001 241.5988 237.8156 250.3537 253.16 250.3163 252.6994 248.8534 250.066 258.9989 259.0926 277.9524 260.8371 268.6801 264.439 259.0019 269.7851 260.0481 266.9176 263.0684 288.2833 274.0894 272.9881 269.3121 268.7006 268.0914 269.0167 271.0295
16.39478 5.09902 3.162278 0 8.944272 103.2782 10.81665 8.062258 12.04159 10.04988 12.36932 15.26434 22.62742 29.83287 27.58623 150.236 57.68882 60.74537 70.58014 73.43024 71.71123 69.61501 61.07373 70.80254 68.41053 65.29931 75 77.33693 80.61017 93.8616 83.09182 91.24144 94.04786 104.9952 106.8106 100.4988 106.066 77.10383 119.0966 117.5925 113.1459 112.6987 114.6702 149.3352 139.8591 112.8051 139.1842 183.8314 180.2776 183.6736 184.1738 192.5 191.1282 196.9188 198.0328 200.2498 195.1666 196.8807 188.9577 190.5387 195.78 188.9047 193.1554 206.8484 205.315 209.8237 209.3049 191.0236 194.0232 216.5179 218.2191 215.7614 218.33 207.0024 220.0773 205.1195 234.0384 214.5251 224.2432 217.3292 217.7211 228.2576 235.8474 233.7028 234.3608 236.546 238.4659 243.2612 269.1434 238.5037 241.6278 236.2229 250.5055 253.2982 250.2943 252.6678 247.1963 249.874 258.8496 257.28 275.8705 260.4496 266.8951 264.1401 258.0078 268.0336 259.0077 265.3771 262.1545 286.1927 272.3692 271.331 268.881 268.1529 267.1872 268.0672 270.0907
17.06809 11.40175 7.071068 8.944272 0 95.03401 2.236068 9.848858 5 10.81665 9.433981 18.35756 26.83282 34.43835 31.76476 145.8072 62.6099 65.74192 75.98392 78.79086 76.69746 74.47315 65.19202 75.29276 72.71864 69.33974 79.40403 81.27115 83.86895 97.90812 86.23369 94.26028 97.18539 108.8118 110.1839 103.3247 109.2245 72.1734 122.8007 121.2106 116.3873 115.2606 115.5216 140.7587 131.5164 112.7697 130.9208 175.801 172.5688 175.8408 176.4086 184.5434 183.5048 189.2115 190.2866 192.5097 187.6646 189.4043 188.7247 183.8722 195.3471 182.4637 186.4537 199.7054 198.3488 202.5883 202.1696 187.3233 190.0658 209.571 218.0623 208.9234 211.4048 205.548 219.6588 201.0025 233.8308 211.2558 218.1307 214.4015 214.4739 222.1322 229.1724 227.4049 228.011 230.3606 232.125 236.6601 261.5121 232.422 235.2871 234.0539 243.9201 246.7387 244.0558 246.4488 245.2305 243.9939 252.876 255.83 275.3799 255.002 265.3469 258.4918 254.0709 266.3719 255.196 263.0304 258.0019 285.7311 270.6012 269.3557 263.5318 263.0779 263.0076 264.0076 266.0019
107.4917 102.8186 100.3785 103.2782 95.03401 0 93.96042 103.9281 94.92808 103.9375 99.98768 111.0176 119.1623 126.3628 123.3734 167.9383 152.7435 155.8625 166.6066 169.1749 166.1553 163.697 152.9953 163.3953 160.4602 156.5505 166.9626 167.1572 167.1157 183.0281 168.8111 175.6034 178.7655 192.3565 191.774 183.0427 189.9436 112.4342 205.0593 203.1788 196.9711 192.7524 183.9983 92.75788 94.12793 176.3722 96.0554 136.859 141.5181 141.5212 143.4918 146.0301 152.4878 155.6064 155.6972 157.7489 158.4995 160.4994 243.0454 170.1405 247.6451 172.4869 171.7732 175.69 177.6161 176.5315 177.9832 211.0031 210.6919 187.8059 271.0162 189.0779 189.8026 248.7211 270.4478 218.6536 285.4953 236.9219 208.6048 243.2316 240.0758 212.0043 209.8863 214.1871 213.9449 218.5465 217.806 217.8716 222.4266 221.9439 220.682 268.7036 224.7536 227.7501 230.2345 232.7211 281.0542 235.4021 242.2345 295.7631 322.7339 251.4934 303.8842 252.0001 269.1289 303.814 271.5765 294.1581 270.33 332.9039 306.8373 303.7072 260.7114 263.8578 274.6841 276.9995 278.528
16.54349 13.60147 9.219544 10.81665 2.236068 93.96042 0 10.19804 3.162278 10.77033 8.485281 18.38478 26.92582 34.53983 31.7805 143.7832 62.64982 65.79514 76.13511 78.92401 76.72353 74.46644 65 75.17978 72.56032 69.11584 79.25907 80.99383 83.40863 97.63708 85.73943 93.723 96.67471 108.4666 109.7201 102.7278 108.706 70.11419 122.4132 120.8015 115.8836 114.5862 114.4476 138.6579 129.3582 111.5078 128.7488 173.6001 170.3438 173.6232 174.1867 182.3355 181.276 186.9866 188.0638 190.2866 185.4319 187.171 187.3873 181.648 193.9681 180.2498 184.2281 197.4696 196.1154 200.3522 199.9339 185.3888 188.0957 207.3379 216.7334 206.693 209.1722 203.973 218.2773 199.01 232.4887 209.38 215.9352 212.577 212.601 219.9357 226.9471 225.1977 225.8008 228.16 229.9152 234.4376 259.2843 230.2281 233.0772 232.3494 241.6982 244.5179 241.8517 244.2458 243.559 241.814 250.6891 254.2479 273.9756 252.8577 263.7461 256.3299 252.0972 264.7508 253.239 261.2929 256 284.3312 268.961 267.6798 261.3963 260.9693 261.0019 262.0172 264.0076
8.490818 13.15295 9.848858 8.062258 9.848858 103.9281 10.19804 0 9.055385 2 5.656854 8.602325 17 24.59675 21.9545 142.3517 52.7731 55.9017 66.13538 68.942 66.8618 64.64712 55.47071 65.51336 62.96825 59.64059 69.64194 71.61006 74.41102 88.23265 76.81959 84.89994 87.78383 99.20181 100.71 94.04786 99.82485 69.42622 113.2299 111.6647 106.9626 106.1037 107.2765 144.8102 134.8291 105.119 134.0084 178.2274 174.2556 177.8004 178.2162 186.784 185 190.8822 192.0417 194.2498 188.9047 190.5912 181.2457 183.5756 188.0178 181.7966 186.2149 200.2405 198.563 203.2954 202.6891 183.0109 186.043 209.7451 210.5335 208.9067 211.5396 199.0402 212.3229 197.1624 226.3414 206.4752 216.9332 209.2678 209.6699 220.9531 228.869 226.4906 227.1783 229.2706 231.2769 236.2308 262.9836 231.1731 234.4376 228.1847 243.4625 246.2377 243.0437 245.4058 239.1757 242.4417 251.4595 249.3231 268.105 252.8339 258.9247 256.6028 250.018 260.0481 251.002 257.3286 254.1968 278.4354 264.371 263.3107 261.2279 260.4093 259.2335 260.0942 262.1221
14.07679 15.65248 11.18034 12.04159 5 94.92808 3.162278 9.055385 0 9.055385 5.830952 16.49242 25 32.57299 29.73214 140.8092 60.53924 63.69458 74.12977 76.89603 74.58217 72.29281 62.64982 72.89719 70.23532 66.7308 76.94154 78.54935 80.80223 95.18929 83.10385 91.04944 94.02127 105.9481 107.1004 100.005 106.0424 67.18631 119.8541 118.2244 113.2299 111.8034 111.4237 137.3608 127.8211 108.4066 127.1426 171.8168 168.3597 171.712 172.2353 180.5028 179.2456 185.0027 186.1021 188.3215 183.3385 185.0649 184.2607 179.2038 190.8311 177.7301 181.7966 195.2108 193.784 198.1338 197.672 182.3321 185.0676 205 213.6087 204.3135 206.826 200.8109 215.1395 196.0026 229.3602 206.2862 213.3214 209.4588 209.5056 217.3259 224.5106 222.6387 223.2577 225.5682 227.3697 231.9763 257.2617 227.6071 230.532 229.197 239.2321 242.0434 239.2765 241.6651 240.4017 239.1401 248.0404 251.0856 270.8325 250.082 260.584 253.6001 249.0723 261.5894 250.1999 258.1472 253.002 281.189 265.8007 264.5232 258.6001 258.1182 258.0078 259.0077 261.0019
6.695409 15.13275 11.7047 10.04988 10.81665 103.9375 10.77033 2 9.055385 0 4.472136 7.615773 16.15549 23.76973 21.0238 140.3602 51.89412 55.03635 65.36479 68.15424 65.97348 63.72794 54.3783 64.49806 61.91123 58.5235 68.60029 70.45566 73.10951 87.09191 75.49338 83.54639 86.4523 98.0051 99.42082 92.65528 98.49365 67.46851 112.0045 110.4219 105.6456 104.6614 105.5758 143.534 133.4375 103.3151 132.583 176.6947 172.6297 176.2073 176.6041 185.2249 183.3494 189.2512 190.4206 192.6266 187.2245 188.9047 179.4269 181.7471 186.1803 179.9389 184.3909 198.4849 196.7772 201.5564 200.9317 181.011 184.0435 207.9543 208.7232 207.099 209.7451 197.1218 210.4875 195.164 224.5264 204.4798 215.0349 207.28 207.675 219.0557 227.0352 224.6108 225.3042 227.3785 229.4014 234.3864 261.3204 229.2706 232.5618 226.2261 241.6154 244.387 241.1561 243.5159 237.2277 240.5203 249.5456 247.4065 266.2645 250.8804 257.0019 254.6625 248.0181 258.1182 249.002 255.3625 252.1983 276.5976 262.4348 261.3628 259.2682 258.4357 257.2353 258.0949 260.123
