26.54762 141.6111
28 124
33 137
34 133
39.4359 230.1795
38 107
38 142
59.56995 112.8601
43 101
45 102
45 133
55.85 100.05
63.45714 87.74286
71.6 85.6
75 79
77.5 77
80 69
181.543 139.494
86 59
93 52
94 65
95 53
101 40
105 68
108.3333 61.16667
107 140
110.5 42.5
115 54
120.5 37
123 60
128 76
132 237
133.3333 222.3333
135 219.5
180 214
199 238
204 51
212 52.24138
217 194
217 196
218 199
222 124
222 213
223 192
225 130
229.75 36.9
230 70
234 42
236 134
243.5 30.5
245 112
246.5 32.5
247 103
248.1429 111.1429
262.5 80
274.5 50
280.1831 198.6056
277 51
281.4 50.6
283 23
285.8261 115.4348
282 175
294.5208 139.3542
285.8889 49.77778
288.1 20.6
289.1111 172.4444
291 53.28571
293 165
293 168
293.5 171
294.6667 53.33333
295 16.5
299.0833 163.6667
298 115
301 55.22222
297.4 74.2
298 167.75
297.5 171
