0 172.4377 112.4342 187.6316 175.4622 173.4082 92.75788 94.12793 96.0554 113.0489 115.2165 117.0284 130.7941 133.3657 133.8756 136.9362 160.7278 243.0454 166.1596 247.6451 178.8883 174.966 211.0031 210.6919 190.899 271.0162 248.7211 270.4478 218.6536 204.1605 285.4953 236.9219 243.2316 240.0758 212.837 268.7036 288.1889 242.0493 322.7339 267.6546 332.9039 307.8776 287.522 283.8093
172.4377 0 77.17982 98.72245 79.2012 76.36206 113.704 100.2079 96.92074 77.92348 76.16181 80.51178 64.73844 63.88317 65.60666 105.3893 75.5689 87.22715 81.80216 88.2873 83.09974 86.42695 39.75716 41.35405 72.22243 109.0481 80.34219 106.3665 51.96358 83.49577 120.8659 65.4554 71.01891 68.69501 96.9048 96.32257 116.2809 114.0219 153.1882 104.9687 162.9915 135.6946 121.078 120.2594
112.4342 77.17982 0 80.53203 64.84597 62.39391 100.1699 86.44202 84.28671 78.77182 79.05694 85.70298 83.16009 84.89994 87 122.3193 115.6028 131.6435 123.4058 136.8377 131.8873 131.8256 116.1077 118.423 131.5903 160.3034 141.5238 160.4151 129.1395 145.6194 175.3416 140.8119 144.8068 144.0626 158.4045 166.6741 183.8396 182.09 214.5951 182.1346 224.9361 208.0973 197.9602 197.4285
187.6316 98.72245 80.53203 0 20.38507 23.52767 176.817 162.2873 159.6083 148.4332 147.8696 154.3821 145.1487 145.807 148.0265 188.8347 168.893 84.25968 176.1383 92.00206 179.9479 182.352 119.8707 125.64 170.8541 111.9945 110.1187 115.2208 137.0458 182.1667 127.6894 134.902 133.6289 137.4952 195.5395 143.5353 152.7149 210.5383 170.1546 183.6039 180.187 183.5399 191.4153 195.3553
175.4622 79.2012 64.84597 20.38507 0 3.162278 158.0285 143.3988 140.6281 128.7245 128.082 134.5362 124.9296 125.5428 127.7576 168.6802 148.5295 80.05623 155.7947 87.14487 159.7537 162.0771 103.3151 108.706 151.0927 109.1924 101.4002 111.3283 120.3079 162.6899 125.0336 120.6027 120.4159 123.4025 176.1051 133.5037 145.1206 192.0664 167.1031 168.8668 177.376 174.6611 178.3795 181.4635
173.4082 76.36206 62.39391 23.52767 3.162278 0 155.0129 140.3729 137.5909 125.6025 124.952 131.4002 121.7678 122.3806 124.5953 165.5204 145.4132 80.23092 152.6892 87.17584 156.7043 159 101.1336 106.4378 148.1654 109.4718 100.7174 111.4271 118.0678 159.8312 125.2939 118.8486 118.8697 121.6842 173.2541 132.5151 144.5337 189.4267 167.2271 166.979 177.5254 173.8174 176.8 179.7248
92.75788 113.704 100.1699 176.817 158.0285 155.0129 0 14.72715 17.75528 35.8469 37.73592 34.71311 51.85364 53.75872 53.03772 44.18144 72.23573 199.4492 76.24303 201.3944 89.08002 84.40379 144.4611 141.7674 104.2785 222.6995 193.6311 220.0659 146.3728 116.1077 234.5009 168.5052 176.5814 171.2577 122.9715 204.155 225.515 152.4743 264.8345 188.3215 274.2066 238.3328 209.8887 204.1666
94.12793 100.2079 86.44202 162.2873 143.3988 140.3729 14.72715 0 3.28718 23.33571 25.4733 24.45177 40.93681 43.17664 42.93276 46.57133 66.81484 185.3345 72.04088 187.4587 84.79862 80.84278 132.4055 130.1085 97.85817 209.0017 180.4159 206.5282 135.4372 110.6069 221.0726 156.9805 164.8046 159.8266 118.7949 192.2051 213.3898 148.1146 252.2328 179.4786 261.7317 227.3926 200.6576 195.488
96.0554 96.92074 84.28671 159.6083 140.6281 137.5909 17.75528 3.28718 0 20.18044 22.3439 21.73131 37.94272 40.22748 40.06557 46.29525 64.70124 182.0803 70.14449 184.188 82.84021 79.03955 129.1869 126.9262 95.46858 205.719 177.1306 203.2419 132.3301 108.3617 217.7855 153.8059 161.6052 156.6607 116.7829 188.9881 210.1577 146.0328 248.9687 176.6303 258.4744 224.2683 197.7486 192.6584
113.0489 77.92348 78.77182 148.4332 128.7245 125.6025 35.8469 23.33571 20.18044 0 2.236068 7.071068 18.1604 20.61553 20.88061 43.60046 49.16299 164.1371 55.7315 165.851 67.76614 64.93843 109.1238 106.7755 77.92946 186.9622 157.7847 184.2607 112.1606 91.44397 198.6677 133.6451 141.485 136.4914 101 168.9149 190.1421 129.7179 229.1704 157.0032 238.6111 204.0894 177.9389 173.0809
