0 176.8392 2.236068 15.20691 7.828128 14.31782 10.25914 57.55867 52.61179 60.67125 16.10124 50.01 62.96825 52.69369 56.11496 48.50773 12.36932 17.02939 69.63476 59.52404 57.28001 66.21933 68.06247 28.52874 80.00625 67.23095 77.94941 63.95311 82.35593 86.53901 92.2853 86.15393 140.3155 41.10961 43.65776 88.50989 74.65253 77.62087 55.75304 100.3444 95.18929 90.00278 94.03191 68.47439 99.0202 103.465 99.29753 63.06346 62.16912 102.3426 81.32035 82.03658 79.98125 86.03423 77.62087 75.21303 106.9135 97.0975 81.27115 74.84651 105.4493 110.3449 114.6909 116.6494 119.0042 123.3015 126.0159 115.1564 193.1968 183.6461 182.9105 167.9077 182.5705 191.9427 193.7756 193.2149 198.1767 201.7176 200.8034 204.3844 201.3093 203.5927 212.1585 214.6742 207.7137 237.1856 240.3019 215.2124 254.8902 283.4202 257.7014 250.7987 255.8906 311.8591 222.8946 250.4496 226.7179 263.7358 296.2233 236.0131 282.6761 230.3606 260.7719 238.9519 238.2142 274.3028 251.7669 277.0162 244.5915 282.2073 246.13 247.6695 285.4085 277.9505 281.015 287.7933 284.0004 311.8278 261.9299 298.3186 293.4825 300.5545 300.4318 302.9868 304.4807 306.1772 320.8941 303.1914 306.4719 324.82 328.1227 307.8432 322.1211 331.2537 294.223 331.3608 334.3247 309.6224 333.8615 302.3938 304.7978 305.4996 309.6143 304.2996 308.0917 311.05 346.9676 311.102 310.9843 316.9511 344.2982
176.8392 0 175.4564 171.8789 169.3243 168.6744 168.1385 189.6865 187.2716 190.321 165.2093 184.0989 189.6315 183.1769 184.4762 181.4006 164.4789 166.9343 189.4683 182.9399 181.7538 185.6068 185.17 156.835 185.9413 176.9868 182.2709 171.7291 181.9036 182.1703 181.6072 179.2897 166.6613 142.8841 141.7247 168.2885 157.5374 158.566 134.6587 174.3403 170.1417 165.3475 168.0388 143.4966 168.6835 170.1595 166.5652 134.1228 133.1571 168.0211 149.6581 147.4767 145.5926 147.8423 140.338 137.9657 161.8939 147.2516 134.359 122.9442 144.9455 146.0014 143.6565 141.7982 142.8535 132.6124 131.3818 67.55854 113.5356 99.50544 96.23896 128.0972 112.7477 127.5921 129.5639 120.5326 129.5437 129.6663 127.6685 129.8392 118.7037 122.1172 129.496 132.0481 85.92637 89.97136 95.62689 87.96649 110.9248 154.1179 111.5085 98.35631 107.3471 166.2842 48.56183 92.19156 50.9976 113.8942 163.7756 109.8172 129.8011 83.18015 102.4523 107.7606 62.02395 116.3847 122.5781 119.1771 73.61232 125.3034 78.35297 76.86996 129.6472 115.0628 117.5587 129.373 120.2219 163.3148 102.3864 136.2125 127.654 138.3029 128.2401 135.7607 137.7781 140.4513 162.9534 134.7409 139.8951 168.2391 172.8759 139.7259 163.474 176.5667 156.9308 175.4248 179.1887 140.2631 172.4627 127.2925 129.5253 130.7939 134.8361 166.9325 132.9248 136.7562 188.2034 135.6724 135.1585 141.7125 181.7007
2.236068 175.4564 0 13.08625 6.149638 12.08305 8.20061 59.4138 54.45181 62.514 13.90144 51.78803 64.77654 54.42541 57.85518 50.21952 11.04536 17.69181 71.38627 61.20004 58.94065 67.91171 69.73163 28.75568 81.60882 68.70953 79.48864 65.30697 83.86 88.02272 93.72277 87.58139 138.1185 40.8534 43.46263 89.69392 75.60423 78.60025 55.64296 101.5972 96.38465 91.11806 95.18929 68.97857 100.1699 104.6231 100.4042 63.13478 62.17717 103.465 82.07314 82.73452 80.62258 86.74996 78.1025 75.60423 107.9004 97.80748 81.60882 74.73286 106.1072 111.018 115.3126 117.2334 119.6035 123.7103 126.4002 113.4637 191.0497 181.5403 180.8183 168.119 182.5075 192.0234 193.8711 193.1968 198.2448 201.7647 200.8308 204.4162 201.2191 203.5313 212.1326 214.6625 207.1714 235.3083 238.3988 214.6416 252.9585 281.359 255.7831 248.9438 253.9941 309.8804 221.6506 248.6524 225.4285 261.8398 294.1687 235.5463 280.7857 229.5931 258.9614 238.4303 236.9072 272.472 251.3151 275.1818 243.4625 280.3575 245.0735 246.5488 283.5436 276.1748 279.2438 285.9545 282.2308 309.8728 261.0541 296.5148 291.7345 298.7507 298.8004 301.254 302.7383 304.4183 319.0235 301.4797 304.7261 322.9319 326.2185 306.1225 320.2577 329.3418 293.7627 329.4617 332.4154 307.9237 332.0241 300.8538 303.2645 303.9424 308.0584 303.8573 306.5526 309.4755 345.0905 309.5741 309.4774 315.4124 342.4708
15.20691 171.8789 13.08625 0 12.1778 4.031129 9.433981 72.20976 67.22537 75.28114 7.28011 64.43795 77.46774 66.96361 70.40458 62.7236 15.30523 28.04015 83.93599 73.58234 71.2899 80.31967 82.07466 36.76691 93.74033 80.50621 91.43683 76.7219 95.6883 99.776 105.3112 99.15266 125.2171 46.00272 48.8083 100.4004 85.49415 88.57906 61.03208 112.5178 107.1086 101.5591 105.7745 77.05026 110.7079 115.1792 110.7757 69.2694 68.01654 113.887 91.10022 91.52186 89.181 95.5849 85.97238 83.0858 117.7678 106.5487 88.7764 79.73864 114.5738 119.5293 123.5729 125.3129 127.7429 130.937 133.4963 107.7602 180.6689 171.6842 171.1213 174.2104 187.1183 197.3784 199.2994 198.0234 203.5197 206.9209 205.8841 209.4857 205.6373 208.1015 216.8774 219.4795 209.0006 227.6801 230.5347 216.2848 244.8168 271.9155 247.7625 241.4979 246.1732 301.2526 218.9481 241.7049 222.4011 254.0159 284.7885 237.766 272.9965 230.0049 251.8894 240.3211 233.7354 265.2136 253.5969 267.8885 241.5083 272.9267 243.6006 244.6455 275.9787 269.3794 272.4837 278.6149 275.4814 301.4711 260.7317 289.4655 285.1548 291.7006 293.149 294.7919 296.1963 297.7386 311.3828 295.1885 298.1547 315.1337 318.2739 299.7552 312.6791 321.3258 295.9394 321.5606 324.4214 301.7321 324.6639 295.9024 298.3615 298.8582 302.9806 306.1282 301.6028 304.2545 337.3769 304.7059 304.7663 310.4581 335.1902
7.828128 169.3243 6.149638 12.1778 0 9.391627 3.395524 60.66341 55.66426 63.68772 9.694902 52.74367 65.78031 55.16166 58.60265 50.90763 5.118854 15.86393 72.10763 61.65895 59.35204 68.4002 70.11619 25.26606 81.67931 68.36927 79.32459 64.54672 83.54945 87.62404 93.14095 86.98215 135.0203 36.14249 38.84846 88.27563 73.53473 76.59917 51.12247 100.368 94.98366 89.48168 93.67195 65.74735 98.61605 103.0857 98.7174 58.94759 57.86366 101.8195 79.42855 79.94307 77.69152 83.99307 74.78257 72.07775 105.8412 95.0076 77.94063 70.14141 103.156 108.097 112.2544 114.0785 116.483 120.1286 122.7589 107.358 185.8353 176.1373 175.3634 164.0651 177.905 187.692 189.5681 188.674 193.8861 197.3637 196.392 199.9847 196.56 198.9243 207.5889 210.1449 201.7847 229.3675 232.4943 209.2146 247.0991 275.7948 249.9018 242.9746 248.0798 304.1082 215.5722 242.6222 219.3285 255.9247 288.5843 230.2623 274.8625 223.9178 252.9438 233.0674 230.7996 266.4752 246.0506 269.189 237.4523 274.3821 239.1164 240.5442 277.5865 270.1258 273.1912 279.9666 276.1769 304.054 255.2594 290.4908 285.6642 292.7267 292.6704 295.1733 296.6641 298.3561 313.0736 295.3859 298.6542 317.0053 320.3151 300.0341 314.2987 323.45 288.481 323.5508 326.5196 301.8226 326.0346 294.7055 297.1158 297.796 301.9118 298.6008 300.4043 303.3316 339.149 303.425 303.3277 309.2641 336.4704
14.31782 168.6744 12.08305 4.031129 9.391627 0 6.184658 70.02857 65.03076 73.06162 3.5 62.1289 75.16648 64.55327 67.99428 60.29925 11.6619 25 81.49847 71.04068 68.73136 77.78175 79.48899 33.09918 91.00549 77.62087 88.6065 73.68175 92.79278 96.84007 102.2963 96.13792 126.1871 42.0119 44.82187 97.08244 81.9878 85.08819 57.03214 109.252 103.7882 98.16568 102.4158 73.24713 107.3313 111.8034 107.3546 65.29931 64.03124 110.4762 87.41853 87.80091 85.42833 91.86705 82.13404 79.20859 114.2213 102.8066 84.8646 75.71658 110.7869 115.7454 119.7539 121.4713 123.9072 127.0089 129.5569 104.9952 179.6274 170.3884 169.7535 170.2058 183.0874 193.352 195.2742 193.9923 199.4919 202.8916 201.8539 205.4556 201.608 204.0711 212.8463 215.4484 205.0805 225.5394 228.4732 212.3796 242.8539 270.4579 245.758 239.3011 244.1004 299.4744 215.5945 239.3533 219.1073 251.9456 283.3059 233.8221 270.9178 226.2145 249.5776 236.4001 230.4713 262.962 249.6503 265.6483 238.0336 270.7309 240.0521 241.1633 273.8266 266.9878 270.0823 276.391 273.0774 299.6097 257.0297 287.1533 282.703 289.389 290.4461 292.3081 293.7354 295.3176 309.2604 292.6568 295.7026 313.0639 316.2539 297.2454 310.5366 319.3305 292.0026 319.5262 322.419 299.1739 322.4529 293.0273 295.4754 296.0152 300.1366 302.1858 298.7281 301.4454 335.2815 301.8125 301.8365 307.5858 332.9553
10.25914 168.1385 8.20061 9.433981 3.395524 6.184658 0 64.00195 59.00212 67.01679 6.324555 56.05578 69.08871 58.44335 61.88273 54.18718 6.020797 18.82153 75.37407 64.89243 62.57995 71.63274 73.32973 27.38258 84.82482 71.43704 82.42185 67.51481 86.60976 90.66008 96.12674 89.96805 131.6322 37.31287 40.07805 91.01786 76.06083 79.14702 52.35877 103.1613 97.72538 92.14798 96.37557 67.76018 101.3028 105.7745 101.357 60.40075 59.23048 104.4713 81.7022 82.14773 79.83264 86.20792 76.72842 73.9138 108.334 97.18806 79.68218 71.26184 105.2541 110.2055 114.2902 116.0626 118.4831 121.8708 124.4639 105.5758 182.9679 173.3882 172.6514 165.4849 178.9169 188.908 190.8042 189.7452 195.0801 198.5252 197.5253 201.1225 197.5197 199.9256 208.638 211.2138 202.0427 227.1745 230.2439 209.4236 244.7841 273.1697 247.6171 240.8303 245.844 301.6849 214.6305 240.6018 218.3031 253.6899 285.9764 230.6286 272.6401 223.7996 250.8949 233.3458 229.7395 264.3828 246.435 267.0885 236.7113 272.2484 238.5021 239.8172 275.4201 268.1497 271.2244 277.8565 274.2134 301.6859 254.951 288.4549 283.745 290.691 290.9866 293.2853 294.7563 296.414 310.8943 293.5409 296.7394 314.7876 318.0617 298.1707 312.135 321.1795 288.8402 321.3087 324.2549 300.0037 323.9267 293.2 295.623 296.2571 300.3752 298.9858 298.9001 301.7587 336.9552 301.9421 301.8849 307.7601 334.3838
57.55867 189.6865 59.4138 72.20976 60.66341 70.02857 64.00195 0 5 3.162278 70.01607 8.246211 5.830952 7.150175 5.217492 10.77033 60.13319 46.27094 13.0384 8.006941 8.246211 11.40175 13.50926 45.80636 25.4951 18.68154 25.09537 21 29.77415 33.97058 40.19897 34.90702 194.3371 53.82379 53.41348 42.95346 39.01282 40.1995 56.17671 51.61395 48.37355 45.96194 48.30114 47.61662 52.83938 56.60389 54.12024 55.56978 56.60389 56.4358 49.0102 51 51.08816 53.4374 53.75872 54.57105 63.73774 62.28931 60.01666 67.1193 70.62128 74.46476 79.55501 82.21971 83.9345 92.48378 95.52487 141.4496 233.9444 222.3456 220.9485 138.5135 159.1383 164.5509 165.9518 168.1814 170.8362 174.7484 174.3474 177.6851 177.7201 179.201 186.5821 188.6637 195.4329 264.764 268.8345 203.3916 284.3132 318.2419 286.5257 277.2382 283.8679 342.4959 229.7063 274.7108 234.7765 291.5571 330.5696 220.7527 309.9679 223.3047 285.3296 225.0356 246.465 299.3877 235.6671 302.2003 247.3297 307.9013 246.7164 250.0784 311.6424 300.9028 303.7462 312.9728 306.6223 341.4234 256.9557 322.0016 315.1587 324.2006 317.8437 323.9568 325.7798 328.0617 346.8746 323.3945 327.8658 351.4612 355.3878 328.2999 347.8002 358.8036 277.3781 358.3811 361.7319 329.2613 358.3737 316.6654 318.8056 320.2952 324.2992 286.807 322.2398 326.3416 372.9186 324.8283 324.0174 330.9456 368.3005
52.61179 187.2716 54.45181 67.22537 55.66426 65.03076 59.00212 5 0 8.062258 65.01731 3.605551 10.44031 4.315669 5.374838 6.403124 55.14526 41.30375 17.46425 9.614803 8.544004 15 17.10263 41.18927 29.41088 20.59126 28.54431 21.58703 33.26409 37.53665 43.7526 38.19031 189.4007 49.81967 49.57822 45.27693 39.45884 41 53.15104 54.67175 51.0392 48.08846 50.77401 46.37179 55.47071 59.40539 56.60389 53.22593 54.12024 59.07622 49.36598 51.24451 51.0392 53.98045 53.15073 53.60037 66.04922 63.3637 59.3043 65.19202 71.85277 75.89466 80.95678 83.56483 85.3815 93.50535 96.54015 137.8876 229.7063 218.2183 216.86 139.7176 159.8124 165.6563 167.1077 169.0562 171.9593 175.8465 175.391 178.7652 178.4828 180.05 187.5755 189.7077 195.164 261.4288 265.4374 203.1055 280.8719 314.4586 283.1289 274 280.5281 339.0213 227.8815 271.6266 232.8626 288.237 326.8276 220.8343 306.7048 222.6432 282.2375 225.0022 244.5608 296.2735 235.8625 299.0819 245.8801 304.7518 245.4465 248.6619 308.4575 297.9471 300.8102 309.8661 303.6976 338.0221 256.186 319.0141 312.3139 321.218 315.3264 321.1744 322.9745 325.2145 343.7397 320.6696 325.0554 348.2815 352.1654 325.5608 344.6883 355.5629 277.7211 355.1788 358.5038 326.5854 355.3566 314.3915 316.5549 317.9843 322.0016 287.2251 319.982 323.9986 369.8055 322.6067 321.8497 328.7096 365.329
60.67125 190.321 62.514 75.28114 63.68772 73.06162 67.01679 3.162278 8.062258 0 73.00171 11.04536 2.828427 9.334077 6.472163 13.34166 63.07139 49.16299 10 7.490735 8.602325 8.944272 10.97725 48.27928 22.62742 17.11724 22.47468 20.22375 27.10166 31.241 37.4567 32.31873 197.1483 55.75841 55.21775 40.8534 38.0526 39.01282 57.37899 49.09175 46.06517 43.96021 46.09772 47.66175 50.53712 54.20332 51.89412 56.30275 57.42822 54.12024 48.04165 50.08992 50.35871 52.33439 53.36666 54.40588 61.58328 60.83862 59.66574 67.53518 69.05862 72.78049 77.87811 80.57096 82.2253 91.00687 94.04786 142.9475 235.9831 224.2875 222.857 136.8941 157.8132 162.9755 164.3472 166.7363 169.2483 173.1733 172.8034 176.1193 176.3362 177.7667 185.0628 187.1149 194.6587 266.0564 270.174 202.6257 285.6851 319.8835 287.8628 278.4547 285.1614 343.8884 229.9239 275.8115 235.0532 292.8345 332.1765 219.7582 311.1997 222.7667 286.435 224.1093 246.7326 300.5079 234.6008 303.3233 247.2933 309.0471 246.5624 250.0195 312.8146 301.9048 304.7334 314.086 307.6008 342.7587 256.4786 323.0248 316.0775 325.2199 318.5261 324.8292 326.6688 328.981 348.0057 324.2252 328.7583 352.6259 356.5845 329.1404 348.914 360.0139 276.2166 359.5622 362.9325 330.0561 359.4157 317.1766 319.3003 320.8317 324.8261 285.5998 322.7391 326.9 374.0313 325.3021 324.4538 331.4287 369.3078
