0 174.9917 171.7176 170.3849 167.8349 165.1086 164.6103 164.0011 160.3714 186.2512 171.8616 179.9882 158.2995 155.1374 151.3412 146.2095 145.5357 141.0148 168.0684 149.4615 157.5187 136.4945 155.3732 178.397 175.6532 152.3808 144.9676 181.3656 169.7755 147.2317 135.8002 174.2651 143.7532 139.5625 154.5175 150.487 146.1844 146.4557 121.4047 119.9734 148.1559 119.8602 145.4041 145.3285 123.5884 161.5345 113.985 145.4225 113.6243 144.9714 143.0857 141.2191 117.9887 143.6748 114.1988 146.128 114.3791 116.6294 135.8516 129.6585 143.9353 140.0375 142.8693 68.31539 134.7675 134.1868 125.2072 115.2616 101.2254 123.3986 97.95958 125.905 115.3692 112.2926 121.4902 128.9654 125.003 117.0178 120.4291 127.793 130.3422 84.19842 86.25182 105.3758 112.27 155.5575 102.8337 100.9225 169.3769 47.80124 108.0819 103.1901 50.43776 165.1607 108.1288 106.4932 81.60583 105.6405 111.4601 106.0969 101.1553 61.5753 114.6741 113.2372 114.8874 116.8258 118.4936 115.2026 125.1975 120.9257 124.5941 72.67271 125.7038 128.1996 77.26577 75.92988 121.9583 124.1618 135.437 142.6522 107.2302 123.2858 164.4538 116.1347 101.1015 117.8555 119.9511 117.9967 119.5383 127.6704 123.6432 126.7303 130.7758 150.3511 147.998 161.2228 145.9451 176.7555 155.397 170.2859 165.5674 174.8122 139.8773 164.7239 178.578 169.1449 181.3845 168.9331 171.8687 174.8936 185.5954 180.7731 183.4801 131.49 185.9054 133.7131 165.4126 186.9894 135.7251 132.6791 137.2702 138.0637 182.4719
174.9917 0 12.09339 4.609772 8.732125 9.962429 11.2361 16.8003 14.63728 70.71952 41.96725 64.70124 27.40894 29.26175 31.91177 29.26175 29.60152 34.07712 137.0204 47.20317 62.5 38.56488 61.14327 96.0026 93.70432 60.54131 49.81215 102.7533 90.18453 64.70896 55.05152 103.1177 68.0171 58.66217 81.13261 79.35049 77.429 87.34558 62.57995 64.77075 95.18535 67.83251 100.4785 95.11178 75.57943 115.4004 77.00162 105.7178 80.52484 109.9557 108.1966 106.4671 88.10363 111.3744 86.8634 114.9097 90.74423 96.86879 117.4149 113.1028 136.9279 137.8632 140.5569 112.6244 141.2595 151.6056 154.3454 189.977 180.4886 157.4206 179.7735 166.854 181.5799 181.125 189.471 193.5594 200.3877 201.1832 203.5098 212.1284 214.6654 206.9088 214.3644 247.4071 251.9945 280.3294 247.9077 249.3797 313.5109 221.0345 254.6002 252.4861 224.7893 293.1425 235.3206 257.3446 229.2166 258.353 261.9089 238.1769 258.5058 236.2589 267.08 267.5019 268.4423 269.8333 270.7951 269.7374 275.5472 251.0963 276.2902 242.9038 278.0328 279.5125 244.5511 245.9942 276.912 278.7369 287.5748 293.8874 271.616 280.8545 308.8968 280.471 260.6223 281.7202 283.4365 282.7724 284.7949 289.4655 288.0213 290.3386 293.4008 306.1236 304.2717 314.9925 308.6122 327.8586 293.5387 324.0621 321.4487 327.4771 305.6195 321.3522 330.4107 324.6633 333.1625 325.5592 327.7671 329.7503 337.2925 334.5105 336.3131 303.8277 338.8012 305.6734 303.6421 341.0268 307.7312 305.9726 310.3003 311.3282 341.5589
171.7176 12.09339 0 11.40175 16.80774 12.04159 10 25.05993 16.40122 82.20097 52.88667 75.9276 35.22783 36.23534 37.9488 26.07681 27.29469 31.69385 125.0742 54.71644 71.69379 36.12478 70.06604 106.5094 104.0829 69.06519 56.58622 113.2961 100.2247 72.62231 60.31211 113.2166 75.54254 65.06919 90.00694 87.82511 85.42833 95.42536 65.30697 67.54258 103.407 71.11962 108.4285 103.0776 80.44874 124.4046 80.27764 113.6332 84.11896 117.7964 115.8976 114.0219 92.91394 119.0966 91.06591 122.7884 95.20343 101.8728 124.4508 119.6349 144.3122 144.9569 147.8005 107.28 147.9223 158.0411 160.1101 180.3136 171.3064 163.0031 170.7374 172.4094 186.0779 185.4319 194.1456 198.5875 204.9415 205.1961 207.6632 216.4422 219.0457 208.521 215.8031 240.0104 244.387 271.5252 240.7073 242.3964 305.6087 218.4491 247.4126 245.5239 221.9031 284.3963 237.2903 250.4396 229.5125 251.58 254.9216 239.8416 252.1151 233.2381 260.1889 260.7566 261.6295 262.9624 263.8584 262.9924 268.412 253.1216 269.2527 241.0083 271.0295 272.4151 243.1008 244.1455 270.1352 271.9118 280.4728 286.6619 265.8007 274.2736 301.0491 274.5838 260.235 275.7698 277.4311 276.9206 278.9873 283.2331 282.0869 284.2996 287.2312 299.1912 297.397 307.8262 302.3532 320.3904 295.4623 316.8407 314.4296 320.1406 299.7482 314.4026 322.9876 317.5925 325.7192 318.5852 320.7133 322.5911 329.8196 327.2262 328.9411 299.0819 331.4212 300.8322 305.6522 333.7342 302.8931 301.4797 305.7164 306.811 334.7421
170.3849 4.609772 11.40175 0 5.700877 5.385165 7.071068 14.21267 10.04988 70.85901 41.48494 64.53681 24.75884 26.24881 28.56766 24.69818 25 29.47032 134.9032 44.54835 60.74537 33.95585 59.23048 95.16959 92.76988 58.41233 46.8615 101.951 89 62.28965 51.59948 101.9804 65.43095 55.60576 79.22279 77.22856 75.0733 85.04117 58.5235 60.72891 92.95698 63.90618 98.12798 92.76314 72.06941 113.5892 73.09241 103.3562 76.6942 107.5639 105.7414 103.9471 84.59905 108.9312 83.19255 112.5389 87.14672 93.43213 114.6909 110.1839 134.3577 135.1758 137.9311 108.0787 138.4088 148.6775 151.1895 186.1961 176.5537 154.2077 175.796 163.6368 178.059 177.5528 186.0013 190.192 196.8883 197.5418 199.905 208.5679 211.1232 202.7634 210.1916 243.0576 247.6792 276.2646 243.5282 244.9694 309.2412 216.4486 250.2179 248.0726 220.1931 289.061 231.2444 252.9229 224.8777 253.9144 257.4976 234.047 254.0236 231.6592 262.6554 263.0589 264.0076 265.4058 266.3761 265.2942 271.1549 247.0332 271.8842 238.3548 273.622 275.1145 240.0333 241.4484 272.472 274.3028 283.1766 289.5064 267.0805 276.391 304.6174 275.9407 256.2055 277.1949 278.9158 278.2391 280.258 284.9649 283.4943 285.8203 288.8941 301.7008 299.8416 310.601 304.113 323.512 289.463 319.678 317.0363 323.1099 301.0864 316.9306 326.0567 320.2577 328.8115 321.1405 323.3589 325.3567 332.9459 330.1348 331.9507 299.2324 334.4398 301.0814 299.5835 336.6519 303.139 301.3702 305.7 306.7263 337.119
167.8349 8.732125 16.80774 5.700877 0 6.670832 9.617692 8.514693 8.514693 65.92799 36.28361 59.43484 19.09188 20.70024 23.21518 23.71708 23.50532 27.73085 138.4996 38.9023 55.06814 32.03904 53.53737 89.71204 87.27686 52.71148 41.30981 96.5013 83.42961 56.6083 46.34143 96.41836 59.77828 50.10489 73.52721 71.52797 69.3866 79.35049 53.96758 56.14713 87.2611 59.14812 92.44305 87.07755 66.8618 107.8981 68.30813 97.67292 71.80877 101.8847 100.0712 98.28784 79.38829 103.2594 78.1313 106.8574 82.01599 88.16923 109.0802 104.6375 128.7109 129.5569 132.297 106.6888 132.8401 143.138 145.7541 187.2659 177.2834 148.8036 176.4235 158.2356 172.8656 172.4021 180.7678 184.8851 191.6781 192.4533 194.7832 203.4078 205.9478 198.3293 205.8079 242.5459 247.2903 276.6237 242.9002 244.214 308.9916 213.5474 249.5766 247.3024 217.4178 289.3722 226.6899 252.116 220.8631 253.0316 256.7343 229.5833 252.9279 228.9334 261.8331 262.1536 263.1397 264.5699 265.5772 264.387 270.4672 242.4572 271.1393 235.1521 272.8562 274.4021 236.6527 238.2249 271.5778 273.4346 282.4615 288.8594 265.6661 275.3843 304.3364 274.5583 252.4168 275.8451 277.5941 276.8366 278.831 283.7613 282.1321 284.5123 287.6542 300.8769 298.9858 309.9072 302.9129 322.9899 284.9058 319.0118 316.2539 322.5097 299.6807 316.1084 325.5065 319.5035 328.272 320.3301 322.5934 324.6514 332.4222 329.5004 331.3672 297.2583 333.86 299.153 294.9987 336.0193 301.208 299.2733 303.6445 304.6383 336.2116
165.1086 9.962429 12.04159 5.385165 6.670832 0 3 13.60147 5.09902 72.24957 42.42641 65.62012 23.32381 24.20744 25.93153 19.31321 19.64688 24.13504 131.8296 42.68749 59.94164 28.63564 58.23444 95.3428 92.82914 57.14018 44.55334 102.1421 88.76936 60.60528 48.50578 101.7693 63.50283 53.07542 78.1233 75.86336 73.40981 83.40863 54.42426 56.64804 91.40022 60.00833 96.39798 91.04944 68.7968 112.5189 69.19899 101.5997 72.91776 105.7592 103.8569 101.9804 81.30191 107.0561 79.64923 110.752 83.706 90.21675 112.4322 107.6685 132.2762 132.938 135.7719 102.6937 135.9485 146.1027 148.3012 181.3725 171.5912 151.2382 170.7959 160.6549 174.6425 174.0632 182.654 186.9866 193.4942 193.9444 196.3594 205.0826 207.6632 198.4036 205.7862 237.7604 242.4046 271.1815 238.2121 239.6351 303.9973 211.2558 244.9 242.7365 214.9651 283.9635 226.9887 247.5823 220.1931 248.5649 252.1626 229.7063 248.6544 226.4178 257.3132 257.7072 258.66 260.062 261.0369 259.9423 265.8308 242.7953 266.5521 233.2595 268.2872 269.787 235.0085 236.3606 267.1217 268.9554 277.8489 284.1887 261.6964 271.0295 299.3666 270.5573 251.3787 271.8124 273.5343 272.8553 274.8737 279.589 278.1115 280.4394 283.5162 296.3592 294.4962 305.2769 298.7375 318.2153 285.2002 314.3581 311.7002 317.8003 295.7026 311.5895 320.7554 314.9254 323.512 315.8009 318.0252 320.0312 327.6492 324.82 326.6439 293.8656 329.1337 295.711 295.346 331.3374 297.7688 296.0152 300.3406 301.3702 331.7684
164.6103 11.2361 10 7.071068 9.617692 3 0 16.49242 6.403124 75.23962 45.39824 68.593 25.94224 26.62705 28.09705 18.43909 19.10497 23.6326 128.8972 45.06908 62.6099 28.16026 60.85433 98.19496 95.66217 59.68249 46.75468 104.9952 91.5478 63.00794 50.31538 104.5466 65.81192 55.15433 80.69232 78.35337 75.80237 85.8021 55.54278 57.77543 93.81365 61.26989 98.74647 93.40771 70.45566 115.0761 70.44501 103.9351 74.24284 108.074 106.1426 104.2353 82.92768 109.3435 81.12336 113.0708 85.24072 91.8807 114.56 109.6836 134.4693 135.0648 137.9311 101.5923 137.9746 148.0709 150.1108 179.134 169.4832 153.0033 168.7283 162.41 176.1391 175.5135 184.1915 188.6081 195 195.3188 197.7675 206.5282 209.1244 199.1808 206.5192 236.1715 240.7592 269.2121 236.677 238.1596 302.2837 210.9502 243.3701 241.2675 214.581 282.0129 227.8541 246.13 220.6354 247.1487 250.6891 230.4951 247.3419 226 255.8669 256.3006 257.2353 258.6218 259.579 258.5363 264.3199 243.6736 265.0679 233.1373 266.8127 268.2872 235.0021 236.2509 265.7085 267.5294 276.3494 282.6568 260.5417 269.6702 297.6672 269.3849 251.6471 270.6234 272.3307 271.6928 273.7235 278.3253 276.9278 279.228 282.2702 294.9091 293.0614 303.7647 297.4698 316.6228 286.0514 312.8322 310.2289 316.2436 294.5386 310.1371 319.1755 313.4406 321.927 314.3425 316.5454 318.5232 326.0567 323.2785 325.0788 293.0017 327.5668 294.822 296.2182 329.7946 296.8809 295.2186 299.5205 300.5678 330.3547
164.0011 16.8003 25.05993 14.21267 8.514693 13.60147 16.49242 0 12.04159 59.03389 29.06888 52.23983 10.63015 12.52996 15.49552 24.41311 23.43075 26.87936 143.8612 30.45032 46.64762 30.61046 45.06939 81.74503 79.24172 44.20407 33.01515 88.54377 75.23962 48.10405 38.55862 88.23831 51.30831 41.88078 65.04806 63.01785 60.87693 70.83784 47.38143 49.49747 78.74643 52.17279 83.9344 78.56844 59.09315 99.43088 61.24133 89.16558 64.56005 93.38094 91.57647 89.80535 71.58911 94.76286 70.5762 98.35141 74.34078 80.27492 100.6578 96.30421 120.2414 121.1218 123.8426 104.8094 124.4709 134.8073 137.5691 188.8306 178.3607 140.6627 177.3506 150.0966 165.0242 164.6238 172.8656 176.8757 183.807 184.7596 187.0401 195.6065 198.1237 191.6064 199.1563 241.6795 246.6029 277.0278 241.8595 242.9815 308.4636 209.122 248.5096 246.0447 213.1783 289.6951 219.7732 250.7987 214.7557 251.5999 255.478 222.8004 251.1772 224.7576 260.4839 260.6799 261.7212 263.1981 264.2598 262.9087 269.3121 235.5025 269.8981 230.2542 271.5824 273.2069 231.4865 233.2936 270.1129 272.0074 281.2561 287.7511 263.4274 273.7481 303.7646 272.3605 246.6298 273.6951 275.485 274.607 276.5632 281.8244 279.9589 282.4186 285.6602 299.4959 297.5584 308.7151 300.9683 322.0466 277.966 317.8553 314.9254 321.4498 297.4307 314.7205 324.5196 318.2153 327.2996 318.9575 321.2865 323.4331 331.471 328.3854 330.3275 294.1598 332.8243 296.1216 288.0161 334.9037 298.1715 295.9899 300.4205 301.3652 334.6853
160.3714 14.63728 16.40122 10.04988 8.514693 5.09902 6.403124 12.04159 0 71.00704 41.01219 64.12488 20.24846 20.59126 21.81233 15.26434 15.23155 19.60867 131.8627 38.92157 56.85948 24.04163 55.01136 92.92605 90.32303 53.7122 40.45986 99.72462 86.03488 56.85948 43.91229 99.0202 59.57692 48.79549 74.74122 72.29281 69.63476 79.6304 49.39636 51.62364 87.65843 55.03635 92.52971 87.20092 64.07027 109.0894 64.22227 97.70619 67.97794 101.8283 99.87617 97.94897 76.55064 103.0776 74.79305 106.827 78.88949 85.49598 108.2081 103.2981 128.1444 128.7109 131.5903 98.48858 131.5903 141.6757 143.7089 178.8687 168.8161 146.6049 167.9412 156.0128 169.8058 169.1981 177.844 182.2361 188.6637 189.0373 191.4706 200.2154 202.8053 193.3132 200.6919 234.094 238.8179 268.1135 234.4717 235.8156 300.502 206.4001 241.1514 238.9079 210.1523 280.8598 221.9103 243.7314 215.1023 244.6681 248.3385 224.6175 244.6324 221.6236 253.4531 253.7972 254.7724 256.1938 257.1911 256.0312 262.0534 237.7192 262.7394 228.3156 264.4617 265.9944 230.0196 231.4113 263.2185 265.0679 274.0547 280.4369 257.4976 267.0599 295.8506 266.3761 246.3133 267.649 269.3863 268.6634 270.6687 275.5068 273.9416 276.2992 279.4139 292.4989 290.6166 301.4963 294.6579 314.5425 280.12 310.5946 307.8652 314.078 291.5099 307.7304 317.0647 311.1077 319.8281 311.9491 314.2006 316.2436 323.9753 321.0763 322.9323 289.3873 325.4243 291.2542 290.2693 327.595 293.3108 291.4807 295.8251 296.84 327.8586
186.2512 70.71952 82.20097 70.85901 65.92799 72.24957 75.23962 59.03389 71.00704 0 30 7.615773 52.34501 53.75872 55.46571 79.9062 78.08969 79.45124 202.0751 43.84315 29.06888 81.0432 31.48412 30.30264 29.41513 34.65545 47.16991 36.06938 29.73214 39.20459 54.99354 39.66106 42.50893 48.83646 35.42951 38.20013 41.4367 45.39824 69.52697 70.0928 49.0102 68.593 54.78176 51.0098 62.68174 58.43372 72.70832 58.86 72.67049 62.64982 62.33979 62.1289 69.35416 64.62971 72.47068 66.28725 73.13672 73.44428 74.33034 74.50168 88.32327 91.07415 92.44458 142.2744 96.88137 107.4895 114.1983 237.1919 225.1212 118.0889 223.5604 126.7517 146.6697 147.411 152.8807 154.5574 163.7681 167.7333 169.071 176.2126 178.2134 187.2966 195.2751 278.6144 284.3449 319.4851 277.9011 278.0018 346.1193 225.0356 284.2886 280.8719 230.3259 331.6433 211.8973 285.2175 215.9282 285.3883 290.1345 216.3909 283.219 241.969 294.5527 294.0697 295.393 297.0964 298.433 296.233 304.2663 226.583 304.3846 241.6982 305.866 307.8847 240.6595 244.3628 303.3842 305.4521 315.7531 322.6698 292.4055 306.0082 341.2547 301.4088 249.7624 303.0017 305 303.4238 305.1156 312.2339 309.0146 311.901 315.673 332.7714 330.6055 342.8965 331.0253 357.3975 267.9907 352.115 348.2829 356.1867 325.7299 347.7528 359.6109 351.7528 362.4362 352.0202 354.683 357.2898 366.6742 362.7451 365.0702 317.1577 367.5609 319.5262 277.2819 369.1863 321.5062 317.7184 322.4694 323.0666 366.6964
