0 175.3354 167.8427 147.1879 151.2595 148.4249 148.6647 140.1779 69.84293 122.577 113.1864 99.27965 96.00392 78.4366 80.26632 87.11421 91.09089 96.08003 120.9048 86.41905 88.2101 72.41376 76.61465 81.47344 79.04882 108.7547 152.1239 155.2841 46.38275 144.5522 48.60459 109.8063 82.60215 107.5864 59.5265 122.3346 71.63964 76.60213 74.89587 160.8626 100.9927 124.448 117.619 115.822 156.1791 166.1328
175.3354 0 145.6031 59.97366 89.44971 88.09228 96.57251 115.9726 112.712 144.7406 194.4891 184.406 183.5109 203.4035 206.2062 212.8685 216.1481 220.0954 252.7849 200.4445 208.0155 232.5167 234.9175 237.5889 236.5571 253.8858 283.5882 289.2654 217.9931 288.9212 222.009 228.5362 223.7253 231.6139 233.5744 244.2472 239.207 240.4683 242.2508 310.9823 255.6252 296.1509 290.0621 289.7363 286.7124 296.7427
167.8427 145.6031 0 179.5287 207.2565 204.4448 211.3685 221.3454 112.4342 231.8768 92.75788 94.12793 96.0554 130.8637 132.5728 134.8537 135.6174 136.491 161.6736 243.0454 247.6451 177.1927 176.5428 175.6941 176.6302 174.5615 183.2508 189.7506 211.0031 199.0121 210.6919 271.0162 248.7211 270.4478 218.6536 285.4953 236.9219 243.2316 240.0758 222.4266 268.7036 243.1513 240.1899 268.29 322.7339 332.9039
147.1879 59.97366 179.5287 0 30.68697 28.78003 37.20067 55.99899 103.4835 86.07195 201.6156 188.7252 186.8713 196.9239 199.7154 207.1546 211.0015 215.6832 247.8053 149.8 157.7041 214.7711 218.1226 221.9161 220.2006 243.7048 280.1861 285.0724 182.9914 280.3575 188.1851 176.1153 176.8238 180.0251 199.8505 191.3895 200.3139 199.6894 203.0542 300.3312 210.309 271.6284 264.743 253.8554 233.56 243.2589
151.2595 89.44971 207.2565 30.68697 0 3.162278 7.615773 29.09893 120.6534 63.59545 220.7402 207.0953 204.9158 210.4715 213.1766 220.7651 224.7693 229.6655 260.8342 136.0083 143.9798 222.2273 225.9956 230.2808 228.251 254.3467 293.3908 297.8415 180.9786 291.1312 186.8027 159.694 165.7264 164.3814 198.1698 174.1849 194.9853 192.967 197.4274 309.7867 199.7223 274.0707 266.8394 249.4635 215.4137 224.6609
148.4249 88.09228 204.4448 28.78003 3.162278 0 8.485281 29.1857 117.4915 63.0053 217.5804 203.9333 201.7536 207.353 210.0601 217.6471 221.6489 226.5419 257.7336 134.4814 142.459 219.2891 223.0426 227.3109 225.292 251.3071 290.29 294.7511 178.5112 288.0939 184.2993 158.5001 163.9703 163.102 195.6943 173.1026 192.7648 190.854 195.2317 306.7951 197.952 271.3856 264.1709 247.2076 214.4843 223.7957
148.6647 96.57251 211.3685 37.20067 7.615773 8.485281 0 21.54542 121.6316 56.35306 221.8 207.9683 205.7 209.9839 212.6576 220.264 224.2995 229.2406 260.0821 129.7815 137.7366 220.1493 224.0089 228.4037 226.3018 252.9847 292.6274 296.9549 176.8735 289.7342 182.8121 152.9774 159.8757 157.7728 194.0779 167.3293 190.148 187.8597 192.5239 308.0266 193.8788 270.7048 263.4089 244.6929 208.3853 217.5695
140.1779 115.9726 221.3454 55.99899 29.09893 29.1857 21.54542 0 123.7603 35.40342 223.0116 208.744 206.241 206.8961 209.4623 217.0687 221.1669 226.2049 255.9633 111.1338 119.0038 212.5109 216.6049 221.2826 218.99 247.1843 288.3457 292.312 163.8235 283.6866 170.0428 132.9746 142.096 138.0251 180.9576 146.9699 174.9868 171.9703 177.17 300.9062 175.9954 259.2613 251.8123 229.5107 187.6062 196.6571
69.84293 112.712 112.4342 103.4835 120.6534 117.4915 121.6316 123.7603 0 124.844 100.1699 86.44202 84.28671 94.26028 97.08244 104.3504 108.074 112.6144 145.0752 131.6435 136.8377 119.8047 122.2385 125.03 123.9163 143.0874 177.2191 182.3142 116.1077 179.1527 118.423 160.3034 141.5238 160.4151 129.1395 175.3416 140.8119 144.8068 144.0626 200.2987 166.6741 184.1632 178.3704 185.1169 214.5951 224.9361
122.577 144.7406 231.8768 86.07195 63.59545 63.0053 56.35306 35.40342 124.844 0 218.9591 204.2861 201.4565 196.1522 198.4859 205.9313 210.0497 215.1488 242.6743 77.62694 85.29268 194.2806 198.6767 203.7257 201.1678 231.3312 274.3958 277.7466 137.914 266.9951 144.4521 97.86864 109.4074 103.1065 154.6199 111.6448 145.6419 141.6 147.5148 282.3752 142.9121 234.5243 226.9142 199.6255 152.2086 161.2931
