0 168.9852 141.2398 150.1062 140.0925 155.2774 153.4163 142.3126 71.8793 113.0665 99.27298 95.9915 86.78737 88.36568 107.0187 150.5418 159.7938 44.50887 46.54375 159.9917 109.7317 82.06426 107.3745 57.37191 122.0569 69.92173 75.06971 73.17488 158.8546 82.42422 99.74994 103.9522 89.26777 166.6211 180.9126 155.4604 125.2359 165.3714 126.2976
168.9852 0 156.8481 179.1275 158.5017 195.8986 205.7659 221.7023 112.4342 92.75788 94.12793 96.0554 243.0454 247.6451 174.5615 183.2508 212.5539 211.0031 210.6919 195.8372 271.0162 248.7211 270.4478 218.6536 285.4953 236.9219 243.2316 240.0758 222.4266 238.893 268.7036 258.7744 243.6585 234.9695 246.8708 322.7339 290.422 332.9039 270.2377
141.2398 156.8481 0 22.28914 2.5 39.32239 50.6044 74.49111 86.9382 182.4644 170.0886 168.4399 154.6456 162.3125 229.4586 264.1137 283.3534 178.301 182.9433 276.306 182.4586 179.0342 185.6913 194.6413 198.121 197.7833 198.2076 200.7045 286.5181 220.1188 211.5999 240.8988 227.4547 296.6151 311.0792 240.5801 249.4139 250.5694 266.106
150.1062 179.1275 22.28914 0 20.66935 17.2884 29.68164 57.32197 103.6431 201.6446 188.7882 186.9478 150.667 158.5687 244.023 280.4152 298.2813 183.6543 188.833 292.3414 177.0061 177.6501 180.9076 200.5016 192.286 201.0387 200.4401 203.784 300.6757 225.6502 211.1219 245.811 233.0914 310.3183 324.817 234.462 250.4062 244.1642 272.2646
140.0925 158.5017 2.5 20.66935 0 37.48333 48.49971 72.06083 86.83317 182.9371 170.451 168.7609 152.4533 160.1371 229.107 264.0494 283.0715 176.8191 181.5158 276.1997 180.2015 177.0113 183.4693 193.2175 195.8501 196.1224 196.4612 199.0299 286.1209 218.6749 209.6527 239.4039 226.0239 296.1541 310.626 238.3052 247.5876 248.2826 264.739
155.2774 195.8986 39.32239 17.2884 37.48333 0 13.48662 43.87748 115.4513 214.7859 201.5421 199.5401 145.8801 153.857 253.0316 290.7843 307.4252 185.7148 191.2616 302.4504 170.7606 174.5451 175.1399 202.8053 185.6086 201.3082 199.92 203.894 309.1611 227.512 208.4161 247.0657 234.9884 318.3964 332.8881 227.2882 248.5836 236.724 274.3671
153.4163 205.7659 50.6044 29.68164 48.49971 13.48662 0 31.02252 119.7451 219.7898 206.1844 204.0232 136.9071 144.8823 253.9099 292.8152 308.2915 181.2343 187.0264 304.2129 160.7643 166.4949 165.4103 198.4185 175.3081 195.4419 193.5025 197.9028 309.4363 222.6934 200.4831 241.7374 230.1691 318.2962 332.7552 216.6061 241.1106 225.8808 269.5831
142.3126 221.7023 74.49111 57.32197 72.06083 43.87748 31.02252 0 124.0149 223.2365 208.9626 206.4558 110.9035 118.7692 247.2744 288.4641 301.1599 163.7547 169.9804 299.1555 132.6879 141.892 137.7489 180.8849 146.6662 174.8594 171.8222 177.0369 300.9653 203.9737 175.7849 221.8051 211.3761 308.9277 323.2252 187.2803 217.0046 196.3237 250.5528
71.8793 112.4342 86.9382 103.6431 86.83317 115.4513 119.7451 124.0149 0 100.1699 86.44202 84.28671 131.6435 136.8377 143.0874 177.2191 196.6483 116.1077 118.423 189.3733 160.3034 141.5238 160.4151 129.1395 175.3416 140.8119 144.8068 144.0626 200.2987 153.8333 166.6741 175.3727 160.416 210.7635 225.1544 214.5951 196.2507 224.9361 195.8527
113.0665 92.75788 182.4644 201.6446 182.9371 214.7859 219.7898 223.2365 100.1699 0 14.72715 17.75528 199.4492 201.3944 82.02439 94.15207 121.7592 144.4611 141.7674 107.1226 222.6995 193.6311 220.0659 146.3728 234.5009 168.5052 176.5814 171.2577 130.6643 161.2669 204.155 178.6311 164.4545 143.1022 155.6101 264.8345 216.2994 274.2066 184.721
