0 172.8859 175.0788 172.2445 138.9866 138.7676 142.7796 173.7322 152.3872 150.215 154.9593 139.2269 121.3891 154.3703 151.5579 144.3058 109.7253 75.34502 115.224 101.5651 98.27961 80.10165 85.30571 92.79682 91.83961 70.00522 78.10273 88.06743 104.178 72.47968 107.2555 80.54127 96.53579 111.4357 68.0379 91.85906 81.57474 99.10671 85.09112 86.39937 106.6918 98.95408 41.0089 71.08741 76.9773 43.08134 82.18195 107.4787 79.34481 85.02053 104.9712 53.96753 87.43103 119.5767 66.43768 105.6117 71.64188 69.68998 106.0235 98.82076 157.8686 96.46345 108.2075 121.4482 120.4327 118.1768 109.9648 118.078 113.5703 126.4196 152.5496 162.4227 123.6053 119.2446
172.8859 0 16.53028 125.2162 34.20526 34.78505 53.89192 98.89894 70.35002 71.63177 90.44335 70.0928 54.45181 100.5273 108.2312 124.1512 107.0989 101.1929 176.8672 167.4442 166.7581 194.7332 202.3376 208.5857 209.6783 200.4426 205.6526 210.8388 221.452 205.3534 224.0201 210.1166 219.3855 228.0022 205.7183 218.3598 215.3346 227.7633 201.2411 208.5231 239.4535 238.6483 211.6058 227.1057 229.7869 215.1279 235.5674 230.0147 222.2724 240.1604 232.5618 226.4972 243.8463 245.8469 234.0342 258.5653 236.053 237.1637 261.4025 259.0483 296.2667 253.0538 270.0241 279.9464 280.154 279.6587 276.067 283.8721 279.5461 289.051 288.1848 298.376 294.9458 290.4978
175.0788 16.53028 0 141.1344 40.9176 42.19301 44.21382 83.67945 57.28547 58.88147 76.85864 59.42432 53.84468 87.0634 95.12229 111.9283 99.14018 106.6642 188.6008 178.4353 177.519 203.3009 211.0006 217.5575 218.5206 207.9243 213.5632 219.3154 230.6756 212.7963 233.3501 217.9983 228.1014 237.4453 212.7469 226.7427 223.005 236.2005 196.225 203.7394 247.7827 246.3153 212.5 232.8095 235.9158 216.4515 241.7338 224.491 219.0576 246.1915 227.4516 227.9962 249.7724 240.2399 233.9001 265.125 235.2812 236.9584 267.6911 264.6361 304.8803 250.7638 275.4691 285.9934 286.0184 285.2389 280.7726 288.6895 284.2996 294.5051 282.698 292.7695 298.2218 290.9351
172.2445 125.2162 141.1344 0 113.016 111.0176 156.9992 212.2944 178.7057 178.6587 197.3297 170.5519 131.4221 205.4629 210.4757 219.859 185.9813 112.4342 92.75788 94.12793 96.0554 136.5411 141.4501 143.5415 145.5712 150.4176 150.6812 149.7541 151.6528 154.5117 152.8202 154.4183 154.4906 155.1275 158.3416 156.6 160.3835 163.8212 243.0454 247.6451 174.5615 179.5554 211.0031 186.3873 185.0899 210.6919 189.5563 271.0162 248.7211 194.5031 270.4478 218.6536 198.4625 285.4953 236.9219 205.8336 243.2316 240.0758 210.5177 214.1871 222.4266 268.7036 224.8736 228.7489 230.4091 232.2603 236.0857 242.0875 238.769 241.6171 322.7339 332.9039 264.0531 281.7543
138.9866 34.20526 40.9176 113.016 0 2 44.34137 99.32271 65.90239 66.03871 85.14693 59.13544 26.40076 93.96186 99.95999 112.2937 86.11801 67.06713 148.8086 138.1143 137.0666 162.41 170.1014 176.6409 177.6091 167.2969 172.8034 178.4405 189.7604 172.1859 192.4396 177.2484 187.2004 196.5426 172.3079 185.8844 182.3211 195.3359 173.078 179.9947 206.9396 205.6429 178.1376 193.1554 195.9796 181.4663 201.7771 202.2846 191.8463 206.3226 204.267 192.7511 209.9738 218.1189 201.0622 224.9489 203.4822 204.2269 227.6714 225.0778 264.0022 221.6106 236.0191 246.13 246.2747 245.6929 241.9194 249.7422 245.4058 255.0539 260.0688 270.3724 260.7623 257.1245
138.7676 34.78505 42.19301 111.0176 2 0 46.30701 101.3163 67.88317 68.00817 87.09765 61.03278 27.65863 95.88399 101.843 114.071 87.55421 66.40783 147.2005 136.5951 135.5775 161.2359 168.9157 175.4138 176.4001 166.2776 171.7236 177.2823 188.502 171.1724 191.1675 176.1732 186.0108 195.2562 171.3534 184.7404 181.276 194.1858 173.8505 180.7251 205.8057 204.5996 178.0702 192.3876 195.1512 181.3339 200.9428 203.0849 192.346 205.5067 205.0098 192.585 209.1722 218.9125 201.1219 224.058 203.6296 204.294 226.8177 224.3212 262.836 221.9533 235.2807 245.308 245.4776 244.9347 241.282 249.0879 244.7611 254.3118 260.8101 271.1222 260.3171 257.07
142.7796 53.89192 44.21382 156.9992 44.34137 46.30701 0 55.45574 21.72264 21.70732 40.86311 16.37828 30.30561 49.98301 56.59403 70.96197 55.02739 86.10128 181.904 169.4727 167.8036 185.7757 193.5384 200.8382 201.3912 187.2001 193.8769 201.0949 214.3995 191.8398 217.3378 198.12 210.3693 221.6904 190.6801 208.0753 202.4232 217.4818 153.2899 160.9548 228.5241 225.2414 177.0066 206.9529 211.0407 181.661 216.8451 181.1137 177.67 220.8917 184.3398 193.3599 224.1567 196.7792 196.4549 240.8364 196.8661 199.3738 242.6888 237.9847 285.566 210.2383 248.3382 260.1586 259.7449 258.3033 251.9002 259.976 255.4931 267.1701 239.239 249.2313 266.1819 253.9232
173.7322 98.89894 83.67945 212.2944 99.32271 101.3163 55.45574 0 33.77314 34.19714 19.41649 44.38468 84.0119 20.22855 26.4764 43.91287 64.54254 133.8245 233.1545 219.9255 217.9249 230.5515 238.1439 245.815 246.0447 229.3147 236.6812 244.9041 259.3877 233.6001 262.4576 240.6367 254.3325 266.9082 231.4584 251.3404 244.2007 260.4722 155.541 163.5026 270.8007 265.9662 200.3397 243.2612 248.3163 206.0898 253.9311 178.752 185.44 257.4024 183.5756 217.5132 260.2153 193.0292 214.6742 277.937 212.7205 217.135 278.9538 272.4427 326.7246 219.4408 281.9397 295.0542 294.1262 291.9075 283.1431 291.2345 286.7351 300.0708 233.9102 243.0046 292.3696 271.0166
152.3872 70.35002 57.28547 178.7057 65.90239 67.88317 21.72264 33.77314 0 2.429563 20.25154 13.43968 50.63225 30.20086 37.9358 54.7545 51.32641 103.3302 201.2936 188.4463 186.6096 202.051 209.7573 217.2513 217.6548 202.2366 209.2573 216.9646 230.852 206.7296 233.8581 213.3814 226.3363 238.2659 205.1125 223.7133 217.3583 233.0195 150.7519 158.6505 243.7645 239.7679 183.5664 219.4234 223.9623 188.7356 229.7044 177.1236 177.6897 233.5094 181.0128 200.4062 236.5853 192.4128 200.9928 253.7856 200.4136 203.7418 255.2736 249.7561 300.4273 211.1483 259.7703 272.195 271.555 269.7696 262.3178 270.4288 265.9232 278.3579 234.5981 244.3064 274.4825 258.3517
150.215 71.63177 58.88147 178.6587 66.03871 68.00817 21.70732 34.19714 2.429563 0 19.43651 11.60938 49.88097 29.12776 36.60297 53.05597 48.89779 101.8779 200.1294 187.2046 185.3376 200.4032 208.1 215.6149 216.0003 200.4521 207.5061 215.2644 229.2163 204.9287 232.23 211.6163 224.6444 236.6434 203.2677 221.9852 215.5584 231.2779 148.3367 156.2334 241.9885 237.9218 181.2478 217.4092 221.9815 186.4344 227.7172 174.737 175.2601 231.5026 178.6135 198.1013 234.5637 190.0371 198.613 251.7997 198.0137 201.3578 253.2595 247.6848 298.6016 208.72 257.6744 270.1378 269.4823 267.6741 260.1591 268.2709 263.7646 276.2431 232.2346 241.9518 272.2158 255.9638
