0 8.634182 11.00901 25.22114 109.927 67.22518 49.74818 51.41126 67.57863 64.97597 67.11994 69.65901 88.84437 98.56678 112.1012 184.0634 101.6437 122.818 120.4053 157.0823 140.5056 136.5885 128.3637 129.9232 139.4968 131.6318 146.7107 150.662 145.0135 141.0179 168.1833 159.8578 159.4904 190.9056 216.7763 222.6361 236.3492 225.6463 225.617 228.9435 210.98 230.2828 218.0127 233.0858 234.8514 260.3713 270.59 215.5466 218.5991 273.3011 240.0775 230.2314 225.0439 242.2391 229.7168 255.9252 238.9026 241.5558 242.0887 296.1682 302.2218 291.1016 259.9834 297.9331 285.1274 308.2999 293.1025 292.9763 296.5124
8.634182 0 3.605551 25.43338 103.5758 74.79812 56.81085 56.975 74.28328 70.87469 73.28455 75.85018 96.16685 105.7405 118.8603 187.2253 104.2353 130.2075 127.2635 164.8962 148.1427 144.1501 135.4926 136.9738 147.0242 138.8137 154.3521 158.418 152.0546 148.0089 165.7015 158.0102 157.8171 189.9199 215.268 221 234.7717 224.1456 224.3212 228.0137 217.0829 229.5209 224.0059 232.5618 234.3608 258.5839 269.3227 219.1849 222.0203 271.5479 246.2738 235.5801 228.64 248.2781 233.0021 262.1117 242.9094 245.8373 246.1153 294.5462 300.6573 290.2326 264.857 303.9872 288.3099 314.3823 297.1397 296.1081 299.6278
11.00901 3.605551 0 22.97248 100.0667 75.23795 56.93686 56.22661 74.10685 70.23927 72.78822 75.3608 96.36681 105.8162 118.635 185.2033 102.0784 130.4186 127.0945 165.4478 148.5438 144.4896 135.5037 136.9278 147.3333 138.8605 154.7532 158.919 151.9905 147.9126 162.2652 154.6703 154.5065 186.7277 211.9736 217.6829 231.4625 220.8512 221.0633 224.8249 216.3932 226.3657 223.2515 229.4559 231.2618 255.2373 266.0642 217.3315 220.0818 268.2056 245.6285 234.4803 226.767 247.5419 231.0087 261.4566 241.197 244.2396 244.4102 291.2235 297.3438 287.0477 263.519 303.2469 286.2644 313.6563 295.4268 294.0425 297.5556
25.22114 25.43338 22.97248 0 92.20843 62.32832 43.32274 38.00096 57.8974 51.95108 55.06022 57.58577 81.44987 90.07066 101.2714 162.3835 79.1746 115.001 109.8948 151.4575 133.9073 129.5745 119.0564 120.1992 132.2364 122.5514 140.0613 144.7134 135.0569 130.862 143.3853 134.772 134.3527 165.6859 191.5884 197.4709 211.1704 200.4559 200.4031 203.7282 196.6761 205.0842 203.2984 207.9296 209.703 235.2345 245.3725 194.6973 197.3411 248.1539 226.0132 213.4369 204.1039 227.6101 208.2074 241.7823 218.7657 222.0098 221.9897 270.9907 277.034 265.8941 241.832 283.2341 263.41 293.681 272.9785 271.1715 274.6793
109.927 103.5758 100.0667 92.20843 0 145.9009 129.0341 117.5914 136.4349 126.9856 130.7221 132.4723 158.6959 164.1295 168.927 177.6338 112.4342 186.9254 176.9121 224.251 206.2405 201.5077 187.4649 187.5568 203.4322 191.0226 211.7593 217.3904 200.1204 195.9348 92.75788 94.12793 96.0554 129.9277 146.2046 150.0067 163.2027 154.2991 156.6533 163.9706 243.0454 167.1785 247.6451 172.5624 174.5615 183.2508 198.5873 211.0031 210.6919 195.8372 271.0162 248.7211 218.7898 270.4478 218.6536 285.4953 236.9219 243.2316 240.0758 219.025 225.4323 222.4266 268.7036 322.6289 267.6983 332.9039 287.1322 274.3026 277.3765
67.22518 74.79812 75.23795 62.32832 145.9009 0 19.02583 28.31003 12.78656 22.15863 19.32145 19.41828 21.99835 32.06186 47.0794 138.7729 71.33603 55.66178 54.71885 90.23291 73.34462 69.37323 61.671 63.43468 72.27274 64.79547 79.55411 83.68253 78.45208 74.62015 167.285 154.7569 153.0596 176.373 204.7106 211.2627 223.8378 213.0489 211.4114 211.7146 147.2628 211.6865 154.7038 212.5213 213.9483 248.5099 254.268 165.6545 170.0415 260.7018 175.7715 169.8589 175.1319 178.5457 181.7071 191.5725 186.0248 186.9533 189.0186 281.8096 287.2392 271.0392 201.719 233.9002 236.4717 244.1238 239.1014 244.5014 248.0803
49.74818 56.81085 56.93686 43.32274 129.0341 19.02583 0 13.81454 18.16445 19.16377 19.63451 21.83397 39.43393 48.92973 62.40486 144.2335 68.73965 73.48337 70.6645 108.9247 91.75632 87.62832 78.69067 80.20421 90.44228 82.00339 97.95978 102.2948 95.29275 91.27987 158.4365 146.8254 145.465 171.4987 199.442 205.8584 218.8788 208.0178 206.8384 208.053 161.8584 208.4434 169.0512 209.8971 211.443 243.5533 250.6641 173.3219 177.1679 256.0405 190.7926 182.5426 182.8712 193.1713 188.6826 206.6395 195.1251 196.8404 198.2191 277.7861 283.4283 268.6735 213.4023 248.7926 243.9888 259.114 248.8978 251.9751 255.5496
51.41126 56.975 56.22661 38.00096 117.5914 28.31003 13.81454 0 20.42664 14.10666 17.06337 19.60096 44.19844 52.29927 63.30967 135.4878 56.93906 77.20788 71.9194 114.0527 96.30823 91.88993 81.06341 82.19841 94.48215 84.56651 102.4176 107.2437 97.07035 92.88468 144.6505 133.122 131.8024 158.297 186.1167 192.4989 205.6006 194.7343 193.6596 195.102 160.1682 195.6074 167.0485 197.2412 198.8211 230.2558 237.6814 165.7654 169.2361 242.7981 189.4029 178.8285 175.31 191.3309 180.5959 205.2301 188.4441 190.7311 191.5958 264.6768 270.3674 256.0234 208.657 247.0388 236.0469 257.4424 242.5267 243.9834 247.5458
67.57863 74.28328 74.10685 57.8974 136.4349 12.78656 18.16445 20.42664 0 9.958548 6.661532 6.679503 23.77443 32.19131 44.57906 128.7401 58.70813 57.11339 52.9934 93.70197 76.04093 71.68231 61.53442 62.87165 74.33925 64.95706 82.18099 86.91484 77.90909 73.81334 154.6 142.0076 140.294 163.658 191.9769 198.522 211.1311 200.3339 198.7343 199.1372 143.7126 199.1651 150.8916 200.0949 201.5424 235.8091 241.7138 156.788 160.8863 248.0295 172.6787 164.481 166.3172 175.0218 172.4865 188.527 178.0268 179.4647 181.0861 269.2101 274.6671 258.6828 195.5354 230.6555 227.588 240.9847 231.5858 235.5992 239.1779
64.97597 70.87469 70.23927 51.95108 126.9856 22.15863 19.16377 14.10666 9.958548 0 3.743513 5.871305 32.05128 39.15505 49.32702 125.0751 51.01852 63.87923 57.9588 101.0834 83.17735 78.66684 67.29392 68.33861 81.15965 70.82941 89.21669 94.22565 83.12964 78.9241 145.2064 132.8073 131.1747 155.3594 183.5752 190.0824 202.8403 192.0134 190.562 191.2768 146.2084 191.4541 153.1451 192.6124 194.1054 227.5318 233.8929 154.3477 158.1146 239.853 175.4105 165.374 163.8998 177.4088 169.6051 191.2449 176.4244 178.3645 179.5406 261.2538 266.7852 251.3169 195.6139 233.1175 224.9496 243.5094 230.3343 232.9275 236.5002
