0 107.1336 135.1944 120.025 112.4342 126.321 145.8672 175.2517 93.35612 187.3593 105.8682 107.7806 95.78456 125.1034 93.74088 97.36795 160.4638 120.788 106.6124 123.4782 92.75788 185.2473 123.6492 94.12793 103.3477 96.0554 104.6212 124.9128 115.8065 118.2652 124.3964 124.9298 126.4325 127.633 128.9949 130.8637 129.7951 130.0549 132.8202 167.1641 243.0454 247.6451 180.3096 211.0031 210.6919 227.9507 271.0162 248.7211 235.897 270.4478 252.0025 218.6536 251.989 285.4953 250.7042 236.9219 243.2316 240.0758 223.0874 218.6929 222.4266 219.4877 268.7036 224.1113 223.8798 223.666 266.8285 264.0758 285.2868 272.0447 242.5801 286.6126 254.0903 256.3175 322.7339 261.4215 259.2146 332.9039 298.6646 301.5394 304.1051 269.6706 309.7918 307.7069 306.6787 314.3707
107.1336 0 39.14777 23.73532 14.11561 28.10915 49.84314 74.53616 22.54619 92.19172 9.266667 9.632791 26.30126 18.46557 33.52542 27.96818 58.37443 14.08235 21.28266 18.28912 86.48917 84.76003 19.75505 72.57947 81.17126 70.34758 62.54064 96.16407 72.35743 71.06594 73.14374 76.59513 80.56261 77.11697 85.55693 80.59854 88.12561 92.16902 84.13924 101.9081 135.9489 140.5159 110.1577 112.1251 113.6912 125.0406 163.9026 142.7064 132.6164 163.4523 150.9493 123.8322 148.0037 178.4869 160.4908 137.5405 142.3276 140.7964 147.0355 153.4471 187.2123 155.0996 165.6506 156.7974 157.453 158.1311 165.704 164.7668 181.3951 171.4703 172.4275 183.106 163.1803 165.2683 216.4895 170.0076 181.1298 226.754 197.6247 199.9285 202.6846 187.795 207.843 206.2298 205.4476 211.7182
135.1944 39.14777 0 16.51834 26.36792 11.05785 11.20481 79.3277 61.66396 54.29632 47.49213 46.92052 65.33828 26.72714 72.54499 66.80075 26.16234 35.84882 58.32543 40.19185 125.5371 50.0644 42.97164 111.452 119.5574 109.084 100.293 132.7819 108.7826 106.9374 107.8578 111.5299 115.5609 111.48 120.5186 114.5799 123.187 127.5848 118.0778 128.3993 114.2058 120.3039 133.5745 113.9392 117.6089 119.644 143.4889 129.0842 125.996 144.5005 146.7605 129.0806 139.114 159.0461 167.1387 136.4809 138.8816 139.6364 164.1003 175.3648 217.4426 177.2795 157.6104 177.5723 178.5867 179.6177 160.6338 162.136 171.2414 166.8843 190.9166 173.5878 169.0869 170.9345 199.8961 175.0964 194.9199 210.2726 191.3731 192.8101 195.7436 198.9407 199.9938 199.0982 198.6791 202.7065
120.025 23.73532 16.51834 0 10.04988 6.296825 27.71102 79.53648 45.89118 70.79901 32.69557 32.49786 50 17.79101 57.22053 51.70348 40.44551 24.80323 44.29447 30.23243 110.1136 65.79514 33.01515 96.29411 104.8879 94.08108 86.09349 119.3863 95.44763 93.91619 95.47358 99.04544 103.0594 99.30005 108.0567 102.6158 110.6797 114.8926 106.1535 120.1475 125.8769 131.4459 126.7636 116.1551 119 124.913 154.8602 137.7534 131.8365 155.3319 151.8126 130.0615 145.9947 170.1369 167.8713 140.1606 143.5618 143.3882 160.3387 169.4993 207.7368 171.3038 164.2932 172.2353 173.0925 173.9684 166.1472 166.6721 178.8435 172.244 186.6682 180.953 170.1441 172.1046 210.093 176.5347 192.7593 220.4614 197.5356 199.3239 202.2004 197.9419 206.8284 205.6453 205.0805 210.0095
112.4342 14.11561 26.36792 10.04988 0 15.48709 37.47716 78.79872 35.90265 80.4767 23.32381 23.40465 40.16217 16.01 47.36684 41.96725 48.74647 19.31321 35.22783 25 100.1699 74.67262 27.51363 86.44202 95.2088 84.28671 76.65522 110.2466 86.40168 85.03676 86.92479 90.42677 94.41531 90.84327 99.41454 94.26028 102.0049 106.1099 97.80366 113.7887 131.6435 136.8377 121.2023 116.1077 118.423 126.6541 160.3034 141.5238 133.8771 160.4151 153.2387 129.1395 148.5921 175.3416 166.5678 140.8119 144.8068 144.0626 156.3857 164.2833 200.2987 166.0181 166.6741 167.3141 168.0774 168.8609 167.7875 167.7027 181.7471 173.7613 182.3279 183.6981 169.0266 171.0468 214.5951 175.6203 189.6234 224.9361 199.4626 201.4671 204.2988 195.4789 209.1531 207.7908 207.1352 212.6241
126.321 28.10915 11.05785 6.296825 15.48709 0 22.02449 76.52721 50.61077 64.98961 36.5821 36.10302 54.34381 17.63888 61.55888 55.85786 34.14876 26.12834 47.66812 31.04593 114.5515 59.5739 33.87403 100.524 108.7728 98.19572 89.65195 122.4743 98.47842 96.76053 97.95799 101.5906 105.6191 101.6772 110.6002 104.8802 113.2513 117.5717 108.4011 120.6127 119.9202 125.5873 126.6035 112.6022 115.7214 120.4546 148.973 132.4253 127.2286 149.5475 147.4533 126.9411 141.1231 164.3093 164.8876 136.1934 139.3006 139.4036 158.9794 168.9942 208.9535 170.8463 159.492 171.5157 172.438 173.3783 161.6706 162.4793 173.8121 167.8167 185.5257 175.9842 167.0534 168.9783 204.4627 173.3235 190.8249 214.8362 192.9008 194.5936 197.4873 195.589 202.0155 200.9096 200.3843 205.0738
145.8672 49.84314 11.20481 27.71102 37.47716 22.02449 0 80.46168 72.38842 43.0923 57.8414 57.11243 75.81971 35.64449 82.98857 77.14842 18.13059 44.94169 68.19818 48.61809 135.9191 39.48522 51.27547 121.69 129.4765 119.2319 109.9861 141.8772 117.9274 115.9034 116.4391 120.1518 124.1731 119.9191 129.0841 122.872 131.7687 136.2626 126.3275 134.3145 106.4971 112.9553 138.5398 113.1093 117.3053 116.6037 135.8543 123.5059 122.4877 137.2559 143.6524 128.9408 134.7593 151.557 166.8947 134.4111 136.0912 137.4916 166.8909 179.4864 223.9503 181.4652 153.2851 181.3369 182.4505 183.579 157.1176 159.2964 166.1997 163.4433 193.906 168.7039 168.6109 170.3715 192.9263 174.3284 196.4995 203.2845 187.2641 188.4504 191.4134 199.7221 195.3851 194.6934 194.3775 197.7618
175.2517 74.53616 79.3277 79.53648 78.79872 76.52721 80.46168 0 82.0765 97.98745 71.77722 69.85718 79.48633 62.97701 82.26303 78.02584 68.66524 61.12368 68.70439 56.26638 116.997 81.95193 54.88358 103.4902 104.3671 100.203 87.04041 103.3929 85.56002 82.03807 78.14291 81.23065 84.09009 79.12228 87.32532 79.77866 89.58674 94.17357 81.95475 69.19271 84.00884 85.0178 67.36656 37.59694 39.62737 52.78098 105.7535 77.09478 60.80002 103.0753 77.15556 50.52904 77.11357 117.5825 88.37525 63.09498 68.41793 66.34458 87.4216 102.9531 156.4761 105.0885 93.45948 103.7452 105.1061 106.4872 92.00514 90.39946 110.1848 97.52803 114.5479 111.4048 90.60887 92.56848 150.0289 97.01957 116.0379 159.8532 123.9806 126.6071 129.2574 119.6201 134.7549 132.8433 131.9226 139.1658
93.35612 22.54619 61.66396 45.89118 35.90265 50.61077 72.38842 82.0765 0 114.5884 15.52417 16.97384 5.830952 39.34107 12.08495 8.5 80.14886 31.6291 13.41641 32.24903 64.28841 106.5317 31.62278 50.75978 60.04964 48.78781 42.76083 77.03832 54.10407 53.58405 56.98424 60 63.72009 61.15963 68.56566 64.89992 70.93659 74.47021 68.32683 92.25929 152.6335 156.4795 102.5914 118.5327 118.8486 134.656 179.5527 155.7241 142.5758 178.4657 159.1217 127.7576 158.6359 193.5008 162.3651 144.4611 150.3596 147.6643 142.6972 145.561 172.5704 146.9864 175.4459 149.6429 150.03 150.4427 173.9731 171.7673 191.9505 179.36 166.5055 193.3132 165.4237 167.6007 229.7294 172.5645 178.1223 239.838 205.9121 208.6337 211.2558 186.325 216.8133 214.8488 213.8878 221.2374
187.3593 92.19172 54.29632 70.79901 80.4767 64.98961 43.0923 97.98745 114.5884 0 99.50126 98.50691 117.5011 75.96328 124.521 118.538 36.29802 84.91937 108.7589 87.2611 176.9421 16.50757 89.52374 162.4235 169.3204 159.7537 149.4498 179.3526 155.8661 153.4055 152.9122 156.6605 160.581 155.9391 165.2763 158.4314 167.9598 172.6487 161.6995 162.7385 85.03235 92.77802 163.9161 120.5757 126.3349 115.3441 112.7476 110.9076 118.8518 115.9849 140.2302 137.748 126.7202 128.4381 173.4113 135.6558 134.3968 138.2522 184.1955 200.9191 252.4786 203.0628 144.3234 201.5254 202.9446 204.3734 151.3341 156.1515 153.5985 157.6785 211.1296 156.6796 174.1967 175.5634 170.903 178.6001 208.6896 180.9316 177.8386 177.9396 180.9323 208.9366 183.6151 183.8002 183.9253 184.5007
