0 37.25476 46.35722 33.51518 38.18367 21.44835 39.73701 98.01192 89.78119 11.73746 87.76214 111.4229 87.8423 155.471 86.51119 49.71771 69.52224 70.88348 99.65809 100.271 105.1505 69.16848 71.28556 69.82492 77.98784 76.56612 112.9457 77.49606 154.5728 144.5878 143.755 154.8344 162.1942 163.7273 161.7321 159.1209 161.8269 171.994 169.2151 176.0926 185.3904 188.1206 197.1501 199.8693 202.7801 184.4059 191.3784 215.5661 244.0955 214.0767 276.5222 206.4981 189.5922 217.3161 192.8487 256.8768 213.5661 203.4402 215.631 204.0912 229.4081 212.6252 215.0945 215.795 239.8873 252.2549 257.4065 272.4504 233.256 256.1516 271.7922 272.9246 271.429 269.3045 272.0237 281.7202 270.1029 274.2748 274.2808 274.4464 305.3838
37.25476 0 16.69498 8.759122 13.32187 15.85525 22.90682 78.36701 72.20534 32.05291 72.67316 138.6979 73.58027 188.3896 73.47033 54.35122 66.09127 69.42681 96.44371 98.20931 104.0506 80.29862 83.60705 83.22543 89.91138 90.35147 119.7726 113.0135 191.097 181.5166 180.7737 166.8459 172.4144 174.4975 173.0185 171.1083 174.2617 184.3001 182.0214 188.3431 200.1151 202.4221 211.0172 213.5448 240.0334 206.1748 213.6535 252.7173 281.2697 250.9888 313.7448 242.9199 220.927 254.1105 224.7281 294.0705 234.5287 228.6687 237.428 236.2161 250.2935 242.6837 244.2623 245.7662 276.4635 289.2128 294.3924 309.6561 260.1694 292.5715 308.223 309.2623 292.7437 303.9745 307.1873 302.8335 304.3738 309.0873 308.4469 308.7654 342.1308
46.35722 16.69498 0 13.60147 8.20061 26.57066 13.0384 61.68468 55.67565 37.48333 56.4358 153.4115 57.45433 188.4528 57.55432 45.54119 53 56.78345 82.21922 84.2519 90.22162 71.63144 75.22134 75.3077 81.02469 82.20097 108.0104 116.619 200.6838 190.3126 189.3258 156.1233 160.9969 163.2483 161.966 160.3278 163.609 173.498 171.4242 177.4831 190.0748 192.2004 200.5648 203.0025 246.8684 199.1231 206.7863 258.6001 289.0609 255.9941 319.9951 246.8299 219.4561 258.7911 223.6605 301.7321 226.8814 223.2241 230.1586 235.2807 242.5145 240.1416 241.0996 243.1455 280.5851 294.2686 299.5285 315.7714 255.5 296.3393 311.9776 312.8382 284.9621 305.2085 309.0065 294.9174 305.1639 310.4729 309.1137 309.5949 346.513
33.51518 8.759122 13.60147 0 6.576473 13 15 73.34848 66.5741 26.07681 66.48308 139.8639 67.23095 181.1346 66.87675 45.61798 57.98276 61.1732 88.61715 90.26778 96.04551 71.54064 74.84818 74.47315 81.15417 81.59657 111.2216 106.8878 188.0877 178.024 177.1391 158.1471 163.7834 165.8463 164.3472 162.4131 165.5556 175.6034 173.3097 179.6504 191.3708 193.6853 202.2916 204.8243 235.5101 197.5171 205.0144 247.7357 277.2615 245.6054 308.9612 237.0654 213.2651 248.5863 217.175 289.997 225.8291 220.2045 228.7575 228.7051 241.587 234.7701 236.2118 237.8359 270.712 283.8679 289.0852 304.8064 251.8358 286.681 302.3326 303.3004 284.041 297.1519 300.5661 294.1228 297.4054 302.3173 301.4403 301.8112 336.5104
38.18367 13.32187 8.20061 6.576473 0 18.92749 9.708244 66.77762 60.05576 29.34706 60.07703 146.0417 60.87076 181.8152 60.59909 42.2167 52.82282 56.2282 83.1219 84.89254 90.74189 68.39454 71.8401 71.66938 77.9503 78.71626 106.8504 109.0287 192.4844 182.1331 181.1574 154.2927 159.6347 161.7722 160.3566 158.5379 161.7383 171.7303 169.5229 175.7555 187.836 190.0743 198.587 201.0827 238.854 195.2543 202.8326 250.7115 280.957 248.2423 312.0661 239.2765 213.3219 251.0964 217.3965 293.6409 223.3276 218.6235 226.4161 228.9809 239.0357 234.3912 235.5785 237.4252 273.0005 286.5175 291.7649 307.8604 250.5843 288.8291 304.4737 305.3715 281.5009 298.2993 301.9458 291.5287 298.376 303.5249 302.3615 302.7974 338.8923
21.44835 15.85525 26.57066 13 18.92749 0 24.33105 84.48077 77.16073 17.11724 76.40026 127.1202 76.92204 173.76 76.21352 48.16638 64.07027 66.64203 95.13149 96.42121 101.9409 72.61241 75.54634 74.74122 82.1523 81.88406 114.5393 97.49872 175.7271 165.9344 165.1401 159.914 166.2348 168.1071 166.4121 164.2102 167.2017 177.3417 174.8521 181.4256 192.2597 194.7434 203.5425 206.1553 224.2008 195.6016 202.9081 236.8628 265.5369 235.1702 297.893 227.2202 206.8744 238.3176 210.4899 278.3222 224.3361 216.8433 226.9207 221.9031 240.1639 229.107 231.0087 232.2241 260.7259 273.3862 278.5605 293.8019 247.7645 276.8772 292.5269 293.5924 282.5179 288.8267 291.8784 292.6999 289.3596 293.8936 293.4693 293.7363 326.353
39.73701 22.90682 13.0384 15 9.708244 24.33105 0 60.20797 52.83097 29.06888 52.20153 150.1996 52.81098 175.7626 52.27332 32.98485 43.18565 46.53988 73.66139 75.36094 81.17598 59.18245 62.69968 62.6598 68.68042 69.63476 97.1558 105.119 192.0417 181.1617 180.0201 144.6945 149.9667 152.1184 150.7216 148.9329 152.1493 162.1236 159.9414 166.1423 178.3361 180.5464 189.0262 191.5098 236.4445 186.4296 194.059 247.6934 279.1003 244.7059 309.1975 235.1276 206.526 247.3678 210.7748 291.6835 214.3359 210.2879 217.5247 222.4073 230.0083 227.1255 228.0636 230.1255 268.9275 282.9629 288.2516 304.9137 242.5021 284.5435 300.1666 300.966 272.4692 292.6879 296.6227 282.4628 292.5491 297.9845 296.473 296.9865 334.9063
98.01192 78.36701 61.68468 73.34848 66.77762 84.48077 60.20797 0 9.098229 86.37129 14.14214 209.4302 15.6205 198.5386 18.50676 58.59181 41.10961 44.12437 44.28318 47.56101 52.56938 68.95696 72.15435 74.1367 73.4983 77.42093 78.5764 144.5164 241.0498 228.629 226.9411 125.5249 126.6689 129.5569 129.3136 129.0969 132.7146 141.1792 140.2007 144.6314 160.1836 161.3753 168.2634 170.1793 277.2382 181.4966 189.4753 285.5118 321.6023 280.0464 346.789 267.4696 222.3016 281.6682 227.774 333.6079 205.3664 210.7748 210.0524 239.3533 219.8122 238.0777 236.6601 240.6626 300.9601 317.5106 322.9284 342.1832 244.7187 315.1032 330.3407 330.5594 260.885 314.8299 320.6244 270.0375 313.1932 320.5097 316.6011 317.657 366.3977
89.78119 72.20534 55.67565 66.5741 60.05576 77.16073 52.83097 9.098229 0 78.08613 6.009252 201.1845 7.923243 190.4211 10.75226 49.49523 32.29207 35.51907 39.77995 42.95231 48.45738 60.5393 63.84117 65.73706 65.57523 69.35977 73.68194 135.4737 231.9579 219.5308 217.8433 121.6208 123.4657 126.2608 125.8204 125.3426 128.9361 137.7335 136.5492 141.3118 156.453 157.8146 165.0084 167.0303 268.2656 176.0467 184.0265 276.6546 312.5941 271.2983 337.9744 258.867 214.8149 272.9738 220.1964 324.6203 200.5723 204.8124 205.0791 231.8105 215.2502 231.0868 229.9017 233.72 292.408 308.8308 314.2453 333.3815 238.6791 306.6531 321.9282 322.1849 256.662 306.9861 312.6405 265.9606 305.4703 312.642 308.9261 309.9378 357.9274
11.73746 32.05291 37.48333 26.07681 29.34706 17.11724 29.06888 86.37129 78.08613 0 76.02631 123.0992 76.10519 156.6778 74.78302 38.94868 58.18935 59.7709 88.63972 89.39702 94.4412 60.32464 62.80326 61.61372 69.52697 68.60029 103.6931 81.02469 163.4044 152.8678 151.856 147.1003 154.0292 155.7081 153.8376 151.4001 154.239 164.4128 161.7599 168.5119 178.5426 181.1574 190.0892 192.7615 209.602 179.9361 187.1245 221.6867 251.6133 219.5313 282.9507 211.0924 189.763 222.527 193.3727 264.3033 208.865 200.4445 211.2487 204.7877 224.7112 212.059 214.0374 215.1827 244.7059 257.7926 263.0087 278.7798 231.0828 260.7259 276.3784 277.3776 266.9597 271.9594 275.1363 277.1899 272.4151 277.058 276.5072 276.7996 310.4726
87.76214 72.67316 56.4358 66.48308 60.07703 76.40026 52.20153 14.14214 6.009252 76.02631 0 198.978 2 184.6137 4.743416 45.31004 27.01851 29.98266 34.36568 37.47361 43.12238 54.86404 58.10551 60.05206 59.68249 63.51378 68.00184 130.6331 227.695 215.123 213.3829 116.1744 118.2582 121.0165 120.5073 119.9417 123.5239 132.4257 131.1726 136.045 151.0368 152.4533 159.7474 161.8054 263.2128 170.1793 178.1579 271.3982 307.6266 265.906 332.6597 253.3377 208.8492 267.5262 214.2452 319.6001 194.8394 198.8618 199.3038 225.8539 209.5716 225.08 223.8928 227.712 286.8397 303.3694 308.787 328.0508 232.7171 301.0149 316.2673 316.502 251.0659 301.0945 306.7898 260.404 299.5497 306.7569 302.9955 304.0164 352.3028
111.4229 138.6979 153.4115 139.8639 146.0417 127.1202 150.1996 209.4302 201.1845 123.0992 198.978 0 198.9427 175.0044 197.4268 157.4229 178.3645 178.7265 206.0478 205.8753 209.6964 168.2146 168.6107 166.3142 174.2428 170.9476 209.2887 112.4342 92.75788 94.12793 96.0554 238.7878 248.3567 248.8295 246.1698 242.6358 244.2578 253.5819 250.1755 257.3729 260.9204 264.247 273.311 276.1774 155.8138 243.0454 247.6451 174.5615 183.2508 180.6618 225.0485 183.4745 211.0031 186.0247 210.6919 195.8372 271.0162 248.7211 270.4478 218.6536 285.4953 236.9219 243.2316 240.0758 209.6377 212.8896 216.7894 222.4266 268.7036 226.5653 240.4902 242.8926 322.7339 257.6512 255.6174 332.9039 261.6914 260.8944 266.3004 265.2293 266.0267
87.8423 73.58027 57.45433 67.23095 60.87076 76.92204 52.81098 15.6205 7.923243 76.10519 2 198.9427 0 182.9703 2.915476 44.59821 25.80698 28.58951 32.38827 35.48778 41.15264 53.33913 56.53539 58.51709 57.98276 61.85467 66.00189 129.5415 226.8502 214.2161 212.4529 114.1863 116.297 119.0504 118.5327 117.9576 121.5387 130.4514 129.1908 134.0755 149.0507 150.4726 157.778 159.8405 262.0019 168.1933 176.1722 270.0833 306.4553 264.5184 331.3119 251.873 207.0604 266.1079 212.4735 318.4027 192.8403 196.901 197.3069 224.0759 207.5716 223.2151 222 225.8411 285.3507 301.942 307.3612 326.6946 230.7623 299.4829 314.7205 314.9411 249.0673 299.3803 305.1098 258.4071 297.8087 305.0483 301.2445 302.2747 350.7781
