0 187.1283 184.7714 185.9323 174.4354 172.9487 172.1615 171.4782 172.9605 168.91 171.9829 170.7544 170.1763 166.8732 193.4952 165.4177 163.7223 191.4372 180.0377 159.9203 159.1441 158.6272 185.8723 175.4345 189.5144 164.6749 155.9552 172.2146 153.4487 178.868 162.4424 159.8177 150.0686 149.9247 181.7134 165.0256 178.9131 176.5438 159.5003 185.4705 154.7159 186.5925 152.4819 164.2917 153.2565 150.3619 153.2482 151 149.2608 185.6343 151.9402 156.0254 145.3764 146.5278 150.6382 138.2842 170.1229 158.3664 148.5436 162.0304 170.7504 167.296 165.2013 156.1396 168.6167 153.2811 150.7308 160.9619 151.1803 157.5283 165.0829 152.7015 150.8902 149.622 145.5603 125.2852 151.0903 149.6575 162.442 158.051 158.1407 159.7809 123.4785 121.3785 127.1375 142.4552 156.5346 145.5279 133.5272 141.7543 142.4991 135.7448 118.4597 145.4936 143.3384 158.8436 128.362 141.5397 121.2429 112.3642 135.0174 149.827 151.8071 130.58 136.5736 130.0315 129.346 137.6374 127.1532 135.6826 128.7394 135.7818 125.7624 133.0171 68.24009 144.804 132.4286 141.6538 108.6748 94.79796 91.52021 127.3799 124.277 124.3289 127.7329 128.6493 106.5837 108.5494 90.95891 92.71963 105.1516 148.2736 48.65996 50.34269 98.10974 157.9653 114.2465 86.77815 107.8957 111.9657 60.90245 126.6806 74.24847 115.2721 158.8857 119.0718 79.57406 77.49586 109.5484 115.7085 122.8923 107.2365 128.1251 108.5776 131.0693 126.0429 133.2453 134.4766 157.8024 123.5792 104.4229 121.3879 129.9783 142.5716 130.8173 151.2714 156.5177 129.6238 137.7106 141.1257 154.1382 165.6966 159.7669 153.2465 165.3715 140.6599 158.3725 167.5567 170.6958 156.8092 165.0942 160.2088 140.5524 137.5675 125.5206 126.9795 128.2705 170.1232 130.5698 132.3574 127.178 130.855 136.1064 134.5734 132.9265
187.1283 0 3.162278 7.211103 27.29469 29.42788 27.28553 31.57531 23.08679 38.63936 22.19234 24.69818 26.57066 35.44009 38.1084 34.17601 37.33631 39 24.75884 37.57067 41.62932 40.24922 37.21559 24.41311 46.06517 22.47221 40.81666 24.59675 45.45877 37.37061 24.69818 27.313 50.60632 47.70744 45 28.86174 44.68781 41.72529 30.01666 56.30275 32.57299 60.74537 34.78505 169.8966 34.71311 36.76955 36.12478 37.48333 38.32754 66.85058 38.0526 39.81206 41.78516 41.7732 46.87217 50.21255 64.44377 54.12024 52.58698 60.57326 67.94115 64.66065 64.2028 59.03601 70.17834 59.22931 56.30275 64.89992 57.93962 63.63175 71.21798 65.32267 60.53924 59.80803 60.44005 62.5 80.1426 68.02941 78.60025 75.16648 77.93587 81.84131 68.35934 68.88396 69.00725 75.96052 85.98256 79.55383 73.5459 78.18568 79.84986 78.17548 74.33034 82.76473 82.8553 95.85014 86.34813 94.42987 87.9659 87 95.34965 103.9423 106.3297 95.50916 100.4639 99.45476 97.41663 102.1567 97.80082 103.6195 102.8401 106.4106 103.1601 107.5262 128.8099 118.5327 114.9478 122.5398 215.8008 205.0761 203.9712 175.5135 180.3607 188.9209 190.8009 193.5473 261.8167 263.1805 201.42 209.2368 271.5916 303.1412 227.0705 231.6031 274.055 315.725 228.3637 227.0793 282.2517 232.0453 243.2879 243.7765 246.7144 292.8976 324.3763 295.9899 247.0971 249.6347 289.6066 293.9932 299.107 288.321 303.6445 290.3532 307.7093 304.8098 311.6006 311.3133 328.8203 303.7269 259.9928 306.3058 312.9872 322.8452 314.2006 330.2098 334.3322 314.0673 320.3623 322.9814 332.8618 341.6021 337.6642 332.8243 342.0234 323.8381 337.0356 344.0131 346.4001 336.1622 342.4675 286.0651 324.723 323 312.642 314.0551 315.3982 295.8382 317.694 319.4727 314.035 317.9133 323.2102 321.7017 319.9531
184.7714 3.162278 0 5.09902 28.01785 30.06659 27.72183 32.14032 23.34524 39.20459 22.19234 24.73863 26.68333 35.69314 36.26638 34.20526 37.36308 37 22.02272 37.20514 41.4367 39.92493 34.88553 21.40093 43.86342 20.12461 40.24922 21.47091 44.94997 34.67077 22.36068 25.05993 50.08992 47.01064 42.43819 25.70992 42.0119 38.94868 27.07397 53.85165 30.08322 58.30952 32.31099 170.2576 32.01562 34.43835 33.24154 34.71311 35.73514 64.3506 35.12834 36.67424 39.39543 39.05125 43.73786 47.50018 61.55485 51 49.435 57.52843 65.06919 61.7171 61.22091 55.91288 67.26812 56.08426 53.14132 61.85467 54.78138 60.53924 68.24954 62.19064 57.38467 56.64804 57.28001 59.92704 77.03192 64.88451 75.60423 72.11103 74.88658 78.81624 65.49046 66.09841 66 72.8011 82.92768 76.40885 70.40597 75.02666 76.6942 75.01604 71.44928 79.62412 79.70571 92.82376 83.19856 91.28527 84.85281 84.00595 92.18942 100.8464 103.2473 92.34717 97.30879 96.29252 94.25497 99.00505 94.64143 100.4639 99.67788 103.2564 100 104.3674 127.0039 115.4123 111.79 119.4069 214.8302 203.963 202.8133 172.3514 177.2005 185.7627 187.6406 190.387 260.3114 261.6907 198.3633 206.1866 269.9037 301.7605 224.4482 229.0196 272.1643 314.3139 225.2671 224.1093 280.414 228.9651 240.7094 240.6702 243.9713 290.9931 322.8157 294.1088 244.297 246.8824 287.6282 292.0719 297.2491 286.3093 301.8112 288.321 305.8513 302.8878 309.6984 309.4544 327.136 301.7615 257.0627 304.1583 310.9293 320.8941 312.1282 328.3085 332.4695 311.9475 318.3237 320.9751 330.9698 339.8029 335.8022 330.9048 340.2029 321.7806 335.1492 342.2002 344.6114 334.2529 340.6259 282.9502 322.6221 320.8317 310.2918 311.6617 313.0399 292.717 315.323 317.1269 311.6023 315.5147 320.8261 319.3399 317.5468
185.9323 7.211103 5.09902 0 33 35.01428 32.59601 37.05401 28.16026 44.10215 26.87936 29.42788 31.40064 40.4475 31.18092 38.83298 41.97618 31.95309 17.69181 41.53178 45.88028 44.27189 30.01666 17.88854 38.91015 22.02272 44.38468 18.68154 49.11721 30.24173 24.20744 27.01851 54.23099 50.9902 37.80212 24.02082 37.53665 34.65545 26.92582 49.09175 31.38471 53.53504 33.61547 174.9739 32.69557 36.05551 33.24154 35.1141 36.67424 59.64059 34.9285 35.0571 40.81666 39.56008 42.10701 47.96379 57.48913 47.92703 47.50749 53.98815 60.959 57.80138 57.42822 52.85121 63.25346 53.25515 50.69517 58.30952 52.20153 57.24509 64.40497 59.19713 54.70832 54.12024 55.10898 60.73096 73.83508 62.03225 71.84706 68.60029 71.34424 75.16648 65.30697 66.21933 65.19202 70.21396 79.40403 73.53783 68.593 72.42237 74 72.82106 71.19691 76.6942 76.89603 89.16978 81.21576 88.39118 83.29466 83.21658 89.60407 97.52948 99.84989 89.98889 94.57801 93.88956 91.92388 96.20811 92.41753 97.73945 97.2835 100.5015 97.74457 101.7213 129.3213 112.2586 109.11 116.3615 218.3254 207.2813 206.0734 169.9206 174.8885 183.5187 185.324 188.0724 263.0589 264.4617 197.1243 204.984 272.3564 304.6874 224.9022 229.5822 274.2619 317.1943 223.7471 223.3226 282.6057 227.5632 241.282 239.0687 244.0492 293.0614 325.4658 296.2195 244.1823 246.9292 289.5583 294.1088 299.4011 288.1753 304.0066 290.1465 308.0016 304.9213 311.7674 311.6023 329.5845 303.7137 256.4454 305.747 312.6995 322.8699 313.8694 330.3763 334.6072 313.5925 320.1312 322.8452 333.054 342.0526 337.9405 332.9384 342.415 323.55 337.2432 344.4256 346.8789 336.3049 342.8002 281.268 324.3039 322.374 311.4306 312.697 314.1592 290.9747 316.4116 318.2747 312.5412 316.5368 321.8824 320.4497 318.5498
174.4354 27.29469 28.01785 33 0 2.236068 2.54951 4.472136 5.830952 11.40175 7.905694 6.403124 5.385165 9.219544 63.57083 9.433981 12.04159 63.95311 46.84015 14.76106 17.02939 16.64332 60.87693 44.01136 70.0928 25.4951 18.78829 42.04759 22.32711 58.78403 26.1725 26.40076 27.01851 25.55386 67.06713 41.6173 65.9242 62.24147 36.76955 78.77182 31.90611 83.21658 33.12099 142.6804 36.05551 32.69557 40 39.11521 37.12142 88.76936 42.2019 49.49747 37 41.59327 55.31727 48.26248 82.68011 68.11755 61.53655 76.32378 86.28441 82.0975 81.02469 72.58271 87.92042 71.65969 67.20863 80.43009 69.31089 77.98718 88.00568 78.09562 72.13876 70.76722 69.6563 56.80009 93.14578 79.93122 94.64143 90.02777 92.84934 97.18539 67.05222 65.96969 70.77429 86.05231 100.4988 90.89726 79.92496 88.23831 90.27181 86.15774 72.8011 94.26028 93.723 110.7892 92.7847 105.2616 92.13577 87.28115 104.5078 116.7776 119.5533 103.465 110.2089 107.4907 105.1523 112.2007 104.9571 113.2254 110.7063 116.0929 110.2769 116.5857 111.3598 130.0961 123.9758 133.4054 192.2004 182.2321 181.3732 182.0165 186.1317 194.2064 196.4739 199.1789 241.1327 242.3902 201.0199 208.5537 252.1607 281.5671 217.5178 221.4611 256.2159 294.3132 229.2256 223.9866 263.9489 232.2283 233.0021 244.9612 238.9247 275.1145 303.9161 278.0018 240.2998 241.9827 272.472 276.3494 280.9199 271.4885 285.2455 273.7006 289.4996 287.1411 293.7464 293.1024 309.2206 286.435 255.7367 290.6979 296.503 305.3785 297.8473 312.3019 316.0965 298.1648 303.6791 306 314.8714 322.8452 319.4163 315.0635 323.4331 307.32 318.989 325.3583 327.5515 318.308 324.0447 287.4234 308.6098 307.5484 299.1622 301.0727 302.0017 297.4798 304.437 305.9212 301.5245 304.9796 310.0887 308.3261 307.1042
172.9487 29.42788 30.06659 35.01428 2.236068 0 2.915476 2.236068 7.28011 9.219544 9.192388 7.211103 5.656854 7.071068 65.43126 7.615773 10 65.76473 48.50773 13.07245 15 14.76482 62.58594 45.54119 71.80529 26.40076 17.08801 43.46263 20.40833 60.32464 26.90725 26.90725 25 23.70654 68.62215 42.72002 67.41662 63.69458 37.53665 80.32434 32.20248 84.75848 33.28663 140.5061 36.40055 32.64966 40.45986 39.40812 37.21559 90.24965 42.63801 50.24938 36.76955 41.67733 55.9017 48.07933 83.86298 69.02898 62.09984 77.32994 87.46428 83.21658 82.0975 73.43194 89.04493 72.42544 67.88225 81.40025 70.00714 78.87332 89.05055 78.85383 72.83543 71.42129 70.17834 56.18941 93.86067 80.61017 95.60335 90.90655 93.723 98.0816 66.7308 65.52099 70.68239 86.55634 101.3163 91.48395 80.1561 88.72993 90.78546 86.48934 72.42237 94.84725 94.26028 111.6165 92.96236 105.7592 92.13034 86.97701 104.8692 117.4138 120.2165 103.7304 110.6029 107.7509 105.3945 112.6144 105.1523 113.6002 110.9436 116.467 110.4536 116.9069 109.5901 130.5986 124.2779 133.8432 190.0316 180.0987 179.2519 182.0247 186.0753 194.1025 196.4001 199.0994 239.1025 240.3539 200.4495 207.955 250.1999 279.4851 216.2337 220.1318 254.3505 292.2383 228.7363 223.1883 262.0534 231.683 231.6571 244.4886 237.7604 273.249 301.8907 276.1232 239.2091 240.8272 270.6474 274.4923 279.0287 269.6831 283.3408 271.9062 287.6056 285.2806 291.8734 291.2078 307.2425 284.598 254.8318 288.9676 294.7151 303.5276 296.0676 310.4231 314.1974 296.414 301.8775 304.1792 312.9872 320.9143 317.5161 313.1932 321.5121 305.5282 317.1009 323.4331 325.6148 316.4317 322.1335 286.9453 306.8436 305.8251 297.5718 299.5159 300.4164 297.0206 302.8607 304.3246 300 303.4253 308.5204 306.7409 305.5552
172.1615 27.28553 27.72183 32.59601 2.54951 2.915476 0 4.527693 4.527693 11.51086 6.324555 4.301163 2.915476 8.276473 62.78734 7.778175 10.70047 63.07535 45.72199 12.80842 15.57241 14.91643 59.82057 42.69075 69.03984 23.50532 16.80774 40.57709 20.61553 57.47445 24.05203 24.13504 25.46566 23.71708 65.77614 39.80578 64.54843 60.81529 34.67708 77.4758 29.53811 81.90543 30.70016 142.6204 33.71202 30.20761 37.71604 36.74915 34.67708 87.37563 39.90614 47.39726 34.47463 39.14716 53.10838 45.74783 80.94751 66.14 59.31602 74.42594 84.5488 80.30255 79.18649 70.55671 86.13071 69.5721 65.05767 78.50159 67.17514 75.99013 86.14232 76.00321 70.00357 68.60394 67.41291 54.25173 91.02439 77.78496 92.70653 88.02556 90.84327 95.19716 64.51744 63.42318 68.2825 83.80036 98.4505 88.69364 77.54031 85.97965 88.02556 83.8177 70.26023 92.05705 91.49044 108.7486 90.37975 103.0073 89.66884 84.74963 102.1831 114.6058 117.3989 101.0965 107.9004 105.1202 102.774 109.9022 102.5597 110.9076 108.3263 113.7749 107.8726 114.2427 109.3458 127.8456 121.6244 131.1202 190.9673 180.8721 179.9757 179.5564 183.6532 191.7158 193.991 196.6945 239.5047 240.7748 198.4704 206.0043 250.4007 280.0559 215.1244 219.0902 254.3098 292.7836 226.6782 221.4509 262.0849 229.6791 230.6393 242.4147 236.4794 273.2078 302.2755 276.1132 237.8287 239.534 270.5116 274.4312 279.0493 269.5042 283.3946 271.703 287.6326 285.2271 291.8493 291.2362 307.489 284.4899 253.2178 288.6282 294.497 303.451 295.8319 310.4126 314.2364 296.117 301.6894 304.0337 312.9896 321.0335 317.5578 313.1621 321.6061 305.3184 317.1128 323.5375 325.7491 316.4151 322.2026 284.8768 306.5787 305.4709 296.9621 298.8459 299.7974 294.9343 302.2255 303.7262 299.2733 302.7508 307.8706 306.1217 304.8713
171.4782 31.57531 32.14032 37.05401 4.472136 2.236068 4.527693 0 9.055385 7.071068 10.79352 8.544004 6.708204 5 67.31456 6.082763 8.062258 67.60178 50.21952 11.57104 13.0384 13 64.32729 47.12749 73.5459 27.45906 15.52417 44.94441 18.56071 61.90769 27.80288 27.58623 23.02173 21.93171 70.21396 43.909 68.94926 65.19202 38.41875 81.90849 32.64966 86.33076 33.6006 138.3338 36.87818 32.75668 41.03657 39.82462 37.44329 91.76056 43.18565 51.08816 36.67424 41.88078 56.56854 47.99976 85.08819 70 62.73781 78.38699 88.68484 84.38009 83.21658 74.33875 90.21086 73.25147 68.62215 82.41966 70.76722 79.81228 90.13878 79.6676 73.59348 72.13876 70.76722 55.66193 94.62302 81.34494 96.60745 91.83137 94.64143 99.0202 66.48308 65.14599 70.66116 87.11487 102.1763 92.12118 80.44874 89.27486 91.35097 86.87725 72.11103 95.48298 94.84725 112.4822 93.19335 106.3015 92.17917 86.72946 105.2769 118.0889 120.9173 104.0433 111.0405 108.0567 105.6835 113.0708 105.3945 114.0175 111.2254 116.8827 110.6752 117.2699 107.8378 131.1373 124.6194 134.3168 187.8643 177.9678 177.1334 182.0604 186.0457 194.0243 196.3517 199.0449 237.0759 238.3212 199.9025 207.3788 248.2438 277.4055 214.9651 218.8173 252.491 290.1659 228.2678 222.4095 260.1634 231.158 230.3259 244.0357 236.6115 271.389 299.8683 274.2499 238.1344 239.6871 268.8289 272.6408 277.1426 267.8843 281.4409 270.1185 285.7166 283.4255 290.0056 289.3182 305.268 282.7667 253.9434 287.2442 292.9334 301.682 294.2941 308.549 312.3027 294.6697 300.0817 302.364 311.1077 318.9875 315.6202 311.3278 319.5951 303.7423 315.2174 321.5121 323.6819 314.56 320.2265 286.4838 305.0836 304.1085 295.9899 297.9678 298.8394 296.5776 301.2928 302.736 298.4845 301.8795 306.9604 305.1639 304.0148
172.9605 23.08679 23.34524 28.16026 5.830952 7.28011 4.527693 9.055385 0 16 2.12132 2.236068 3.605551 12.36932 58.26019 11.18034 14.31782 58.54912 41.23106 15.33696 18.86796 17.80449 55.31727 38.27532 64.53681 19.79899 19.10497 36.24914 23.37734 53.05716 20.61553 21.09502 28.42534 26.1725 61.35145 35.80503 60.16644 56.46238 31.14482 73.05477 26.83282 77.49194 28.23119 146.9214 30.88689 28.16026 34.66987 34 32.31099 83.00602 36.89173 43.86342 32.75668 36.76955 49.81967 43.84919 76.8505 62.36986 56.05129 70.53311 80.45496 76.27582 75.21303 66.86741 82.0975 65.99832 61.6198 74.65253 63.70243 72.24957 82.20097 72.43653 66.52819 65.19202 64.2028 53.19069 87.51209 74.33034 88.86507 84.29116 87.11487 91.4385 62.8172 61.98387 66.12866 80.60397 94.79451 85.36869 74.79305 82.80097 84.81156 80.89596 68.65858 88.72993 88.23831 105.0774 87.70975 99.80982 87.32125 82.96987 99.19957 111.198 113.9517 98.27004 104.8618 102.2998 99.985 106.8316 99.84989 107.8981 105.5418 110.765 105.1903 111.3174 111.018 124.6315 118.7266 128.0039 194.1262 183.842 182.8859 177.1327 181.3422 189.4873 191.7081 194.4211 241.9938 243.2879 197.1319 204.7207 252.6203 282.7539 215.3787 219.4561 256.1957 295.4475 225.1685 220.5811 264.0701 228.2805 231.0411 240.868 236.4339 275.0891 304.731 278.0378 237.6089 239.4665 272.2591 276.2843 281.016 271.19 285.4067 273.3533 289.6066 287.0888 293.7512 293.2115 309.7602 286.2743 252.5713 290.0763 296.1216 305.2769 297.4307 312.3308 316.223 297.626 303.3562 305.7613 314.9254 323.13 319.5478 315.0508 323.668 306.9532 319.0611 325.6133 327.8658 318.3237 324.2299 283.3329 308.1331 306.8941 298 299.7899 300.8205 293.3518 303.223 304.7804 300.1283 303.6872 308.8446 307.1433 305.7924
168.91 38.63936 39.20459 44.10215 11.40175 9.219544 11.51086 7.071068 16 0 17.56417 15.13275 13.15295 5 74.20411 7.81025 6.708204 74.43118 56.88585 11.33823 10 11.18034 71.02112 53.60037 80.23092 33.10589 14.31782 51.24451 15.57241 68.34517 33.12099 32.44996 18.97367 19.10497 76.65507 49.65884 75.28612 71.47027 43.56604 88.32327 36.87818 92.72001 37.48333 131.2869 41.10961 36.12478 45.45327 43.86342 41.03657 98.03061 47.50789 56.0357 39.40812 45.34314 61.07373 50.60323 90.78546 75.16648 67.13763 83.72646 94.36631 89.94443 88.68484 79.34261 95.77056 78.06692 73.24616 87.66413 75.43209 84.87638 95.52487 84.43371 78.24321 76.6942 75.00667 56.82649 99.22584 85.91275 101.789 96.83491 99.62429 104.0433 68.42514 66.70832 73.24616 91.21952 107.0047 96.41479 83.86895 93.3381 95.46203 90.53263 73.82412 99.76472 99.00505 117.3084 96.40021 110.3177 94.8736 88.56636 108.9368 122.4296 125.3196 107.4477 114.7693 111.4327 109.0183 116.8461 108.6002 117.686 114.5281 120.5414 113.8112 120.7845 104.1777 135.1037 128.0625 138.105 181.9588 172.3114 171.5554 184.5644 188.3534 196.1805 198.5951 201.2682 232.0022 233.2145 200.5916 207.9671 243.5262 272.033 213.1385 216.8156 248.2313 284.832 229.19 222.3151 255.7597 231.8965 228.2542 244.9985 235.2127 267.1217 294.8033 269.9204 237.0021 238.3183 264.7508 268.412 272.7526 263.8939 276.9856 266.1766 281.3112 279.1774 285.6976 284.9088 300.4466 278.627 253.4566 283.5776 289.0121 297.4727 290.4083 304.208 307.8652 290.9111 296.0963 298.2918 306.7409 314.3962 311.1764 307.0261 315.0508 299.7998 310.8311 316.9479 319.0611 310.2289 315.7293 287.4 301.254 300.4663 292.9095 295.0234 295.7786 297.5487 298.2677 299.6272 295.6704 298.9435 303.9659 302.101 301.0997
