0 34.79468 35.06827 47.58706 44.44943 41.95215 35.16819 56.43773 26.23436 39.99276 15.14517 23.14526 16.63862 48.93256 25.83287 112.6262 149.5772 5.196234 7.052911 48.96658 77.48721 67.65153 67.52142 57.23886 44.79082 66.09673 52.02877 47.00057 86.7707 84.60707 94.5239 57.00092 58.40758 102.9159 64.28958 63.00146 77.60015 79.60149 95.19628 116.8186 77.1388 90.39917 91.30565 89.01593 86.32891 92.59431 90.33726 88.85698 82.56634 91.29443 88.78469 86.67413 91.40657 115.2551 72.8675 132.417 107.2294 101.0498 152.3384 142.0015 141.0629 144.3642 173.6094 187.3701 188.6914 178.9843 185.9448 211.926 241.1098 203.1396 208.6036 205.8383 246.8002 184.3674 247.4095 208.0343 211.246 187.6754 208.1562 213.4226 197.9829 210.2018 217.0327 198.9471 218.2118 223.9965 223.9855 207.3143 224.645 209.7352 210.4795 229.4655 231.7279 230.376 234.3535 237.9008 238.1854 227.8227 242.4445 251.2329 255.0902 249.6414 266.0012 258.4559 263.3341 276.2954 264.8747 267.8873 269.9735 269.8454
34.79468 0 3 38.20995 36.5821 34.9285 28.48001 54.66667 27.01851 42.04759 21.9899 30.41381 23.76973 56.82429 40 116.7814 183.9344 37.12142 37.33631 64.49978 89.32354 80.51863 81.68537 73.40981 65.80085 82.80097 70.76722 69.52697 103.4698 102.073 112.6232 82.0061 84.6286 122.0818 91.52595 91.32497 103.2327 105.423 118.5772 139.0571 105.1202 115.7454 117.6138 115.8016 114.1326 119.2015 117.4138 116.2497 111.8235 118.8707 116.9038 115.1217 119.9282 139.3449 106.099 155.5892 134.4024 130.173 174.8285 166.3267 165.9043 172.3376 201.6928 214.2534 217.1866 212.191 219.3407 240.7841 266.7845 233.8568 238.7491 236.4847 272.7382 219.0571 275.1116 239.0021 241.754 222.2724 241.1555 244.5608 232.2283 243.4954 248.2781 233.4823 249.5982 257.003 255.6247 242.1012 256.4937 244.524 245.2687 261.3386 263.4862 262.469 266.047 269.5515 270.0852 262.4143 274.4886 282.3553 286.3425 282.4181 299.2281 292.802 296.9209 309.4677 299.2858 301.6919 304.3846 303.661
35.06827 3 0 41.19466 39.53796 37.85499 31.30673 57.59726 29.41088 44.77723 21.46056 32.55764 22.80351 59.48109 38.27532 113.9357 183.6755 37 37.05401 66.8672 91.98203 83.10385 84.21698 75.80237 67.85464 85.2115 73 71.50524 105.9481 104.5078 115.0491 83.86895 86.40023 124.4667 93.2309 92.92067 105.119 107.2986 120.6796 141.276 106.7907 117.686 119.4738 117.6138 115.8415 121.0372 119.2015 118.0042 113.3689 120.612 118.5854 116.7647 121.5721 141.4284 105.5462 157.7625 136.2094 131.7649 172.8178 164.4797 164.1044 174.1041 200.1924 212.6088 215.7244 213.1713 220.2738 239.3533 264.9863 232.6929 237.4955 235.3083 270.9634 219.0091 273.5244 237.876 240.5535 222.1441 242.1933 243.4605 232.8798 244.4606 247.1943 233.3088 248.5382 258.0423 254.6075 242.2065 255.5152 244.7386 245.3832 260.363 262.4881 261.5358 265.0358 268.5312 269.1115 262.8769 273.5416 281.2374 285.2455 281.6256 300.2194 293.411 296.3393 310.4742 299.8616 301.1793 304.9607 303.1518
47.58706 38.20995 41.19466 0 3.201562 5.656854 12.82359 17.29483 21.40093 14 46.67143 24.75884 50.32892 25.94224 68.02941 152.4344 187.4746 52.63079 54.20332 38.36955 55.77958 48.65439 50.7001 45.61798 45.13483 53.85165 46.17359 49.49747 72.34639 71.68604 82.01427 62.16912 65.9242 91.82453 73.1642 74.60731 81.27115 83.48653 92.63129 110.8025 86.23369 92.30926 95.27329 94.24436 94.16077 97.14422 96.13532 95.50916 94.33186 98.19496 97.18282 96.04686 100.5988 113.0177 116.1077 127.6401 112.1606 111.1261 199.9025 189.5659 188.5902 149.6738 220.2272 234.3982 235.0532 199.2712 206.9234 258.0019 288.3703 247.8326 253.7842 250.5853 293.99 219.2578 293.9864 252.448 256.0957 223.439 227.0735 257.6238 223.2711 230.3259 261.0939 235.0532 262.1016 242.7173 267.5294 240.0104 267.9048 241.0062 243.0195 272.6644 275.0727 273.2508 277.7715 281.3574 281.3006 255.502 285.3279 295.2736 298.9649 291.2387 285.1692 283.7058 302.9488 295.1343 290.5581 306.8061 295.6112 308.7167
44.44943 36.5821 39.53796 3.201562 0 2.5 9.968004 18.18501 18.30983 11.67262 43.91437 21.56965 47.59464 24.82438 65.19394 149.9607 184.4992 49.5101 51.10039 36.74424 55.63222 48.10405 50.0025 44.34242 42.99887 52.84174 44.47752 47.36296 71.814 71.02679 81.4369 60.15189 63.83768 91.22557 71.10028 72.41892 79.588 81.81229 91.44109 109.9659 84.2882 90.83089 93.69232 92.58105 92.34717 95.54188 94.45237 93.77233 92.3052 96.46243 95.35853 94.16077 98.75236 111.9386 112.9391 126.8 110.6266 109.2898 196.7797 186.4094 185.4252 148.265 217.0259 231.2018 231.8518 197.1148 204.7401 254.8024 285.1808 244.6554 250.5973 247.4071 290.7976 216.4192 290.7849 249.2775 252.9155 220.5657 225.0228 254.4587 220.8829 228.2132 257.9326 232.1707 258.945 240.6926 264.3828 237.2788 264.7664 238.3406 240.2966 269.5282 271.9324 270.1245 274.6293 278.2144 278.1677 253.0178 282.2025 292.1151 295.8112 288.1566 283.1527 281.3614 299.9421 293.1425 288.1948 303.8277 293.2529 305.7405
41.95215 34.9285 37.85499 5.656854 2.5 0 7.60117 19.74279 15.81139 10.77033 41.53178 19.10497 45.22168 24.83948 62.76942 147.7049 182.4909 47.01064 48.60041 36.22461 56.26747 48.44843 50.2245 44.10215 41.97085 52.80152 43.86342 46.32494 72.12489 71.23825 81.70086 59.20304 62.8172 91.46323 70.0928 71.2899 78.92401 81.15417 91.19515 109.9998 83.38015 90.33825 93.10746 91.92388 91.55463 94.93682 93.77633 93.04837 91.31539 95.74053 94.55422 93.30059 97.92571 111.7721 110.6391 126.8227 110.0727 108.4666 194.2807 183.9182 182.9378 147.8048 214.5973 228.7499 229.4384 195.9719 203.5707 252.4064 282.7152 242.3324 248.2494 245.0816 288.3368 214.574 288.3622 246.9696 250.5853 218.6801 223.9758 252.1626 219.5131 227.1079 255.6443 230.2738 256.6656 239.6682 262.1221 235.5525 262.5205 236.6854 238.5795 267.2862 269.6831 267.8992 272.3766 275.9601 275.9312 251.5497 279.9786 289.8318 293.5371 286 282.1324 280.0304 297.8892 292.1442 286.8449 301.8112 291.9075 303.7269
35.16819 28.48001 31.30673 12.82359 9.968004 7.60117 0 26.74156 9.006171 13.87243 33.94767 13.27069 37.63125 28.86944 55.23686 140.1245 178.625 40.11373 41.61463 38.47366 61.19936 52.76705 54.22433 46.97635 42.50722 56.09912 45.67032 46.74517 76.18253 75.04813 85.59422 59.74483 63.08548 95.25154 70.34281 71.11981 80.21707 82.45268 93.66904 113.1913 83.87309 92.09476 94.57331 93.17248 92.3798 96.33333 94.95847 94.08389 91.50015 96.77135 95.32896 93.90125 98.61541 114.4033 105.395 129.9453 111.5726 109.1304 187.3218 177.1443 176.2253 149.5037 208.4493 222.4087 223.4005 195.4212 202.9218 246.4848 276.2395 236.8687 242.636 239.6027 281.9072 211.3854 282.2449 241.5915 245.0771 215.3202 223.7262 246.849 218.1462 226.6593 250.3726 226.8592 251.4432 239.4831 256.9989 232.8321 257.4751 234.243 235.894 262.2596 264.6182 262.9597 267.2928 270.8673 270.9313 249.8046 275.0426 284.5797 288.3339 281.3973 281.9376 278.7665 293.7682 292.0183 285.5108 297.8519 290.5875 299.7795
56.43773 54.66667 57.59726 17.29483 18.18501 19.74279 26.74156 0 32.71765 16.46545 59.40445 33.84442 63.13038 15.36591 79.87768 166.079 185.1429 61.63152 63.46478 28.49171 39.37321 33.40201 35.86471 33.32833 37.80737 40.05552 36.02468 41.83831 56.67255 56.36587 66.38085 53.10472 57.16448 76.18668 64.04252 66.25728 69.81961 71.95214 78.85923 95.7242 76.11413 79.72522 83.12307 82.50118 83.1867 85.07317 84.46564 84.11764 84.55932 86.74884 86.22612 85.44069 89.7187 98.69876 118.277 112.5068 99.63489 100.0805 207.4707 196.3345 195.1018 136.4137 224.4381 239.2675 238.8216 189.5682 197.3645 261.2944 293.6222 249.6613 256.0681 252.4522 299.0487 215.0623 297.8735 253.9943 258.0364 219.6333 216.6681 258.9539 215.0437 220.2751 262.2844 231.3232 263.1394 232.1316 268.252 234.6205 268.3954 234.9846 237.5367 273.0846 275.5989 273.415 278.3453 281.9476 281.6164 247.9147 285.4455 296.3055 299.8385 290.3913 274.4678 275.0396 300.7653 284.2839 282.0126 304.1904 287.0234 306.065
26.23436 27.01851 29.41088 21.40093 18.30983 15.81139 9.006171 32.71765 0 17.02939 26.68749 5 30.41381 30.67572 47.43416 133.362 170.4857 31.241 32.80244 37.48185 63.00551 53.89109 54.88625 46.40043 39.31224 55.80323 43.84062 43.26662 76.55064 75.09697 85.63875 56.0803 59.05929 95.07114 66.18912 66.50752 77.10383 79.32213 91.82169 112.1094 79.83264 89.40358 91.52595 89.88882 88.62985 93.19335 91.58603 90.55385 87.06607 93.21615 91.50137 89.89438 94.67195 112.6099 96.60745 128.6934 108.4528 105.0952 178.5077 168.2356 167.2939 146.4556 199.4442 213.4069 214.4015 189.9079 197.3052 237.4974 267.2534 227.9759 233.7045 230.7054 272.9148 203.6664 273.2404 232.723 236.1715 207.4825 218.468 238 211.8584 221.2058 241.5367 218.9795 242.6237 234.2715 248.2136 225.4351 248.7187 227.0551 228.5211 253.5098 255.8535 254.244 258.5208 262.0916 262.1908 243.1671 266.3269 275.7472 279.5174 272.826 276.6817 272.5234 285.44 286.8227 279.2024 289.6135 284.2886 291.5476
39.99276 42.04759 44.77723 14 11.67262 10.77033 13.87243 16.46545 17.02939 0 43.46135 17.46425 47.16991 15 63.56099 150.073 174.1481 45.18849 47.01064 25.51252 47.36413 38.90051 40.40421 33.6006 31.32974 42.52058 33.10589 35.69314 62.36986 61.2989 71.82831 48.50773 52.17279 81.52279 59.43904 60.74743 68.15424 70.38466 80.61775 99.71967 72.66533 79.60528 82.34683 81.15417 80.79759 84.17244 83.00602 82.28001 80.65048 84.97205 83.80036 82.56513 87.17862 101.2571 104.2929 116.5161 99.31767 97.71898 191.4602 180.5378 179.383 137.0775 209.6092 224.1707 224.2008 185.4427 193.0702 246.9109 278.3995 236.0275 242.1923 238.7991 283.904 205.548 283.2282 240.5203 244.3461 209.8023 213.3574 245.6054 209.2893 216.541 249.0181 221.4362 249.9625 229.0321 255.2646 226.1349 255.5484 227.0683 229.1342 260.283 262.7337 260.7719 265.4524 269.0465 268.8829 241.5021 272.8369 283.1475 286.7752 278.4098 271.4934 269.7425 289.7206 281.4893 276.5863 293.4655 281.6416 295.3676
