180.8617 136.1778
11.5 104.5
15 115
20.33333 108.3333
24.5 35.75
26.5 126.5
30 37
36.09091 38.90909
33 62
36.6 62.4
39.5122 229.9268
38 136
42 63
44.5 23.5
50.33333 17.13333
49.8 75.6
50.5 70.5
52.75 51.25
53 74
58 15
67.66667 27.66667
71.11111 28.22222
74.11111 23.44444
74 71
78 24.33333
90.33333 19
96.55556 16.73333
93 23
97 64
101 55.5
107 52.19048
111.1935 19.16129
110 15.27273
107 48
107 140
112 54.5
119.2667 14.6
127.1111 16.22222
134 18.2
132 237
133.3333 222.3333
135 219.5
136.5 15.5
140.9375 20.875
139.3333 14.66667
141.6667 25.33333
142.5 16.5
147.875 28.625
147 22.5
148 11
151.5 24
156.7333 25.53333
181 229
191 240
204 51
211.9 52.13333
214 235
214 281.5
217 283
218 234
221.8889 233.4444
234.2857 278.1786
222 124
228.0889 257.7778
225 130
227.6471 233.1765
227 286.5
229.75 36.9
230 70
230 232
233 235
234 42
234 264
236 134
237.5 239.8333
238 262.1667
236 266
236 268
236.6667 271
237.8 290.6
238 288
242 242
244.5714 31.28571
243.3333 287
244 266
245 112
245.5 281.5
246.5 278
247 103
248.1429 111.1429
247 292
254.5357 284.375
256.6296 294.2963
257.5 272
260.5 212
262.5 80
271 198
280.14 200.83
285.8846 21.46154
291 134
295 16.5
297 136
299.4 133.2
