0 175.186 112.4342 199.8266 182.4818 199.4242 92.75788 94.12793 96.0554 142.0905 243.0454 247.6451 211.0031 210.6919 271.0162 248.7211 270.4478 218.6536 285.4953 236.9219 243.2316 240.0758 222.4266 268.7036 280.2276 285.1369 322.7339 289.9784 332.9039
175.186 0 81.55298 114.4206 97.78164 99.72586 114.1657 100.9473 97.66385 105.4599 88.17757 88.80731 36.21264 37.30293 109.0055 79.4879 106.0539 47.62899 120.3683 62.09415 68.05253 65.31105 150.755 93.88488 105.5138 110.5724 151.7098 114.836 161.4096
112.4342 81.55298 0 94.09125 74.58371 89.84526 100.1699 86.44202 84.28671 126.8267 131.6435 136.8377 116.1077 118.423 160.3034 141.5238 160.4151 129.1395 175.3416 140.8119 144.8068 144.0626 200.2987 166.6741 177.5387 181.9333 214.5951 188.9047 224.9361
199.8266 114.4206 94.09125 0 20.18646 16.55808 190.71 176.18 173.4988 205.7589 84.82262 92.77269 128.543 134.5809 110.8994 113.1365 114.8111 145.743 126.2321 141.6556 139.5673 144.0667 264.2257 147.0315 153.807 155.9692 168.5019 166.959 178.2931
182.4818 97.78164 74.58371 20.18646 0 17.81426 170.536 155.9981 153.3133 186.0391 84.19578 91.77947 115.8116 121.4411 112.4963 108.7471 115.3964 132.9358 128.2853 131.6994 130.8088 134.3704 246.2315 141.8157 149.7903 152.5652 170.7152 162.8592 180.8363
199.4242 99.72586 89.84526 16.55808 17.81426 0 182.7033 168.027 165.1953 194.4577 70.07811 77.93034 112.2543 118.3652 97.31953 97.27409 100.7545 129.4406 112.9427 125.0976 123.0445 127.5101 250.1838 131.0433 138.1377 140.4844 155.3956 151.2871 165.3796
92.75788 114.1657 100.1699 190.71 170.536 182.7033 0 14.72715 17.75528 49.36598 199.4492 201.3944 144.4611 141.7674 222.6995 193.6311 220.0659 146.3728 234.5009 168.5052 176.5814 171.2577 130.6643 204.155 215.7452 221.0329 264.8345 222.8744 274.2066
94.12793 100.9473 86.44202 176.18 155.9981 168.027 14.72715 0 3.28718 51.95404 185.3345 187.4587 132.4055 130.1085 209.0017 180.4159 206.5282 135.4372 221.0726 156.9805 164.8046 159.8266 134.0484 192.2051 203.8436 209.0984 252.2328 211.4314 261.7317
96.0554 97.66385 84.28671 173.4988 153.3133 165.1953 17.75528 3.28718 0 51.65511 182.0803 184.188 129.1869 126.9262 205.719 177.1306 203.2419 132.3301 217.7855 153.8059 161.6052 156.6607 133.5792 188.9881 200.6296 205.8813 248.9687 208.2577 258.4744
142.0905 105.4599 126.8267 205.7589 186.0391 194.4577 49.36598 51.95404 51.65511 0 193.3727 193.3517 125.865 121.2642 211.7871 179.8055 207.8702 122.0901 221.0526 145.7978 154.7773 147.9678 82.13988 182.2395 193.2382 198.5545 245.1124 197.9141 253.571
243.0454 88.17757 131.6435 84.82262 84.19578 70.07811 199.4492 185.3345 182.0803 193.3727 0 7.98088 75.18643 81.7435 29.35767 32.20248 31.32092 88.95504 45.10758 73.4983 67.47592 74.60399 227.1131 65.29357 70.21396 71.78564 87.04947 83.24062 97.32035
247.6451 88.80731 136.8377 92.77269 91.77947 77.93034 201.3944 187.4587 184.188 193.3517 7.98088 0 72.57291 78.96093 23.46651 25.43281 24.31243 85.34027 38.75623 68.4078 61.80152 69.25077 224.2562 57.766 62.34978 63.84063 80.09046 75.34296 90.41761
211.0031 36.21264 116.1077 128.543 115.8116 112.2543 144.4611 132.4055 129.1869 125.865 75.18643 72.57291 0 6.708204 87.44411 54.58938 82.8734 17.20465 95.42226 25.94224 32.64966 29.1334 151.9268 59.80176 71.44928 76.69476 120.8113 79.64923 129.9433
210.6919 37.30293 118.423 134.5809 121.4411 118.3652 141.7674 130.1085 126.9262 121.2642 81.7435 78.96093 6.708204 0 93.22109 60.20797 88.45903 11.7047 100.6357 26.90725 34.82815 29.8527 145.3945 62.5 74.02702 79.33413 124.4489 81.34494 133.3501
