0 170.9595 141.5258 138.7973 152.6165 149.8177 150.5049 140.512 72.94489 115.454 101.6507 98.36972 88.44228 84.40085 85.97436 108.8589 152.5045 162.2381 43.22428 45.55602 161.8728 107.3578 79.79204 105.0214 56.56638 119.7173 68.43676 73.39181 71.6933 160.3775 97.83532 168.029 123.217 182.2923 153.2583 163.1876
170.9595 0 156.8123 157.051 206.7584 204.658 211.1911 221.4174 112.4342 92.75788 94.12793 96.0554 134.355 243.0454 247.6451 174.5615 183.2508 213.2449 211.0031 210.6919 195.8372 271.0162 248.7211 270.4478 218.6536 285.4953 236.9219 243.2316 240.0758 222.4266 268.7036 234.9695 243.0017 246.8708 322.7339 332.9039
141.5258 156.8123 0 3 51.87593 50.33587 57.69099 74.69477 87.2611 182.6869 170.3312 168.6898 191.2884 155.1403 162.8082 229.8141 264.426 284.5171 178.7806 183.4189 276.6247 182.9484 179.5341 186.184 195.1166 198.6096 198.2738 198.702 201.1956 286.8795 212.0996 296.9853 263.6766 311.4482 241.0683 251.0563
138.7973 157.051 3 0 50.82433 49.15384 56.40257 72.78567 85.34928 181.3684 168.8926 167.2072 189.3733 152.1726 159.8346 227.6895 262.5608 282.4539 175.9048 180.5672 274.7203 180.0101 176.5347 183.228 192.2667 195.6792 195.3318 195.7358 198.2494 284.7172 209.1011 294.7698 261.0596 309.2394 238.1399 248.1355
152.6165 206.7584 51.87593 50.82433 0 2.860712 7.348816 30.23459 120.3977 220.4687 206.8395 204.6673 220.3867 136.4181 144.391 254.2758 293.2669 309.4589 181.1638 186.9764 304.6429 160.1613 166.0922 164.8351 198.3526 174.6697 195.2424 193.252 197.6912 309.7489 200.0857 318.5779 274.8883 333.0332 215.9211 225.1771
149.8177 204.658 50.33587 49.15384 2.860712 0 7.59276 29.5209 117.652 217.7448 204.0937 201.912 217.5418 134.4173 142.3945 251.4152 290.4139 306.5986 178.5346 184.3269 301.7861 158.4116 163.925 163.0196 195.7187 173.0065 192.762 190.8408 195.2266 306.8931 197.9082 315.7281 272.1409 330.1843 214.3783 223.6856
150.5049 211.1911 57.69099 56.40257 7.348816 7.59276 0 23.05999 121.878 222.0479 208.239 205.9818 220.4836 130.7565 138.7126 253.5256 293.1015 308.6408 177.6914 183.6199 304.3197 153.9726 160.8299 158.7648 194.8955 168.3277 191.0294 188.7624 193.4108 308.6137 194.8333 317.2334 272.1863 331.6598 209.3853 218.5692
140.512 221.4174 74.69477 72.78567 30.23459 29.5209 23.05999 0 123.6343 222.8385 208.5615 206.0527 216.6121 110.5526 118.4215 246.8353 288.0294 301.5109 163.3267 169.5509 298.7189 132.3851 141.5232 137.436 180.458 146.3811 174.451 171.4228 176.6308 300.5236 175.4203 308.4857 259.5791 322.7831 187.0211 196.0741
72.94489 112.4342 87.2611 85.34928 120.3977 117.652 121.878 123.6343 0 100.1699 86.44202 84.28671 104.03 131.6435 136.8377 143.0874 177.2191 197.467 116.1077 118.423 189.3733 160.3034 141.5238 160.4151 129.1395 175.3416 140.8119 144.8068 144.0626 200.2987 166.6741 210.7635 184.5211 225.1544 214.5951 224.9361
115.454 92.75788 182.6869 181.3684 220.4687 217.7448 222.0479 222.8385 100.1699 0 14.72715 17.75528 44.84696 199.4492 201.3944 82.02439 94.15207 122.4972 144.4611 141.7674 107.1226 222.6995 193.6311 220.0659 146.3728 234.5009 168.5052 176.5814 171.2577 130.6643 204.155 143.1022 152.9892 155.6101 264.8345 274.2066
101.6507 94.12793 170.3312 168.8926 206.8395 204.0937 208.239 208.5615 86.44202 14.72715 0 3.28718 40.23438 185.3345 187.4587 81.6551 100.5757 127.1085 132.4055 130.1085 113.5377 209.0017 180.4159 206.5282 135.4372 221.0726 156.9805 164.8046 159.8266 134.0484 192.2051 146.2252 148.9699 159.3719 252.2328 261.7317
98.36972 96.0554 168.6898 167.2072 204.6673 201.912 205.9818 206.0527 84.28671 17.75528 3.28718 0 38.50325 182.0803 184.188 80.50621 100.8828 126.9307 129.1869 126.9262 113.8112 205.719 177.1306 203.2419 132.3301 217.7855 153.8059 161.6052 156.6607 133.5792 188.9881 145.6794 146.9506 158.9536 248.9687 258.4744
88.44228 134.355 191.2884 189.3733 220.3867 217.5418 220.4836 216.6121 104.03 44.84696 40.23438 38.50325 0 171.7302 172.2027 43.18854 73.32027 94.40827 107.5558 103.6931 85.34928 191.5455 160.288 188.0007 106.312 201.6537 129.5232 138.1711 131.9903 99.00914 165.8945 110.5351 108.9138 124.4237 228.1399 237.0116
84.40085 243.0454 155.1403 152.1726 136.4181 134.4173 130.7565 110.5526 131.6435 199.4492 185.3345 182.0803 171.7302 0 7.98088 184.2715 229.1749 232.3037 75.18643 81.7435 236.6205 29.35767 32.20248 31.32092 88.95504 45.10758 73.4983 67.47592 74.60399 227.1131 65.29357 231.7461 169.2342 244.7621 87.04947 97.32035
85.97436 247.6451 162.8082 159.8346 144.391 142.3945 138.7126 118.4215 136.8377 201.3944 187.4587 184.188 172.2027 7.98088 0 182.8787 227.7701 229.853 72.57291 78.96093 234.8526 23.46651 25.43281 24.31243 85.34027 38.75623 68.4078 61.80152 69.25077 224.2562 57.766 228.5083 164.7651 241.3224 80.09046 90.41761
108.8589 174.5615 229.8141 227.6895 254.2758 251.4152 253.5256 246.8353 143.0874 82.02439 81.6551 80.50621 43.18854 184.2715 182.8787 0 44.90671 55.21541 111.2879 105.5746 53.11544 198.7251 165.7739 194.0335 103.3683 205.9954 126.8464 136.0625 128.4769 57.23251 162.4107 68.09001 74.67937 82.30735 225.3133 233.0306
152.5045 183.2508 264.426 262.5608 293.2669 290.4139 293.1015 288.0294 177.2191 94.15207 100.5757 100.8828 73.32027 229.1749 227.7701 44.90671 0 31.14271 155.9918 150.1501 12.99304 243.3682 210.3477 238.5628 147.258 250.2403 170.3858 179.5958 171.7937 42.97702 205.2469 55.10379 101.6455 64.77573 267.7366 275.0128
