0 176.2811 112.4342 199.9796 182.6165 199.4242 92.75788 94.12793 96.0554 132.9497 138.8431 149.3395 150.7611 152.6656 154.5017 158.4914 243.0454 247.6451 177.2977 183.247 181.235 181.5845 183.1916 211.0031 185.2596 210.6919 271.0162 248.7211 270.4478 218.6536 203.3381 285.4953 236.9219 243.2316 240.0758 222.4266 222.2494 268.7036 226.2005 241.3746 293.0711 287.9972 322.7339 332.9039 271.8629
176.2811 0 81.81751 112.8414 96.44764 98.3754 115.7871 102.5248 99.24021 106.2657 84.62373 77.94501 102.9496 74.97626 96.08671 95.39388 86.41946 87.06665 81.63383 64.49093 77.57028 80.28482 76.12352 35.39485 70.31473 36.77989 107.3109 77.89439 104.3888 47.32228 78.88209 118.7283 61.20425 67.0009 64.4326 152.22 91.72266 92.65881 94.82229 110.0796 117.4043 111.7653 150.2428 159.9659 106.2817
112.4342 81.81751 0 94.11761 74.64181 89.84526 100.1699 86.44202 84.28671 120.1083 106.9626 109.7133 129.1898 109.9864 126.6215 128.6934 131.6435 136.8377 131.1869 123.9072 130.9678 132.9248 131.2288 116.1077 128.7983 118.423 160.3034 141.5238 160.4151 129.1395 144.3087 175.3416 140.8119 144.8068 144.0626 200.2987 161.6447 166.6741 165.4116 181.8137 189.2749 186.4537 214.5951 224.9361 188.0239
199.9796 112.8414 94.11761 0 20.13517 16.13013 190.644 176.108 173.4218 201.1545 182.7803 180.6395 204.683 179.0381 199.5761 200.1777 84.35713 92.30711 192.1019 176.7473 188.9546 191.5741 187.8686 128.1508 182.5695 134.1944 110.4401 112.6749 114.3487 145.35 191.6654 125.7757 141.2272 139.1281 143.6355 263.9519 203.3928 146.5712 206.1519 220.3733 159.8863 163.3727 168.0483 177.8416 197.1234
182.6165 96.44764 74.64181 20.13517 0 17.60164 170.5174 155.9753 153.2868 181.3444 163.252 161.4831 185.2873 160.0312 180.3685 181.1038 83.90113 91.48334 174.0282 159.4152 171.1766 173.7492 170.234 115.5509 165.2077 121.185 112.2071 108.4472 115.1034 132.6771 175.2461 127.997 131.4177 130.5205 134.0872 246.065 187.9202 141.517 190.8643 205.5945 157.5068 159.5205 170.426 180.5482 187.0711
199.4242 98.3754 89.84526 16.13013 17.60164 0 182.7033 168.027 165.1953 190.5204 171.4349 168.5753 192.9955 166.7378 187.5488 187.926 70.07811 77.93034 178.626 162.667 175.2102 177.8654 174.0034 112.2543 168.4977 118.3652 97.31953 97.27409 100.7545 129.4406 176.954 112.9427 125.0976 123.0445 127.5101 250.1838 188.2002 131.0433 190.8804 204.9011 145.1544 148.1837 155.3956 165.3796 180.9945
92.75788 115.7871 100.1699 190.644 170.5174 182.7033 0 14.72715 17.75528 40.1995 49.0408 60.53924 58.03447 64.4748 62.20129 66.27217 199.4492 201.3944 87.36132 97.49359 92.2346 92.0489 94.57801 144.4611 98.0867 141.7674 222.6995 193.6311 220.0659 146.3728 115.5206 234.5009 168.5052 176.5814 171.2577 130.6643 133.7647 204.155 137.5682 151.7123 229.3142 221.5784 264.8345 274.2066 191.2302
94.12793 102.5248 86.44202 176.108 155.9753 168.027 14.72715 0 3.28718 42.93665 44.72757 55.29818 59.06682 58.7698 61.43199 65.24484 185.3345 187.4587 83.19188 90.54956 87.29834 87.53983 89.3638 132.4055 91.94503 130.1085 209.0017 180.4159 206.5282 135.4372 109.8691 221.0726 156.9805 164.8046 159.8266 134.0484 128.6049 192.2051 132.5162 147.4173 217.3643 210.014 252.2328 261.7317 182.8056
96.0554 99.24021 84.28671 173.4218 153.2868 165.1953 17.75528 3.28718 0 42.79311 43.00291 53.28461 58.35452 56.64142 60.30962 64.041 182.0803 184.188 81.26038 88.08093 85.20645 85.52923 87.21382 129.1869 89.61724 126.9262 205.719 177.1306 203.2419 132.3301 107.5976 217.7855 153.8059 161.6052 156.6607 133.5792 126.3972 188.9881 130.3236 145.3481 214.1454 206.829 248.9687 258.4744 180.0174
132.9497 106.2657 120.1083 201.1545 181.3444 190.5204 40.1995 42.93665 42.79311 0 21.84033 31.38471 18.11077 35.51056 23.76973 27.85678 192.6759 193.0353 52.15362 67.17887 58.08519 57.14018 60.80296 127.236 65.94695 123.0041 212.1129 180.5685 208.4346 124.6796 81.5414 221.916 148.2228 157.0637 150.5344 91.28176 98.4124 184.6923 101.9657 114.8122 209.4015 200.2623 247.3193 255.9868 161.0745
138.8431 84.62373 106.9626 182.7803 163.252 171.4349 49.0408 44.72757 43.00291 21.84033 0 11.6619 22.47221 15.81139 20 22.82542 170.9883 171.2554 38.63936 49.09175 43.23065 43.17407 45.54119 105.603 49.1935 101.5332 190.2726 158.7577 186.6012 103.7304 66.48308 200.1121 127.0945 135.8308 129.4986 95.19748 84.77028 163.5245 88.60023 103.047 188.3667 179.4937 225.9571 234.7366 143.4503
149.3395 77.94501 109.7133 180.6395 161.4831 168.5753 60.53924 55.29818 53.28461 31.38471 11.6619 0 25.07987 4.242641 18.97367 19.72308 163.7834 163.6216 28.01785 37.44329 32.0347 32.24903 34.20526 96.20811 37.57659 91.7878 181.9546 150 178.0449 93.29523 55.02727 191.2716 116.8461 125.706 119.1501 90.65186 73.4983 153.3175 77.36924 92.121 178.0169 168.9083 215.9918 224.6225 131.8256
150.7611 102.9496 129.1898 204.683 185.2873 192.9955 58.03447 59.06682 58.35452 18.11077 22.47221 25.07987 0 28.01785 8.062258 11.31371 188.5206 188.1456 36.76955 54.3783 43.16506 41.72529 46.01087 119.3692 52.00961 114.4814 205.972 173.6692 201.8539 114.6342 65.94695 214.7633 138.398 147.4619 140.4565 75.41061 81.8352 174.7491 85.23497 97.43429 199.01 189.3066 237.7327 246.031 146.3865
152.6656 74.97626 109.9864 179.0381 160.0312 166.7378 64.4748 58.7698 56.64142 35.51056 15.81139 4.242641 28.01785 0 21.2132 21.18962 160.5273 160.2355 25.07987 33.28663 28.5696 29.01724 30.59412 92.358 33.61547 87.84646 178.3602 146.2942 174.3846 89.1852 51.24451 187.529 112.7697 121.6553 115.0511 90.34025 69.857 149.2423 73.75636 88.7116 173.908 164.7544 211.9621 220.5589 127.6401
