0 168.9556 136.5722 139.6084 138.077 69.92005 115.1043 101.1509 97.87839 117.7531 121.1535 128.4356 130.9657 84.43552 86.31218 110.8405 154.2525 165.6588 46.19059 48.6985 163.7775 108.0128 81.08816 105.8663 59.78007 120.6488 71.20948 75.94954 74.46712 162.8131 100.0312 126.7002 154.7722 171.8253 164.7557 187.1832 180.6144
168.9556 0 156.2267 218.8193 221.3213 112.4342 92.75788 94.12793 96.0554 260.9204 264.247 273.311 276.1774 243.0454 247.6451 174.5615 183.2508 219.1654 211.0031 210.6919 195.8372 271.0162 248.7211 270.4478 218.6536 285.4953 236.9219 243.2316 240.0758 222.4266 268.7036 243.7522 322.7339 255.9191 332.9039 263.5378 266.0267
136.5722 156.2267 0 70.1601 74.05596 85.7592 181.3942 168.9929 167.3353 146.266 148.5855 157.2117 159.7568 153.7603 161.4155 228.2556 262.9429 286.1214 177.1441 181.7763 275.1296 181.6215 178.0495 184.8265 193.4736 197.2952 196.6668 197.1153 199.5916 285.3117 210.5799 262.3982 239.7569 302.68 249.7565 316.6994 312.2026
139.6084 218.8193 70.1601 0 4.789149 122.6907 222.2724 208.0847 205.6289 91.11958 92.34717 99.4211 101.4347 114.8434 122.7416 247.9698 288.8205 304.4615 166.1927 172.3514 299.6352 137.0594 145.6022 142.0422 183.3576 151.1564 177.8679 175.0257 180.0989 302.0082 179.5446 262.2486 191.9158 310.8327 201.0056 326.4704 319.2808
138.077 221.3213 74.05596 4.789149 0 123.6499 222.8818 208.6104 206.105 86.4722 87.66066 94.68164 96.6819 110.869 118.7391 246.9857 288.1593 303.2535 163.5749 169.7957 298.8566 132.7152 141.831 137.7641 180.7083 146.7137 174.7279 171.7089 176.9103 300.6954 175.7303 259.9516 187.3559 308.9517 196.4091 324.6659 317.3183
69.92005 112.4342 85.7592 122.6907 123.6499 0 100.1699 86.44202 84.28671 148.7563 152.1217 161.1197 163.9817 131.6435 136.8377 143.0874 177.2191 200.8045 116.1077 118.423 189.3733 160.3034 141.5238 160.4151 129.1395 175.3416 140.8119 144.8068 144.0626 200.2987 166.6741 185.0164 214.5951 220.0738 224.9361 233.3221 229.894
115.1043 92.75788 181.3942 222.2724 222.8818 100.1699 0 14.72715 17.75528 229.8603 233.3345 241.3301 244.0082 199.4492 201.3944 82.02439 94.15207 128.0108 144.4611 141.7674 107.1226 222.6995 193.6311 220.0659 146.3728 234.5009 168.5052 176.5814 171.2577 130.6643 204.155 153.7817 264.8345 163.2072 274.2066 171.2599 173.3385
101.1509 94.12793 168.9929 208.0847 208.6104 86.44202 14.72715 0 3.28718 215.2915 218.7675 226.8083 229.497 185.3345 187.4587 81.6551 100.5757 132.1484 132.4055 130.1085 113.5377 209.0017 180.4159 206.5282 135.4372 221.0726 156.9805 164.8046 159.8266 134.0484 192.2051 149.7295 252.2328 164.2376 261.7317 173.5242 174.4567
97.87839 96.0554 167.3353 205.6289 206.105 84.28671 17.75528 3.28718 0 212.1431 215.6183 223.6406 226.3255 182.0803 184.188 80.50621 100.8828 131.8531 129.1869 126.9262 113.8112 205.719 177.1306 203.2419 132.3301 217.7855 153.8059 161.6052 156.6607 133.5792 188.9881 147.7033 248.9687 163.2138 258.4744 172.7576 173.4416
117.7531 260.9204 146.266 91.11958 86.4722 148.7563 229.8603 215.2915 212.1431 0 3.480102 12.40072 15.26798 42.18741 47.21282 223.5556 268.3129 272.7521 116.6881 123.3333 276.3766 50.57618 72.36098 56.76951 131.0017 62.21771 115.4778 109.0143 116.4205 268.3853 102.2286 211.3033 101.2115 265.9298 110.0456 282.4961 272.521
121.1535 264.247 148.5855 92.34717 87.66066 152.1217 233.3345 218.7675 215.6183 3.480102 0 9.195409 12.04159 44.77723 49.45733 226.7355 271.5128 275.7335 119.5492 126.1784 279.5233 51.35828 74.4043 57.68882 133.7012 62.31929 117.8346 111.2205 118.7081 271.3274 103.6931 213.8247 100.5401 268.5689 109.1936 285.1448 275.0932
128.4356 273.311 157.2117 99.4211 94.68164 161.1197 241.3301 226.8083 223.6406 12.40072 9.195409 0 2.867442 49.07364 52.57656 232.6777 277.5323 280.7549 124.26 130.8111 285.2808 50.26657 76.57168 56.84384 137.7699 59.24655 120.7569 113.6745 121.3985 276.1867 103.9285 217.1296 95.29152 272.2541 103.5075 288.8556 278.5309
130.9657 276.1774 159.7568 101.4347 96.6819 163.9817 244.0082 229.497 226.3255 15.26798 12.04159 2.867442 0 50.9902 54.1759 234.8531 279.7224 282.6773 126.1467 132.6725 287.4009 50.66431 77.82673 57.28001 139.474 58.94653 122.1556 114.9478 122.731 278.0654 104.5622 218.5858 94.13531 273.8059 102.1824 290.4118 280.0112
84.43552 243.0454 153.7603 114.8434 110.869 131.6435 199.4492 185.3345 182.0803 42.18741 44.77723 49.07364 50.9902 0 7.98088 184.2715 229.1749 231.6937 75.18643 81.7435 236.6205 29.35767 32.20248 31.32092 88.95504 45.10758 73.4983 67.47592 74.60399 227.1131 65.29357 169.1173 87.04947 223.7917 97.32035 240.3679 230.3394
86.31218 247.6451 161.4155 122.7416 118.7391 136.8377 201.3944 187.4587 184.188 47.21282 49.45733 52.57656 54.1759 7.98088 0 182.8787 227.7701 229.0213 72.57291 78.96093 234.8526 23.46651 25.43281 24.31243 85.34027 38.75623 68.4078 61.80152 69.25077 224.2562 57.766 164.6149 80.09046 219.6777 90.41761 236.279 225.9859
110.8405 174.5615 228.2556 247.9698 246.9857 143.0874 82.02439 81.6551 80.50621 223.5556 226.7355 232.6777 234.8531 184.2715 182.8787 0 44.90671 57.90027 111.2879 105.5746 53.11544 198.7251 165.7739 194.0335 103.3683 205.9954 126.8464 136.0625 128.4769 57.23251 162.4107 75.52257 225.3133 82.78307 233.0306 93.18828 93.01747
154.2525 183.2508 262.9429 288.8205 288.1593 177.2191 94.15207 100.5757 100.8828 268.3129 271.5128 277.5323 279.7224 229.1749 227.7701 44.90671 0 37.74426 155.9918 150.1501 12.99304 243.3682 210.3477 238.5628 147.258 250.2403 170.3858 179.5958 171.7937 42.97702 205.2469 102.4688 267.7366 81.89224 275.0128 84.34773 90.7265
165.6588 219.1654 286.1214 304.4615 303.2535 200.8045 128.0108 132.1484 131.8531 272.7521 275.7335 280.7549 282.6773 231.6937 229.0213 57.90027 37.74426 0 156.5464 150.0756 28.02282 241.6161 208.6732 236.1527 144.4099 246.2231 165.565 174.468 166.2904 7.308106 197.5531 81.09161 257.9287 45.96792 264.1302 46.64032 53.91557
46.19059 211.0031 177.1441 166.1927 163.5749 116.1077 144.4611 132.4055 129.1869 116.6881 119.5492 124.26 126.1467 75.18643 72.57291 111.2879 155.9918 156.5464 0 6.708204 162.5769 87.44411 54.58938 82.8734 17.20465 95.42226 25.94224 32.64966 29.1334 151.9268 59.80176 97.5741 120.8113 150.2799 129.9433 166.7144 157.5254
48.6985 210.6919 181.7763 172.3514 169.7957 118.423 141.7674 130.1085 126.9262 123.3333 126.1784 130.8111 132.6725 81.7435 78.96093 105.5746 150.1501 150.0756 6.708204 0 156.5128 93.22109 60.20797 88.45903 11.7047 100.6357 26.90725 34.82815 29.8527 145.3945 62.5 90.99971 124.4489 143.5764 133.3501 160.0078 150.8418
163.7775 195.8372 275.1296 299.6352 298.8566 189.3733 107.1226 113.5377 113.8112 276.3766 279.5233 285.2808 287.4009 236.6205 234.8526 53.11544 12.99304 28.02282 162.5769 156.5128 0 249.6151 216.5208 244.6002 152.7653 255.8185 175.4259 184.5867 176.6271 34.39491 209.5292 101.2006 271.501 73.78437 278.4313 74.29064 81.9329
108.0128 271.0162 181.6215 137.0594 132.7152 160.3034 222.6995 209.0017 205.719 50.57618 51.35828 50.26657 50.66431 29.35767 23.46651 198.7251 243.3682 241.6161 87.44411 93.22109 249.6151 0 33.10094 6.638712 97.30094 15.84913 76.63271 68.31378 76.48725 236.3941 54.13107 172.352 58.21891 228.2111 68.36463 244.7949 233.7084
81.08816 248.7211 178.0495 145.6022 141.831 141.5238 193.6311 180.4159 177.1306 72.36098 74.4043 76.57168 77.82673 32.20248 25.43281 165.7739 210.3477 208.6732 54.58938 60.20797 216.5208 33.10094 0 28.28427 64.28063 41.36572 44.59821 37.12142 44.96552 203.5352 34.00368 141.0436 74.02076 196.595 84.18581 213.2055 202.5049
