0 108.4736 129.4949 61.88213 94.04578 142.6741 131.9743 130.9317 181.1331 171.4295 195.4585 178.2086 169.1706 182.3004 174.1518 177.3284 200.7159 189.3535 202.5124 188.5343 216.5243 197.2653 197.3798 200.0207 200.5624 203.895 258.08 218.6651 232.5561 245.2328 246.4436 258.2971 240.8459 268.6258
108.4736 0 165.9244 112.4342 188.1166 92.75788 94.12793 96.0554 141.1792 243.0454 166.247 247.6451 229.7709 176.5158 211.0031 210.6919 271.0162 248.7211 270.4478 218.6536 285.4953 224.8616 236.9219 243.2316 240.0758 230.0745 222.4266 268.7036 256.1301 243.4203 286.6148 322.7339 273.1831 332.9039
129.4949 165.9244 0 69.62961 97.26207 110.0587 96.22252 92.94277 109.5884 89.66415 104.9513 91.34466 68.63513 72.19432 47.11442 48.88064 112.7963 85.21409 110.4762 59.51249 125.1735 67.97559 72.66838 77.96106 75.91714 74.52551 157.8867 102.7906 103.2004 121.3125 123.1932 158.6121 113.6484 168.5204
61.88213 112.4342 69.62961 0 81.85342 100.1699 86.44202 84.28671 128.4962 131.6435 138.455 136.8377 121.5936 121.2761 116.1077 118.423 160.3034 141.5238 160.4151 129.1395 175.3416 137.5227 140.8119 144.8068 144.0626 144.0015 200.2987 166.6741 172.6402 183.3644 191.0765 214.5951 183.0143 224.9361
94.04578 188.1166 97.26207 81.85342 0 178.7109 164.2161 161.5651 197.0526 86.59529 198.8007 94.37791 94.98687 169.1782 122.9194 128.6908 114.1203 112.7899 117.4541 140.0953 129.7723 149.1551 137.8902 136.5689 140.4742 155.6561 254.8063 146.2742 181.4387 214.5569 179.1175 172.2315 180.8327 182.2292
142.6741 92.75788 110.0587 100.1699 178.7109 0 14.72715 17.75528 48.60618 199.4492 73.60027 201.3944 178.4405 89.86246 144.4611 141.7674 222.6995 193.6311 220.0659 146.3728 234.5009 150.1882 168.5052 176.5814 171.2577 153.9473 130.6643 204.155 176.2097 153.8225 213.9221 264.8345 196.7943 274.2066
131.9743 94.12793 96.22252 86.44202 164.2161 14.72715 0 3.28718 52.08564 185.3345 73.78 187.4587 164.7844 83.35042 132.4055 130.1085 209.0017 180.4159 206.5282 135.4372 221.0726 139.8382 156.9805 164.8046 159.8266 143.9946 134.0484 192.2051 167.4856 149.4819 203.5123 252.2328 187.1739 261.7317
130.9317 96.0554 92.94277 84.28671 161.5651 17.75528 3.28718 0 51.98452 182.0803 72.78496 184.188 161.5 80.97516 129.1869 126.9262 205.719 177.1306 203.2419 132.3301 217.7855 136.8 153.8059 161.6052 156.6607 141.006 133.5792 188.9881 164.659 147.4023 200.451 248.9687 184.2156 258.4744
181.1331 141.1792 109.5884 128.4962 197.0526 48.60618 52.08564 51.98452 0 196.3926 27.23919 196.4041 171.7543 57.96805 128.997 124.4017 214.8836 182.9213 210.9787 125.2212 224.1739 126.2428 148.9313 157.9129 151.098 128.1666 82.33042 185.3713 144.9605 111.7409 187.7445 248.2478 168.0326 256.7022
171.4295 243.0454 89.66415 131.6435 86.59529 199.4492 185.3345 182.0803 196.3926 0 186.2069 7.98088 26.92582 147.8232 75.18643 81.7435 29.35767 32.20248 31.32092 88.95504 45.10758 95.51178 73.4983 67.47592 74.60399 100.0589 227.1131 65.29357 117.4169 166.1108 99.74323 87.04947 107.9281 97.32035
195.4585 166.247 104.9513 138.455 198.8007 73.60027 73.78 72.78496 27.23919 186.2069 0 185.1739 160.291 39.40691 114.3818 108.9413 201.7506 168.971 197.2552 107.5844 209.5697 107.0201 131.2532 140.4407 133.0425 107.8844 62.68269 167.1809 121.5442 84.74153 165.9578 230.1928 145.3607 238.1194
178.2086 247.6451 91.34466 136.8377 94.37791 201.3944 187.4587 184.188 196.4041 7.98088 185.1739 0 24.88295 146.4083 72.57291 78.96093 23.46651 25.43281 24.31243 85.34027 38.75623 91.37958 68.4078 61.80152 69.25077 95.5649 224.2562 57.766 111.5875 161.5806 92.22004 80.09046 101.1067 90.41761
