0 26.57492 17.89912 110.288 18.1676 11.49643 11.0344 10.84244 18.50218 14.56241 16.68019 3.751047 7.370933 137.3267 55.27283 50.49966 50.44381 60.61537 58.57725 49.86194 63.04057 53.09802 55.33362 63.18797 67.08407 79.16239 84.75252 78.30318 78.67725 82.44358 77.70836 84.32278 88.68568 78.29916 90.72513 89.84188 62.04719 86.07646 72.18267 85.09494 75.02511 76.61318 83.12431 89.64914 143.8851 133.0816 132.0042 91.66022 151.2681 169.7469 160.0116 190.195 178.6522 170.3272 191.0785 193.0055 177.1418 173.7774 199.4191 177.0144 202.007 199.5966 198.0576 188.4804 204.6084 201.4398 188.2533 210.4311 214.4278 215.4125 217.1144 196.8931 219.0585 199.4557 200.0695 220.7091 222.945 222.1415 220.4574 225.0755 221.68 224.9636 226.5249 228.9031 258.7926 230.6634 217.9309 219.0314 229.6744 222.344 224.3207 243.2189 233.8051 245.2857 238.655 238.1518 257.2323 242.3314 241.3155 245.4445 248.3634 252.0796 251.0107 252.5124 247.817 253.6816 267.5551 250.0698 253.4704 254.731 259.6911 261.3675 255.7389 255.968
26.57492 0 9.486833 89.24357 36.49658 30.08322 27.89265 16.12452 8.602325 33.95585 10.81665 27.78489 19.79899 152.3199 80.62258 76.05919 76.53757 86.54045 84.53402 76.19096 89.00562 79.40403 81.63333 89.52374 93.49332 105.6835 111.2205 104.8692 105.2448 109.0183 104.2353 110.8873 115.2562 104.6733 117.2902 116.3873 75.00667 112.45 95.10929 110.4004 97.94386 98.1453 105.9428 114.2804 138.6218 129.9367 129.5039 113.8464 152.8815 167.1077 160.7016 191.2302 183.8478 194.1237 194.1063 195.5326 200.6522 190.759 205.1006 193.3132 207.9928 223.4768 205.9345 210.345 211.0284 224.9556 204.1201 217.5684 221.1086 239.215 223.933 214.9651 226.3563 218.3323 218.1953 227.706 229.9239 229.5822 229.0508 232.4276 230.0804 232.7746 234.1208 236.6895 261.0218 238.1197 238.435 239.0272 239.4034 242.3242 244.2724 251.5253 255.1503 255.2293 260.2556 259.6324 280.6187 264.0549 262.5452 257.5286 260.4995 263.2299 262.9087 263.8655 267.8078 265.3451 290.9798 266.1203 269.6855 271.8124 272.6009 282.1507 272.6628 272.1838
17.89912 9.486833 0 98.03073 27.16616 20.61553 18.43909 7.071068 5.656854 24.5153 6.708204 18.60108 12.08305 149.4576 71.17584 66.64083 67.23095 77.17675 75.17978 66.98181 79.64923 70.17834 72.40166 80.30255 84.31489 96.60745 102.0784 95.89346 96.41474 100.1249 95.52487 102.0686 106.4049 96.18992 108.4666 107.629 72.44308 103.9663 88.70049 102.7582 91.5478 92.38236 99.61707 107.042 142.9475 133.5274 132.8768 107.8378 154.9465 170.6605 163.1104 193.6001 184.7431 187.4086 195.7913 197.3955 194.0935 187.171 205.8671 190.0105 208.6552 216.7293 205.9053 204.6192 211.5396 218.4056 201.01 217.8302 221.5423 232.5157 224.3212 210.9502 226.5735 213.9743 214.1609 228.0351 230.2629 229.752 228.7952 232.634 229.8978 232.8132 234.2404 236.7427 263.0915 238.296 233.3672 234.191 238.7384 237.4974 239.4598 251.406 249.7002 254.5028 254.6861 254.1201 274.1566 258.4279 257.1537 255.9863 258.9401 262.0534 261.4441 262.6119 262.9924 263.9735 284.5 263.0019 266.5019 268.2685 270.7513 276.9783 269.1858 269.0019
110.288 89.24357 98.03073 0 124.936 117.9278 115.928 102.928 93.92823 121.9278 94.93849 113.113 103.1311 171.0917 164.7568 159.8141 158.6906 168.982 166.9236 157.2665 171.2333 160.4602 162.6258 169.9591 173.2185 183.5898 189.6268 181.7263 180.5875 184.7652 178.4886 185.7529 190.1933 176.8038 191.8184 190.296 112.4342 183.9665 152.3088 174.818 154.5412 150.1199 160.6546 174.9543 92.75788 94.12793 96.0554 164.8436 126.6351 123.5379 129.5815 155.8816 163.5864 243.0454 164.9878 164.5382 247.6451 211.0031 183.4438 210.6919 187.0071 271.0162 191.683 248.7211 191.1525 270.4478 218.6536 199.3881 200.9709 285.4953 203.9638 236.9219 207.7784 243.2316 240.0758 207.9547 209.8863 211.1673 214.6832 213.4245 214.9381 215.3213 215.7934 218.775 222.4266 218.9312 268.7036 267.0351 228.0258 270.04 271.7344 234.1006 288.202 243.256 294.2285 293.0711 322.7339 298.4139 294.649 253.0839 256.0183 254.9588 257.3767 256.2804 293.9988 258.7782 332.9039 276.063 280.0431 285.4991 270.1062 311.1685 285.6606 282.3833
18.1676 36.49658 27.16616 124.936 0 7.28011 9.055385 22.09072 31.01612 3.605551 30.14963 14.42221 23.4094 150.1528 46.04346 42.0119 43.84062 52.94573 51.08816 44.49789 55.44367 47.42362 49.51767 57.27565 61.52235 74.27651 79.20859 74.22638 75.62497 78.87332 75.45197 81.21576 85.27602 77.34662 87.45856 87.00575 77.36924 84.90583 79.5599 87.78525 82.29824 85.50146 90.24256 93.68031 162.0494 151.1805 150.0642 99.32271 168.7827 187.7685 177.6542 207.7137 195.2742 174.5623 208.2 210.2308 181.7583 184.9784 215.8338 188.6637 218.3232 203.4838 213.7686 195.164 220.7827 205.8762 200.1125 226.3537 230.4886 219.3298 233.1223 207.1183 234.8999 209.0096 210.2326 236.6474 238.8828 237.9244 235.8267 240.8805 237.1181 240.6076 242.2407 244.5443 275.963 246.4163 225.8877 227.4737 244.5608 230.7834 232.7767 258.6291 240.8063 260.0331 245.3508 244.9837 261.5826 248.8715 248.4069 259.2007 262.084 266.2668 264.8415 266.6027 256.1269 267.6191 271.8111 261.5033 264.7796 265.4242 272.9748 268.8438 266.5427 267.2677
11.49643 30.08322 20.61553 117.9278 7.28011 0 2.236068 15 24.02082 4 23.02173 7.81025 16.15549 146.7676 51 46.64762 47.80167 57.41298 55.47071 48.00065 59.90826 51.08816 53.2635 61.14327 65.29931 77.89737 83.09633 77.54927 78.57567 82.03658 78.1025 84.21995 88.4138 79.51415 90.55385 89.93887 72.61543 87.20092 78.41839 88.59599 81.21576 83.75261 89.26455 93.98404 155.2063 144.5149 143.4617 98.15294 162.7282 181.2181 171.4934 201.6581 189.8552 174.9771 202.4457 204.4016 182.0264 182.3952 210.5499 185.8736 213.1009 204.0712 208.9067 194.5867 215.6479 206.2426 197.2308 221.3707 225.424 219.9188 228.0899 205 229.9664 207.1956 208.1446 231.6571 233.8931 233.0257 231.165 235.9695 232.4177 235.7902 237.382 239.7293 270.178 241.5367 224.7893 226.1646 240.1687 229.4777 231.4649 253.9488 240.1288 255.7201 244.806 244.3809 262.0238 248.3948 247.6954 255.4095 258.3118 262.2537 261.0134 262.6404 254.8921 263.7366 272.2963 258.8532 262.1893 263.1216 269.4276 267.9776 264.1893 264.6828
11.0344 27.89265 18.43909 115.928 9.055385 2.236068 0 13.0384 22 6.082763 21.09502 7.615773 14.76482 147.4016 53.23533 48.8774 50 59.6343 57.68882 50.16535 62.1289 53.2635 55.44367 63.32851 67.47592 80.05623 85.27602 79.67992 80.66544 84.14868 80.1561 86.31338 90.52072 81.50153 92.65528 92.02174 72.8011 89.20202 79.75657 90.35071 82.56513 84.92644 90.6309 95.63472 154.2012 143.6485 142.6403 99.46356 162.2379 180.4245 170.9415 201.1591 189.6787 176.6182 202.1046 204.0221 183.6352 183.273 210.4311 186.6869 213.0094 205.7425 208.9713 196.0026 215.5945 207.8677 198.0126 221.382 225.3996 221.5881 228.0789 206.0097 229.9973 208.2907 209.1624 231.6635 233.8996 233.0708 231.3077 236.0089 232.5446 235.8686 237.4431 239.8081 269.8125 241.5885 226.0713 227.392 240.4163 230.7054 232.6908 254.0807 241.513 255.9958 246.2214 245.7824 263.6577 249.8259 249.0703 255.8769 258.7856 262.6404 261.467 263.0456 256.1347 264.1704 273.9384 259.696 263.0499 264.0682 269.9782 269.3121 265.1207 265.5447
10.84244 16.12452 7.071068 102.928 22.09072 15 13.0384 0 9.055385 19 8.062258 11.6619 6 144.7838 64.62198 60.00833 60.41523 70.43614 68.42514 60.07547 72.89719 63.28507 65.51336 73.4064 77.38863 89.627 95.13149 88.87569 89.36332 93.08598 88.45903 95.01579 99.35794 89.1207 101.415 100.5684 68.24954 96.89685 82.24624 95.83449 85.09407 86.22355 93.18133 100.2397 143.4015 133.415 132.5943 101.5332 153.5986 170.4259 162.0031 192.4084 182.4829 180.754 194.0857 195.8188 187.4957 182.0247 203.4853 185.0243 206.1965 210.0549 202.9704 198.3658 208.9713 211.8042 196.125 215.0814 218.9087 225.8555 221.6529 205.548 223.7846 208.3867 208.746 225.322 227.5544 226.9273 225.6817 229.8317 226.8325 229.8956 231.3768 233.8314 261.5973 235.4676 227.4099 228.3474 235.3423 231.6571 233.6258 248.3647 243.5556 251.0535 248.4854 247.9456 267.5773 252.2003 251.0339 252.0099 254.951 258.306 257.5131 258.8146 257.1478 260.1 277.9123 258.0698 261.5306 263.0931 266.5732 270.9557 264.0473 264.0303
18.50218 8.602325 5.656854 93.92823 31.01612 24.02082 22 9.055385 0 28.01785 2.236068 20.24846 11.40175 145.3303 73.38937 68.70953 68.8767 78.99525 76.96753 68.35614 81.43709 71.58911 73.82412 81.68537 85.58621 97.63708 103.2473 96.72412 96.98466 100.8018 95.90099 102.6158 107.0047 96.23149 109.0183 108.074 68.11755 104.0048 86.63204 101.8 89.47067 89.83596 97.48867 105.6882 137.2953 127.8758 127.2331 105.4751 149.4238 165.0121 157.5468 188.0452 179.4269 185.6071 190.3319 191.9088 192.1667 183.393 200.5823 186.0967 203.3937 214.9567 200.8109 202.0817 206.3129 216.474 197.0102 212.6641 216.3354 230.7048 219.1255 207.3933 221.4199 210.6015 210.6148 222.8542 225.08 224.6108 223.7661 227.4841 224.8488 227.706 229.1125 231.6323 257.5818 233.1545 230.4089 231.0936 233.829 234.395 236.3493 246.3433 246.9848 249.6144 252.0496 251.4458 272.16 255.83 254.4013 251.3663 254.3266 257.3092 256.7976 257.8934 259.8865 259.2952 282.5177 259.0174 262.5476 264.4844 266.2447 274.0894 265.3696 265.0472
14.56241 33.95585 24.5153 121.9278 3.605551 4 6.082763 19 28.01785 0 27.01851 10.81665 19.92486 147.5499 47.50789 43.26662 44.68781 54.11331 52.20153 45.0784 56.61272 48.10405 50.24938 58.09045 62.28965 74.96666 80.05623 74.74772 75.94093 79.30952 75.60423 81.56592 85.70298 77.24312 87.86353 87.32125 74.24958 84.87638 77.85528 87.00144 80.62258 83.53742 88.62054 92.65528 158.4456 147.5914 146.4829 97.62172 165.3076 184.1955 174.1551 204.2401 191.9714 173.6232 204.803 206.8139 180.7504 182.7019 212.5729 186.3035 215.0814 202.6333 210.6419 193.7627 217.5684 204.9195 197.717 223.1883 227.2972 218.4824 229.9413 205.039 231.7511 207.0604 208.1666 233.4802 235.7159 234.7871 232.7687 237.7394 234.047 237.4974 239.1169 241.4351 272.56 243.2858 224.2549 225.7473 241.5968 229.0589 231.0498 255.566 239.3655 257.098 243.9713 243.5775 260.6687 247.5237 246.9514 256.4566 259.3473 263.4407 262.084 263.7954 254.4366 264.8415 270.9193 259.2084 262.5095 263.2736 270.3243 267.32 264.371 265
