39.5122 229.9268
182.5673 133.9799
105 154
106 129.5
107 140
110 147
115 61
121.125 66.875
125 149
127.3333 61
129 67
132 55.5
132 237
133.3333 222.3333
135 53.75
135 219.5
142 184
143 189
176.2 246.6
180.3333 243.6667
195.5 195.5
204 51
211.9 52.13333
222 124
225 130
229.75 36.9
230 70
234 42
236 134
244.5714 31.28571
244.5 183
245 112
247 103
248.1429 111.1429
258 123
262.5 80
269 191
274.3333 60
274 69.5
275.1667 206
275 57
280.0769 196.9487
276 68
277 56
277 61
279 74
281 74
285.8846 21.46154
282 64
282 69
283 59
284 61
285.5 73.5
286 65
288.2 68.2
288 65
293 135
295 16.5
295 61
295 71
295 75
296.5 73.5
302 164
303.6667 64.33333
304 162
