0 6.009252 6.802777 12.37381 6.508541 15.80436 10.88322 20.54564 97.43351 64.68406 68.97061 67.27142 63.83072 67.12509 70.26695 72.01937 90.89799 103.2297 89.37414 88.97253 90.21163 102.2699 164.5035 89.47315 100.5721 110.1334 94.97251 110.3698 120.7617 113.2237 107.4497 117.7049 153.2192 144.9341 142.4017 125.4689 170.9225 144.3022 136.6276 144.5938 140.1753 136.1597 137.3861 143.1693 168.615 168.6897 163.3249 171.7239 172.6995 169.054 181.7547 184.1343 187.5849 175.0096 178.7041 182.3077 207.3495 184.4296 208.5008 214.8949 210.5139 221.1934 219.8081 226.4399 194.4808 223.5728 204.3921 196.5842 201.2721 201.552 211.2174 199.3078 204.7156 243.4805 245.2667 245.0307 246.493 247.9718 253.633 204.6292 239.0735 251.3698 207.3936 256.5569 249.5665 258.4041 233.777 231.5371 243.9557 257.4311 222.0596 213.0452 235.608 234.5995 217.7737 248.9848 235.4763 226.4276 218.3356 252.0822 256.4365 260.4485 265.2711 266.6054 258.6042 270.0026 230.7322 249.4843 228.4939 231.5551 231.7077 233.8816 234.0608 276.4411 243.5888 250.935 248.8275 252.0758 247.4796 249.7089 258.2018 257.9006 261.3802 259.8577 250.7823 268.8304 252.8401 255.6386 257.6356 259.7889 256.3758 258.2407 266.9873 263.4692 260.4721 276.5059 263.563 287.4737 287.0908 266.2522 270.6217 271.1785 288.5385 266.8633 291.0191 268.4375 273.3254 269.0792 275.9922 272.0694 269.363 294.1702 274.9184 270.6956 295.6187 273.8291 274.3686 278.4058 278.8833 277.3039 276.4869 301.5892 280.0177 285.4062 281.2775 280.5832 283.756 283.1718 291.3639 284.4195 288.4645 286.4189
6.009252 0 11.59741 14.4722 12.5 17.69181 14.86607 23.24454 96.93982 70.40064 74.58217 73.00685 69.71549 72.94518 76.02631 77.86416 95.80826 109.0651 94.71304 94.20191 95.31296 108.2789 170.1637 95.04736 105.4753 116.0356 100.4042 114.8583 126.6822 119.233 113.0398 122.3806 156.205 148.336 148.2161 130.0346 174.4355 150.0833 142.5237 148.1055 146.0597 142.0903 143.3614 149.1643 172.7855 172.7776 169.32 175.7754 176.706 175.0504 185.7148 188.0425 191.4001 181.0062 184.6979 188.3083 210.9077 190.4324 214.5081 218.4338 214.1401 224.6765 223.4245 229.9517 200.4894 227.2711 210.3806 201.4404 205.9053 206.2716 217.2144 204.1874 209.5284 246.917 248.6544 248.5262 249.948 251.3867 257.1269 210.402 242.9898 254.8921 213.115 260.1692 253.4507 261.8688 239.7525 237.5252 247.9259 260.9866 228.0636 218.8024 241.5885 240.5878 223.4953 252.9229 241.4726 232.422 224.0201 256.0312 260.2542 264.1515 268.8889 270.1426 262.3928 273.5598 236.7155 255.4701 234.3374 237.4468 237.5543 239.5158 239.7788 280.416 249.2205 256.9032 253.9705 257.2679 253.2559 255.3186 264.1696 263.8868 267.3808 265.8515 256.5638 274.837 258.6271 261.2455 262.8003 264.9764 262.0136 264.0161 272.9418 268.7103 266.0794 281.8917 269.3139 293.4706 293.0933 272.0576 275.7463 277.1372 294.5386 272.5073 297.0152 274.2303 279.2705 274.8318 281.8995 277.8723 275.0073 300.1666 280.8558 276.4634 301.6173 279.6985 280.0103 284.3388 284.7119 283.1713 282.2822 307.5862 285.8725 291.3489 287.1607 286.3852 289.6377 289.0095 297.3157 290.0431 294.3348 292.0428
6.802777 11.59741 0 7.501852 5.024938 10.6066 4.301163 14.35378 92.84343 62.58794 67.20863 65.0884 61.00205 64.59489 67.97426 69.35011 84.31719 100.5012 83.11594 82.61053 83.74879 98.02338 158.6753 83.51347 93.9891 107.0572 88.81723 103.6324 117.5618 109.0046 101.5111 111.0248 146.5418 138.1716 139.7 118.7539 164.1429 141.7339 133.5459 137.816 137.1506 132.8768 133.7647 139.3216 161.8264 161.8938 159.4624 164.9257 165.8991 165.1675 174.9529 177.3316 180.783 171.1176 174.8497 178.3494 200.5634 180.4273 204.095 208.1106 203.7216 214.4152 213.0164 219.6582 190.1381 216.7753 200.5904 189.9849 194.5829 194.8938 207.3032 192.72 198.0964 236.7076 238.5005 238.2504 239.7175 241.2017 246.8527 199.0289 232.2711 244.5864 201.6792 249.7649 242.7637 251.6272 230.0983 227.731 237.1545 250.6442 217.5649 207.4078 231.8804 230.7899 212.0591 242.1828 231.5653 221.7848 212.5476 245.2805 249.6342 253.6503 258.4785 259.8201 251.8025 263.2152 225.974 245.6979 223.0796 226.3018 226.3025 228.0034 228.3376 269.6402 237.7061 246.0554 242.4015 245.6874 241.8839 243.79 253.318 253.1645 256.8151 255.2006 245.1989 264.3872 247.2701 249.7151 251.226 253.3969 250.5027 252.642 262.0184 257.1211 254.5491 270.2955 257.9079 283.5392 282.5529 260.7279 264.1827 266.2339 284.5532 261.0005 287.0967 262.8807 268.303 263.4274 270.7944 266.538 263.5005 290.2421 269.8564 265.0783 291.6582 268.4926 268.5015 273.3216 273.421 271.9605 270.9359 297.6512 274.6336 280.3701 275.9878 275.0491 278.4609 277.7355 286.3767 278.522 283.1298 280.5218
12.37381 14.4722 7.501852 0 12.51777 3.431877 4.807402 8.784105 85.49721 68.12509 72.96308 70.54156 65.94463 69.76946 73.32197 74.37277 82.76607 105.328 82.70754 81.88678 82.67368 101.2161 159.1119 83.88153 92.38706 111.5334 88.66667 101.1262 121.8844 112.1916 101.8436 108.8812 141.7372 133.8909 144.458 116.3749 160.0113 146.6098 137.9509 133.6851 141.6051 137.0784 137.5995 142.885 158.6911 158.6218 162.9725 161.5935 162.4944 168.6405 171.4724 173.7703 177.0803 174.5758 178.3475 181.718 196.4914 183.7397 206.862 204.0118 199.7434 210.241 209.0238 215.5223 193.0046 212.8976 204.1212 188.1321 192.2683 192.7514 210.6936 190.9161 196.1453 232.471 234.2003 234.0919 235.5054 236.9368 242.6919 199.8811 228.7114 240.4637 202.3004 245.7643 239.1543 247.4275 233.7464 231.2327 233.6765 246.566 220.1979 208.1785 235.4707 234.2853 212.6698 238.6548 234.9392 224.2055 213.005 241.7687 245.9255 249.7761 254.4851 255.7169 248.0513 259.139 228.2229 249.2101 224.259 227.7625 227.4958 228.2523 228.9168 266.165 237.9374 248.1062 241.1772 244.5845 242.7077 243.9362 255.3574 255.4258 259.3202 257.5757 246.0443 267.0566 248.14 249.8467 250.0509 252.2782 250.7467 253.4527 263.9203 256.1387 254.6789 269.7045 258.6042 286.8527 285.0811 261.6761 262.902 268.1712 287.8039 261.2605 290.4229 263.7657 270.1162 264.1268 272.3185 267.4692 263.7596 293.56 271.6053 265.8448 294.9358 269.779 268.7477 275.0325 274.4776 273.2327 271.8272 300.9535 275.8319 282.1547 277.3518 275.9703 279.8144 278.8374 288.2358 278.6954 284.4113 280.6952
6.508541 12.5 5.024938 12.51777 0 15.53222 8.732125 18.68757 97.69149 58.84301 63.29494 61.39422 57.68882 61.10033 64.34477 65.94501 85.3335 97.15271 83.37871 83.0858 84.45241 95.79434 158.192 83.25413 95.00238 103.9351 88.88335 105.2152 114.5266 106.7532 101.2089 112.3488 149.5869 140.8728 136.3475 120.2175 166.7182 138.3013 130.4348 140.4172 134.0026 129.9026 131.0353 136.7671 163.7331 163.8923 156.922 166.9618 167.9829 162.6466 177.0798 179.5111 183.0553 168.6016 172.3043 175.887 203.073 178.0007 202.0142 210.6342 206.1656 216.987 215.4652 222.2013 188.0007 219.1439 198.0057 191.0039 195.9088 196.1036 204.8074 193.704 199.1751 239.312 241.1478 240.8007 242.304 243.8237 249.4013 198.2278 234.4159 247.1098 201.0305 252.2028 244.9376 254.2007 227.4214 225.1514 239.2415 253.1348 215.565 206.6549 229.2406 228.2132 211.4098 244.3016 229.0682 219.9233 212.0006 247.3868 251.873 256.0005 260.9084 262.3247 254.0694 265.7001 224.2242 243.1039 222.0434 225.0761 225.2551 227.5858 227.6989 271.7124 237.2946 244.4269 242.9635 246.166 241.0743 243.4322 251.6938 251.3931 254.8809 253.3531 244.3732 262.3413 246.427 249.3639 251.7504 253.8824 250.076 251.8358 260.4817 257.5131 254.1968 270.4188 257.1755 281.0627 280.5937 259.8261 264.7721 264.672 282.1174 260.5581 284.6107 262.02 266.8225 262.6904 269.5049 265.645 263.0575 287.7608 268.4181 264.2958 289.2028 267.3621 268.0649 271.9071 272.4416 270.8381 270.0676 295.1779 273.5593 278.904 274.8027 274.1592 277.2819 276.7241 284.859 278.1299 281.9969 280.129
15.80436 17.69181 10.6066 3.431877 15.53222 0 7.071068 5.904591 82.2428 69.34155 74.30007 71.70077 66.82253 70.76722 74.41102 75.27021 80.61569 106.0538 81.00099 80.05623 80.70415 101.0825 157.6572 82.49242 90.20089 112.0547 87.05171 98.60859 122.3093 112.0379 100.4042 106.48 138.5388 130.8201 145.1048 113.8859 156.9715 147.3228 138.4052 130.6532 142.0837 137.4226 137.748 142.8881 155.9347 155.824 162.9333 158.7766 159.6559 168.5788 168.609 170.883 174.1522 174.5029 178.2928 181.5957 193.4598 183.5879 206.4293 200.972 196.7359 207.181 206.0109 212.4714 192.6266 209.9147 204.0711 185.7855 189.763 190.3038 210.5691 188.5855 193.7619 229.3927 231.106 231.033 232.4328 233.8509 239.6315 198.58 225.8138 237.4131 200.9005 242.7447 236.2413 244.3568 233.7461 231.1577 230.8013 243.5262 219.6952 206.8393 235.44 234.2061 211.2615 235.7647 234.7978 223.6001 211.5325 238.8828 242.9841 246.7894 251.4664 252.6697 245.0979 256.0985 227.5352 249.135 223.0897 226.7157 226.3314 226.6888 227.4897 263.2865 236.3639 247.3201 239.0397 242.4908 241.3795 242.3264 254.564 254.7356 258.7441 256.9384 244.7243 266.5574 246.8299 248.2295 247.9294 250.1769 249.1749 252.116 263.0615 254.0871 253.0598 267.798 257.2178 286.6671 284.5098 260.3959 260.7393 267.3275 287.5865 259.6926 290.243 262.4581 269.2155 262.7404 271.2872 266.1804 262.1908 293.3752 270.6751 264.4863 294.7304 268.6434 267.1725 274.0843 273.241 272.0901 270.5203 300.7595 274.6564 281.2382 276.2485 274.6753 278.7059 277.6193 287.3519 277.0884 283.2702 279.0878
10.88322 14.86607 4.301163 4.807402 8.732125 7.071068 0 10.08727 88.98386 63.366 68.17991 65.79514 61.28825 65.06919 68.593 69.70449 81.00754 100.7144 80.27179 79.6304 80.62481 97.10271 156.2589 81.02469 90.66808 107.0105 86.09297 99.9987 117.4073 108.0856 99.0202 107.5174 142.3411 134.0667 139.8692 115.1694 160.074 141.993 133.4541 133.7432 137.0953 132.6402 133.276 138.6542 158.0157 158.0436 158.7648 161.059 162.0123 164.4469 171.0468 173.4042 176.8191 170.3885 174.1468 177.5641 196.5119 179.6065 202.9413 204.0536 199.6923 210.3418 208.9844 215.5937 189.0423 212.7712 199.9125 186.6045 191.0393 191.4101 206.5358 189.3581 194.6815 232.622 234.4014 234.1821 235.6374 237.1102 242.7844 196.8248 228.3498 240.5265 199.3615 245.7336 238.8301 247.5505 229.5 227.0372 233.2558 246.5948 216.3331 205.1646 231.2445 230.0924 209.7379 238.2709 230.7899 220.4291 210.1523 241.3732 245.6751 249.6498 254.4494 255.7655 247.8326 259.167 224.52 245.0125 221.0452 224.4148 224.2758 225.5112 226.0034 265.7445 235.2069 244.4918 239.2697 242.6048 239.6718 241.2517 251.7488 251.7206 255.5122 253.8222 242.9979 263.1818 245.0816 247.1707 248.1149 250.3088 248.011 250.4246 260.3737 254.0891 252.0045 267.4297 255.6345 282.7296 281.2657 258.5802 261.0306 264.6091 283.7041 258.5174 286.2953 260.7015 266.6102 261.1561 268.9458 264.3823 261.0172 289.4357 268.1287 262.8403 290.8264 266.5188 266.0127 271.5736 271.3294 269.9796 268.7606 296.8354 272.6147 278.6627 274.0552 272.8892 276.5231 275.6674 284.7106 276 281.1548 278
20.54564 23.24454 14.35378 8.784105 18.68757 5.904591 10.08727 0 79.45787 67.64452 72.79368 69.89101 64.55921 68.68428 72.46668 72.99806 74.82803 103.4105 75.48261 74.45116 75.01127 97.19841 152.2967 77.23181 84.39453 109.082 81.59778 92.70923 119.1753 108.1102 95.08287 100.6003 132.9924 125.1068 142.2794 107.9896 151.229 144.5982 135.2946 124.9035 139.0054 134.151 134.1973 139.1333 150.0466 149.9466 159.1062 152.9051 153.792 164.7182 162.755 165.0397 168.33 170.624 174.4357 177.6485 187.7103 179.6015 202.0858 195.2296 190.9668 201.4571 200.246 206.7391 188.3539 204.1274 200.2073 179.9154 183.8634 184.412 206.6059 182.7197 187.8827 223.687 225.4171 225.3082 226.7213 228.153 233.9081 193.339 219.976 231.6805 195.5752 236.9854 230.4114 238.6434 229.937 227.2512 224.9531 237.7839 215.2652 201.564 231.5901 230.2931 205.9275 229.9234 230.8043 219.0512 206.1466 233.0395 237.1701 241.005 245.7064 246.934 239.2913 250.3569 222.8936 245.223 217.962 221.7029 221.2077 221.2307 222.1379 257.44 230.8972 242.568 233.2395 236.7093 236.1081 236.8324 249.8027 250.0853 254.22 252.346 239.4595 262.1197 241.5733 242.7296 242.1356 244.3918 243.7081 246.836 258.2303 248.3246 247.5581 262.1103 251.8957 282.6045 279.9864 255.1634 254.928 262.5113 283.4838 254.2278 286.187 257.2016 264.3404 257.4176 266.2822 260.9397 256.7251 289.3124 265.7699 259.1865 290.6414 263.5398 261.7017 269.1607 268.0453 266.9796 265.2636 296.6835 269.5154 276.3453 271.1742 269.4283 273.6264 272.4397 282.4913 271.5936 278.1598 273.5925
97.43351 96.93982 92.84343 85.49721 97.69149 82.2428 88.98386 79.45787 0 138.0256 143.613 139.546 132.4916 137.0995 141.2226 139.9461 94.61334 165.0916 105.0559 101.7997 99.03594 148.3752 170.5091 112.445 99.30542 167.6641 110.9064 94.68267 175.475 157.365 124.0846 103.6264 92.74335 94.11704 199.7532 105.9468 117.2088 202.8265 190.5885 96.04519 194.3545 187.9543 185.0776 187.2794 129.1117 127.3168 204.8453 129.0296 128.8597 209.6447 135.5326 136.4783 137.5346 214.9271 218.7862 220.5979 150.052 221.8949 237.6994 156.5554 154.2074 161.3144 162.5026 166.682 225.9014 167.5179 243.0538 170.0382 168.189 170.6838 247.7611 173.0753 175.9824 181.2386 182.0734 183.7345 184.3973 185.0915 191.8138 211.0036 186.1212 190.1791 210.6917 196.6892 195.2659 195.8182 272.2278 268.2952 191.7527 196.4942 248.7262 217.6724 273.2548 271.1227 220.0317 195.7947 270.4547 250.2238 218.6523 198.9134 200.4161 202.03 205.0392 204.8712 201.9024 208.4579 252.1504 285.5023 236.9223 243.2328 240.0761 230.3681 234.6504 222.4096 239.1545 268.7059 225.6011 230.1763 250.1927 243.7898 275.4345 277.9167 284.2621 281.1924 253.5544 293.4178 255.7902 249.1515 234.4428 237.1775 251.2561 260.1221 282.0457 242.367 253.661 259.6247 263.696 319.4328 309.1075 269.397 245.2742 286.4716 319.6614 261.3133 323.0123 270.6684 286.9568 268.9391 285.8599 274.684 263.6584 325.9444 287.6636 271.3115 326.8283 280.8179 268.2218 290.5049 282.7226 283.938 278.3665 332.909 285.5853 298.1073 288.8719 282.6302 291.0981 287.3691 304.7428 276.8182 294.6761 278.7153
64.68406 70.40064 62.58794 68.12509 58.84301 69.34155 63.366 67.64452 138.0256 0 5.59017 2.692582 7.382412 4.924429 5.85235 9.283764 75.55223 39.08772 65.41567 67.68493 71.29243 46.42996 121.0117 59.22204 82.7448 46.8188 67.03171 97.69146 57.64219 56.05578 72.23053 100.505 155.5514 142.8886 77.98109 108.9002 165.0111 79.73864 72.95375 141.1471 76.33497 73.06997 75.55958 82.27545 153.5682 154.8753 102.1078 158.2064 159.7662 107.8606 168.8291 171.7913 176.3328 113.7585 117.2389 121.2693 198.4625 123.5729 149.4969 205.8789 200.5399 212.6185 209.5072 217.2414 135.3006 211.9756 142.4649 168.4429 176.7123 175.5231 149.6963 170.6055 176.9173 234.5767 236.9372 235.2839 237.2283 239.183 243.5908 156.2154 223.7662 241.0296 160.366 244.8229 234.3173 248.585 171.2338 169.4554 227.6884 246.4331 163.4235 164.8461 173.2231 172.5145 170.4378 232.992 173.7793 168.6898 171.9804 235.8225 241.8812 247.3464 253.172 255.5489 244.3793 258.5691 173.7383 187.2449 177.3168 178.6792 180.3667 188.392 186.4184 259.0324 197.9301 194.579 213.3548 215.5784 197.9648 204.4445 201.7956 200.442 202.7862 201.8554 201.0603 209.4672 202.9242 210.3155 221.509 223.1731 210.2983 208.5647 211.1357 225.731 215.0407 235.5997 214.4697 225.6352 228.1485 215.5963 234.9175 215.0959 226.8948 220.4359 229.1228 218.1124 217.8308 219.8551 221.9535 221.4052 222.8862 232.2848 219.7277 221.0345 233.8531 221.1108 227.8675 223.3618 227.3757 224.6091 225.9779 239.7175 227.6914 229.9009 228.0197 229.8287 230.5195 231.338 235.4201 238.1832 235.5531 240.1442
