0 173.5596 55.08176 34.17967 4 52.34501 40.4475 22.80351 7.516648 28.23119 67.46851 66.21933 17.72005 20.88061 75.58439 80.71903 71.25503 30.23243 56.48049 41.3293 44.36496 89.28854 36.03471 63.63175 48.83646 43.27817 139.3542 61.40033 84.07735 52.69013 95.86681 59.5483 91.45627 61.7171 89.00562 70.24329 52.00961 102.7474 94.85383 62.51489 80.11828 69.42622 96.93555 101.5972 85.44589 79.02531 103.8316 99.91121 81.21576 77.55285 106.9439 102.5768 71.42129 70.06069 71.76544 105.6788 88.00568 75.43062 108.7842 104.1009 108.7313 92.00543 67.98121 110.8341 94.81034 71.7721 82.73452 82.07314 87.69265 78.1025 89.87213 105.603 87.72685 94.79451 101.3069 69.26038 76.05919 81.49233 98.71677 100.4241 86.00581 97.77781 100.8018 102.4158 103.9172 95.25755 123.7457 124.805 126.6689 104.6518 127.4755 119.0378 137.4409 114.7693 136.0331 132.5745 130.9236 149.1643 158.0032 192.463 182.9542 160.1702 182.2313 172.0378 169.7795 172.6528 176.6494 180.4778 178.6624 192.3148 193.8672 196.7867 201.7171 204.0123 212.5925 229.5148 215.1139 230.934 207.9279 215.4138 241.2986 247.3095 254.3423 282.7689 247.8326 250.9123 251.1105 249.3291 252.8003 314.1548 222.7667 255.2415 253.7972 252.7375 226.5657 260.2542 255.4721 256.4254 258.1924 295.5778 236.2612 258.1821 230.4713 258.5034 259.0019 264.5179 262.3452 239.1757 261.6295 238.0525 269.4364 265.6464 269.169 270.4131 273.9121 277.2801 268.7866 271.9504 252.0218 274.5479 273.7144 281.9539 244.524 269.7425 278.2551 246.0996 247.6063 282.2561 285.6593 280.9413 282.3632 279.5174 286.3564 288.4727 289.2542 293.721 294.7066 311.2625 284.5417 296.6353 261.989 289.8224 285.7271 288.5914 289.4357 288.6694 298.2968 301.7358 292.3183 306.2499 294.6035 304.3686 300.2569 308.14 311.9776 298.7256 311.8926 314.0167 317.3282 318.3991 303.5918 310.221 294.4745 310.5221 325.1573 309.2329 311.1306 309.9323 306.1144 304.5591 311.8237 343.8244
173.5596 0 189.9756 180.4051 169.6483 185.9095 180.5435 173.7423 166.122 170.449 186.1818 182.5764 155.8988 152.7605 182.2072 183.478 177.7042 154.171 161.2837 157.4056 157.658 180.1482 148.2624 165.0981 154.5585 151.0014 163.8266 157.6363 172.2704 150.3912 177.3921 153.8133 175.004 154.0314 172.6232 158.1054 145.6162 177.8476 172.7397 146.4644 158.3529 151.8499 171.6424 173.7832 160.6679 155.5097 174.5387 171.2939 156.0077 152.592 176.0561 172.399 146.6209 144.7609 140.577 173.9063 159.0951 147.675 175.4577 170.3456 172.6763 157.5328 133.2217 171.3018 157.4964 133.709 145.2577 143.2043 147.0542 139.4284 149.089 159.9291 142.8165 148.3029 143.9548 118.3875 121.5538 124.6076 136.3303 133.5489 114.6084 127.8056 130.7225 129.3722 126.1284 115.8502 149.047 136.7665 144.103 111.6176 142.1957 127.7129 143.4365 64.30729 135.3794 125.1444 122.5175 141.9377 136.8001 112.0024 97.85696 129.6191 94.60251 123.6939 117.6535 117.1434 115.5367 119.8339 115.8478 123.9384 122.4885 122.145 119.4464 122.8765 130.3898 92.52047 132.9723 91.94732 87.47787 89.76189 95.6021 101.7794 111.7551 154.6375 99.43192 104.8404 101.4775 97.77409 103.9217 167.747 51.81161 103.856 101.5167 98.07562 54.23519 110.7383 101.408 103.0915 105.687 164.4676 111.832 104.1761 85.676 101.7801 103.6397 109.5447 109.4584 109.9191 104.3768 65.23352 115.027 106.7071 110.7416 113.9789 117.6823 124.1626 108.9773 114.8115 124.7883 114.2729 115.7573 129.6988 76.83137 108.4316 121.3689 81.50859 80.089 127.2751 132.4035 123.8721 126.2129 120.6898 129.5008 132.5353 134.1911 138.2358 139.8049 164.654 121.847 140.971 105.3851 128.1784 120.8118 125.4489 126.8137 124.8462 138.0903 143.1625 127.86 149.8645 129.7707 144.8259 131.4549 147.622 154.5668 133.2591 153.7597 156.685 158.8713 161.7075 138.257 147.2224 159.5259 146.4161 168.3547 142.6132 144.9018 142.5059 134.828 169.5598 140.2462 183.7437
55.08176 189.9756 0 21.00595 55.00909 4.242641 15.29706 33.13608 55.68213 30.08322 15.55635 16.64332 61.61169 63.32456 26.24881 30.93643 24.78871 43.909 29.55218 34.17764 33.03407 41.51792 47.10096 29 35.51056 40.36087 192.2354 34.52535 40.31129 39.58851 49.64586 37.36308 46.20877 37.85499 44.94441 38.63315 44.41846 56.68217 50.75677 44.82683 45.44788 43.10452 53.39007 57.2014 48.38388 46.52956 59.20304 56.57959 47.85394 47.50205 61.84658 58.82176 48.25971 49.07647 53.16569 61.40033 51.5461 49.67673 64.03124 61.29437 65.10376 55.97321 57.87439 67.86604 58.5235 58.64688 56.0803 57.00877 58.54912 57.21888 59.03389 67.54258 61.20457 63.56099 71.49531 71.58911 69.89278 69.63476 73.43705 76.32169 78.84795 77.50161 78.16009 80.1561 83.06691 82.8734 90.24965 96.42901 95.18929 91.44397 96.76776 95.03683 106.2826 142.8636 107.9676 108.6738 108.1896 118.9285 129.9885 234.094 222.7305 134.7312 221.4119 149.2548 148.8642 152.0691 156.8471 159.5658 158.9001 171.2104 173.3854 176.7399 183.1023 184.6212 192.0631 261.5178 194.1649 262.4738 200.2498 208.1979 271.3982 277.7049 285.8951 319.2632 277.3464 281.2774 280.34 277.8507 282.3367 346.0793 233.2659 284.0158 282.2145 280.2664 238.2478 289.8228 283.302 284.5488 286.665 331.6613 225.7872 286.1119 227.853 285.4085 286.4472 292.2566 290.8006 230.0022 288.4025 249.946 297.513 291.8116 295.6276 297.7218 301.3807 306.0315 294.6375 299.0067 240.7675 300.2976 300.4667 311.1334 251.2409 294.9254 305.5474 250.7848 254.0192 310.4005 314.5445 308.211 310.0403 306.0065 313.8184 316.355 317.5059 321.8851 323.1254 343.0632 309.2733 324.7776 261.4254 315.1587 309.2604 313.1405 314.269 312.8514 324.4518 328.7012 316.1835 334.2469 318.2739 330.9218 321.2583 334.2712 339.6115 322.0512 339.2005 341.7141 344.558 346.439 327.0382 335.0854 282.5609 334.7626 353.2368 331.887 334.0588 332.0241 324.7214 292.0295 330.0545 370.5486
34.17967 180.4051 21.00595 0 34.00368 18.17278 6.5 12.25765 34.73111 10.96586 33.67863 32.89757 41.27045 43.2695 42.71124 47.85199 39.10921 27.40894 30.77585 24.0214 25 57.35978 32.5 35.40127 29.56772 30.10399 171.538 36.7049 53.58405 34.59046 64.72373 37.16517 60.60528 38.74597 58.57687 44.29865 37.5533 71.81946 64.59489 43.30929 53.51945 46.15463 66.97947 71.38102 58.01939 53.42518 73.5612 70.13202 55.3376 53.08824 76.52614 72.67221 50.12235 49.86231 53.14482 75.60589 61.00205 53.07882 78.5573 74.6676 79.02057 65.40069 54.20358 81.47423 68.20007 56.47454 60.46693 60.63209 64.39915 58.7218 65.80464 78.48726 65.85021 70.76192 78.30452 63.83768 65.53053 67.76614 78.08489 80.52484 75.5 79.94529 81.74503 83.64359 86.01373 81.99543 99.43968 103.302 103.5097 91.29211 104.7533 99.83612 114.6702 128.8031 114.9446 113.764 112.7442 127.0954 137.3035 216.5208 205.6813 140.9619 204.5397 154.5129 153.3136 156.4169 160.92 164.1417 162.9801 175.9893 177.922 181.125 186.9457 188.8021 196.782 247.0877 199.076 248.2 199.803 207.6346 257.6359 263.866 271.697 303.5224 263.8015 267.4607 266.9012 264.6417 268.8015 331.9099 226.1642 270.7431 269.0562 267.4023 230.7472 276.3015 270.3465 271.4982 273.5033 316.0799 226.6442 273.1323 225.6419 272.7751 273.6334 279.3626 277.6585 230.3698 275.8247 242.4381 284.5211 279.4535 283.1818 284.9921 288.608 292.8361 282.3969 286.3673 242.0282 288.1105 287.936 297.8074 245.6425 282.9156 292.8478 245.9416 248.5495 297.4244 301.3279 295.5271 297.2226 293.5835 301.0851 303.4852 304.5131 308.9341 310.0907 328.9292 297.4664 311.8417 258.6271 303.1604 297.8695 301.4088 302.4421 301.2462 312.1975 316.1791 304.6986 321.3849 306.8632 318.5475 310.7923 322.0512 326.8872 310.772 326.5873 328.973 331.9846 333.5914 315.7313 323.3065 284.2898 323.2 340.391 320.8711 322.9528 321.2059 315.1147 294.0417 320.5983 358.2073
4 169.6483 55.00909 34.00368 0 52.03845 40.04997 22.09072 3.535534 26.92582 66.75328 65.30697 13.92839 17.08801 74.46476 79.57112 69.96342 27.01851 54.35639 38.80006 41.90764 87.83972 32.59601 61.7171 46.2277 40.31129 138.3022 59.07622 82.34683 49.88236 94.20852 57.00877 89.75662 59.20304 87.23531 67.95086 48.9183 101.0167 93.02285 59.63314 77.81716 66.8431 95.03947 99.72963 83.21658 76.6094 101.9657 97.97066 78.81624 75.01852 105.0952 100.6479 68.62215 67.17514 68.72793 103.769 85.70298 72.69418 106.8925 102.0833 106.745 89.627 64.62284 108.7796 92.41753 68.48285 79.93122 79.19596 84.95881 75.0733 87.20665 103.2279 84.85281 92.09777 98.4714 65.45991 72.44998 78.03204 95.67131 97.30879 82.34683 94.5119 97.6166 99.20181 100.6319 91.70605 120.9669 121.7455 123.7619 101.0742 124.5231 115.8016 134.4693 111.0856 132.9097 129.2749 127.5813 146.1027 154.8063 189.763 180.0821 156.8518 179.3105 168.5853 166.262 169.1183 173.0809 176.9414 175.0893 188.7671 190.2958 193.1968 198.0752 200.3921 208.9997 226.1793 211.5325 227.5753 204.0245 211.4992 237.876 243.9057 251.002 279.7421 244.387 247.5096 247.654 245.8394 249.3592 310.8683 218.799 251.767 250.3058 249.2072 222.6118 256.8195 251.9563 252.9229 254.7063 292.5308 232.3906 254.6723 226.4972 254.951 255.4721 261.0039 258.861 235.2807 258.0736 234.1047 265.9398 262.0687 265.6049 266.8843 270.392 273.8179 265.1985 268.412 248.158 270.959 270.1646 278.5139 240.5327 266.1297 274.73 242.1012 243.6139 278.7696 282.2078 277.4167 278.8566 275.9601 282.8427 284.9781 285.7761 290.2413 291.2387 307.9681 280.9199 293.1561 257.9966 286.2254 282.0638 284.9649 285.8199 285.0298 294.7355 298.2088 288.6694 302.7689 290.9489 300.8259 296.5199 304.5821 308.4834 295.061 308.3845 310.5262 313.8192 314.9254 299.9333 306.6155 290.6065 306.8941 321.6881 305.5503 307.4577 306.2319 302.3144 300.6996 308.0162 340.3046
52.34501 185.9095 4.242641 18.17278 52.03845 0 12 30 52.52142 26.4764 16.12452 16.27882 58.0517 59.66574 26.24881 31.20196 23.92655 39.82462 25.92936 29.93512 28.81406 41.47823 42.90105 26.1725 31.38471 36.12478 188.7481 31.14482 39.40812 35.55629 49.4076 33.73426 45.71925 34.36568 44.20407 35.89596 40.31129 56.50989 50.13232 41.15148 43.29396 40 52.71148 56.72742 46.61545 44.14748 58.79626 55.91288 45.60702 44.88256 61.55485 58.25805 45.04442 45.72199 49.74589 60.959 49.76947 46.7095 63.70243 60.60528 64.59489 54.23099 54.08738 67.28001 56.85948 55.01627 53.33854 54.14795 56.08921 54.03702 56.75385 66.24198 58.54912 61.40033 69.30647 67.53518 66.09841 66.09841 70.85901 73.68175 75.18643 74.58217 75.42546 77.41447 80.2503 79.51101 88.63972 94.35681 93.40771 88.20431 94.92102 92.57429 104.5466 138.6218 105.9481 106.3015 105.7213 117.1751 128.082 229.9435 218.5472 132.6216 217.2194 146.9864 146.4516 149.6429 154.3794 157.1886 156.4361 168.8816 171.0161 174.3474 180.6224 182.2004 189.7425 257.2762 191.8802 258.2334 197.1243 205.0614 267.1647 273.4703 281.6558 315.0282 273.1172 277.0433 276.1132 273.6293 278.1079 341.8412 229.4014 279.7931 277.9946 276.0548 234.3502 285.5946 279.0878 280.3319 282.4452 327.4237 222.8631 281.8971 224.5106 281.2046 282.2375 288.0447 286.5816 227.0088 284.2006 246.0508 293.2985 287.6178 291.4309 293.5153 297.173 301.8116 290.4484 294.8033 237.9114 296.1109 296.2671 306.9104 247.5237 290.7456 301.3424 247.1457 250.3159 306.187 310.3244 304.0066 305.8317 301.8112 309.6127 312.145 313.2922 317.6728 318.9106 338.8256 305.1033 320.5659 258.0237 310.9807 305.1098 308.9741 310.0984 308.6908 320.264 324.5035 312.0288 330.0379 314.123 326.7296 317.1591 330.0852 335.4072 317.9072 335 337.5093 340.3592 342.2309 322.8932 330.9182 279.7939 330.6055 349.029 327.7575 329.9246 327.9055 320.6774 289.31 326.0215 366.3595
40.4475 180.5435 15.29706 6.5 40.04997 12 0 18 40.52777 14.86607 27.20294 26.40076 46.32494 48.08326 36.23534 41.37103 32.73652 29.83287 26.35559 23.15407 23.28626 50.96223 34.00735 30.01666 27.29469 29.54657 176.9395 32.28002 47.42362 32.19084 58.41499 33.37664 54.35301 34.71311 52.40229 39.28002 35.90265 65.5238 58.42303 40.068 48.16723 41.76123 60.84817 65.19202 52.43091 48.30114 67.35726 64.01758 50.11986 48.23323 70.29225 66.52819 46.09772 46.11399 49.67045 69.42622 55.47071 48.72143 72.34639 68.593 72.8869 59.90826 51.82127 75.38833 62.68174 53.66678 55.97321 56.32051 59.61543 54.91812 60.83584 72.8011 61.35145 65.74192 73.41663 62.93648 63.50591 65 73.68175 76.24303 73.24616 76.09533 77.62087 79.55501 82.07382 79.05694 94.15413 98.51299 98.4124 88.20431 99.72963 95.50916 109.5901 130.5986 110.1681 109.4166 108.5219 122.0901 132.5028 219.9682 208.8705 136.413 207.6445 150.2165 149.2115 152.345 156.9235 160.0258 158.9851 171.84 173.8347 177.0791 183.0422 184.8161 192.6713 249.1366 194.9205 250.1849 197.0634 204.9365 259.4167 265.6803 273.6604 306.1469 265.4976 269.2675 268.5563 266.2048 270.4958 333.88 225.4972 272.334 270.6012 268.8313 230.2173 277.9933 271.8124 273.0018 275.0515 318.6381 223.5674 274.6088 223.439 274.1168 275.0455 280.8082 279.2006 227.4313 277.1462 241.9194 286.007 280.692 284.4555 286.3761 290.01 294.4049 283.5917 287.7169 238.8535 289.2872 289.2442 299.4295 244.4995 284.0229 294.2231 244.5588 247.3674 298.9088 302.908 296.8973 298.6453 294.8525 302.4764 304.9303 306.0065 310.4126 311.6023 330.8842 298.5029 313.3153 256.6247 304.2713 298.7507 302.4186 303.4881 302.2085 313.4087 317.4941 305.6174 322.8328 307.7552 319.8066 311.3397 323.2526 328.2834 311.6168 327.9405 330.3763 333.3241 335.0373 316.5881 324.3417 281.0152 324.1543 341.838 321.6224 323.7379 321.8851 315.3569 290.6961 320.7897 359.4652
22.80351 173.7423 33.13608 12.25765 22.09072 30 18 0 22.54994 6.403124 44.72136 43.41659 29.15476 31.30495 52.81098 57.95311 48.58477 19.64688 35.60963 23.15407 25.5 66.72487 25.89401 42.0119 30.41381 27.65863 159.2803 41.10961 61.91123 35.13189 73.54666 40.22437 69.21163 42.2019 66.88797 49.64393 36.40055 80.51936 72.82342 44.87142 59.40247 50 75.02333 79.61156 64.44377 58.72819 81.8352 78.07849 60.82763 57.74465 84.90583 80.70936 53 52.15841 54.73485 83.76157 67.20863 56.58425 86.82166 82.41966 86.96264 71.42129 53.52985 89.21099 74.24958 56.56963 64.07027 63.81222 68.60029 60.82763 70.43437 84.89994 69.33974 75.43209 82.52227 60.00833 63.78871 67.44627 81.12336 83.24062 73.97973 81.68537 84.07735 85.86617 87.86416 81.7435 104.4844 106.9916 108.0046 91.21403 109.0413 102.4207 119.0378 119.8165 118.5116 116.2755 114.9652 131.1869 140.8013 205.4118 194.8407 143.8002 193.7892 156.6684 155.0099 158.0285 162.3361 165.826 164.3845 177.7104 179.4896 182.5842 188.0544 190.0973 198.3487 237.5417 200.7436 238.7352 198.3381 206.0635 248.4291 254.6095 262.2403 293.2416 254.7018 258.2112 257.8536 255.7206 259.6998 322.4075 220.7374 261.7789 260.1557 258.6624 225.0778 267.197 261.5531 262.6519 264.5946 305.8697 225.8185 264.3218 223.0359 264.1515 264.9113 270.5892 268.7545 229.2444 267.2265 236.7298 275.6882 270.9686 274.6442 276.2992 279.8871 283.8842 273.9713 277.7211 241.3808 279.7057 279.3461 288.7802 241.0145 274.6143 284.1606 241.7457 243.9866 288.5836 292.3547 286.8449 288.4666 285.0439 292.3696 294.6939 295.6552 300.0933 301.2042 319.4476 289.2542 303.0058 255.5704 294.8372 289.8827 293.232 294.2125 293.1382 303.7252 307.5589 296.6513 312.578 298.8532 310.0036 303.2924 313.5861 318.1478 302.8283 317.9072 320.2226 323.3202 324.7799 307.7661 315.077 283.7903 315.0873 331.5739 313.0575 315.0877 313.4996 308.0812 293.6839 313.6399 349.6416
7.516648 166.122 55.68213 34.73111 3.535534 52.52142 40.52777 22.54994 0 26.73013 66.81691 65.19586 10.5119 13.6565 74.13838 79.2074 69.48798 24.74874 53.12293 37.2238 40.38874 87.17968 30 60.66712 44.52527 38.24265 136.9835 57.62378 81.42788 47.9505 93.3403 55.33986 88.85522 57.55432 86.26993 66.50729 46.6744 100.0706 91.99049 57.59292 76.34515 65.10376 93.94147 98.65343 81.8077 75.02333 100.8886 96.82587 77.24312 73.31401 104.0312 99.51131 66.65208 65.11528 66.50045 102.6475 84.21698 70.78332 105.7852 100.8588 105.5462 88.05964 62.03986 107.5123 90.83226 65.97442 77.93908 77.12652 83.03313 72.84573 85.34928 101.6489 82.77983 90.20255 96.42565 62.32576 69.55933 75.316 93.40503 94.96578 79.38829 92.00543 95.19716 96.74968 98.10001 88.87351 118.9643 119.448 121.6244 98.20642 122.3376 113.3159 132.2592 107.6778 130.5393 126.7142 124.974 143.7933 152.3499 187.0628 177.2495 154.2628 176.4405 165.8448 163.4482 166.2844 170.2072 174.1041 172.2099 185.9153 187.4166 190.2958 195.1126 197.4551 206.094 222.9973 208.6396 224.3769 200.7249 208.1825 234.6327 240.6751 247.8155 276.7824 241.1276 244.2796 244.387 242.55 246.1026 307.7177 215.2638 248.4876 247.0152 245.8907 219.0765 253.5671 248.6494 249.6247 251.4191 289.5553 229.1369 251.3693 223.0796 251.6198 252.1557 257.6977 255.5748 231.9925 254.7401 230.5699 262.6452 258.7209 262.2658 263.5683 267.0816 270.5462 261.8439 265.0896 244.9135 267.6038 266.8346 275.2572 237.0074 262.7594 271.4161 238.5886 240.0898 275.4814 278.9431 274.1031 275.5549 272.6252 279.5362 281.6842 282.4934 286.9573 287.9627 304.8118 277.5437 289.8724 254.5354 282.8648 278.662 281.5857 282.4473 281.6425 291.3975 294.8932 285.2762 299.4837 287.5522 297.5 293.0746 301.2462 305.1893 291.6582 305.0811 307.2344 310.515 311.6448 296.5341 303.2491 287.3552 303.5136 318.4105 302.1366 304.0497 302.8077 298.8352 297.4597 304.5332 336.993
28.23119 170.449 30.08322 10.96586 26.92582 26.4764 14.86607 6.403124 26.73013 0 40.11234 38.47077 31.57531 33.24154 47.53946 52.64563 43.07064 16.64332 29.24605 17.0815 19.24188 61.05889 22.19234 35.80503 24.16609 22.09072 162.276 34.71311 55.9464 28.96981 67.67849 33.83785 63.29494 35.80503 60.90156 43.27494 30.59412 74.59804 66.80007 38.62354 53.05465 43.60046 68.95288 73.57309 58.13777 52.34501 75.80237 71.9809 54.45181 51.34307 78.89233 74.62573 46.64762 45.85303 48.51769 77.69813 60.87693 50.20071 80.77747 76.27582 80.84862 65.06919 47.72607 83.0542 67.89698 50.60974 57.68882 57.45433 62.20129 54.56189 64.03124 78.56844 62.96825 69.02898 76.12693 55.22681 58.30952 61.61169 74.79305 76.94154 68.46897 75.50166 77.82031 79.62412 81.67279 75.9276 98.0816 100.6285 101.6071 85.37564 102.6499 96.15092 112.6455 118.0042 112.1606 110.0227 108.7474 124.8079 134.4619 205.6429 194.7491 137.5227 193.5956 150.4792 148.8878 151.921 156.2626 159.7099 158.3138 171.5925 173.3969 176.5106 182.0443 184.0543 192.2617 236.1971 194.6407 237.3236 192.9378 200.6969 246.8117 253.0316 260.8237 292.5582 253.002 256.6281 256.1142 253.8858 258.0019 321.0314 216.8317 259.9769 258.306 256.6949 221.2894 265.5019 259.6247 260.7623 262.7514 305.1184 220.2514 262.4062 218 262.1011 262.9316 268.6472 266.9082 223.7588 265.1584 232.9635 273.7901 268.8215 272.5343 274.2996 277.9079 282.0749 271.7835 275.6882 235.7716 277.5042 277.2734 287.0279 236.7551 272.3417 282.1576 237.3057 239.7002 286.6923 290.562 284.8386 286.5135 282.9364 290.3877 292.767 293.7771 298.203 299.3476 318.0543 286.9233 301.1121 250.6995 292.5816 287.4039 290.878 291.8938 290.7387 301.5725 305.5102 294.2125 310.6638 296.3904 307.9014 300.5107 311.4294 316.1851 300.3232 315.9019 318.268 321.3041 322.8699 305.2753 312.7603 278.1524 312.6931 329.6684 310.4706 312.5336 310.8456 305.0262 288.0126 310.5431 347.5575
