0 110.2372 11.27292 14.91962 12.70103 8.050373 135.6503 42.71742 19.96446 47.21757 50.95876 53.77863 23.00766 56.91488 50.96469 45.28244 59.12881 58.17282 52.6205 55.52862 48.56636 63.31372 56.34768 60.35442 61.37488 73.036 76.29419 69.03335 69.16617 78.86435 93.78633 94.84466 92.88263 90.30807 62.20332 102.1447 98.98998 97.54445 98.95617 143.9584 95.64289 133.1667 132.093 96.30937 154.814 170.5044 173.502 177.3199 175.7732 192.9496 201.5916 173.9539 177.1896 199.7734 188.6613 201.6177 188.4275 215.5895 197.0719 199.6357 200.2484 218.1946 228.7755 258.9148 227.5747 229.445 218.1122 234.3701 230.2448 239.9828 237.1441 236.6965 238.8164 257.4104 250.702 251.5734 267.7331 250.1314 253.6811 255.4618 257.4186 260.0158
110.2372 0 114.9368 123.9759 122.0094 102.2015 169.2217 152.3111 127.5826 156.5075 160.5099 163.1994 129.5734 166.053 159.7233 153.5065 168.1883 166.6772 160.7674 163.7893 155.939 171.8364 164.1734 167.7241 167.6438 178.8095 181.5226 173.5502 172.4815 181.7645 198.4365 199.0251 196.4699 191.774 112.4342 203.1372 197.3519 195.5097 195.7885 92.75788 180.0929 94.12793 96.0554 176.3274 120.5233 243.0454 170.0457 247.6451 172.4869 168.4988 181.5957 211.0031 210.6919 271.0162 248.7211 270.4478 218.6536 285.4953 236.9219 243.2316 240.0758 216.326 219.3061 222.4266 222.1259 221.5754 268.7036 221.8087 226.4738 236.2653 290.2179 289.0929 292.7438 322.7339 304.639 303.7891 332.9039 296.2298 264.5979 264.6821 266.6356 310.5343
11.27292 114.9368 0 10.29563 9.219544 15.81139 146.3944 42.19005 24.59675 46.94027 50.11986 53.03301 27.95085 56.4358 51.17128 46.34487 58.66856 58.3419 53.36253 56.0357 50.17808 63.28507 57.2014 61.40033 63.12686 74.65253 78.1025 71.44928 72.13876 81.6716 95.42536 96.67471 95.01579 93.34077 73.38937 105.0607 102.8251 101.5332 103.2327 154.013 102.6937 143.558 142.5807 104.0433 165.614 177.9101 184.7708 184.9146 187.0401 204.1299 212.832 184.22 187.6006 207.0451 197.2029 209.1531 198.9095 222.8897 207.0217 209.3442 210.1783 229.4014 240.0333 270.0436 238.8054 240.6928 227.2119 245.6379 241.456 251.1812 245.9309 245.5402 247.5237 264.9457 259.3415 260.3483 275.2294 259.3723 264.5695 266.3907 268.3431 268.881
14.91962 123.9759 10.29563 0 2.236068 22.36068 143.2819 31.90611 17.11724 36.66136 39.82462 42.73757 20.30394 46.14109 40.92065 36.24243 48.37355 48.07402 43.16897 45.80393 40.16765 53 47.01064 51.22499 53.07542 64.53681 68.0147 61.52235 62.36986 71.814 85.27602 86.55634 84.95881 83.51347 72.47068 95.17374 93.23626 92.00543 93.81365 158.373 94.86833 147.2873 146.1036 96.77293 168.3152 170.1352 184.3238 177.2818 186.5315 205.2048 213.3763 179.9028 183.5756 199.124 190.4337 201.4373 195.0205 214.9727 202.0891 204.0221 205.2073 228.0811 239.2697 271.3823 237.6931 239.777 221.0345 245.0877 240.1604 249.7719 239.3658 239.0397 240.8693 257.1764 252.6025 253.7563 267.4215 253.3377 261.6964 263.6551 265.5899 262.3833
12.70103 122.0094 9.219544 2.236068 0 20.22375 141.8556 33.12099 16.49242 37.85132 41.14608 44.05111 19.78004 47.41308 42.02975 37.13059 49.64877 49.22172 44.1742 46.87217 40.959 54.20332 48.01042 52.20153 53.90733 65.43699 68.88396 62.24147 62.96825 72.47931 86.21485 87.45856 85.79627 84.15759 70.66116 95.86396 93.723 92.45539 94.20191 156.157 94.57801 145.095 143.921 96.30161 166.1836 169.8499 182.5027 176.9505 184.7187 203.2142 211.4421 178.7177 182.3321 198.8926 189.842 201.1368 193.7524 214.7417 201.0398 203.0616 204.167 226.3846 237.4974 269.3714 235.9682 238.0252 220.2867 243.2879 238.4617 248.0907 238.7237 238.3799 240.252 256.899 252.0099 253.123 267.1577 252.5569 260.2499 262.185 264.1231 261.725
8.050373 102.2015 15.81139 22.36068 20.22375 0 135.8404 50.69517 27.29469 55.15483 58.94065 61.74545 30.10399 64.84597 58.82601 53.03314 67.05222 66.01347 60.38841 63.32456 56.18398 71.16881 64.07808 68.02941 68.88396 80.5295 83.72574 76.32169 76.27582 85.98401 101.2126 102.2155 100.1699 97.30622 61.18823 109.1488 105.6456 104.1393 105.4182 138.2245 100.4988 127.8758 126.9498 100.6231 150.2332 174.8657 171.3104 181.5152 173.626 189.5284 198.5651 175.0457 178.0112 204.1979 191.9714 205.8276 189.0952 219.973 198.6454 201.5564 201.848 216.6218 226.7377 255.2292 225.8185 227.528 220.781 232.1551 228.6329 238.4492 240.1416 239.6331 241.8967 261.5651 253.8425 254.5707 271.9122 252.6025 253.3397 255.002 256.9708 262.9087
135.6503 169.2217 146.3944 143.2819 141.8556 135.8404 0 136.3939 127.3454 135.6256 138.3671 138.3256 124.8981 137.4982 133.7157 130.1148 137.7349 134.409 131.2938 132.5155 127.4837 136.1039 130.8238 129.9692 126.1092 127.4504 126.4961 122.0957 118.5039 119.6201 130.9022 129.6066 126.6718 118.8103 75.3794 121.9001 112.8204 111.2094 108.6316 109.9856 80.22377 96.49583 93.20865 72.25402 90.5781 90.84049 58.53251 91.96396 59.56448 92.3953 92.85235 42.45032 43.61225 112.7634 84.02836 110.0845 53.87889 124.5797 68.28805 74.08697 71.51355 89.99011 104.2599 152.4504 100.4604 103.7064 99.63949 111.2954 101.7628 110.502 121.2386 120.0412 123.8605 156.7908 135.6372 134.6297 166.5735 127.2493 118.4276 120.4554 122.3765 141.3133
42.71742 152.3111 42.19005 31.90611 33.12099 50.69517 136.3939 0 25 4.766783 8.246211 11.06797 23.69072 14.31782 9.192388 7.083824 16.55295 16.20014 11.88108 14.14214 11.1463 21.09502 15.6205 19.84943 22.47221 33.30165 36.87818 31.38471 33.10589 41.76422 53.75872 55.15433 53.8145 53.39007 77.00649 64.65765 64.00781 63.06346 65.30697 173.6318 73.06162 161.0038 159.2647 77.10383 178.6169 146.697 184.8411 154.2577 186.8154 210.0119 216.4473 168.1339 172.7021 174.8927 170.2381 177.8904 184.3936 190.6391 187.9202 188.5338 190.8688 225.1777 237.9664 276.2223 235.3211 237.9937 202.5025 244.3809 237.1856 246.3331 219.3855 219.2761 220.5811 233.0977 231.9526 233.5835 243.1692 235.0021 253.5133 255.8906 257.7518 242.4644
19.96446 127.5826 24.59675 17.11724 16.49242 27.29469 127.3454 25 0 28.97221 33.06055 35.67212 3.354102 38.47077 32.16364 26.06429 40.60788 39.21026 33.40898 36.40055 28.96964 44.38468 37 40.8534 41.59327 53.23533 56.4358 49.09175 49.20366 58.90034 73.92564 74.94665 72.94518 70.35979 59.20304 82.19253 79.19596 77.7946 79.30952 151.2382 78.18568 139.2141 137.7144 79.81228 158.5213 153.4438 170.5616 160.5109 172.6992 193.0803 200.6019 163.2299 167.0359 182.5307 173.3667 184.716 178.5385 198.3784 185.1729 187.0027 188.2784 213.3776 225.0622 259.4104 223.1614 225.424 203.9173 231.0779 225.4595 234.9574 222.2724 221.9392 223.7878 240.4921 235.5356 236.667 250.7613 236.2224 245.7519 247.8003 249.7218 245.2835
47.21757 156.5075 46.94027 36.66136 37.85132 55.15483 135.6256 4.766783 28.97221 0 4.249183 6.699917 27.33384 9.698224 4.533824 5.667892 11.91871 11.43338 7.470981 9.45457 8.41599 16.35203 11.04788 15.23337 18.1123 28.65988 32.24989 27.05653 29.0067 37.37832 49.03117 50.44524 49.15339 48.9376 78.44779 60.10072 59.70529 58.82224 61.14509 175.9945 70.17162 163.1817 161.3696 74.57919 180.2629 143.2203 185.0364 150.8357 186.9707 210.7875 216.9538 166.4894 171.1862 171.2469 167.2465 174.3504 182.8881 186.9606 185.8531 186.258 188.7695 224.7741 237.7829 276.9045 234.981 237.7381 199.7252 244.2773 236.7517 245.8158 216.3609 216.2854 217.5072 229.4256 228.8115 230.5149 239.4643 232.217 252.2672 254.7052 256.5529 239.4272
