0 24.39437 15.65712 16.4285 21.66454 109.2912 18.33317 6.629327 6.941895 13.85846 134.3467 62.67809 68.94449 68.69278 72.22179 99.58668 83.71901 90.33022 82.26051 62.35616 88.62505 96.46498 143.4886 132.7642 131.7128 156.7014 165.3671 186.9372 169.4068 171.2984 178.0982 193.1058 198.4319 174.3979 177.6023 200.575 189.351 202.3988 188.8233 216.388 197.5732 200.1763 200.7529 218.7359 216.6536 232.9313 245.139 234.6914 237.8696 233.513 258.1883 244.7042 240.0055 244.8133 243.368 243.8729 245.3186 244.8213 243.1434 247.0908 246.0784 249.7277 249.3145 250.6625 252.8518 268.5137 255.7372 256.2411 255.3166 258.2813 260.6032 255.3826
24.39437 0 10.63015 8.062258 16.73652 104.0892 24.69818 18.02776 18.11077 20.24846 157.3421 79.9347 88.4138 88.74824 92.06628 118.9643 105.0547 111.1261 104.2017 84.0119 110.1136 117.686 154.1558 145.0594 144.4896 175.2944 182.5294 202.5065 188.4808 195.3868 202.2657 210.2974 216.2279 198.0227 201.0224 224.6132 213.7405 226.5502 212.1155 240.4433 221.5085 224.2878 224.7031 243.0869 240.0521 253.3555 265.9601 259.083 258.8223 257.8945 282.3507 269.0911 264.3672 266.2339 267.7611 268.2629 269.7128 269.2155 267.507 268.561 267.8992 271.2729 273.6854 275.0564 277.2454 292.6623 280.1303 280.6314 279.665 282.6606 284.957 279.1295
15.65712 10.63015 0 6 19.35057 110.1832 14.86607 9.055385 11.18034 17.80449 149.9799 69.55493 77.83315 78.1361 81.46656 108.4182 94.42722 100.4988 93.60021 77.62087 99.48869 107.0561 153.9123 144.0158 143.2105 170.9847 179.0475 199.9147 183.8967 185.324 192.2756 206.8284 212.4206 190.0421 193.2589 214.501 204.2156 216.5364 204.4798 230.3407 213.1502 215.671 216.3243 233.945 232.3101 247.9516 260.2918 249.5696 253.0613 248.6106 272.3366 259.5323 255.1803 260.1432 258.366 258.9093 260.2499 259.7884 258.3118 262.4348 261.5129 265.0924 264.4565 265.5805 267.7611 282.6327 270.7323 271.2729 270.5263 273.3862 275.7979 271.0042
16.4285 8.062258 6 0 13.5072 104.198 20.61553 10.29563 10.04988 13.60147 149.4273 74.52442 82.32861 82.46969 85.86967 112.9978 98.37937 104.6518 97.30879 76.29548 103.3925 111.072 149.4021 139.8161 139.1088 168.3917 176.0057 196.4329 181.4663 187.6406 194.4744 203.7891 209.5626 190.0105 193.0414 216.896 205.7669 218.7693 204.1568 232.7174 213.4596 216.2267 216.6529 235.0452 232.0776 246.0325 258.5434 251.1036 251.3722 249.8704 274.5645 261.1226 256.3299 258.6745 259.7557 260.2499 261.7212 261.2164 259.4706 260.9904 260.248 263.6854 265.653 267.0674 269.2582 284.8846 272.125 272.6188 271.622 274.6343 276.9161 271.1038
21.66454 16.73652 19.35057 13.5072 0 91.00811 33.02693 18.7735 15.36591 8.875685 145.3874 84.08263 90.60782 90.34763 93.88243 121.2502 105.1583 111.8739 103.5058 71.34034 110.0081 117.9044 137.4195 128.387 127.8568 159.9611 166.6627 186.2067 173.3256 189.9477 196.479 194.3925 200.5084 186.9361 189.5471 219.3006 206.2194 220.783 200.3957 235.0395 211.0674 214.3777 214.2945 234.3808 228.4406 238.7937 251.6346 251.4016 244.5972 249.5385 276.4495 261.5316 255.7318 252.3442 259.7026 260.0829 261.8532 261.2491 258.8876 254.7072 254.3412 257.4758 265.1447 267.2255 269.436 286.8101 272.056 272.441 270.8719 274.2282 276.2082 268.1182
109.2912 104.0892 110.1832 104.198 91.00811 0 123.9523 108.937 104.9563 95.99021 169.4223 169.7958 173.0136 171.7664 175.3944 201.8382 182.3971 189.9436 179.1265 112.4342 186.3659 194.3557 92.75788 94.12793 96.0554 149.3159 146.4692 154.0745 162.8513 243.0454 247.6451 169.5131 178.1038 211.0031 210.6919 271.0162 248.7211 270.4478 218.6536 285.4953 236.9219 243.2316 240.0758 268.7036 244.9172 228.2031 242.6621 290.1732 237.2241 284.8381 322.7339 300.394 289.1358 247.8224 296.0386 295.745 299.1325 297.9942 292.2024 250.3713 252.8767 253.5007 298.5579 304.3811 306.5952 332.9039 307.6705 307.4075 302.5624 307.7757 307.8776 286.08
18.33317 24.69818 14.86607 20.61553 33.02693 123.9523 0 15.52417 19.64688 28.63564 147.2913 55.39755 64.44377 65.04806 68.22463 94.75495 81.96646 87.61849 81.63333 77.82031 87.09191 94.40339 161.8209 151.0416 149.9542 173.3901 182.628 204.639 185.809 175.8238 183.0072 210.2974 215.3753 185.8736 189.5257 204.7617 196.3288 207.1352 200.9602 220.6085 208.0865 210.0214 211.2055 226.9939 228.4841 248.3083 260.1768 241.6154 252.8102 241.2679 262.8503 251.4359 248.0726 259.3116 250.715 251.3663 252.4143 252.0496 251.1772 261.5358 260.1615 264.0928 257.2258 257.7014 259.8557 273.0829 263.0532 263.6968 263.5119 266.0244 268.7238 266.2935
6.629327 18.02776 9.055385 10.29563 18.7735 108.937 15.52417 0 4.123106 13.15295 140.9246 65.62943 72.8011 72.78908 76.24434 103.5012 88.39966 94.79451 87.20665 68.68042 93.38094 101.1187 147.4347 137.0908 136.1552 162.515 170.8801 192.1123 175.3283 177.395 184.2537 198.6454 204.1041 181.0249 184.22 206.6383 195.7601 208.5426 195.4329 222.4634 204.1984 206.7849 207.3773 225.2626 223.2711 239.1359 251.4161 241.1079 244.168 240.0039 264.3414 251.1036 246.5218 251.1902 249.8259 250.3438 251.7538 251.2688 249.6578 253.4758 252.5173 256.125 255.8204 257.0934 259.2798 274.6566 262.1946 262.7109 261.8444 264.7754 267.1264 262.0119
6.941895 18.11077 11.18034 10.04988 15.36591 104.9563 19.64688 4.123106 0 9.055385 139.5362 68.72328 75.45197 75.30106 78.80228 106.1343 90.53452 97.08244 89.14034 66.70832 95.46203 103.2763 143.6802 133.4749 132.5868 159.8044 167.9077 188.9005 172.7223 178.1011 184.8663 195.686 201.2523 180.0028 183.0683 207.3926 195.8801 209.1722 194.2087 223.1985 203.4158 206.1771 206.6081 225.045 222.1103 236.8649 249.2549 241.2053 242.0434 239.9004 264.9527 251.2409 246.3372 249.2077 249.8159 250.2978 251.8035 251.2867 249.4795 251.5094 250.6671 254.183 255.6688 257.1537 259.3473 275.2839 262.185 262.6671 261.619 264.6602 266.9167 261.0809
13.85846 20.24846 17.80449 13.60147 8.875685 95.99021 28.63564 13.15295 9.055385 0 138.0654 76.51289 82.49242 82.10512 85.6703 113.0509 96.60487 103.407 94.84725 64.28063 101.415 109.3435 136.1249 126.3443 125.5956 155.0788 162.4962 182.835 168.2409 181.1353 187.6949 190.2761 196.1135 179.2791 182.044 210.4851 197.6487 212.0024 193 226.2328 203.1945 206.3419 206.4123 226.0448 221.009 233.1373 245.7825 242.8703 238.665 241.1325 267.6898 252.9822 247.3863 246.1636 251.2409 251.6446 253.3555 252.7706 250.5394 248.5015 247.9355 251.231 256.7811 258.7238 260.931 278.0472 263.6001 264.0076 262.5652 265.8439 267.8927 260.4616
134.3467 157.3421 149.9799 149.4273 145.3874 169.4223 147.2913 140.9246 139.5362 138.0654 0 131.1958 121.1116 117.9107 119.0007 125.1912 108.7732 113.2247 103.8259 74.10682 107.4975 110.279 111.5653 97.94603 94.65975 59.67564 76.31354 101.9598 62.83292 88.80941 90.10639 94.44504 94.06518 42.9129 44.48394 111.1343 82.81412 108.5822 55.0335 123.1569 68.59847 74.1135 71.83947 99.30367 83.10089 107.1032 116.7975 121.2158 109.1564 115.4424 155.8637 131.3411 119.7452 113.8849 126.6736 126.3407 129.8439 128.6557 122.8262 115.9261 113.6944 118.238 129.1943 135.0527 137.2577 165.7017 138.25 137.9885 133.4281 138.4315 138.7798 123.3265
62.67809 79.9347 69.55493 74.52442 84.08263 169.7958 55.39755 65.62943 68.72328 76.51289 131.1958 0 12.67105 15.25797 16.55764 39.85041 32.39427 35.52308 34.67308 84.14009 37.20962 42.79668 183.6307 170.2997 168.271 174.3066 187.3336 212.5077 184.15 132.243 140.0153 213.2242 216.1636 161.4948 166.588 159.6206 157.8075 163.0682 178.271 175.1942 179.394 179.1142 182.1942 190.8956 203.5957 238.1916 247.9518 201.7132 240.2982 203.4655 217.6175 210.8733 210.9365 244.4614 211.6669 212.6732 212.7108 212.6795 213.8852 246.3748 243.3726 248.4899 219.4866 217.7588 219.789 227.5386 223.6915 224.6706 226.3951 227.6823 231.3109 237.1718
68.94449 88.4138 77.83315 82.32861 90.60782 173.0136 64.44377 72.8011 75.45197 82.49242 121.1116 12.67105 0 3.201562 4.049691 30.70016 19.81161 23.70654 22.02272 80.08121 24.73863 30.8707 180.236 166.5029 164.2932 166.6667 180.2776 205.8401 175.9318 119.6035 127.3644 205.6016 208.1262 149.9667 155.2063 147.0842 145.1689 150.4726 166.8592 162.6925 167.335 166.8652 170.098 178.3122 191.8385 228.2148 237.6264 189.0423 229.9609 190.8207 205.1343 198.2044 198.3053 233.783 199 200.01 200.04 200.01 201.2486 235.648 232.4414 237.6973 206.8377 205.0878 207.1183 215.0866 211.0213 212.0024 213.758 215.0209 218.6653 224.9539
68.69278 88.74824 78.1361 82.46969 90.34763 171.7664 65.04806 72.78908 75.30106 82.10512 117.9107 15.25797 3.201562 0 3.640055 30.95561 17.86757 22.61084 19.52562 77.49355 22.94014 29.58462 177.6633 163.8733 161.6369 163.5686 177.2294 202.8263 172.7896 117.3382 125.0636 202.5 204.9933 146.8715 152.0896 144.9989 142.5877 148.2945 163.7475 160.649 164.3632 163.9642 167.1385 175.6417 188.7889 225.0139 234.4322 186.5965 226.767 188.252 203.106 195.8092 195.7071 230.6041 196.5102 197.5 197.5911 197.5405 198.6611 232.472 229.2799 234.5256 204.279 202.658 204.6979 213.0927 208.5599 209.5215 211.1711 212.5024 216.0978 222.0417
72.22179 92.06628 81.46656 85.86967 93.88243 175.3944 68.22463 76.24434 78.80228 85.6703 119.0007 16.55764 4.049691 3.640055 0 27.38065 15.83982 19.69772 18.35756 80.48478 20.71714 26.83654 180.6416 166.7886 164.5201 165.5521 179.3778 205.068 174.5772 115.6866 123.4635 204.4632 206.8219 147.0918 152.4106 143.0978 141.4496 146.5169 164.0415 158.6937 164.1298 163.5274 166.8671 174.6718 188.8153 226.0796 235.328 185.2182 227.6594 187.0865 201.1304 194.3487 194.5955 231.3182 195.205 196.2295 196.2172 196.2009 197.5292 233.1592 229.8526 235.1757 203.094 201.2526 203.2772 211.0745 207.2062 208.2004 210.0374 211.2458 214.9281 221.6286
99.58668 118.9643 108.4182 112.9978 121.2502 201.8382 94.75495 103.5012 106.1343 113.0509 125.1912 39.85041 30.70016 30.95561 27.38065 0 21.0238 13.72953 25.73908 101.5603 19.30026 14.91643 200.5355 186.2383 183.7206 177.6334 192.5941 218.8099 185.0473 101.2744 109.254 216.015 217.3039 146.1249 152.1003 126.2601 130.363 130.5469 163.3294 141.2558 159.4506 157.3293 161.8596 164.3267 185.7485 230.5179 238.3959 171.728 230.7607 175.1458 183.1788 180.168 182.9768 233.0322 182.1552 183.4244 182.654 182.8893 185.7323 234.654 230.5049 236.3736 190.8557 187.4153 189.3106 192.7596 193.6969 194.9218 198.1161 198.415 202.7042 214.9424
83.71901 105.0547 94.42722 98.37937 105.1583 182.3971 81.96646 88.39966 90.53452 96.60487 108.7732 32.39427 19.81161 17.86757 15.83982 21.0238 0 7.648529 5.147815 80.53881 5.147815 12.74755 179.6176 165.3664 162.8811 158.7565 173.3277 199.4016 166.8427 99.86241 107.6523 197.4247 199.1607 134.0392 139.6084 127.2726 125.9385 130.6771 151.1374 142.8847 149.9883 148.9916 152.6442 159.3244 175.2042 215.3799 224.0477 169.5007 216.3805 171.5305 185.3303 178.5847 179.088 219.4767 179.5341 180.5838 180.5007 180.5062 182.0014 221.234 217.5971 223.1378 187.5166 185.5168 187.5327 195.2927 191.5007 192.5162 194.5045 195.608 199.3615 207.0827
90.33022 111.1261 100.4988 104.6518 111.8739 189.9436 87.61849 94.79451 97.08244 103.407 113.2247 35.52308 23.70654 22.61084 19.69772 13.72953 7.648529 0 12.04159 88.00568 5.830952 7.28011 186.8181 172.5125 169.9919 164.5391 179.3377 205.5003 172.2614 98.0051 105.9001 203.0616 204.5593 136.5284 142.2849 124.6678 125.2996 128.39 153.701 140.1111 151.3968 149.94 153.9561 158.9851 177.0988 219.3171 227.6299 168.1458 219.9727 170.6904 182.4584 177.0113 178.362 222.7027 178.3396 179.4714 179.1368 179.2261 181.2209 224.4014 220.538 226.2256 186.5984 184.0679 186.043 192.3051 190.1683 191.2616 193.6969 194.5045 198.4603 207.9213
82.26051 104.2017 93.60021 97.30879 103.5058 179.1265 81.63333 87.20665 89.14034 94.84725 103.8259 34.67308 22.02272 19.52562 18.35756 25.73908 5.147815 12.04159 0 76 7.28011 15.23155 174.797 160.5082 158.0008 153.6103 168.1814 194.2592 161.7189 97.86726 105.5691 192.2836 194.0374 129.7112 135.2036 125.7059 123.1463 128.8914 146.7685 141.4076 146.1095 145.3307 148.8078 156.321 171.0935 210.535 219.3031 167.0748 211.6341 168.7984 183.8729 176.2839 176.2839 214.8453 177.0028 178.0028 178.0702 178.0253 179.2261 216.6218 213.0634 218.5521 184.8164 183.1338 185.1729 193.9078 189.0423 190.0105 191.7355 193.0104 196.6431 203.4361
62.35616 84.0119 77.62087 76.29548 71.34034 112.4342 77.82031 68.68042 66.70832 64.28063 74.10682 84.14009 80.08121 77.49355 80.48478 101.5603 80.53881 88.00568 76 0 83.02409 90.19978 100.1699 86.44202 84.28671 96.21561 106.8316 130.6317 108.2266 131.6435 136.8377 134.0634 138.5009 116.1077 118.423 160.3034 141.5238 160.4151 129.1395 175.3416 140.8119 144.8068 144.0626 166.6741 157.2037 170.6605 182.7885 185.6071 175.5135 182.3611 214.5951 195.8877 187.9681 182.5226 193.0233 193.1554 195.5633 194.7434 191.1282 184.8161 183.9674 187.4807 197.4826 200.9428 203.1773 224.9361 205.234 205.3874 202.7178 206.7003 208.0973 197.1757
88.62505 110.1136 99.48869 103.3925 110.0081 186.3659 87.09191 93.38094 95.46203 101.415 107.4975 37.20962 24.73863 22.94014 20.71714 19.30026 5.147815 5.830952 7.28011 83.02409 0 8.062258 181.4635 167.1144 164.5669 158.7129 173.5281 199.7001 166.4332 95.18929 103.015 197.2308 198.7322 131.3697 137.0584 122.4115 121.6963 125.8968 148.5194 137.9885 146.7004 145.4648 149.3057 155.2136 172.1918 213.7148 222.1229 165.0121 214.4621 167.2261 180.4194 174.0259 174.8285 217.3028 175.1028 176.1817 176.0114 176.0454 177.7217 219.0205 215.2324 220.871 183.1864 181 183.0027 190.3582 187.0241 188.0665 190.217 191.2119 195.0397 203.5147
96.46498 117.686 107.0561 111.072 117.9044 194.3557 94.40339 101.1187 103.2763 109.3435 110.279 42.79668 30.8707 29.58462 26.83654 14.91643 12.74755 7.28011 15.23155 90.19978 8.062258 0 187.9628 173.5287 170.9218 163.0872 178.1937 204.4606 170.3085 91.00549 98.92301 201.3579 202.5401 131.746 137.6372 117.4826 118.6971 121.2642 148.9463 132.8957 145.8355 144.1007 148.3308 152.4803 171.8284 215.6687 223.6442 161.2514 216.0023 163.9743 175.2242 170.0471 171.6858 218.409 171.4934 172.6528 172.2353 172.3514 174.5222 220.0568 216.0093 221.813 179.8459 177.1384 179.1005 185.0574 183.273 184.3909 186.9826 187.6832 191.7094 201.9709
143.4886 154.1558 153.9123 149.4021 137.4195 92.75788 161.8209 147.4347 143.6802 136.1249 111.5653 183.6307 180.236 177.6633 180.6416 200.5355 179.6176 186.8181 174.797 100.1699 181.4635 187.9628 0 14.72715 17.75528 66.80403 58.18075 61.38315 78.03204 199.4492 201.3944 77.64664 86.55923 144.4611 141.7674 222.6995 193.6311 220.0659 146.3728 234.5009 168.5052 176.5814 171.2577 204.155 168.6683 138.4955 153.0404 227.7016 148.3678 219.7883 264.8345 237.2551 222.1936 159.695 231.0411 230.2021 234.719 233.2059 224.9711 162.2252 165.8493 165.3874 230.9761 239.5078 241.5802 274.2066 241.2986 240.5203 233.3549 239.7186 238.3328 208.0463
132.7642 145.0594 144.0158 139.8161 128.387 94.12793 151.0416 137.0908 133.4749 126.3443 97.94603 170.2997 166.5029 163.8733 166.7886 186.2383 165.3664 172.5125 160.5082 86.44202 167.1144 173.5287 14.72715 0 3.28718 57.83982 52.50291 62.05196 70.38387 185.3345 187.4587 75.81044 84.17475 132.4055 130.1085 209.0017 180.4159 206.5282 135.4372 221.0726 156.9805 164.8046 159.8266 192.2051 158.8518 134.2158 148.7166 215.5572 143.4918 207.9941 252.2328 225.247 210.7199 154.3828 219.2887 218.5327 222.8914 221.4299 213.5593 156.9306 159.934 160.0809 219.6508 227.7708 229.8736 261.7317 229.8098 229.1147 222.3317 228.5123 227.3926 198.9174
131.7128 144.4896 143.2105 139.1088 127.8568 96.0554 149.9542 136.1552 132.5868 125.5956 94.65975 168.271 164.2932 161.6369 164.5201 183.7206 162.8811 169.9919 158.0008 84.28671 164.5669 170.9218 17.75528 3.28718 0 55.10621 50.42073 61.23635 67.83989 182.0803 184.188 74.3791 82.59691 129.1869 126.9262 205.719 177.1306 203.2419 132.3301 217.7855 153.8059 161.6052 156.6607 188.9881 155.8758 132.1637 146.6408 212.3235 141.3197 204.7888 248.9687 222.0231 207.5434 152.1225 216.0862 215.3375 219.6822 218.2252 210.3883 154.6714 157.5635 157.8171 216.4877 224.569 226.6743 258.4744 226.6302 225.943 219.1991 225.3603 224.2683 196.023
156.7014 175.2944 170.9847 168.3917 159.9611 149.3159 173.3901 162.515 159.8044 155.0788 59.67564 174.3066 166.6667 163.5686 165.5521 177.6334 158.7565 164.5391 153.6103 96.21561 158.7129 163.0872 66.80403 57.83982 55.10621 0 16.66667 42.50002 14.01586 146.57 146.6876 38.94155 42.35892 81.24722 77.46038 165.5945 134.1086 161.9252 80.53847 175.4693 103.4993 112.0496 106.0398 139.7845 101.8812 81.19797 95.1697 163.6504 89.03058 154.9599 201.8857 172.8085 156.7464 98.98962 166.0686 165.071 169.8836 168.2709 159.4118 101.5272 103.6345 104.6157 165.2634 174.4671 176.4722 210.808 175.8061 174.8984 167.2432 173.8154 172.1209 141.3578
165.3671 182.5294 179.0475 176.0057 166.6627 146.4692 182.628 170.8801 167.9077 162.4962 76.31354 187.3336 180.2776 177.2294 179.3778 192.5941 173.3277 179.3377 168.1814 106.8316 173.5281 178.1937 58.18075 52.50291 50.42073 16.66667 0 26.36552 21.26029 163.1104 163.1003 27.78489 34.15406 96.38465 92.13577 181.6969 149.9133 177.882 94.03191 191.2298 117.4777 126.2696 119.8411 153.9326 113.1459 81.7435 96.2274 177.8679 91.00549 168.7579 216.4825 186.7753 170.0735 102.0025 179.7248 178.6169 183.6192 181.945 172.6297 104.5466 107.8378 107.7033 178.3146 188.0452 189.9947 225.1938 189.0238 188.0027 179.8402 186.6387 184.5657 151.1762
