0 183.9671 183.5964 174.2536 179.1595 163.241 165.6654 171.3943 162.1433 160.67 175.6977 154.3037 162.8228 161.5147 154.8721 160.0469 169.1823 150.3115 172.981 166.8385 170.0201 158.3133 162.5691 165.0336 154.3061 151.0297 170.5312 167.1204 160.2527 151.0088 157.7116 151.5722 148.9096 161.7121 158.5319 152.471 145.2341 156.8624 143.8763 152.4323 132.2957 157.9264 135.0307 154.5581 157.219 126.0151 157.5765 153.3456 153.686 155.2212 127.5062 153.6157 121.8854 118.5094 133.5352 115.8971 124.4997 114.4813 115.921 146.1713 128.0412 118.9917 117.6925 74.93303 111.235 114.3749 112.1019 107.4002 122.712 111.771 98.19627 94.90945 124.6863 89.02788 99.02787 99.05065 91.08152 103.5913 88.7743 96.36179 89.99626 88.95171 92.7388 92.56792 95.95531 103.1585 146.876 93.48031 149.8793 42.17284 139.5 98.06872 43.68811 97.12814 100.4923 110.9359 100.7126 82.4718 102.318 108.3377 54.20971 122.8856 67.88798 93.48905 73.45604 71.12668 98.72555 155.4393 165.262 125.7205 119.2319 121.538
183.9671 0 13.18669 13.0384 15.70032 44.92215 21.96588 16.80774 24.75884 25 35.80503 40.22437 28.32898 24.02082 31.40064 26.73013 41.72529 36.40055 49.20366 40.36087 150.7002 35.06581 43.06713 47.42362 36.13862 36.12478 58.25805 53.75872 45.22168 38.05916 45.10543 39.05125 38.65876 54.9386 53.90037 57.91444 45.89118 57.2014 48.05206 56.0803 56.0357 75.82216 58.54272 74.02702 83.28826 62 87.11487 84.64632 87.07037 93.55773 71.39347 90.48266 81.49233 83.5593 91.67879 83.18654 88.55789 85.82103 86.88498 113.4442 107.1191 104.4031 106.2826 115.9741 107.9004 109.7315 114.7911 113.4632 125.2996 198.9774 188.7526 187.8117 151.4241 226.7708 233.2059 234.719 230.3606 238.8022 200.5692 249.0181 208.2008 245.204 248.4321 249.9165 252.8318 257.6199 287.7232 252.9447 293.3669 219.8568 293.5658 259.8807 223.9866 260.465 262.7936 228.4497 264.3412 224.3769 268.0742 231.6571 235.5865 244.1121 240.753 269.2285 241.8285 243.7728 256.5175 286.57 296.5523 309.5884 299.0418 300.2416
183.5964 13.18669 0 23.44971 4.836206 55.95733 30.464 12.30402 32.22146 31.34042 23.33571 48.90012 21.74885 22.41032 37.35267 23.55254 30.07029 42.08193 36.78164 29.27266 161.8514 27.84581 32.66327 36.15092 30.51593 32.69387 45.96255 41.91128 35.10302 33.3475 35.62848 33.49959 34.96745 43.78134 43.31442 48.0817 40.47084 46.66786 42.39759 46.42796 52.36305 64.47911 52.85016 63.07051 71.90548 58.64488 75.6674 73.59046 75.95046 82.2542 64.95661 79.33123 74.72765 77.1576 82.47559 77.35129 80.68078 79.87786 80.53295 102.7382 97.98328 96.28719 98.22706 118.6896 100.4891 101.8866 106.9839 106.2032 116.3066 205.8848 195.0638 193.9333 142.2444 231.2651 238.0971 239.5403 234.8316 243.7418 194.331 252.8515 202.085 248.681 252.008 253.3768 256.3764 261.4381 293.0124 256.2672 298.5175 217.9592 297.8481 263.0853 222.3943 263.5335 265.9888 221.6702 267.4281 219.3343 270.9916 225.1656 234.0646 237.1967 237.9507 270.9746 238.5349 240.9009 252.0062 279.5819 289.4468 309.3017 296.741 297.7116
174.2536 13.0384 23.44971 0 23.6326 32.55764 9.300538 19.45508 12.52996 13.60147 42.37924 27.20294 28.87286 20.80865 19.69772 24.30021 46.52956 24.59675 55.03635 44.41846 138.4883 35.13229 46.00121 51.31277 34.4093 32.20248 63.52952 58.30952 47.63402 35.1639 46.71723 36.89173 34.67708 58.30309 56.46459 59.26896 42.94182 59.5483 45.17743 57.28001 50.69517 78.87332 55.08403 76.48529 86.26296 56.08921 90.13878 87.04596 89.53351 96.23204 68.21555 92.94323 78.39005 80.0166 91.26336 79.05694 86.55923 81.74503 83.21658 114.884 106.379 102.4207 104.2017 104.6518 105.0452 107.3546 112.3076 110.3656 124.1692 186.0376 175.9249 175.0264 150.3338 214.4411 220.7374 222.2724 218.0367 226.315 195.7805 236.9219 203.2585 233.2574 236.4413 237.9732 240.8508 245.5239 275.1107 241.0581 280.7926 211.1421 281.2749 248.0403 215.0349 248.6845 250.9552 224.145 252.5495 218.3232 256.3563 227.0352 226.559 239.9133 232.6972 258.0891 234.173 235.7669 249.8925 282.3612 292.4556 299.6081 290.4961 291.8715
179.1595 15.70032 4.836206 23.6326 0 55.61025 29.42788 8.485281 30.70016 29.43637 20.11219 47.46051 16.95837 18.50676 35.10698 19.23538 26.20115 39.62953 33.50373 25.10976 161.225 23.00966 28.26561 32.1014 25.73908 28.15138 42.57347 38.19031 30.63495 28.63564 31.01612 28.71411 30.36445 39.70202 39.01602 43.58524 35.67212 42.36154 37.58324 41.88675 47.67075 60.51859 48.02343 58.94489 67.9711 53.96758 71.76698 69.51619 71.90445 78.29215 60.12233 75.30125 69.9035 72.325 77.90058 72.51552 75.9276 75.04166 75.70007 98.55709 93.40771 91.56692 93.50134 114.9021 95.70789 97.14165 102.2375 101.4136 111.7162 203.2105 192.1928 191.0007 137.6962 227.8212 234.7605 236.1832 231.3796 240.4163 189.5059 249.2238 197.2569 244.9663 248.3163 249.6563 252.6753 257.8032 289.7691 252.5124 295.2318 213.3178 294.3211 259.3 217.7854 259.7162 262.2003 216.8687 263.6138 214.5006 267.1372 220.3509 229.4613 232.4037 233.222 266.8717 233.7702 236.1663 247.1826 274.7956 284.6687 304.845 292.0488 292.9991
163.241 44.92215 55.95733 32.55764 55.61025 0 26.54242 49.56309 26.4764 28.86174 72.44308 14.14214 55.08254 45.35416 26.83282 48.42004 74.73286 26.40076 83.74366 72.03471 105.9318 59.4554 72.22265 78.16009 56.46238 51.42956 91.21403 85.44004 73.05477 55.23133 71.22149 57.69749 53.03301 83.98363 81.24192 82.08693 61.05735 83.7735 62.96825 80.05623 62.24147 102.8834 69.97321 99.72963 109.8123 65.19202 113.6002 109.6586 112.135 118.8975 81.93103 115.394 91.24144 91.73416 108.706 89.4986 101.1262 92.06655 94.36631 134.758 122.403 116.0431 117.516 89.10668 116.5869 119.8541 124.3262 121.0698 138.6579 158.3982 149.5066 148.9908 164.1105 191.2302 196.6443 198.3053 194.8333 202.0705 199.6246 214.8488 206.5592 211.9835 214.9198 216.6824 219.3489 223.3965 249.8326 220.0295 255.7443 203.0099 257.9125 227.1915 206.0388 228.1228 230.0967 228.8108 231.9078 218.3048 236.0427 230.8268 217.1474 244.6493 226.4332 240.3539 229.1572 229.624 247.8069 286.6281 296.928 286.1416 282.0638 284.0018
165.6654 21.96588 30.464 9.300538 29.42788 26.54242 0 23.02173 3.535534 5.700877 45.96194 18.56071 29.4284 19.91231 10.79352 23.32381 48.70832 15.50806 57.62378 46.179 131.8052 34.7003 46.90001 52.65453 32.7185 29.02585 65.48664 59.88739 48.08846 32.52691 46.64762 34.67708 31.241 59.03601 56.68554 58.54013 39.7555 59.5189 41.93447 56.50221 45.43677 78.92085 51.04165 76.14788 86.143 50.28419 90.00278 86.50145 89.0014 95.77111 64.05488 92.36672 74.1114 75.41489 88.67074 74.07091 82.92768 76.76099 78.48885 113.3657 103.407 98.63316 100.3319 95.51178 100.6479 103.2594 108.1041 105.7673 120.7994 177.0268 166.7915 165.8621 146.8579 205.1451 211.458 212.9894 208.7403 217.0392 189.8012 227.6236 197.1739 223.9699 227.1497 228.6859 231.56 236.2255 265.8674 231.7768 271.5379 202.984 271.977 238.7645 206.7619 239.417 241.6795 218.4132 243.2802 211.5668 247.0981 221.1074 218.2441 234.2247 224.8477 248.9588 226.527 227.9404 242.7844 276.6207 286.7739 290.8617 282.3765 283.8353
171.3943 16.80774 12.30402 19.45508 8.485281 49.56309 23.02173 0 23.6326 21.96588 23.16247 40.20572 11.52908 10.12423 27.21213 11.40175 27.10166 31.53569 35.58792 25.10976 154.4805 18.26046 27.10986 32.1014 19.6596 20.79663 44.09649 38.96794 29.02585 22 28.6007 22.63846 23.19483 39.32239 37.84508 41.4163 29.60574 41.06702 31.69385 39.52847 40.74923 60.12071 42.24038 58.02155 67.56867 46.9521 71.43179 68.64765 71.10731 77.71096 54.88802 74.52703 64.91918 67.09625 74.91662 66.9216 71.7844 69.52158 70.44501 97.12525 90.33825 87.61564 89.5014 106.5012 91.21403 92.9758 98.04336 96.81282 108.5012 194.8602 183.7772 182.5685 134.6338 219.3411 226.2753 227.6983 222.9002 231.931 184.2729 240.7748 191.9528 236.5428 239.8854 241.2348 244.2475 249.3562 281.286 244.1035 286.7469 206.0498 285.8519 250.9034 210.4151 251.3334 253.805 211.9817 255.2298 208.6013 258.7722 215.2824 222.0732 227.6075 226.3018 258.6745 227.0518 229.2752 241.0254 270.0527 280.004 297.1102 284.957 285.9939
162.1433 24.75884 32.22146 12.52996 30.70016 26.4764 3.535534 23.6326 0 2.828427 46.09772 16.76305 28.68174 18.97367 7.28011 22.19234 48.27007 12.08305 57.27128 45.60702 130.8496 33.47055 45.99758 51.86521 31.06445 26.90725 64.84597 59.13544 47.01064 30.53686 45.39273 32.80244 28.99138 57.97629 55.45494 56.96084 37.48333 58.18075 39.62323 54.91812 42.48529 77.52419 48.41746 74.62573 84.6658 47.16991 88.50989 84.87638 87.3742 94.15262 61.34624 90.71629 71.34424 72.55623 86.37129 71.11259 80.32745 73.79871 75.591 111.3648 100.9678 95.96353 97.63708 92.13577 97.80849 100.4988 105.3091 102.8699 118.2244 174.4506 164.0708 163.0989 144.2333 202.0891 208.4706 209.9905 205.6818 214.0619 186.5503 224.4749 193.9011 220.7714 223.9654 225.4867 228.3728 233.0772 262.9645 228.5607 268.6109 199.4492 268.9058 235.5356 203.2265 236.1715 238.4502 215.2084 240.038 208.173 243.8367 217.8623 214.7091 231.0269 221.3256 245.5789 223.0202 224.4197 239.3371 273.4078 283.5723 287.3604 278.8422 280.3034
160.67 25 31.34042 13.60147 29.43637 28.86174 5.700877 21.96588 2.828427 0 44.01136 18.24829 26.22081 16.49242 6.403124 19.60867 45.89118 11.40175 54.91812 43.17407 132.617 30.81576 43.43322 49.33559 28.30194 24.08319 62.36185 56.61272 44.38468 27.72183 42.71417 30 26.16295 55.34663 52.77547 54.19654 34.65545 55.47071 36.79674 52.15362 39.81206 74.79305 45.63168 71.86793 81.9153 44.59821 85.75547 82.0975 84.59462 91.37374 58.58351 87.93242 68.60029 69.84559 83.54639 68.44706 77.54031 71.13543 72.89719 108.5407 98.15549 93.19335 94.8736 91.24144 95.09206 97.7548 102.5768 100.1776 115.434 174.8056 164.2535 163.2276 141.4541 201.792 208.2787 209.7808 205.3801 213.8843 184.1005 224.0201 191.4747 220.2272 223.4469 224.9405 227.8485 232.622 262.8887 227.9825 268.5004 197.717 268.5764 234.9319 201.5564 235.5356 237.8455 212.7141 239.4081 205.9126 243.1682 215.4066 213.0634 228.5263 219.447 244.6406 221.0566 222.5313 237.184 270.9209 281.0752 286.007 277.0938 278.5139
