0 108.0685 145.6131 73.30009 65.93234 83.68923 96.41621 80.76676 90.09973 145.1072 134.6607 133.6957 114.3984 171.5017 178.5263 175.3937 209.8812 182.0947 182.4023 178.4212 181.5885 204.6339 193.5089 206.5075 192.7872 220.4781 201.6542 204.2887 204.8367 261.4783 222.8898 224.934 224.4637 227.7099 231.4994 237.0619 248.976 262.3 238.4961 251.679 253.5464 251.8194 272.6229
108.0685 0 171.8474 163.7364 112.4342 175.3545 190.8235 167.4317 174.818 92.75788 94.12793 96.0554 200.2111 123.5379 131.7335 243.0454 167.8865 249.326 247.3227 211.0031 210.6919 270.9352 248.7211 270.4478 218.6536 285.4953 236.9219 243.2316 240.0758 222.4266 268.7036 267.8822 243.2931 272.231 249.607 279.7086 240.9968 322.7339 268.1303 246.0678 249.0647 282.4771 332.9039
145.6131 171.8474 0 106.085 80.73993 109.0142 118.158 99.04868 95.51604 109.352 96.25842 92.97917 102.3937 106.2617 106.5879 93.32663 114.0693 97.4779 93.05218 39.16804 39.47563 113.9038 84.28079 111.0117 49.12296 125.2647 65.10638 71.47803 68.28362 146.6629 97.73417 96.31703 79.31562 100.8739 86.32459 107.977 109.3209 156.1647 98.20863 110.5306 111.727 112.4432 165.8019
73.30009 163.7364 106.085 0 61.13101 11.6297 27.20294 9 17.95132 160.6393 146.5079 144.0981 41.10049 177.1158 181.7966 104.8094 204.1301 111.4002 112.5474 127.2242 132.2309 133.5483 127.3185 136.1249 143.9236 149.3959 145.7841 145.9863 148.6594 247.2241 159.5031 162.8682 176.2889 164.6844 183.0707 174.4414 215.2951 191.7223 182.6835 216.1972 217.1585 194.5434 201.9164
65.93234 112.4342 80.73993 61.13101 0 71.50699 87.09191 61.20457 66.38712 100.1699 86.44202 84.28671 90.28427 119.4194 125.032 131.6435 151.8056 138.105 136.6468 116.1077 118.423 160.2355 141.5238 160.4151 129.1395 175.3416 140.8119 144.8068 144.0626 200.2987 166.6741 167.5072 160.042 171.014 167.0573 179.7443 183.1748 214.5951 176.7067 185.7855 187.6273 190.5411 224.9361
83.68923 175.3545 109.0142 11.6297 71.50699 0 15.78765 11.2361 14.089 170.2006 155.9053 153.3949 31.30495 185.5323 189.9059 97.58202 210.9219 104.0397 105.6659 126.7922 132.1789 125.784 122.0092 128.7566 143.7854 141.5509 143.7402 143.2175 146.487 252.4869 154.9274 158.7126 175.8722 160.1883 182.5185 170.0025 217.5575 183.9988 180.236 218.1066 218.8827 191.5862 194.0953
96.41621 190.8235 118.158 27.20294 87.09191 15.78765 0 26.01922 23.96351 185.1945 170.7998 168.2208 25.04496 199.6246 203.7302 93.0215 223.4993 99.12618 101.5558 131.7649 137.5682 119.8552 120.2082 123.4909 148.9497 135.3249 146.4138 144.9 148.9589 263.4292 153.8871 158.2645 180.434 159.223 186.8646 169.0473 225.2199 177.7057 182.0639 225.347 225.8978 192.6344 187.5853
80.76676 167.4317 99.04868 9 61.20457 11.2361 26.01922 0 9.394147 159.2608 144.9122 142.3701 34.2965 174.3244 178.6757 96.16652 199.7658 102.7862 103.8071 118.8486 123.9758 125.0358 118.3427 127.4873 135.6503 140.8965 137.0328 137.1167 139.8858 241.6832 150.5033 153.878 167.9487 155.6854 174.6937 165.4436 208.0024 183.1571 173.8742 208.7421 209.6216 185.6613 193.3785
90.09973 174.818 95.51604 17.95132 66.38712 14.089 23.96351 9.394147 0 162.4077 147.8912 145.2257 25.70019 175.9638 179.9424 86.88067 199.5467 93.48396 94.5965 112.7087 118.09 115.6901 109.6141 118.2 129.6968 131.5472 129.8817 129.5618 132.6612 239.9121 142.088 145.6468 161.7942 147.3065 168.4492 157.0938 203.7308 173.8345 166.5008 204.2009 204.9411 178.0192 184.0448
145.1072 92.75788 109.352 160.6393 100.1699 170.2006 185.1945 159.2608 162.4077 0 14.72715 17.75528 182.5438 31.32092 39.56008 199.4492 75.7407 204.4627 200.6576 144.4611 141.7674 222.5797 193.6311 220.0659 146.3728 234.5009 168.5052 176.5814 171.2577 130.6643 204.155 201.3853 164.1222 206.4258 169.5388 211.9406 150.8807 264.8345 193.0343 156.4393 159.6609 206.9276 274.2066
134.6607 94.12793 96.25842 146.5079 86.44202 155.9053 170.7998 144.9122 147.8912 14.72715 0 3.28718 167.8545 37.17377 44.75737 185.3345 79.38825 190.4466 186.7478 132.4055 130.1085 208.8845 180.4159 206.5282 135.4372 221.0726 156.9805 164.8046 159.8266 134.0484 192.2051 189.7335 155.0975 194.6868 160.8248 200.5611 146.9441 252.2328 183.0714 152.1254 155.1866 197.1442 261.7317
133.6957 96.0554 92.97917 144.0981 84.28671 153.3949 168.2208 142.3701 145.2257 17.75528 3.28718 0 165.003 37.83186 45.13591 182.0803 79.12858 187.1824 183.4752 129.1869 126.9262 205.6018 177.1306 203.2419 132.3301 217.7855 153.8059 161.6052 156.6607 133.5792 188.9881 186.5425 152.2324 191.4875 158.0024 197.3947 144.9422 248.9687 180.0694 150.0483 153.0773 194.1621 258.4744
114.3984 200.2111 102.3937 41.10049 90.28427 31.30495 25.04496 34.2965 25.70019 182.5438 167.8545 165.003 0 193.257 196.4644 68.09001 212.7206 74.28492 76.56622 110.5724 116.7101 95.39851 95.26935 98.79398 127.7507 111.0255 123.2366 121.1332 125.6361 249.0309 129.0446 133.5653 158.4667 134.3898 164.6861 144.2042 206.1583 153.4827 158.2308 205.7875 206.0807 168.4034 163.4778
171.5017 123.5379 106.2617 177.1158 119.4194 185.5323 199.6246 174.3244 175.9638 31.32092 37.17377 37.83186 193.257 0 8.246211 199.4718 44.47081 203.7351 199.2966 135.9559 132.0038 219.6689 188.6796 216.3331 134.2386 230.0441 157.623 166.355 160.022 99.35472 194.0522 190.3309 146.6189 195.584 151.2337 199.8785 124.6515 256.4467 177.2858 130.6379 134.0366 190.5396 265.2532
178.5263 131.7335 106.5879 181.7966 125.032 189.9059 203.7302 178.6757 179.9424 39.56008 44.75737 45.13591 196.4644 8.246211 0 199.9125 36.22858 203.9608 199.3724 134.4619 130.1883 219.2569 187.8404 215.7128 131.727 229.1855 155.3094 164.1767 157.595 91.1096 191.7818 187.8112 142.4586 193.103 146.8133 197.0426 117.9237 254.4581 173.4942 124.0252 127.4684 186.5178 263.0917
175.3937 243.0454 93.32663 104.8094 131.6435 97.58202 93.0215 96.16652 86.88067 199.4492 185.3345 182.0803 68.09001 199.4718 199.9125 0 204.5764 6.708204 8.839446 75.18643 81.7435 29.31938 32.20248 31.32092 88.95504 45.10758 73.4983 67.47592 74.60399 227.1131 65.29357 71.13403 112.0541 70.55932 116.7 79.9925 169.4963 87.04947 101.2139 167.1205 166.331 108.3652 97.32035
