0 191.4443 189.7878 189.9561 187.2753 184.7637 176.3792 174.3176 187.6886 182.8605 170.7833 146.0559 142.1972 140.2118 144.4014 153.4416 157.0042 156.112 153.8039 151.4755 144.1575 138.2604 75.2769 137.1833 104.0961 112.7406 99.15647 95.86976 87.79549 89.01607 103.9533 41.60716 43.25105 109.9642 81.53891 107.375 53.86599 89.43053 121.9297 67.26923 72.76097 70.5116 155.3274 97.94308 124.5575 154.545 164.3763
191.4443 0 2.236068 2.236068 4.301163 6.708204 28.37693 29.41088 22.54102 19.52562 167.7293 63.28507 64.63745 65.80274 48.627 52.30571 65.76473 77.28386 85.95971 97.67932 105.6441 112.8051 126.8267 114.6342 105.0762 213.6001 202.8971 201.8 200.5617 208.3619 269.557 225.5837 230.0804 227.6178 226.0354 231.2488 241.7602 271.9996 243.0631 245.3508 245.8007 248.2813 326.7834 258.8788 312.9129 285.3815 295.18
189.7878 2.236068 0 3.162278 2.54951 5.09902 26.19637 27.20294 23.7072 20.15564 165.5639 61.05735 62.42596 63.60031 47.36898 51.9522 65.8635 77.46769 86.13321 97.84299 105.6695 112.7298 124.8519 114.5426 104.1729 211.4001 200.7193 199.6303 199.7248 207.5075 267.5257 224.1093 228.5695 226.8915 225.0089 230.4713 240.2436 270.1103 242.3683 244 244.5179 246.9408 324.7491 257.7795 311.0956 284.7139 294.5373
189.9561 2.236068 3.162278 0 3.807887 5.656854 28.93527 29.83287 20.61467 17.35655 168.2971 63.13478 64.3506 65.45991 46.82065 50.10733 63.52952 75.05309 83.72845 95.44763 103.408 110.5712 125.8014 112.4011 103.0437 213.2135 202.4044 201.2741 198.4943 206.3016 268.6336 223.9129 228.4426 225.5076 224.0558 229.1572 240.127 270.8143 240.9419 243.5775 243.9775 246.5002 325.8643 256.9382 311.6192 283.2508 293.0414
187.2753 4.301163 2.54951 3.807887 0 2.54951 25.24381 26.08639 23.03181 18.90106 164.5704 59.35065 60.60116 61.72925 44.82872 49.76045 63.97265 75.63605 84.28863 95.98568 103.7043 110.691 122.5255 112.4922 101.7079 209.5054 198.7429 197.6291 197.2777 205.0542 265.2631 221.5638 226.0277 224.4852 222.5051 228.045 237.7025 267.7108 239.9745 241.4508 241.9721 244.3919 322.4901 255.2592 308.6503 282.3307 292.1648
184.7637 6.708204 5.09902 5.656854 2.54951 0 24.5204 25.17936 22.62516 17.92345 163.6106 57.70615 58.83026 59.90826 42.28958 47.60434 62.1289 73.84701 82.48161 94.16077 101.7651 108.6738 120.2082 110.4627 99.24717 207.6247 196.7796 195.6406 194.8333 202.6033 263.0057 219.0183 223.486 222.0821 220.0023 225.6214 235.1616 265.3141 237.5839 238.9017 239.4264 241.843 320.2355 252.7395 306.2066 279.9504 289.7952
176.3792 28.37693 26.19637 28.93527 25.24381 24.5204 0 2.061553 46.45515 40.79216 139.3744 37.12479 39.37321 40.9176 45.70956 60.36137 77.6096 89.44181 97.66434 108.8967 115.0915 120.906 106.6689 122.5 102.9381 187.7052 177.6611 176.7824 197.624 205.1146 247.4495 213.193 217.0904 225.9538 220.2572 228.8695 228.6159 252.5423 241.7152 234.7302 236.1911 237.7982 304.5137 251.8621 294.6035 284.1674 294.2533
174.3176 29.41088 27.20294 29.83287 26.08639 25.17936 2.061553 0 46.74931 40.94203 138.4883 35.38361 37.53665 39.05125 44.15277 59.30456 76.6942 88.50015 96.66671 107.839 113.9092 119.6328 104.6518 121.2106 101.1929 186.0376 175.9249 175.0264 195.7805 203.2585 245.5239 211.1421 215.0349 224.145 218.3232 227.0352 226.559 250.5314 239.9133 232.6972 234.173 235.7669 302.6 249.8925 292.5722 282.3612 292.4556
187.6886 22.54102 23.7072 20.61467 23.03181 22.62516 46.45515 46.74931 0 6.507517 183.9427 75.37571 75.60047 76.26597 43.86915 37.68927 46.93433 57.68077 66.29158 77.93981 86.62038 94.33362 129.3168 96.24914 93.41466 221.8886 210.2314 208.8191 187.3013 195.2241 272.2277 219.0935 224.0486 213.2753 214.4608 217.3338 235.7487 271.6864 228.4072 237.2316 236.8841 240.0282 329.3558 247.9194 311.1766 270.3983 279.977
182.8605 19.52562 20.15564 17.35655 18.90106 17.92345 40.79216 40.94203 6.507517 0 177.6152 68.89303 69.09595 69.75851 38.59228 35.27942 46.81079 58.10433 66.78208 78.50159 86.74866 94.16077 123.3947 96.03255 90.4005 215.5023 203.9039 202.5142 185.0169 192.9048 266.3968 214.8936 219.7459 211.4027 211.6442 215.3073 231.4503 266.2931 226.6626 233.4486 233.3115 236.2819 323.5562 244.9377 306.0445 268.8008 278.469
170.7833 167.7293 165.5639 168.2971 164.5704 163.6106 139.3744 138.4883 183.9427 177.6152 0 109.9555 110.9368 110.9816 157.0171 179.1739 196.2197 205.4679 210.847 218.4894 219.3141 220.5082 112.4342 221.1285 181.736 92.75788 94.12793 96.0554 243.0454 247.6451 174.5615 211.0031 210.6919 271.0162 248.7211 270.4478 218.6536 198.4168 285.4953 236.9219 243.2316 240.0758 222.4266 268.7036 241.6171 322.7339 332.9039
146.0559 63.28507 61.05735 63.13478 59.35065 57.70615 37.12479 35.38361 75.37571 68.89303 109.9555 0 4.123106 6.082763 48.96153 70.76845 88.60023 99.05276 105.7088 115.1575 118.4991 122.0656 72.8011 123.2234 92.45539 150.7116 140.5426 139.6576 180.6931 187.6057 211.0782 185.0432 188.2658 209.9004 199.3715 211.8797 199.4919 217.7364 225.7346 208.1538 210.687 211.3285 267.9992 229.0202 260.4774 267.6815 277.9861
142.1972 64.63745 62.42596 64.3506 60.60116 58.83026 39.37321 37.53665 75.60047 69.09595 110.9368 4.123106 0 2 46.91039 68.9215 86.58522 96.81497 103.2801 112.5178 115.6061 118.9832 69.26038 120.1041 88.72993 149.0134 138.5757 137.609 176.6154 183.5156 208.2907 181.069 184.3285 205.8324 195.2486 207.7932 195.5761 214.4839 221.6644 204.1201 206.6204 207.2918 265.2843 224.9072 257.1041 263.5948 273.9019
140.2118 65.80274 63.60031 65.45991 61.72925 59.90826 40.9176 39.05125 76.26597 69.75851 110.9816 6.082763 2 0 46.47956 68.56615 86.12201 96.22191 102.576 111.6882 114.6252 117.8855 67.35726 118.9832 87.20665 147.8005 137.2512 136.2507 174.7713 181.6545 206.6325 179.0698 182.3321 203.9999 193.3132 205.9369 193.582 212.6616 219.8291 202.1213 204.6265 205.2933 263.6508 222.9378 255.242 261.7378 272.0482
144.4014 48.627 47.36898 46.82065 44.82872 42.28958 45.70956 44.15277 43.86915 38.59228 157.0171 48.96153 46.91039 46.47956 0 22.1597 39.67733 50.14607 57.10008 67.15837 71.74908 76.62473 86.32801 78.07121 58.07345 182.0761 169.6561 167.9911 153.5852 161.2513 228.77 177.311 181.9639 181.4036 177.9739 184.6329 193.6628 227.8185 197.0678 196.7622 197.1738 199.6812 285.8152 210.5443 267.4526 239.5273 249.5183
153.4416 52.30571 51.9522 50.10733 49.76045 47.60434 60.36137 59.30456 37.68927 35.27942 179.1739 70.76845 68.9215 68.56615 22.1597 0 18.11556 29.51049 37.42041 48.53786 54.99889 61.39708 103.1692 63.12484 55.8099 201.2806 188.395 186.5432 149.7861 157.6876 243.4259 182.8361 188.0225 176.1301 176.7715 180.0291 199.6895 239.7692 191.4124 200.1918 199.5829 202.935 300.0592 210.2459 277.7989 233.5913 243.2957
157.0042 65.76473 65.8635 63.52952 63.97265 62.1289 77.6096 76.6942 46.93433 46.81079 196.2197 88.60023 86.58522 86.12201 39.67733 18.11556 0 11.87875 20.39085 32.03514 39.94017 47.43416 114.2366 49.33559 54.20332 213.7849 200.455 198.4169 142.8986 150.876 251.2051 183.0874 188.6637 167.7608 171.6071 172.1424 200.1924 245.0901 182.6092 198.5397 197.1015 201.1141 307.2386 205.4878 281.5111 224.2936 233.7333
156.112 77.28386 77.46769 75.05309 75.63605 73.84701 89.44181 88.50015 57.68077 58.10433 205.4679 99.05276 96.81497 96.22191 50.14607 29.51049 11.87875 0 8.679753 20.40223 29.00133 37.01446 118.8758 38.98189 52.05833 218.9517 205.3177 203.1437 135.552 143.5278 252.7714 179.8838 185.6812 159.4478 165.1231 164.0823 197.0691 244.9719 174.0079 194.0682 192.1247 196.5278 308.2605 199.1105 280.2206 215.3308 224.6169
153.8039 85.95971 86.13321 83.72845 84.28863 82.48161 97.66434 96.66671 66.29158 66.78208 210.847 105.7088 103.2801 102.576 57.10008 37.42041 20.39085 8.679753 0 11.72253 20.60543 28.88526 120.8071 30.87727 49.93402 220.9731 207.1286 204.8543 128.9141 136.8714 252.0253 175.8861 181.8227 152.179 158.9721 156.9572 193.0905 243.017 166.5565 189.1824 186.9065 191.5611 307.054 192.9755 277.3925 207.65 216.8496
151.4755 97.67932 97.84299 95.44763 95.98568 94.16077 108.8967 107.839 77.93981 78.50159 218.4894 115.1575 112.5178 111.6882 67.15837 48.53786 32.03514 20.40223 11.72253 0 10.09562 18.74166 124.3835 20.71835 49.44947 224.2593 210.1709 207.7703 120.4004 128.304 251.5437 171.0884 177.204 142.6449 151.1001 147.6321 188.2691 240.9017 156.7239 183.0772 180.3282 185.3341 305.8617 185.054 274.0151 197.435 206.5006
144.1575 105.6441 105.6695 103.408 103.7043 101.7651 115.0915 113.9092 86.62038 86.74866 219.3141 118.4991 115.6061 114.6252 71.74908 54.99889 39.94017 29.00133 20.60543 10.09562 0 8.646525 121.6188 10.62752 44.58331 220.8803 206.6167 204.1164 110.3826 118.2746 245.2434 162.3435 168.5393 132.5534 141.2011 137.5366 179.491 233.5549 146.6595 173.735 170.8078 175.9421 299.0357 175.1309 265.9061 187.4507 196.5576
