0 166.0366 162.8132 168.3856 170.1793 137.1194 149.0938 146.7622 137.8538 69.3286 114.7173 100.7443 97.47323 82.25351 117.9777 121.3815 128.6883 84.79612 86.71477 110.8662 154.2249 165.2113 46.78367 49.27415 163.7832 108.4546 81.60387 106.3312 60.34236 121.1229 71.80964 76.54883 75.06728 162.9445 100.6168 127.4904 155.306 192.4848 165.2943
166.0366 0 3.640055 134.5644 82.46211 44.94441 91.72801 99.61606 118.2487 102.9563 182.9809 173.0286 172.1809 194.6124 191.7093 194.0953 202.7861 196.6977 204.12 243.2488 272.4242 299.3106 210.611 214.4015 285.1811 225.1972 218.799 227.9846 225.8871 240.9899 232.422 234.0534 235.5099 300.2698 250.1485 288.1503 283.4152 338.6471 293.5409
162.8132 3.640055 0 134.9041 80.23247 41.46384 88.80003 96.61165 115.0342 100.1961 181.4945 171.3431 170.4362 192.4013 188.1286 190.5236 199.2255 193.0602 200.4849 240.9362 270.5035 297.1184 207.2661 211.0954 283.2322 221.5572 215.2005 224.3463 222.5966 237.3498 228.9918 230.5781 232.0742 298.0057 246.5867 285.2515 279.7751 336.2263 289.9008
168.3856 134.5644 134.9041 0 207.9992 156.3494 206.1687 211.3505 221.4145 112.4342 92.75788 94.12793 96.0554 131.5811 260.9204 264.247 273.311 243.0454 247.6451 174.5615 183.2508 218.4746 211.0031 210.6919 195.8372 271.0162 248.7211 270.4478 218.6536 285.4953 236.9219 243.2316 240.0758 222.4266 268.7036 244.0644 322.7339 264.6692 332.9039
170.1793 82.46211 80.23247 207.9992 0 52.34501 25.15342 32.4 54.03053 133.2967 231.9353 218.9434 217.0397 228.2674 140.268 141.5097 148.5111 161.623 169.5984 271.9007 309.319 329.0201 204.2866 209.9143 321.0674 185.3499 191.1256 190.0553 221.4159 199.7873 219.3171 217.635 221.8411 328.1298 225.1005 297.2432 240.8852 361.2666 250.0605
137.1194 44.94441 41.46384 156.3494 52.34501 0 51.56253 58.31775 74.68085 86.55634 182.0165 169.6513 168.0067 182.9809 147.0933 149.4021 158.0155 154.7191 162.3791 229.107 263.7232 286.3106 178.16 182.7895 275.9207 182.5595 179.0447 185.7767 194.4865 198.2282 197.6866 198.1338 200.6113 286.1726 211.5851 263.7829 240.6887 321.8017 250.6836
149.0938 91.72801 88.80003 206.1687 25.15342 51.56253 0 8.558881 30.41861 119.9056 219.9675 206.3469 204.1787 212.1376 115.8611 117.2634 124.5794 136.476 144.4503 253.8996 292.8543 310.6825 180.9936 186.7959 304.2394 160.2877 166.1005 164.9445 198.1801 174.818 195.1393 193.1762 197.5945 309.3963 200.0911 275.2876 216.0989 341.2396 225.367
146.7622 99.61606 96.61165 211.3505 32.4 58.31775 8.558881 0 22.03406 121.6559 221.8246 207.9951 205.728 212.2634 107.9485 109.261 116.4393 129.879 137.8342 253.0387 292.6747 309.5736 176.9552 182.8928 303.8756 153.0769 159.9711 157.872 194.1596 167.4291 190.2361 187.9499 192.6125 308.0852 193.9743 272.1232 208.4853 339.1984 217.6695
137.8538 118.2487 115.0342 221.4145 54.03053 74.68085 30.41861 22.03406 0 123.6887 222.9063 208.632 206.1248 208.9347 86.3027 87.48964 94.50855 110.7251 118.5941 246.9517 288.137 302.6361 163.4814 169.7044 298.8299 132.5571 141.6945 137.6085 180.6134 146.5519 174.6148 171.5892 176.7954 300.6491 175.592 260.2765 187.1895 329.8733 196.2414
69.3286 102.9563 100.1961 112.4342 133.2967 86.55634 119.9056 121.6559 123.6887 0 100.1699 86.44202 84.28671 96.42614 148.7563 152.1217 161.1197 131.6435 136.8377 143.0874 177.2191 200.1387 116.1077 118.423 189.3733 160.3034 141.5238 160.4151 129.1395 175.3416 140.8119 144.8068 144.0626 200.2987 166.6741 185.4168 214.5951 237.1491 224.9361
114.7173 182.9809 181.4945 92.75788 231.9353 182.0165 219.9675 221.8246 222.9063 100.1699 0 14.72715 17.75528 44.94441 229.8603 233.3345 241.3301 199.4492 201.3944 82.02439 94.15207 127.3091 144.4611 141.7674 107.1226 222.6995 193.6311 220.0659 146.3728 234.5009 168.5052 176.5814 171.2577 130.6643 204.155 154.0601 264.8345 172.7249 274.2066
