0 180.5981 179.9196 167.3855 196.3649 170.8591 168.8004 176.5666 166.4269 160.3115 169.2189 152.0805 166.0527 187.5558 186.1172 186.869 140.6262 184.4268 182.5946 150.5757 176.2189 154.0899 155.2112 129.123 153.0422 124.6509 126.6874 125.6948 158.5966 122.0162 122.5913 126.4469 122.7316 122.2937 152.3232 115.8168 149.6323 120.6803 119.0869 117.759 134.5988 70.58975 152.8603 131.5532 127.5818 126.5975 140.5099 134.1168 144.5022 109.3142 95.55161 136.4327 92.26879 139.645 122.2529 138.2021 138.816 135.8643 127.9019 123.2684 133.7884 129.7933 134.7048 129.1914 123.7116 136.2953 124.5177 127.9074 135.1058 137.6147 90.57597 92.13715 103.9708 147.3016 46.49229 72.57663 93.20476 48.05932 156.87 113.4503 85.58359 111.0465 58.5626 125.7002 72.15475 77.6042 75.39779 100.4887 156.2714 102.6523 118.6517 143.1415 143.5263 150.9126 163.9732 134.1296 166.7768 135.2984 138.316 161.7094 158.8428 134.9733 133.6254 176.7763 163.4715 136.3845 167.9374 170.224 175.9847 169.0185 174.9891 121.9791 124.7912 127.6129 168.7202 130.5587 132.261 131.6582 124.5361 133.8859 174.9277
180.5981 0 6.411795 17.47697 62.82339 13.27069 13.17932 29.23658 16.41476 25.87362 24.53116 32.7838 146.6256 88.26538 94.53101 96.76661 50.15297 97.08087 94.2255 61.67668 92.08028 74.85171 79.01969 58.50451 94.25345 62.25842 65.44294 65.05468 92.39649 66.44379 67.84377 70.78685 69.16968 72.92995 103.9188 83.35333 108.874 86.86644 90.02839 89.38929 121.6173 115.5326 136.1474 126.739 125.6202 127.3752 140.9874 144.745 153.3407 196.6836 186.7143 153.3225 185.8522 157.1277 159.534 170.1405 172.372 170.8833 177.1862 176.6393 186.7863 185.0291 189.0223 187.0765 184.3577 194.2407 195.6692 197.879 206.353 208.8327 203.3333 210.9147 256.529 286.0284 221.007 242.9906 255.3614 225.018 298.7703 231.3878 226.6895 234.4898 236.5814 247.0899 242.2253 243.4833 245.269 274.8353 313.604 258.6137 293.6235 311.417 312.3611 319.0101 327.1836 307.9243 329.9552 308.7266 310.984 327.4512 289.5549 309.4225 309.0165 339.3932 330.6553 311.9895 333.9702 335.5728 340.7997 336.6543 340.8657 302.4921 304.9505 307.2563 299.5759 310.649 312.2453 311.9061 301.4285 314.1196 345.2304
179.9196 6.411795 0 13.60147 69.2315 17.69181 16.37834 35.34119 19.72308 22.02272 29.83287 29.68164 140.7453 94.42987 100.6231 102.8591 53.17688 103.1177 100.2397 66.35157 97.94386 79.9062 84.14868 60.63827 99.30759 64.13267 68.00735 67.44627 97.67292 68.44706 70.0928 73.73602 71.56815 75.58439 108.9312 86.02325 113.7737 90.07774 93.2309 92.47702 125.9246 113.719 141.0142 130.9236 129.6534 131.3697 145.427 148.9497 157.814 192.5876 182.9104 157.5436 182.138 161.4187 163.2483 174.2642 176.4908 174.9286 180.9213 180.236 190.5886 188.7326 192.8238 190.7367 187.8829 198.0205 199.0756 201.3579 209.9227 212.4382 205.548 213.054 253.7755 282.564 221.0452 241.168 253.0316 224.9 295.3511 233.8289 228.2652 236.7805 236.4085 249.5793 242.6685 244.1659 245.7415 273.13 310.7519 259.8774 291.9127 309.1603 310.1371 316.7184 324.5797 306.0736 327.3408 306.8436 309.0344 324.99 292.0369 307.624 307.305 336.7195 328.272 310.2918 331.5072 333.0646 338.2455 334.2828 338.3741 301.6438 303.9424 306.1111 302.1097 309.6143 311.1784 310.9228 301.5328 313.1294 343.0179
167.3855 17.47697 13.60147 0 76.02631 20.09975 16.77051 40.1995 18.97367 8.485281 32.01562 16.12452 130.4459 98.0816 103.7304 105.9481 47.45895 105.8643 102.8834 64.37889 99.80982 78.81624 83.23461 52.80152 97.92148 55.71355 60.82763 59.9333 97.08244 60.16644 62.24147 67.23095 63.97656 68.42514 107.2986 78.72103 111.7264 83.86298 86.95401 85.95929 122.0246 100.4639 138.6579 126.657 125 126.6057 141.7674 144.6271 154.1858 179.3014 169.4714 153.2221 168.6631 157.2673 157.623 169.6143 171.8197 170.0735 175.2784 174.2699 185.0757 182.9891 187.3019 184.8851 181.7278 192.4312 192.6208 195.059 203.8085 206.4001 196.7257 204.086 240.1853 269.0192 209.1602 227.8442 239.5204 212.8497 281.7965 225.3577 218.3575 228.0351 224.2944 241.1715 231.2163 233.0021 234.3213 259.8557 297.1534 249.4719 278.6324 295.665 296.6513 303.2126 311.0064 292.7266 313.7658 293.4825 295.6455 311.4426 283.5625 294.3 294.022 323.1362 314.742 297.0152 317.9591 319.5074 324.6798 320.7554 324.82 288.9048 291.0842 293.157 293.7197 296.7356 298.2767 298.0805 289.6636 300.2815 329.5334
196.3649 62.82339 69.2315 76.02631 0 56 59.5084 36.05551 58.13777 82.0975 45.39824 84.85281 205.2778 31.62278 38.83298 40.80441 60.01484 42.29953 40.31129 45.79396 41.78516 45.60702 46.69047 70.93659 58.20365 75.0733 70.76722 72.13876 53.15073 76.36753 75.00667 70 74.41102 74.20243 66.37017 80.77747 72.1118 77.38863 79.70571 80.5295 91.04944 145.8664 96.30161 97.04638 98.0051 100.005 106.3673 112.7519 117.1975 240.7841 228.7223 120.3536 227.1635 122.9837 132.1855 137.1167 139.2623 138.7552 148.3122 149.4055 156.5535 156.0417 158.6758 158.4692 157.4579 163.8672 169.474 170.7513 177.7842 179.747 189.6549 197.6354 287.8976 323.0793 228.1228 266.4526 283.0159 233.4459 335.2331 214.0277 218.4765 218.5864 245.0796 228.6325 244.616 243.4954 247.2643 296.4001 344.7947 252.3455 314.8206 337.2602 337.8905 345.0443 355.9284 330.12 358.7548 331.2039 334.0303 354.8951 269.9228 331.111 329.9117 368.5987 357.3409 332.7011 361.3336 363.3249 368.897 363.1418 368.3911 315.4838 319.39 322.9319 279.1617 325.2199 327.0856 325.9693 305.3604 328.2027 370.1354
170.8591 13.27069 17.69181 20.09975 56 0 3.640055 20.09975 4.472136 26.30589 12.52996 30.46309 149.7837 78.43469 84.30896 86.53901 37.11847 86.60976 83.67198 48.69152 81.00617 62.2254 66.48308 46.04346 81.6231 50 52.61179 52.34501 80.05623 54.03702 55.22681 57.72348 56.4358 60.01666 91.24144 70.40597 96.08388 73.68175 76.844 76.24303 108.4528 107.912 123.3288 113.5341 112.3788 114.1271 127.8828 131.5485 140.2542 193.6001 182.9223 140.1321 181.844 143.9618 146.2635 156.9235 159.154 157.6483 163.9161 163.3707 173.5195 171.7586 175.7555 173.8059 171.0935 180.9727 182.4174 184.6185 193.0852 195.5633 190.5387 198.1636 250.2259 281.2167 210.238 234.9574 248.2297 214.4411 293.8388 218.4561 214.3362 221.6393 226.0619 234.13 230.9567 231.9526 233.965 266.5577 307.4283 246.5081 285.3349 304.0797 304.9623 311.7307 320.4949 299.8614 323.2847 300.7191 303.0912 320.4848 276.5911 301.2682 300.7141 332.8318 323.5375 303.661 327.0015 328.6898 334.0015 329.5087 333.9461 292.8378 295.53 298.0419 286.5855 301.264 302.9076 302.4434 290.5116 304.6654 337.7814
168.8004 13.17932 16.37834 16.77051 59.5084 3.640055 0 23.52127 3.354102 22.69912 15.33786 26.8561 146.1708 81.43249 87.19662 89.42175 37.08911 89.42315 86.46531 50.2118 83.63163 64.07222 68.39042 45.33487 83.42582 49.12484 52.28049 51.87726 82.07466 53.28461 54.66489 57.71698 55.9933 59.78503 92.99059 70.21574 97.72424 73.9138 77.07302 76.38226 109.573 105.2153 124.917 114.5524 113.2751 114.9924 129.1056 132.5792 141.5009 190.2032 179.6018 141.1745 178.5497 145.0595 146.9124 157.8868 160.1132 158.5505 164.582 163.9337 174.2362 172.4014 176.4717 174.4169 171.6049 181.6729 182.8443 185.0979 193.6315 196.1358 190.1559 197.7355 247.304 278.0492 208.5839 232.4118 245.4756 212.707 290.6906 218.2304 213.5632 221.3171 224.3062 233.94 229.5349 230.6648 232.5609 264.08 304.4901 245.5616 282.8626 301.3785 302.2751 309.0175 317.6574 297.3326 320.4438 298.1765 300.5204 317.7047 276.4052 298.7629 298.2472 329.9701 320.79 301.2013 324.2225 325.893 331.1876 326.7679 331.1574 290.7718 293.3875 295.8348 286.435 299.1108 300.7395 300.3153 288.9312 302.5347 335.1089
176.5666 29.23658 35.34119 40.1995 36.05551 20.09975 23.52127 0 22.09072 46.04346 9.848858 49.0306 169.2991 59.09315 65.29931 67.53518 36.21062 67.84725 65 37.48448 63.00794 48.37355 52.15362 47.53946 67.40953 52 51.41984 51.92302 64.81512 55.02727 55.08176 54.33231 55.54278 57.70615 77.10383 67.26812 82.39809 68.06614 71.11259 71.02816 97.16995 118.3427 109.5536 102.6937 102.1812 104.0625 115.8361 120.4201 127.9736 208.8564 197.5058 128.8604 196.2021 132.382 136.927 145.9075 148.1418 146.932 154.3454 154.3308 163.6246 162.2498 165.8493 164.446 162.2621 171.1153 173.9467 175.8636 183.9399 186.2713 186.325 194.1509 261.4288 294.2827 213.2135 243.5262 258.2131 217.883 306.7267 213.2324 212.1509 216.9239 229.5822 228.6438 232.4414 232.6414 235.3312 274.5706 318.6411 245.1617 293.2644 313.5588 314.3406 321.282 330.9335 308.1442 333.7439 309.0955 311.6573 330.5034 270.9346 309.3873 308.5725 343.4312 333.3144 311.4643 337.0015 338.8171 344.2456 339.2285 344.0058 298.0772 301.254 304.1792 280.712 307.044 308.7799 308.0584 292.7405 310.2918 346.9989
166.4269 16.41476 19.72308 18.97367 58.13777 4.472136 3.354102 22.09072 0 24 13.15295 27.20294 147.2256 79.12016 84.75848 86.97701 33.77333 86.90944 83.9345 46.99619 80.95678 60.959 65.29931 42.19005 80.28549 46.04346 49.0306 48.6621 79.02531 50.15974 51.47815 54.40588 52.7731 56.51548 89.82761 66.94027 94.52395 70.5762 73.73602 73.05477 106.2544 103.465 121.6963 111.2205 109.9318 111.6468 125.8014 129.2478 138.2 189.6128 178.8311 137.8441 177.7224 141.7357 143.5584 154.5477 156.7737 155.2063 161.2281 160.5802 170.883 169.0473 173.1185 171.0629 168.2528 178.3193 179.4959 181.7471 190.2785 192.7823 186.9358 194.5279 245.8394 276.9707 205.9223 230.4886 243.7909 210.0976 289.5777 214.9732 210.4661 218.0826 221.7115 230.6754 226.7355 227.7938 229.7518 262.0859 303.0475 242.533 280.863 299.6294 300.5096 307.2826 316.0775 295.3913 318.8683 296.2499 298.6239 316.0514 273.1404 296.7971 296.2421 328.422 319.0964 299.1889 322.5678 324.2607 329.577 325.0661 329.5148 288.406 291.0842 293.5864 283.1629 296.8164 298.4577 298 286.2254 300.2216 333.326
160.3115 25.87362 22.02272 8.485281 82.0975 26.30589 22.69912 46.04346 24 0 37.05401 8.246211 123.4782 102.3914 107.7033 109.8954 46.9414 109.6232 106.6068 65.89367 103.1213 80.62258 85.08819 50.47772 99.32365 52.83938 58.82176 57.68882 98.9798 57.3062 59.68249 65.60488 61.58734 66.28725 108.4666 76.32169 112.6001 82.20097 85.2115 84.05355 121.6306 92.69844 139.1761 125.9921 124.0846 125.6065 141.4284 143.8367 153.8156 170.8362 160.9862 152.3975 160.1788 156.5407 155.9006 168.5141 170.6986 168.8342 173.4892 172.2614 183.3494 181.1105 185.564 182.9276 179.5689 190.6352 190.2282 192.7693 201.6281 204.267 192.6266 199.8667 231.8728 260.5513 202.6327 219.9386 231.3655 206.1771 273.3336 221.473 213.4104 223.9464 217.5592 237.3129 225.0356 227.0551 228.1645 252.002 288.8061 244.1111 270.7693 287.5305 288.5308 295.0621 302.7359 284.7849 305.4914 285.5241 287.653 303.2235 279.6132 286.3852 286.1541 314.8412 306.5526 289.1539 309.7386 311.27 316.4253 312.57 316.5881 281.5848 283.6512 285.6309 289.8228 289.2819 290.8006 290.6613 283.106 292.8566 321.4129
