0 174.5285 178.0365 176.011 167.0183 166.3466 150.6813 172.4402 149.8925 148.8588 181.2944 172.6304 181.887 181.1445 135.8635 155.4225 144.9443 164.207 162.9277 161.7705 159.9215 157.1286 150.2934 148.9744 158.5226 148.6682 162.3531 158.1188 153.3331 146.345 151.5441 160.3402 125.2724 153.6548 67.87163 112.6311 98.63815 95.36846 119.8152 123.2255 130.5789 133.1249 86.85715 88.82105 109.6831 152.8822 164.9522 48.31083 50.59499 162.5351 110.5895 83.73975 108.4754 61.53771 123.2689 73.49474 126.1832 78.36396 76.75181 127.7179 162.0909 102.5862 126.4673 162.9533 157.4248 136.8163 171.5696 167.4067 135.2236 187.1938 180.5704
174.5285 0 39.62323 42.2019 15.6205 129.4798 49.49747 88.14193 53.74477 50.93133 103.6195 93.03763 107.1541 108.8531 59.99065 85.2115 75.24945 109.3995 97.94386 100.1312 104.2929 101.0198 94.49339 92.95698 106.8316 104.578 115.1086 114.4028 115.8836 112.8679 119.2057 132.6122 104.4031 133.3042 110.3676 184.5562 175.4477 174.8464 205.1246 207.5379 216.2573 218.8356 209.3538 216.7017 248.1633 275.5943 304.908 220.7351 224.2878 288.4532 238.0018 230.8246 240.6657 235.6693 253.8171 243.0741 278.1565 245.0184 246.1966 283.0919 304.8924 261.7943 287.0436 316.7665 296.2047 301.7632 328.0956 306.3646 305.9297 340.7603 338.3197
178.0365 39.62323 0 3.605551 27.16616 165.7593 28.28427 50.80354 30.5041 30.26549 65.36819 55.80323 68.96376 70.83078 43.73972 52.43091 47.68731 74.35836 62.93648 65.43126 70.0928 67.47592 62.96825 61.91123 73 73.26608 80.62258 80.80842 83.40863 82.09301 87.20092 99.15644 80.36168 101.2126 122.2007 209.8309 198.9654 197.8187 184.0003 185.9516 194.0736 196.4205 195.6553 203.4439 265.0453 296.8004 323.012 220.4949 225 309.361 222.7927 221.0204 226.3846 236.6812 238.2633 240.252 292.4761 240.7073 243.1828 296.4878 322.2765 253.8331 298.7507 331.2175 280.6044 311.8926 341.7979 290.4243 312.9297 355.6068 351.7062
176.011 42.2019 3.605551 0 29 167.2058 25.70992 47.43416 27.6134 27.65863 62.17717 52.43091 65.76473 67.60178 41.12897 48.82622 44.21629 70.83358 59.39697 61.88093 66.52819 63.89053 59.36329 58.30952 69.42622 69.66059 77.07788 77.23341 79.81228 78.48798 83.60024 95.58766 76.92204 97.6166 121.0372 209.7236 198.6846 197.4823 180.5504 182.4856 190.5856 192.9249 192.5097 200.3137 264.0152 296.1655 322.0505 218.1307 222.6971 308.6863 219.5556 218.0573 223.1883 234.3864 235.0024 237.6931 291.1868 238.0525 240.6088 295.1135 321.2469 250.9487 297.2289 329.9121 277.3236 310.2289 340.4197 287.1258 311.0145 354.3226 350.2945
167.0183 15.6205 27.16616 29 0 138.6832 33.97058 73.1642 38.19031 35.4683 88.86507 78 92.358 93.98404 45.29923 69.63476 59.67981 93.91942 82.49242 84.64189 88.75246 85.44589 78.87332 77.33693 91.26336 88.95976 99.56907 98.81295 100.2646 97.26542 103.5857 117.0043 89.30845 117.686 105.5509 186.6789 176.6104 175.7249 190.8825 193.2149 201.8429 204.3844 196.7562 204.2372 246.3433 275.8488 303.7523 212.132 216.0208 288.5849 225.1121 219.3171 228.0088 227.5434 240.8787 233.6942 275.2781 235.1723 236.7643 279.8303 303.4102 250.8909 283.0866 314.0143 283.3277 297.1952 325.0422 293.4199 300.1483 338.2134 335.1481
166.3466 129.4798 165.7593 167.2058 138.6832 0 158.9467 203.9275 162.4268 158.9277 219.9319 207.9417 222.9541 223.9941 157.1611 193.3306 178.7314 217.0775 207.4334 208.6196 211.0237 207.0449 198.2067 196.2197 212.3435 205.511 220.6457 218.0686 216.8503 210.8781 218.5242 233.0208 191.6505 230.3066 112.4342 92.75788 94.12793 96.0554 260.9204 264.247 273.311 276.1774 243.0454 247.6451 174.5615 183.2508 220.0566 211.0031 210.6919 195.8372 271.0162 248.7211 270.4478 218.6536 285.4953 236.9219 209.0464 243.2316 240.0758 216.4905 222.4266 268.7036 225.6644 242.8913 322.7339 243.8858 255.6474 332.9039 258.0015 263.5215 266.0267
150.6813 49.49747 28.28427 25.70992 33.97058 158.9467 0 45.04442 4.301163 2 61.13101 49.25444 64.28063 65.49046 15.45566 37.16181 25.77751 61.94734 50.92151 52.73756 56.36488 52.7731 45.48626 43.82921 58.59181 55.344 67.08204 65.8635 66.85058 63.46387 70 83.76157 55.9464 84.02381 98.29039 191.2616 179.3931 177.922 158.8378 161.0031 169.4321 171.8982 168.1933 175.9146 241.2986 274.9641 299.516 192.4422 197.0406 287.2982 195.7431 193.0026 199.1231 208.7343 211.3365 212.0024 267.558 212.4241 214.925 271.2213 298.465 225.6795 272.9176 306.2042 253.7668 285.5538 316.4865 263.6935 285.8199 330.6651 326.2595
172.4402 88.14193 50.80354 47.43416 73.1642 203.9275 45.04442 0 41.50301 45 16.12452 5 19.41649 20.88061 49.11669 17.02939 29.94462 25.16431 15.29706 17.95132 22.80351 22.09072 24.04163 24.69818 25.96151 31.20831 31.76476 33.24154 37.36308 39.19774 41.48494 50.60632 50.32892 54.23099 132.7403 230.5862 217.82 216.0052 146.5484 147.8682 154.9996 157.0032 166.8832 174.8638 272.5913 309.382 330.7609 207.5885 213.1009 321.2542 191.0612 196.0026 195.6553 224.662 205.6394 223.2308 295.8361 221.795 225.8097 298.5197 329.0598 229.931 298.4979 333.8622 246.9263 309.2507 343.2337 256.1762 306.2025 358.321 352.5355
149.8925 53.74477 30.5041 27.6134 38.19031 162.4268 4.301163 41.50301 0 3.535534 57.51956 45.56863 60.60116 61.74545 14.03385 32.9621 21.50767 57.75855 46.80278 48.57211 52.13924 48.52319 41.18859 39.52847 54.33691 51.04408 62.83709 61.58328 62.54998 59.17865 65.70008 79.46383 52.10086 79.72766 99.05806 193.0971 181.0471 179.5111 155.2555 157.3801 165.757 168.2037 165.3254 173.0835 241.8812 276.0285 300.1373 191.0458 195.746 288.3006 192.6952 190.5164 196.1645 207.4476 208.2445 210.2629 267.7599 210.5148 213.1585 271.3015 298.9968 223.3501 272.7865 306.3568 250.649 285.2096 316.5321 260.5403 285.1009 330.833 326.2534
148.8588 50.93133 30.26549 27.65863 35.4683 158.9277 2 45 3.535534 0 61.03278 49.09175 64.12488 65.27634 13.4809 36.40055 24.48836 61.19776 50.28916 52.03124 55.54278 51.89412 44.41846 42.72002 57.69749 54.16787 66.21178 64.88451 65.73431 62.18893 68.8186 82.68011 54.20332 82.80097 96.87621 190.2761 178.3271 176.8283 156.9759 159.154 167.6004 170.0735 166.2077 173.9263 239.8354 273.6676 298.0669 190.5203 195.1333 285.9795 193.774 191.0026 197.1446 206.8284 209.3725 210.0405 265.9798 210.4471 212.9605 269.609 296.9871 223.6811 271.249 304.6129 251.8056 283.8327 314.8656 261.737 284.0158 329.0786 324.6248
