0 3.535534 8 13.85997 187.3978 23.02173 16.55295 32.75668 13.60147 10.81665 38.07887 39.56008 13.5 38.27532 31.2253 25.6125 16.12452 23.34524 22.02272 27.80288 26.1725 27.58623 30.40559 22.84732 25.07987 24.19194 42.2019 34.65545 25.70992 25.17936 49.0408 148.9903 54.46559 37.48333 40.79216 63.03174 60.10824 59.4138 49.73932 67.20863 65.76473 70.76722 52.91923 52.62106 66.6033 65.29931 53.85165 69.35416 63.15133 59.05929 55.71355 55.65968 70.29225 55.9017 74.80735 64.88451 78.87332 77.62087 68.44706 90.82894 66.61081 83.00602 81.49233 80.5295 77.16217 75.96052 99.80852 79.05694 84.5281 92.358 89.89994 85.3815 83.36066 93.0215 88.25531 84.92938 109.9864 86.83317 109.4806 91.18114 90.44335 104.561 95.63472 90.60905 98.23441 95.19716 100.8811 124.4709 115.0043 113.6002 129.2014 105.3233 109.4166 118.9622 124.1692 115.6936 132.6386 112.0893 111.4002 114.56 117.9873 149.0417 199.905 189.9971 189.1514 234.0684 248.3163 205.9951 213.6019 259.9423 289.3711 255.7264 241.7199 295.0759 224.2432 295.7967 259.8249 262.7737 264.5269 228.2805 233.9602 229.5583 237.1181 239.852 249.6411 245.3813 246.5867 248.4185 279.589 278.627 280.4086 285.8828 280.5602 317.0116 261.5688 285.1123 292.0993 292.1035 302.103 300.8804
3.535534 0 4.527693 10.33542 186.0283 19.50641 13.20984 29.23183 16.32483 12.74755 34.56154 36.06245 13.46291 34.82097 33.82798 28.15138 16.44688 25.54408 24.05203 24.78911 28.50439 29.77415 32.64966 24.01041 26.23928 25.04496 44.79397 36.83069 26.27737 25.34758 51.50243 145.4807 56.72742 37.71604 41.14 65.36436 62.32576 61.53454 51.17128 69.47302 67.97426 73.05135 53.70547 53.08068 68.60394 67.23466 54.79507 71.41778 64.69446 60.36969 56.6083 56.36045 72.21149 56.14713 76.66902 66.20045 80.762 79.45124 69.55933 92.76266 66.68208 84.45413 82.84021 81.62414 77.90058 76.52777 101.6838 79.76528 85.67672 93.92816 91.03021 86.08426 83.57332 94.21518 89.04212 85.2555 111.904 87.30693 111.3396 92.04618 91.11806 106.1343 96.51166 90.84327 99.14888 95.60335 101.5406 126.3111 116.2863 114.8064 130.9523 105.6243 110.0841 116.9637 125.5568 116.6126 134.3 112.5988 111.6893 115.1108 118.7539 150.2399 196.9429 187.1489 186.3391 231.4271 245.7529 206.1274 213.6924 257.5393 286.664 253.4058 239.7332 292.3932 223.1827 293.2828 257.5937 260.512 262.2461 227.1398 234.2324 229.3305 237.3025 238.6849 249.9452 244.5373 245.8709 247.5906 277.5221 276.6017 278.3927 283.8036 278.662 314.5674 261.1728 283.2358 290.3455 292.4104 302.4421 300.6701
8 4.527693 0 6.261779 185.4666 15.0333 9.899495 25 20.61553 16.64332 30.36445 31.95309 15.69235 30.8707 37.94759 32.24903 18.86796 29.41088 27.80288 22.02272 32.44996 33.6006 36.50342 27.01851 29.20616 27.73536 48.8774 40.60788 28.6531 27.313 55.47071 141.2774 60.51859 39.56008 43.08132 69.2026 66.06815 65.19202 54.20332 73.24616 71.70077 76.83749 56.05156 55.06641 72.13876 70.71068 57.3062 75.00667 67.79447 63.24555 59.05929 58.60034 75.66373 57.87055 80.05918 69.06519 84.17244 82.807 72.20111 96.20284 68.15424 87.41853 85.70298 84.21995 80.11242 78.54935 105.0589 81.939 88.32327 97.00515 93.64828 88.23831 85.16455 96.89685 91.28527 86.97701 115.3126 89.19641 114.6909 94.37161 93.2309 109.2016 98.84331 92.44458 101.5185 97.39867 103.6195 129.6341 119.0378 117.4777 134.1827 107.28 112.1606 115.5509 128.4134 118.9664 137.4373 114.4902 113.3225 117.047 120.9339 152.8764 193.933 184.3409 183.5926 228.9541 243.403 207.5042 215.0154 255.4408 284.0735 251.4359 238.2698 289.8422 223.0269 291.0037 255.7597 258.631 260.3354 226.8744 235.7689 230.2542 238.7321 238.3799 251.5157 244.663 246.1646 247.7367 275.9312 275.0727 276.8772 282.1932 277.3193 312.3952 261.8745 281.9237 289.2093 293.9746 304.0432 301.5974
13.85997 10.33542 6.261779 0 181.4839 9.631481 4.357483 18.89706 25.08184 20.48818 24.22783 25.75502 17.21478 24.61682 41.70107 36.02605 20.34396 32.7514 30.95855 16.44482 35.89164 36.77845 39.68961 28.9269 30.97291 29.11689 52.44456 43.5812 29.51815 27.62223 58.72146 135.1506 63.34683 39.31905 42.91709 72.08782 68.76198 67.71418 55.63661 75.97214 74.334 79.57728 56.33454 54.80369 74.37808 72.84145 57.83971 77.34116 69.24225 64.33324 59.48005 58.69212 77.72451 57.18769 81.98112 70.09429 86.11742 84.65216 72.83611 98.16684 67.02063 88.53053 86.6448 84.71776 80.01312 78.16428 106.8728 81.77129 88.88812 98.28467 94.1458 88.01192 84.107 97.48954 91.18594 86.10193 117.1693 88.5619 116.4373 94.39097 92.92105 110.4304 98.8573 91.37158 101.5846 96.59272 103.2225 131.2986 119.6898 117.9971 135.6638 106.2376 111.7362 110.7594 129.228 118.9612 138.7395 113.778 112.2314 116.3963 120.6491 153.2764 187.8921 178.4103 177.6986 223.2281 237.7604 205.9177 213.3483 249.9838 278.2634 246.0815 233.3565 284.0569 219.4766 285.4058 250.5163 253.348 255.0275 223.1972 234.3906 228.0346 237.1998 234.6529 250.1776 241.432 243.1355 244.5287 270.8938 270.0909 271.9072 277.1373 272.5083 306.8742 259.3494 277.1405 284.5931 292.6094 302.7274 299.3515
187.3978 186.0283 185.4666 181.4839 0 181.747 177.1709 174.7065 182.9945 180.4638 172.2957 170.2331 174.4032 168.38 178.3581 178.7345 172.5858 176.2987 175.5711 166.0871 176.5036 174.6597 174.2753 170.074 168.5427 167.6839 176.5994 172.1257 165.2971 164.3231 173.2999 171.1083 168.4932 154.0327 151.9731 168.8302 166.5881 164.6537 156.4823 166.7232 165.5555 166.9076 146.7292 143.5731 160.5571 159.4069 147.954 161.5081 152.2717 150.1297 146.1878 143.9065 157.9069 139.0199 155.5693 147.4659 155.4746 154.2087 142.1844 155.2247 128.6904 143.3099 141.4027 136.1145 130.8208 128.6003 152.7717 129.1765 135.6316 144.1918 133.1171 125.5072 117.7846 133.6476 125.7839 118.6148 154.2277 120.1114 152.0441 126.163 122.1937 142.3475 124.4914 113.128 124.397 113.6809 116.6396 152.2019 131.1382 128.7719 148.9795 105.3871 113.1361 75.04352 134.1744 118.7754 145.5614 107.4836 101.7394 107.6347 113.1572 126.9665 113.5379 99.91431 96.62814 103.036 106.8051 86.86847 88.1417 105.0288 148.7902 96.8368 68.48907 151.7744 41.60461 141.4954 95.32247 99.36592 101.8439 43.41234 109.1616 80.87871 106.6142 54.13227 121.1945 67.18408 72.56217 70.43097 105.3354 102.9021 104.2177 111.5964 100.5865 156.3749 97.59878 104.3258 108.2665 153.9789 163.8293 139.1937
23.02173 19.50641 15.0333 9.631481 181.747 0 10 10.81665 34.71311 30.08322 16.12452 18.02776 26.17728 17.69181 51.19223 45.54119 29.15476 42.15448 40.31129 16.03122 45.31004 46.09772 48.9949 37.73592 39.66106 37.60652 61.84658 52.7731 37.64306 35.38361 67.97794 126.6115 72.37748 46.2277 49.81967 81.12336 77.69813 76.55064 63.78087 84.90583 83.21658 88.50989 63.46478 61.39877 83.00602 81.40025 65.19202 86.02325 77.30237 72.12489 66.70832 65.60488 86.21485 63.28507 90.35378 77.7946 94.49339 92.95698 80.1561 106.5228 72.44998 96.20811 94.17537 91.83137 86.53323 84.38009 115.0901 88.20431 96.04686 106.0754 101.2126 94.33981 89.47067 104.6375 97.63708 91.67879 125.3994 94.41398 124.5793 100.9554 99.12618 118.1397 105.3945 96.66437 108.1665 102.1886 109.2749 139.3449 126.8227 125 143.5444 111.4854 117.72 109.4806 136.4991 125.3994 146.4548 119.4069 117.3882 122.0901 126.7636 160.0722 182.439 173.473 172.914 219.0205 233.8226 210.1618 217.4668 246.6171 273.7115 243.0185 231.4746 279.5928 220.5108 281.5774 247.76 250.4795 252.0883 223.9866 238.8901 231.3115 241.4808 235.3317 254.7163 243.0185 245.0735 246.1522 268.6634 268.0019 269.8463 274.8545 270.8357 303.2734 262.1092 275.5304 283.3655 297.0748 307.2544 302.5178
16.55295 13.20984 9.899495 4.357483 177.1709 10 0 17 26.01922 21.09502 22.09072 23.34524 16.34778 21.84033 41.71504 36.13862 19.23538 32.57299 30.67572 12.20656 35.73514 36.40055 39.27467 27.78489 29.68164 27.60888 52.20153 42.95346 27.65863 25.45584 58.18075 132.7221 62.45398 36.61967 40.22437 71.19691 67.74216 66.57327 53.8145 74.94665 73.24616 78.54935 53.80004 51.97091 73.00685 71.40028 55.44367 76.02631 67.35761 62.24147 57.00877 56.0357 76.2168 54.12024 80.36462 67.94115 84.50444 82.9759 70.43437 96.53741 63.69458 86.37129 84.38602 82.20097 77.17513 75.17978 105.1255 78.89233 86.40023 96.20811 91.60786 85.08819 80.77747 95 88.32327 82.8553 115.434 85.42833 114.6298 91.58603 89.94443 108.3005 96.04166 88.02272 98.79271 93.3622 100.1848 129.4179 117.2007 115.434 133.66 102.8834 108.6738 106.4049 126.8227 116.1077 136.6199 110.5712 108.8485 113.2166 117.6478 150.6124 184.0435 174.4426 173.6987 219.1118 233.6001 202.277 209.6739 245.7478 274.2007 241.814 229.012 279.9776 215.2324 281.2254 246.2214 249.0622 250.7479 218.9292 230.8287 224.154 233.5744 230.3758 246.6295 237.2551 239.0084 240.357 266.5633 265.7536 267.5687 272.8095 268.1567 302.6621 255.3649 272.7875 280.2356 289.0436 299.181 295.4539
32.75668 29.23183 25 18.89706 174.7065 10.81665 17 0 43.01163 38.0526 5.385165 7.211103 32.65348 7.211103 58.23461 52.7731 35.17101 49.0306 47.07441 14.14214 52.17279 52.63079 55.43014 43.32436 44.94441 42.61748 68.41053 58.82176 42.04759 39.35734 74 116.2783 77.73352 48.41487 51.85557 86.40602 82.76473 81.3941 67.41662 89.89994 88.10221 93.47192 65.44294 62.63832 87.32125 85.58621 67.47592 90.42677 80.57324 75 68.76772 67.20863 90.21086 63.78087 94.07341 80.43009 98.1835 96.51943 82.13404 110.0831 71.84706 98.59513 96.33276 93.3381 87.20665 84.64632 118.322 88.72993 97.58074 108.5772 102.5524 94.64143 88.50989 106.0754 98.0816 90.97252 128.6002 94.04786 127.6127 101.5332 99.20181 120.4159 105.8915 95.52487 108.706 101.3928 109.0413 142.1267 128.082 126.0635 146 110.1454 117.3243 101.415 137.9311 125.6025 148.6001 118.5116 115.8836 121.2642 126.4911 160.6466 171.8633 163.0763 162.5769 208.9043 223.8258 207.1352 214.2747 236.9072 263.4263 233.4802 222.6892 269.342 214.0841 271.6137 238.3988 241.0498 242.616 217.3315 236.115 227.1299 238.4366 228.5607 251.9631 237.0759 239.4702 240.2407 259.617 259.0483 260.9099 265.7706 262.1622 293.416 257.3213 266.897 275 294.176 304.4195 298.1174
13.60147 16.32483 20.61553 25.08184 182.9945 34.71311 26.01922 43.01163 0 5.09902 48.01042 49.09175 12.29837 47.26521 17.62511 12.04159 12.04159 10.29563 9.486833 34.20526 12.80625 14.42221 17.10263 13.15295 15.0333 15.40292 28.6007 21.40093 17.72005 18.78829 35.4683 157.9029 41.01829 29.42788 32.14032 49.51767 46.69047 46.09772 37.69615 53.74012 52.34501 57.28001 42.47483 43.14965 53.41348 52.20153 42.95346 56.0803 50.73078 47.16991 44.91102 45.39824 57.2014 47.01064 61.7857 52.92447 65.80274 64.63745 56.921 77.67562 58.03447 70.66116 69.35416 68.94926 66.4906 65.76473 86.71853 68.44706 72.8011 79.75588 78.18568 74.73286 74.10803 81.15417 77.36924 75.32596 96.82975 76.79193 96.40021 80.08121 79.83107 91.92388 84.48077 81.22192 86.97701 85.27895 90.24411 111.4002 102.8834 101.6366 116.2497 95.63472 98.71677 117.5968 111.8258 104.3552 119.8165 101.789 101.7104 104.1393 107.0047 137.0237 203.4035 192.7846 191.7192 235.5186 249.303 196.4714 204.1845 260.0481 291.1161 255.4153 239.8218 296.6706 218.5635 296.4418 259.0598 262.1545 264.0009 222.8924 224.0138 221.0566 227.4071 234.5421 239.5931 238.8828 239.6414 241.8587 278.0018 276.8465 278.5821 284.3449 278.196 317.2579 253.5493 282.6447 289.083 282.0132 291.9217 292.2465
10.81665 12.74755 16.64332 20.48818 180.4638 30.08322 21.09502 38.0526 5.09902 0 43 44.04543 7.5 42.19005 21.35461 15.65248 8.062258 12.80625 11.31371 29.12044 15.81139 17.02939 19.91231 12.36932 14.56022 14.08013 32.24903 24.08319 16 16.27882 38.83298 152.8039 43.98295 28 31.06445 52.63079 49.57822 48.79549 38.94868 56.72742 55.22681 60.30755 42.53757 42.6172 55.9017 54.56189 43.32436 58.69412 52.33715 48.30114 45.22168 45.35416 59.5483 46.17359 64.04013 54.12024 68.11755 66.8431 57.77543 80.09532 57.07889 72.20111 70.71068 69.857 66.76077 65.73431 89.05011 68.68042 73.82412 81.5414 79.20227 75 73.5527 82.29216 77.7946 74.96666 99.24717 76.68768 98.71677 80.65358 80.08121 93.74433 85.09407 80.75271 87.66413 85.11463 90.52072 113.7014 104.2353 102.8591 118.4061 95.35198 99.0404 114.057 113.3711 105.1095 121.8277 101.8676 101.4347 104.2929 107.5174 138.2975 198.8291 188.3345 187.3106 231.3547 245.2468 196.1556 203.814 256.205 286.9011 251.6764 236.5132 292.489 216.5179 292.4758 255.4408 258.4976 260.32 220.7374 223.9368 220.2272 227.2004 232.3618 239.5764 237.1687 238.1134 240.1706 274.6143 273.5142 275.2635 280.9448 275.0364 313.392 252.5 279.5174 286.1276 282.0267 291.9884 291.4961
