0 22.60962 22.04866 108.4667 15.95623 17.69278 9.923949 16.68715 12.10366 7.758872 17.09371 11.89488 9.198183 5.742347 137.5395 24.77237 48.96397 68.62133 64.74144 61.78455 76.92845 73.89754 69.27087 83.13653 70.16461 72.76316 93.92145 87.50794 84.28812 98.17754 83.48177 63.05059 143.4471 132.8129 96.43924 131.7904 163.8552 162.4264 171.7789 176.5364 172.2678 176.0525 180.6872 176.6824 175.1968 183.0598 185.519 171.9558 186.212 181.7901 189.3338 176.582 186.8902 180.8662 172.4887 192.6589 179.2811 191.9094 185.2417 198.1832 185.1983 187.1535 186.8884 175.3504 198.5712 178.5285 192.4352 201.7688 190.4845 205.2604 204.6304 207.0572 207.9443 208.8398 203.5829 206.1328 189.7347 208.4941 206.189 215.1423 217.5802 209.2257 217.809 198.5722 220.517 201.2058 201.7544 219.8487 219.7591 226.8644 222.9226 227.1978 230.9648 230.0922 232.0524 219.826 234.1641 234.9767 234.1039 236.2556 230.9566 237.1003 237.9071 234.1724 240.9204 238.3 240.7245 246.1499 247.1259 236.6058 239.0676 233.1095 259.3707 242.4729 248.4548 250.2227 254.8474 269.6974 249.3724 254.4417 253.3387 259.4749 254.4234 259.0701 259.4581 256.5041
22.60962 0 2.236068 92.32009 29.61419 32.86716 12.80625 33.52611 28.79236 14.85111 35.1141 31.08456 15.00833 18.36736 152.228 47.38143 70.51596 90.67375 86.96264 84.10856 99.0202 96.16798 91.60786 105.1523 92.61749 95.26804 115.9655 110.0477 106.8878 120.6027 106.0754 76.02631 141.4284 132.6055 117.6478 132.1297 167.9434 167.7051 175.1142 179.3434 176.1391 180.1 184.3611 181.2457 180.2471 186.9385 189.0026 178.1011 189.9064 186.8692 193.5195 183.1748 191.9726 187.0401 193.644 197.7094 200.2446 199.2511 194.392 204.5018 194.6407 196.0867 196.1632 191.5124 206.1286 194.1649 201.9208 222.986 210.2974 213.0188 212.8673 214.6718 215.824 216.5364 224.5551 215.1187 205.039 216.947 215.9352 223.3294 238.7482 219.2715 225.8938 215.5737 228.7116 218.8173 218.7975 228.6329 229.5321 235.3041 232.4867 236.2393 239.5543 239.3777 240.9689 238.6551 242.8662 243.5159 243.4446 245.0765 241.3234 246.6419 246.9922 244.2642 249.6643 247.6954 250.2818 256.799 256.3382 255.9814 258.6977 248.5503 280.2631 261.3322 268.1679 262.3833 267.0911 290.617 265.2716 273.2224 269.4179 272.0965 270.9779 272.0092 272.2591 272.0901
22.04866 2.236068 0 91.15973 30.26549 33.45519 12.52996 33.95585 29.12044 14.33721 35.44009 31.19695 13.90144 17.42297 150.231 46.75468 70.44501 90.45843 86.67468 83.76903 98.79271 95.85943 91.26336 104.9571 92.20087 94.81034 115.7627 109.5559 106.3015 120.2082 105.3613 74.00676 139.3018 130.4271 116.3615 129.9394 165.7106 165.469 172.8872 177.1221 173.908 177.8679 182.1318 179.0112 178.0112 184.7079 186.7753 175.8664 187.6773 184.6334 191.2872 180.942 189.7369 184.8053 192.3148 195.4738 198.8744 197.0228 192.1881 202.2672 192.4422 193.8788 193.9613 189.5943 203.9019 192.2108 199.7223 221.6641 208.7343 210.7937 210.6478 212.4453 213.6001 214.3105 223.1815 212.9099 203.0616 214.7301 213.7405 221.1086 237.4128 217.0829 223.6716 213.7124 226.4906 217.0069 216.9389 226.42 227.3368 233.0858 230.2869 234.0299 237.3378 237.1723 238.7572 236.9625 240.6512 241.2986 241.2399 242.8631 239.1401 244.4407 244.7828 242.0744 247.4495 245.4913 248.0806 254.6212 254.1304 254.3511 257.1002 246.573 278.8654 259.6392 266.5802 260.2499 264.9601 289.2235 263.3211 271.5189 267.479 269.9787 269.0725 269.9037 270.1481 270.1185
108.4667 92.32009 91.15973 0 120.9529 123.931 101.9281 123.9358 118.9361 102.6097 124.9755 120.0305 99.52806 102.7319 170.5722 128.2857 155.6122 172.9809 168.4884 165.0957 180.7444 176.873 172.049 187.0551 171.9067 173.7317 197.3148 186.9998 182.3367 198.6836 179.1265 112.4342 92.75788 94.12793 175.2296 96.0554 137.7773 142.4967 140.4878 141.8179 143.5177 147.5004 149.5194 150.5684 151.7506 152.5188 152.6518 154.5312 154.2741 157.392 159.3506 160.6069 161.718 162.0872 243.0454 166.4878 247.6451 177.3959 180.9889 177.6229 182.4728 181.4995 183.0481 211.0031 184.2669 210.6919 188.9351 271.0162 248.7211 191.1525 193.0714 191.9936 194.1422 193.9884 270.4478 198.2972 218.6536 197.5991 202.3522 202.1163 285.4953 206.635 203.9638 236.9219 206.9569 243.2316 240.0758 209.4379 214.5849 213.9416 216.3161 217.403 218.4322 221.3107 221.1366 268.7036 221.9252 221.8087 225.2435 224.4519 227.8792 229.0398 227.3503 229.3196 228.2996 229.3551 232.4318 243.2914 236.4594 288.4431 292.7174 258.8222 322.7339 290.1319 302.2509 255.415 260.1626 332.9039 276.7432 300.8523 281.5799 266.6025 285.6292 268.0452 267.6127 281.4469
15.95623 29.61419 30.26549 120.9529 0 3.354102 19.10497 5 4.472136 18.83849 7.211103 7.566373 22.61084 20.48316 149.0864 27.45906 43.22615 63.94143 60.81529 58.42303 72.24957 70.00379 65.79514 78.1025 67.35726 70.29225 88.86507 85.09113 82.80097 94.75231 83.21658 76.55717 159.402 148.7433 101.3903 147.6965 179.2875 177.6288 187.3233 192.1526 187.7232 191.4706 196.1632 192.0026 190.4206 198.4969 201.0199 186.9358 201.6766 196.9951 204.7056 191.4367 202.0853 195.8188 176.7852 207.8509 183.9126 206.5188 199.2743 213.0634 199.1231 201.2585 200.8706 185.6071 213.1009 189.1692 206.3226 205.7935 196.901 219.7134 218.9304 221.5513 222.3533 223.3047 208.0817 220.1696 200.5642 222.7128 219.9386 229.4363 221.6425 222.8475 232.1314 208.0216 234.7978 210.0857 211.1537 233.9273 233.4652 241.0498 236.7039 241.168 245.0903 243.9654 246.0589 227.3571 248.2438 249.1124 247.9481 250.2888 244.3931 250.861 251.8405 247.7176 254.973 252.1151 254.472 259.4322 260.9947 243.4184 245.5412 243.6847 263.8305 249.893 254.7881 262.7737 267.3452 274.0807 259.5573 261.917 263.3724 271.7618 264.0682 271.1826 271.6468 266.9082
17.69278 32.86716 33.45519 123.931 3.354102 0 22.00568 2.5 5.59017 21.52066 4.609772 7.211103 25.10976 22.6762 148.2351 25.57831 39.99062 60.72141 57.65631 55.31727 69.0163 66.82744 62.6598 74.8415 64.2748 67.2328 85.59352 82.00762 79.80758 91.57647 80.35079 76.47385 160.9449 150.0893 99.20307 148.9782 180.0201 178.2 188.1442 193.037 188.4708 192.1881 196.9245 192.648 191.0007 199.2266 201.8 187.3666 202.427 197.5604 205.3842 191.7948 202.6424 196.2301 174.3997 208.4041 181.5742 206.742 199.2348 213.4274 199.0383 201.2492 200.809 184.3807 213.2821 188.0379 206.2189 203.3504 194.8544 219.8551 219.0006 221.7121 222.473 223.4508 205.7091 220.1229 199.4749 222.7448 219.7732 229.5 219.1978 222.6303 232.2073 206.5871 234.8537 208.5216 209.7059 233.8937 233.2772 241.0607 236.5449 241.0856 245.0735 243.8416 245.9903 225.5039 248.2061 249.0989 247.8111 250.2304 244.0968 250.6891 251.7392 247.4616 254.9216 251.9648 254.2936 259.0735 260.8639 241.4213 243.4815 242.5077 261.4305 248.0086 252.6999 262.1607 266.7136 271.6662 258.2755 260.0389 262.052 271.0613 262.6542 270.4279 270.9156 265.6788
9.923949 12.80625 12.52996 101.9281 19.10497 22.00568 0 22.09072 17.11724 2.426703 23.34524 18.82153 5.59017 7.025667 144.578 34.65545 57.91805 77.94553 74.19232 71.31795 86.28441 83.38934 78.81624 92.43917 79.81228 82.46211 103.2473 97.24454 94.11164 107.8007 93.38094 69.05071 143.2829 133.4075 106.0236 132.6207 166.4121 165.4962 174.0259 178.5633 174.7484 178.6169 183.0983 179.4714 178.1937 185.564 187.8563 175.4195 188.6419 184.8115 191.9818 180.2471 189.9218 184.3583 182.0824 195.686 188.8125 195.9209 190.0164 201.7647 190.0973 191.8385 191.7185 183.0437 202.6845 186.0108 197.3626 211.3877 199.6121 209.4684 209.0419 211.2061 212.2074 213.0258 213.122 210.865 197.0913 213.0023 211.2439 219.545 227.1855 214.4108 222.1711 206.6204 224.9289 209.497 209.8211 224.5106 224.8399 231.3871 227.9182 231.9763 235.5552 234.9769 236.7826 228.5963 238.8054 239.5496 239.0156 240.9492 236.2985 242.0997 242.7141 239.4013 245.5855 243.2386 245.7336 251.623 251.9945 245.586 248.1421 240.552 268.8912 251.2618 257.5616 256.3299 260.9921 279.228 257.0078 263.2043 261.0479 265.779 262.3223 265.5052 265.8364 264.017
16.68715 33.52611 33.95585 123.9358 5 2.5 22.09072 0 5 21.33594 2.236068 5.315073 24.68299 21.97635 145.7952 23.08679 38.3471 59.03629 55.86144 53.4439 67.35726 65.05983 60.82763 73.24616 62.36986 65.29931 84.02381 80.10306 77.80103 89.80535 78.23043 74.24284 159.5055 148.5224 96.77293 147.3711 178.1039 176.2073 186.2713 191.1963 186.561 190.263 195.0205 190.6882 189.0106 197.3069 199.905 185.3106 200.5171 195.563 203.4389 189.7077 200.6407 194.1649 172.0291 206.4001 179.1882 204.5996 196.9981 211.341 196.7867 199.0226 198.5649 181.8928 211.1232 185.5586 203.9608 201.0009 192.398 217.681 216.8006 219.545 220.2907 221.2781 203.3347 217.8826 197 220.5312 217.4948 227.2972 216.8491 220.3361 230.0087 204.0882 232.6478 206.0218 207.2067 231.6571 230.9913 238.8389 234.2678 238.8326 242.842 241.5752 243.7417 223.0207 245.9675 246.8684 245.5404 247.9849 241.7788 248.4074 249.4797 245.1551 252.6782 249.6898 252.0099 256.7379 258.5948 238.9571 241.028 240.0234 259.0661 245.529 250.2519 259.7634 264.3121 269.307 255.7831 257.5587 259.5573 268.6457 260.1557 268.0019 268.4939 263.19
12.10366 28.79236 29.12044 118.9361 4.472136 5.59017 17.11724 5 0 16.33673 6.324555 3.640055 19.72942 17.14526 144.7782 24.04163 42.3143 62.86896 59.5021 56.93198 71.21798 68.73159 64.38167 77.20104 65.76473 68.62215 88.00568 83.46556 80.91971 93.43447 81.02469 72.09022 155.4252 144.6394 98.0816 143.5557 174.9171 173.2166 182.9809 187.8325 183.3576 187.0962 191.802 187.6086 186.0108 194.1262 196.6647 182.4966 197.3122 192.5821 200.3207 186.9866 197.6706 191.3766 173.6923 203.4355 180.7542 202.0544 194.8031 208.6145 194.6535 196.7867 196.4001 181.4663 208.6337 184.9784 201.8539 202.7742 193.396 215.244 214.4586 217.0829 217.883 218.8356 204.9634 215.6985 196.3517 218.2407 215.4739 224.9644 218.6223 218.3873 227.6598 204.0025 230.3259 206.1553 207.1429 229.4559 229.0022 236.5777 232.2385 236.6981 240.6185 239.4977 241.5885 223.6588 243.7724 244.6406 243.4812 245.818 239.9417 246.3965 247.3714 243.2612 250.502 247.6489 250.008 254.9893 256.5273 239.8552 242.0424 239.5125 260.7405 246.2204 251.3185 258.3834 262.9598 271.0097 255.4408 258.2373 259.2778 267.3958 260.0308 266.8333 267.2901 262.7622
7.758872 14.85111 14.33721 102.6097 18.83849 21.52066 2.426703 21.33594 16.33673 0 22.39544 17.62022 4.139914 4.667143 142.2991 32.53033 56.28548 76.16592 72.35138 69.43442 84.49195 81.52967 76.92782 90.67279 77.8667 80.48533 101.4719 95.24384 92.04468 105.872 91.2317 66.87717 142.2927 132.246 103.6286 131.4083 164.8602 163.8461 172.5366 177.119 173.2134 177.0665 181.5789 177.8779 176.5603 184.0269 186.3524 173.6987 187.12 183.1749 190.418 178.4906 188.2843 182.6341 179.6865 194.0504 186.4082 194.1054 188.0695 200.0272 188.13 189.9067 189.7627 180.6974 200.8521 183.686 195.3916 208.9953 197.1858 207.6204 207.1587 209.3686 210.3502 211.1821 210.7183 208.9279 194.7808 211.1032 209.254 217.6646 224.7907 212.4003 220.298 204.243 223.0476 207.1012 207.4423 222.5868 222.8472 229.4876 225.9396 230.0338 233.6446 233.0171 234.8487 226.175 236.8865 237.6424 237.0518 239.0217 234.2653 240.1218 240.7679 237.3862 243.6633 241.2707 243.7544 249.5704 250.0389 243.1599 245.7154 238.2341 266.4848 248.8401 255.135 254.1828 258.8399 276.8227 254.6702 260.7835 258.703 263.6046 259.9594 263.3127 263.6517 261.6924
