1 82
4 114.8571
179.6618 135.1572
9 114
12.5 91.5
22 117
25 50
28 53.5
28 120.6667
30.5 123
31 121
34 121
39.5122 229.9268
38 61
42.5 106
44 108
49.63636 22.72727
47 107
48 47
50 74
52.5 7.5
51 18
51 51.5
53 47.66667
53 20
53 53
53 72.5
54 51
59.7 49.8
57 52.5
61.44 10.24
68 4.333333
71 3.5
71 69
72 25
74.54545 26.45455
74.5 3.75
78 22
80 24
107 140
109 12
132 237
133.3333 222.3333
135 219.5
204 51
211.9 52.13333
214 235
215.8261 279.8696
242.5063 278.4614
222 124
225 130
227 286.5
229.75 36.9
230 70
234 42
236 134
244.5714 31.28571
245 112
247 103
248.1429 111.1429
257.3333 271.6667
262.5 80
285.8846 21.46154
295 16.5
304 168
