0 58.50842 49.56899 74.11305 111.798 154.4861 47.38528 48.69462 69.20029 71.06402 69.17272 107.9631 99.27816 94.91679 105.3414 68.5311 112.8438 75.02999 120.385 116.9091 76.92226 154.4327 144.3889 143.5383 184.561 193.9331 187.292 188.6817 189.8619 197.6938 191.9354 200.2736 196.3222 199.0418 183.5836 203.2964 202.5607 190.5589 207.017 208.9241 215.1881 243.8334 211.6583 211.4785 215.3097 274.261 188.8859 216.1871 217.1564 192.1562 217.0496 256.6073 212.7418 219.2855 202.6422 214.8103 203.4063 232.4449 230.4649 229.9989 235.6016 241.2122 228.584 211.894 243.9552 214.3474 215.0623 246.6858 252.1457 254.4476 272.0915 253.2831 256.1028 232.4779 259.3235 260.572 260.2051 262.3299 259.5284 253.7939 263.5478 251.8284 271.8998 253.3323 274.6585 271.5898 268.5855 276.585 264.7001 266.5829 268.4795 271.6026 272.1484 287.1047 270.6079 285.9749 292.1481 289.1505 272.7644 266.8905 280.8985 273.0696 273.565 275.6826 276.7475 277.0051 278.656 304.9373
58.50842 0 10.5119 23.92697 165.6156 195.8878 47.81736 51.19629 53.12721 56.28943 55.70009 77.78496 80.22591 75.97697 88.44677 72.63952 98.02104 83.57332 108.2218 106.6607 126.6195 212.5147 201.9457 200.8911 190.6557 249.7529 192.5993 243.7878 245.1092 253.3663 246.8127 255.8376 200.7072 203.048 202.2585 257.1546 256.1103 210.0386 260.5043 261.9208 269.1737 300.3084 264.7159 263.4919 268.0672 328.6302 226.4078 268.2352 269.4893 230.843 268.8912 312.9285 229.4365 271.1098 227.5049 233.0118 242.5129 284.8899 282.2065 281.4045 288.0842 293.8451 244.9152 246.3707 296.3075 246.9221 249.3167 298.852 304.5095 306.9308 326.3891 304.9631 308.2799 260.2542 310.6219 312.7147 311.7772 314.3764 310.529 302.8613 314.9929 299.8608 323.7465 300.3739 326.7185 322.8227 318.9929 328.1559 313.9275 316.0083 318.0983 321.6307 322.5934 340.0272 287.262 337.7048 344.631 341.0169 320.8777 312.51 297.0863 317.6358 318.3748 321.4382 321.8171 321.2289 323.3891 356.3738
49.56899 10.5119 0 33.52611 155.2805 192.1041 47.26521 50.64741 56.82429 59.94164 59.03389 85.27602 85.80144 81.40025 93.85658 73.5459 103.2866 84.17244 113.227 111.3059 120.5695 203.973 193.7298 192.7803 193.4841 242.3304 195.5761 236.6199 237.8928 246.002 239.7269 248.5156 203.8935 206.3129 202.9409 250.4157 249.4674 210.6206 253.8858 255.4545 262.4062 292.6492 258.2344 257.3179 261.6801 321.7799 223.5755 262.0572 263.2299 227.7828 262.7737 305.3396 230.6252 265 227.1783 233.9444 239.4034 278.6149 276.134 275.4269 281.8013 287.5229 246.2385 244.2396 290.0718 245.1775 247.2411 292.6739 298.2782 300.6659 319.5618 298.9331 302.1076 259.5019 304.7072 306.5567 305.7851 308.2483 304.6986 297.5479 309.0405 294.8118 317.6855 295.5757 320.5971 316.9385 313.3369 322.1791 308.5855 310.6159 312.6564 316.0816 316.9306 333.654 288.6769 331.6896 338.3962 334.9642 315.8354 308.0795 298.6139 313.4661 314.1481 316.9874 317.5331 317.1459 319.188 350.4586
74.11305 23.92697 33.52611 0 184.8381 194.7545 45.80393 48.59177 40.31129 43.18565 43.41659 55.60576 61.36061 57.56735 69.65345 64.28841 79.26617 75.18643 89.74517 88.88757 132.2309 224.1897 212.6544 211.2824 175.2639 257.7751 176.9124 251.1036 252.5569 261.1992 253.876 263.5344 184.5731 186.7538 191.0419 263.1805 261.874 198.9662 266.1766 267.1647 275.2181 308.8149 269.987 267.93 273.0613 334.6695 222.733 272.6588 274.1277 227.6686 273.1483 321.1795 216.9852 275.3343 218.2155 221.0566 239.37 289.4965 286.2761 285.2227 292.6978 298.5411 232.104 240.9336 300.7568 240.6076 243.7344 303.1336 308.913 311.4161 332.3705 308.8187 312.5076 251.6729 314.1449 316.8864 315.5036 318.4604 313.8268 304.8302 318.6001 301.1611 327.6142 301.0332 330.7393 326.2177 321.795 331.7803 315.9256 318.1293 320.3404 324.1406 325.3998 344.6926 274.077 341.4001 348.9011 344.8028 322.0745 312.1939 283.6446 316.6528 317.5295 321.137 321.1001 320.0186 322.4609 359.7405
111.798 165.6156 155.2805 184.8381 0 175.2797 156.2791 156.5441 178.4373 179.6849 177.6934 217.6306 205.8909 201.9463 210.3806 169.6794 216.0176 171.3534 221.1707 216.9591 112.4342 92.75788 94.12793 96.0554 260.9204 145.7704 264.247 146.4907 146.4917 149.8268 150.4907 152.6614 273.311 276.1774 243.0454 165.5137 166.5933 247.6451 170.533 174.6252 174.5615 183.2508 176.5566 181.4852 181.0691 223.9954 211.0031 185.1987 184.658 210.6919 186.8688 195.8372 271.0162 188.8043 248.7211 270.4478 218.6536 196.9907 198.5763 199.6874 199.5115 203.6226 285.4953 236.9219 207.3342 243.2316 240.0758 210.5754 214.4236 215.884 222.4266 218.5467 218.7682 268.7036 225.5356 222.8716 225.1152 224.8681 226.9973 229.7788 228.6304 231.9414 234.2898 236.7883 235.8016 236.7022 237.4902 239.7073 238.738 239.636 240.5608 241.7118 240.5074 243.0319 322.7339 247.4742 249.6879 249.7496 250.0614 253.4945 332.9039 262.363 262.028 260.8368 264.0242 266.9385 266.8027 266.0267
154.4861 195.8878 192.1041 194.7545 175.2797 0 149.7343 146.6347 157.391 155.3865 154.3158 178.057 158.7981 158.4754 155.6173 132.3767 152.5852 122.6554 148.3865 144.4159 79.95628 115.8792 102.4873 99.20063 121.5735 104.1219 124.8961 94.10976 96.10969 105.1296 94.16105 105.8249 131.6769 134.0874 85.64002 93.88869 91.15295 86.48478 94.01565 92.21149 103.7377 147.8545 94.72176 88.29363 95.73645 156.5556 36.85376 92.31389 94.72004 38.51906 91.89049 156.8474 106.9955 93.65843 77.96164 104.2004 49.21506 108.1999 102.7721 100.697 111.1325 116.8466 118.6294 62.5473 117.7623 68.13279 65.78674 119.2377 125.14 127.8248 154.1398 122.8484 127.785 93.51389 126.6965 131.6931 128.7107 132.8454 125.6298 113.1543 131.246 108.1623 140.7815 107.0619 144.3161 137.8595 131.8095 143.9616 124.0669 126.5021 128.9476 133.315 135.3233 160.0475 150.6186 153.4794 162.6428 157.0618 128.6347 117.4717 160.3926 121.9739 122.8091 126.4111 126.3566 125.4483 127.7668 170.3409
47.38528 47.81736 47.26521 45.80393 156.2791 149.7343 0 3.4 22.2036 23.76973 21.84033 61.40033 51.92376 47.53946 58.24216 26.92582 66.22028 37.10795 74.54055 71.50524 87.20665 182.4637 170.1388 168.5089 148.0049 213.1901 150.3064 206.2062 207.7137 216.511 208.866 218.7757 158.9105 161.4466 155.7081 217.7935 216.4163 163.37 220.6898 221.5784 229.8195 264.3493 224.4037 222.2082 227.4214 289.2088 179.1201 226.9326 228.4294 183.7417 227.4027 276.5597 183.5387 229.5844 180.0444 186.7619 195.438 243.7853 240.5078 239.4368 246.9858 252.8375 199.2048 198.6681 255.0208 199.1231 201.5941 257.3791 263.1689 265.6803 286.8968 263.0304 266.7452 212.5847 268.3434 271.1181 269.7082 272.6848 268.0229 259.1064 272.8003 255.5386 281.8236 255.5484 284.957 280.414 276.0036 285.98 270.2018 272.3917 274.5906 278.368 279.6087 298.9666 241.6647 295.6011 303.1336 299.0067 276.4815 267 251.657 271.7076 272.5307 275.9438 276.0548 275.1689 277.4977 313.9367
48.69462 51.19629 50.64741 48.59177 156.5441 146.6347 3.4 0 22.00364 23.14649 21.16034 61.10614 50.65701 46.35903 56.65878 23.80252 64.36913 33.81952 72.42652 69.26875 85.02329 180.9612 168.4996 166.8197 144.9103 211.0535 147.2371 203.9798 205.5037 214.344 206.6024 216.5874 155.8725 158.4215 152.3462 215.387 213.9784 160.0013 218.2374 219.0739 227.4057 262.2299 221.9003 219.6102 224.8837 286.7591 175.8578 224.3302 225.8503 180.5064 224.7816 274.3961 180.2102 226.9585 176.6453 183.4131 192.205 241.1941 237.8595 236.7622 244.3939 250.2517 195.8852 195.3319 252.407 195.76 198.2533 254.7461 260.5466 263.0657 284.4414 260.3501 264.1026 209.1861 265.6271 268.4678 267.0121 270.0247 265.284 256.2435 270.091 252.6174 279.138 252.5735 282.2861 277.681 273.2141 283.2684 267.339 269.5396 271.7491 275.5503 276.8186 296.3588 238.3472 292.8938 300.4829 296.3075 273.5477 263.948 248.3482 268.6078 269.4405 272.8922 272.9733 272.0536 274.4015 311.1922
69.20029 53.12721 56.82429 40.31129 178.4373 157.391 22.2036 22.00364 0 3.162278 3.162278 39.20459 31.16211 26.62705 38.45025 25.05993 47.38803 35.4683 56.86249 54.6443 103.2473 201.1616 188.3265 186.4946 137.5468 228.8952 139.474 221.4001 223.0022 232.0345 223.8258 234.1696 147.588 149.94 151.0033 231.7952 230.2021 158.9001 234.3608 234.8659 243.7417 280.0658 237.6931 234.769 240.4423 302.7649 183.6981 239.4448 241.1244 188.8597 239.7603 292.0039 177.3938 241.8967 177.9129 181.276 200.5318 256.346 252.6044 251.3106 259.5323 265.4213 192.6881 201.1567 267.3708 200.5916 203.9083 269.5645 275.431 278.0018 300.415 274.7981 278.8297 211.3628 279.7791 283.1289 281.3228 284.6085 279.253 269.134 284.2903 264.9396 293.5065 264.3218 296.7634 291.6728 286.7351 297.4226 280.2035 282.5 284.8034 288.8155 290.3274 311.2844 234.8784 307.0651 315.0825 310.5382 285.6869 274.7544 244.59 278.7723 279.732 283.6794 283.373 281.991 284.598 325.0281
71.06402 56.28943 59.94164 43.18565 179.6849 155.3865 23.76973 23.14649 3.162278 0 2 38.01316 28.68932 24.18677 35.74993 23.02173 44.54913 33.10589 53.90666 51.61395 102.5768 200.9278 187.9775 186.1001 134.3867 228.0022 136.3121 220.4178 222.036 231.106 222.8004 233.2162 144.4261 146.7787 148 230.6014 228.9738 155.9041 233.1116 233.5551 242.5283 279.1517 236.381 233.3463 239.0868 301.4679 181.3422 238.0122 239.7186 186.5529 238.3044 291.0348 174.3212 240.4329 175.0343 178.2274 198.2145 254.9122 251.1036 249.7779 258.0949 263.987 189.5991 198.6001 265.9006 197.952 201.3356 268.069 273.9444 276.5231 299.1126 273.2398 277.3157 208.5264 278.1717 281.6026 279.7401 283.0689 277.6171 267.3408 282.6889 263.0684 291.929 262.3738 295.2025 290.0362 285.0281 295.8097 278.4026 280.712 283.0283 287.0698 288.6174 309.7935 231.7746 305.4521 313.5363 308.9336 283.7834 272.683 241.4772 276.6225 277.5968 281.6026 281.2494 279.8137 282.45 323.3578
