0 95.68426 102.938 169.1868 112.4342 108.456 110.362 176.6825 92.75788 94.12793 96.0554 176.8823 121.3484 121.6851 122.7406 122.8419 126.8381 139.667 142.098 143.7338 143.5724 145.6526 146.5592 147.7577 152.074 149.4907 151.8014 153.2129 154.4906 243.0454 166.0728 167.6761 247.6451 171.8147 174.4116 181.8038 211.0031 186.1642 210.6919 188.88 271.0162 248.7211 270.4478 198.41 197.9191 218.6536 285.4953 236.9219 243.2316 240.0758 209.3588 208.5405 212.1611 213.0476 212.7269 216.6517 219.1107 223.0874 219.0277 223.5488 223.2552 221.6003 242.4894 268.7036 247.1342 224.3032 223.6564 226.495 227.8792 248.9843 251.9235 281.3595 234.2591 236.6177 241.3444 306.4979 238.7298 292.673 258.0985 261.828 258.1795 322.7339 299.8095 250.9196 251.5348 266.9 303.5586 295.7906 301.8545 298.102 296.0451 297.9368 332.9039 273.8393 277.2975 280.2756 279.3566 281.0157 285.8856 314.3707
95.68426 0 8.925005 79.32957 20.35155 13.66955 15.10485 86.35347 81.3134 68.18747 66.35284 83.97416 77.87516 84.0246 90.74093 88.42107 94.31358 106.5316 98.27034 110.2839 101.284 101.5829 109.7956 101.9594 93.70321 108.4577 98.39141 97.7867 112.37 147.3723 114.3921 112.4878 151.9775 121.2558 119.6577 120.9607 122.3903 127.0328 123.6552 125.8749 175.3704 154.0978 174.9286 134.7211 135.5477 133.5035 189.9631 147.986 153.0137 151.2368 147.9056 150.0313 151.1606 149.4794 153.1979 157.1615 156.3966 154.0085 158.0662 155.3765 155.9291 157.5026 158.0182 176.6785 176.7785 159.6099 161.5363 166.1462 164.0607 165.5023 167.4379 188.8611 169.2904 173.1139 178.0434 213.5522 173.4507 199.4123 175.5668 179.2717 176.5697 227.919 206.7048 180.767 182.5695 184.3951 210.9041 204.4725 210.0005 207.0341 205.5169 207.2463 238.1761 192.6929 194.7563 197.2566 197.3863 198.6987 202.1509 222.7371
102.938 8.925005 0 76.27855 11.42798 5.539142 7.65982 77.55814 89.456 76.00784 74.00611 75.4817 83.78686 90.26097 97.24197 94.79181 100.6557 112.4729 103.3973 116.1025 106.4849 106.5851 115.3194 106.7601 97.16617 113.5925 102.3813 101.5291 117.2933 140.2535 118.1719 115.8627 145.1024 125.0191 122.9261 123.3601 119.1355 129.5571 120.8522 127.8568 168.5468 148.278 168.3321 136.4435 137.4536 131.1028 183.3342 144.4197 149.0195 147.6772 149.7559 152.2642 153.0302 150.9979 155.2465 159.1631 157.95 154.607 159.8504 156.1058 156.787 158.8378 155.564 171.9629 176.9265 160.8302 163.1123 167.9188 165.3593 163.2229 164.9105 183.9316 170.3596 174.3597 179.2686 208.3901 174.4297 194.1552 173.4283 177.1028 174.6238 221.8549 201.4948 180.9123 182.8906 182.2042 205.859 199.9102 205.2438 202.545 201.2012 202.8753 232.153 190.7387 192.4957 194.8787 195.2325 196.4641 199.59 218.0228
169.1868 79.32957 76.27855 0 74.04852 71.74392 69.36304 80.16616 111.2204 97.60816 94.32177 69.14415 81.11182 88.14538 95.45622 92.41804 95.9742 99.86778 85.04885 101.2011 87.87079 85.94131 97.47652 84.06273 65.34025 92.19617 73.40249 70.56098 92.76419 89.17105 82.42141 77.0203 90.4621 87.48787 81.40397 74.30362 43.06381 80.32978 44.58367 74.58268 111.4794 83.13255 108.9201 79.87333 82.10869 55.0965 123.4902 68.77086 74.31819 72.01032 92.53148 97.56508 95.61285 91.34349 98.89188 102.1066 97.92065 88.93615 101.2205 91.08589 92.4729 97.31543 79.42573 99.54715 107.8952 98.43669 102.8284 108.582 103.1447 87.2235 88.71004 112.2966 106.4557 111.2794 115.8076 137.5513 109.7903 123.9784 97.55629 101.1835 99.01297 156.1615 130.9742 111.7401 114.4723 106.2473 134.498 126.6506 132.6677 129.0191 127.1365 128.9702 165.9951 115.0495 116.4496 118.7369 119.2852 120.4349 123.3492 145.1998
112.4342 20.35155 11.42798 74.04852 0 8.077747 8.800253 66.40783 100.1699 86.44202 84.28671 64.88451 92.2456 99.0202 106.2456 103.6688 109.4735 120.8015 110.8702 124.2797 114.0219 113.8991 123.1716 113.8464 102.8008 121.0165 108.5772 107.4477 124.4588 131.6435 124.0161 121.2477 136.8377 130.8043 128.1405 127.5343 116.1077 133.8432 118.423 131.4962 160.3034 141.5238 160.4151 139.714 140.9433 129.1395 175.3416 140.8119 144.8068 144.0626 153.1143 156.0801 156.3973 153.9415 158.8238 162.6661 160.9053 156.3857 163.0828 158.0419 158.8812 161.5186 153.3949 166.6741 178.0429 163.3593 166.0739 171.1047 167.9673 161.2514 162.6038 178.3143 172.6615 176.8674 181.7332 202.3982 176.6035 188.0618 171.6021 175.2228 173.0462 214.5951 195.4508 182.011 184.2053 180.2776 200.0325 194.7565 199.813 197.485 196.3797 197.9747 224.9361 189.0952 190.4442 192.6655 193.3132 194.4351 197.1218 212.6241
108.456 13.66955 5.539142 71.74392 8.077747 0 2.386304 72.7616 92.16426 78.38668 76.2168 70.31536 84.40379 91.1112 98.28848 95.73647 101.5564 113.01 103.3347 116.5319 106.4671 106.4202 115.5206 106.4483 95.97526 113.5044 101.5197 100.505 117.0395 134.7154 117.1207 114.5524 139.5651 123.9396 121.5288 121.4218 114.4388 127.6803 116.3239 125.6603 163.0105 142.8504 162.8074 134.0793 135.1934 126.7212 177.8067 139.5896 144.046 142.8471 147.4424 150.1707 150.7228 148.4933 153.04 156.9235 155.455 151.5957 157.4841 153.1617 153.9106 156.2194 151.1365 166.7708 173.6573 158.1455 160.6232 165.5353 162.7122 158.8592 160.447 178.682 167.5806 171.6728 176.5652 203.0814 171.5973 188.828 169.1143 172.7738 170.3885 216.3818 196.1766 177.638 179.7038 177.863 200.5773 194.7511 200.0325 197.4052 196.1103 197.7682 226.6848 186.4893 188.1203 190.4554 190.8985 192.097 195.0929 212.8198
110.362 15.10485 7.65982 69.36304 8.800253 2.386304 0 71.73175 92.12371 78.20557 75.9607 68.9549 83.45275 90.24658 97.49736 94.9058 100.7025 112.002 102.1041 115.4797 105.251 105.1496 114.3811 105.1243 94.35453 112.2576 100.0056 98.93657 115.73 132.7357 115.534 112.8824 137.5253 122.3406 119.8281 119.5566 112.0526 125.831 113.942 123.7202 160.9617 140.6216 160.7102 132.0913 133.2333 124.3481 175.7177 137.2058 141.6725 140.4634 145.4652 148.2535 148.7466 146.4654 151.0908 154.9646 153.4284 149.4443 155.491 151.0255 151.7901 154.1613 148.7597 164.4355 171.4481 156.0706 158.5973 163.5364 160.6459 156.4868 158.0678 176.3636 165.4815 169.5956 174.4833 200.7851 169.485 186.5396 166.7457 170.4039 168.0271 214.1961 193.8843 175.4274 177.5113 175.492 198.2703 192.4081 197.7027 195.0579 193.7536 195.4144 224.4936 184.1262 185.7465 188.0783 188.5279 189.7238 192.7116 210.4878
176.6825 86.35347 77.55814 80.16616 66.40783 72.7616 71.73175 0 160.05 145.4312 142.6718 11.6619 142.1487 149.683 157.5186 154.529 159.6698 167.9315 154.7081 170.4507 157.8892 156.7323 167.84 155.6181 139.0899 163.7834 146.7413 144.4611 165.7106 80.32434 158.9025 154.185 87.50749 164.7658 159.5306 153.8083 105.0952 160 110.5351 154.6165 109.3667 102.2399 111.6288 160.0312 162.2745 122.1188 125.2146 122.1229 121.8072 124.9001 172.5862 177.7217 175.6249 171.1257 178.9665 182.0968 177.5345 167.0344 181.0249 169.3938 171.0182 176.6104 141.8732 134.5335 183.1195 177.469 182.309 188.1657 182.1236 150.0533 149.2716 143.1712 184.7647 189.7829 194.0574 163.4577 187.6944 149.2791 160.2662 163.2484 163.0491 167.3681 156.5535 186.6815 189.9305 167.6007 162.2375 161.4252 164.4757 164.5686 165 166.012 177.6211 177.4063 176.2413 177.3415 179.6886 180.0805 179.9694 176.8191
92.75788 81.3134 89.456 111.2204 100.1699 92.16426 92.12371 160.05 0 14.72715 17.75528 154.1168 35.30227 32.20248 30.88891 31.73676 34.6955 47 51.56937 51.01743 52.39275 54.81788 54.05784 57.28001 66.88797 57.55867 63.97656 66.18912 62.514 199.4492 75.96052 78.77182 201.3944 80.95129 84.77028 94.15413 144.4611 97.40637 141.7674 101.6969 222.6995 193.6311 220.0659 110.8603 109.7862 146.3728 234.5009 168.5052 176.5814 171.2577 120.2082 118.3596 122.7088 124.5953 122.7233 126.4881 130.025 136.8229 129.2826 136.7708 136.056 132.9784 167.4754 204.155 160.45 135.8207 134.1612 136.2826 138.8848 172.4297 176.3236 217.2786 145.4991 147.1923 151.6973 242.4445 149.94 230.1223 180.0178 183.5775 179.1787 264.8345 236.4847 163.9817 163.9707 188.3454 238.8493 228.3104 235.2791 230.0061 226.9824 229.1026 274.2066 193.6621 198.3053 201.6383 199.7198 201.6457 207.7619 246.8056
94.12793 68.18747 76.00784 97.60816 86.44202 78.38668 78.20557 145.4312 14.72715 0 3.28718 139.4115 27.52827 27.6747 30.11667 29.48634 34.38669 47.96411 48.06685 52.18024 49.7382 51.67097 54.05373 53.68323 59.264 56.06445 57.99329 59.67039 61.03187 185.3345 71.94597 73.70587 187.4587 77.72458 80.33402 88.283 132.4055 92.30866 130.1085 95.5849 209.0017 180.4159 206.5282 105.0217 104.3099 135.4372 221.0726 156.9805 164.8046 159.8266 115.471 114.446 118.2037 119.3855 118.6615 122.5676 125.2653 130.3996 125.0182 130.6157 130.1286 127.9068 157.339 192.2051 154.3379 130.6655 129.7112 132.4136 134.0817 162.7172 166.3898 205.3231 140.5521 142.7134 147.3907 230.593 145.0231 217.9996 170.7665 174.3936 170.1898 252.2328 224.5007 158.0134 158.3425 179.2732 227.0842 216.9561 223.8001 218.7671 215.9056 217.9929 261.7317 185.1033 189.4076 192.6522 191.0207 192.8745 198.6569 235.5403
