0 192.8679 34.0147 13.15295 33.80089 23.4094 35.90265 23.76973 29.88729 20.59126 26.92582 35.44009 47.07441 52.95281 30.08322 35.1141 55.31727 31.32491 17.49286 38.76568 30 41.59327 29.06888 20.61553 31.241 34.20526 29.69848 57.00877 43.56604 39.40812 63.56099 46.30875 54.70832 51.0392 52.10086 38.01316 59.68249 33.24154 41.40048 57.8538 173.2613 61.90517 55.22681 64.48983 56.56854 43.46263 60.10824 53.00943 44.92215 68.76772 67.26812 75.43209 64.38167 49.38117 55.75392 72.88155 67.71591 52.87277 55.4617 50.9166 54.09696 71.44928 53.85165 70.17834 58.60034 57.77543 79.98125 77.78496 72.24957 69.02898 58.58754 55.54278 74.33034 57.87055 76.41989 73.75636 70.60453 75.82216 73.24616 80.65978 74.8131 65.30697 65.6544 63.32456 60.20797 62.62587 76.83749 61.32088 63.06346 66.12866 87.86353 77.64169 88.72993 70.88018 90.78546 73.33485 75.10326 75.13322 88.50989 86.97277 77.92946 90.37699 99.28243 109.2749 132.2006 134.618 135.1481 139.2839 219.4015 208.6637 207.553 151.4761 173.4843 175.4138 183.0983 185 182.8497 185.9516 184.4804 191.3243 190.074 191.901 199.8347 202.1114 203.2462 211.0863 275.0364 306.6825 272.0662 268.8048 229.8043 234.3864 319.2589 230.016 282.4057 229.1768 233.7734 287.8368 246.0772 289.7994 245.3772 249.2729 249.5596 252.1783 302.9521 308.9741 332.267 300.4663 316.1689 262.1893 318.4415 323.13 308.7799 324.8153 327.1624 324.4935 287.6153 323.246 347.0288 314.6585 358.4201 355.719 359.8517 361.216 364.0124 297.3487 363.6372 365.6241 317.9182 319.8765 361.6839
192.8679 0 181.334 196.5134 178.0442 195.4899 174.2912 176.7911 174.9426 191.7809 174.9524 172.5823 170.1128 169.1839 195.9872 170.8855 166.9366 194.5564 183.1159 193.5872 167.6086 194.2923 167.2828 172.532 165.7056 187.0132 165.7129 158.1518 191.0415 188.1469 152.5568 186.319 152.2237 189.2764 187.0078 155.9541 148.5715 159.948 175.9404 185.6635 167.6667 143.321 182.4248 184.3041 179.4793 149.4053 179.9085 171.472 160.9385 183.7725 182.3932 187.2877 176.8441 157.4762 164.9877 181.472 175.7831 140.8757 161.6443 144.4881 150.0728 176.6655 154.0692 173.8504 159.9123 158.666 182.4764 179.5737 174.5418 171.0475 156.5595 151.8601 175.2591 154.0226 176.0018 173.1316 169.6081 173.8662 171.0068 176.1498 169.6026 157.2374 154.467 153.9999 134.3973 130.4029 170.3465 144.8333 148.0507 151.702 173.8052 153.3672 171.7568 122.7234 172.6711 124.8843 122.2683 120.8503 159.5935 151.3749 118.8186 148.2002 148.5576 153.3873 71.6746 145.6959 142.1563 133.9932 110.9844 97.23807 93.95477 126.789 120.476 122.5626 132.3105 135.2867 128.288 132.2634 127.2635 134.335 123.0965 126.4802 133.6387 136.1386 88.97169 90.488 104.8997 148.3596 99.63401 93.04205 45.12108 46.84339 157.8486 111.7654 105.0854 83.87486 109.3483 108.8967 57.46747 108.6145 123.9972 70.71533 76.07936 73.96201 121.2788 125.311 156.9214 112.55 133.7191 101.0371 135.306 139.2459 118.4003 138.7575 138.8641 135.517 157.1435 133.228 163.1081 121.9062 176.3868 172.4277 177.2095 179.2009 182.0154 167.0248 181.1146 183.2902 125.234 127.5326 175.1371
34.0147 181.334 0 47.01064 3.535534 56.4358 7.071068 14.42221 9.708244 52.7731 12.72792 9 15 20.12461 62.80127 11.04536 22.82542 63.64157 45.22168 70.41622 19.72308 73.24616 21.63331 34.66987 21.47091 64.19502 23.85372 27.58623 74.33034 69.57011 34.65545 75.67364 29.96665 80.99383 81.42788 32.31099 34.48188 39.82462 67.1193 86.59776 140.0443 38.93905 83.19255 92.62676 83.64807 42.54409 87.23531 77.38863 63.03174 96.60228 94.82616 103.7545 90.55385 66.4718 77.70779 100.0036 93.52956 54.57052 75.9276 56.62597 67.71097 97.41663 70.03571 95.41488 78.64477 77.15569 107.042 104.2713 97.63708 93.47727 77.08761 70.83784 99.8599 74.96666 102.0833 98.73702 94.62558 100.9554 97.65244 106.2309 98.81295 84.89994 84.14571 81.32035 62.03225 59.43904 101.0198 74.00169 78.1025 83.48653 112.6455 96.69919 113.0044 68.44706 115.2085 76.89603 77.4758 75.96052 109.7133 105.8054 79.12016 108.3744 117.5925 128.7633 114.2366 151.819 151.6047 153.9383 192.5201 182.9268 182.1792 164.3472 184.296 186.5074 195.4738 197.7675 194.5379 198.1338 195.8877 203.4945 200.3957 202.6845 211.2571 213.7756 206.7365 214.2325 254.0551 282.663 251.6446 249.2007 221.9031 225.7299 295.4611 235.044 262.7394 229.3665 237.9769 268.4194 237.2277 270.924 250.7995 243.5939 245.1306 246.6716 283.9172 290.4238 311.0041 283.6353 297.1045 260.9315 299.5497 304.4011 293.0802 306.8355 310.1003 307.8003 293.2548 307.1433 327.9512 301.3652 338.5676 336.3109 340.1753 341.321 344.0756 303.3336 343.8735 345.7745 306.1846 308.7556 343.4185
13.15295 196.5134 47.01064 0 46.56716 10.81665 48.37355 35.69314 42.08622 9.433981 38.83298 47.67599 59.5399 65.49046 17.49286 47.07441 67.74216 19.00658 13.60147 26.66667 40.31129 29.41088 38.91015 25.45584 41.14608 23.60085 38.94868 68.68042 31.89044 28.3196 74.94665 35.41892 65.39113 39.62323 41.01829 45.45327 70.26379 37.20215 33.24154 46.9285 185.5546 71.82792 44.82187 53.71679 46.61545 48.41487 50 44.77723 41 58.0517 56.72742 64.3506 54.6443 45.50275 48.70832 62.43332 58.06127 55.64858 49.24429 52.27332 51.51309 61.61169 50.01 60.74537 52.39275 51.97115 69.42622 67.54628 62.68174 60.03332 53.18364 52 64.63745 53.23533 66.61081 64.3506 61.77378 66.28725 64.14047 70.80254 65.8635 58.94065 59.82057 57.87055 62.24147 66.37017 67.74216 58.57687 59.07622 60.82763 78.23682 70.996 79.32213 73.79024 81.27115 73.76313 75.91113 76.55064 80.5295 80.12684 79.05694 83.81527 92.358 101.6366 138.8524 127.5813 128.4134 133.2404 228.8274 217.6669 216.4168 146.0137 168.6256 170.4259 177.5387 179.2707 177.5641 180.4467 179.2931 185.7848 185.2722 186.9037 194.5308 196.6977 201.0224 208.9409 281.9397 314.7355 278.7562 275.1818 231.8124 236.6601 327.1976 227.0215 288.7663 228.0636 231.0779 294.0833 248.3647 295.8259 242.149 250.3198 250.122 253.1443 309.0065 314.8206 339.1489 305.655 322.2025 261.4656 324.401 329.0137 313.4996 330.3967 332.3736 329.5649 284.1267 328.0869 353.0014 318.4164 364.6834 361.808 366.0413 367.4915 370.2999 293.6941 369.8554 371.8736 321.0561 322.7693 367.3027
33.80089 178.0442 3.535534 46.56716 0 55.61025 3.807887 12.34909 6.726812 51.79286 10.12423 5.522681 13.6565 19.30026 61.84254 7.516648 21.82888 62.57995 43.77785 69.16365 16.50757 71.97569 18.50676 32.44226 18.17966 62.70965 20.70024 25.54408 72.8869 68.06247 32.59601 74 27.10166 79.37569 79.71198 28.88771 31.75689 36.83069 65.07304 84.77031 139.6326 36.00347 81.28038 90.68808 81.62414 39.14716 85.19683 75.11658 60.36969 94.60708 92.80356 101.7964 88.38835 63.70243 75.21303 97.90618 91.31052 51.15863 73.32462 53.33854 64.7137 95.19716 67.17514 93.12626 75.99013 74.4614 104.9119 102.0833 95.3546 91.11806 74.33034 67.91539 97.5833 72.12836 99.81232 96.40799 92.21985 98.63316 95.27067 103.9351 96.38724 82.1736 81.34494 78.50159 58.58754 55.91511 98.60274 70.91015 75.11658 80.61327 110.2474 93.87962 110.5554 64.91918 112.7675 73.44726 74 72.46033 107.007 102.9383 75.62076 105.4443 114.6582 125.8829 111.2317 148.7565 148.5008 150.7398 190.5479 180.7836 179.9868 161.0605 180.9213 183.1407 192.1471 194.4544 191.1871 194.7986 192.5266 200.1562 196.9982 199.3 207.8895 210.4151 203.2105 210.7033 251.421 280.355 248.9588 246.4437 218.5006 222.3522 293.1318 231.5293 259.9933 225.8329 234.4536 265.6549 233.86 268.1167 247.2877 240.1385 241.6495 243.213 281.1272 287.5978 308.4164 280.6822 294.3212 257.4087 296.7533 301.5933 290.056 303.9712 307.1711 304.845 289.7415 304.1488 325.1776 298.2055 335.8608 333.5663 337.4541 338.6185 341.3774 299.8237 341.1605 343.0692 302.9497 305.4939 340.5852
23.4094 195.4899 56.4358 10.81665 55.61025 0 57 44.01136 50.5099 4.472136 47.04253 56.0357 68.02941 74.02702 6.708204 55.14526 76.10519 8.20061 14.76482 15.87801 47.07441 18.60108 45.35416 29.54657 47.53946 13.92839 44.92215 76.11833 21.2132 18.02776 82 25.10976 71.8401 29 30.53686 49.64877 76.53757 39.20459 25.17936 36.47763 193.3495 77.43546 34.66987 43.29543 36.71512 50.44799 39.96248 36.13862 36.13862 47.63402 46.40043 53.75872 44.77723 40.40421 40.87175 52.12025 48.20904 55.56131 42.04759 51.17128 47.19557 51.62364 44.72136 51 45.09989 45.01111 59.03389 57.31056 52.83938 50.56679 46.50269 46.87217 54.70832 47.16991 56.60389 54.58938 52.39275 56.4358 54.56189 60.74537 56.36488 51.35173 52.61654 51.0098 61.29437 66.70832 58.13777 53.85397 53.33854 54.00926 68.26419 62.98438 69.46222 73.23933 71.34424 71.17584 73.58329 74.70609 71.51224 71.86413 76.92204 75.70997 83.9345 92.69844 140.7302 118.9033 119.9208 125.1719 233.0944 221.5172 220.1278 138.2787 161.2203 162.9294 169.6496 171.2688 169.8529 172.5862 171.6421 177.8904 177.8617 179.36 186.7705 188.8624 195.3689 203.3246 283.6212 317.4826 280.2428 276.3838 229.3338 234.3864 329.8185 220.76 289.9328 223.1636 225.02 295.1373 246.0772 296.6759 235.6977 247.0324 246.4549 249.7877 309.8645 315.4822 340.74 305.7385 323.0255 256.7942 325.1538 329.6923 313.1597 330.8005 332.4443 329.5148 277.4395 327.8353 353.7358 317.2412 365.6734 362.6403 366.9622 368.4902 371.3072 286.8837 370.7991 372.8445 319.3556 320.8629 367.7027
35.90265 174.2912 7.071068 48.37355 3.807887 57 0 13.0384 6.576473 53.03772 10.19804 2.236068 11.18034 17.11724 63.07139 4.472136 19.41649 63.69655 44.55334 70.05078 14.86607 72.83543 17.02939 32.31099 16.27882 63.34824 19.10497 22.2036 73.5459 68.65858 29.20616 74.38078 23.32381 79.81228 80.02812 26.41969 28.01785 35.38361 65 84.93694 137.3586 32.20637 81.34494 90.70186 81.5414 36.71512 85.08819 74.70609 59.40539 94.541 92.70383 101.7693 88.10221 62.54998 74.47483 97.69913 90.94565 48.64336 72.42237 51.17128 63.14837 94.82616 65.8559 92.66067 75 73.40981 104.6518 101.7472 94.89468 90.55385 73.17445 66.48308 97.12878 70.83784 99.36297 95.88013 91.58603 98.11218 94.66784 103.4456 95.71834 81.05554 80.10306 77.23341 55.9464 52.88667 97.94386 69.14658 73.5527 79.24645 109.6038 92.58851 109.8362 61.84658 112.058 70.77429 71.22149 69.57011 105.8915 101.5552 72.73239 103.9471 113.1459 124.4588 107.4244 146.9864 146.6492 148.691 187.1096 177.2537 176.432 158.8081 178.4382 180.6793 189.7894 192.1302 188.7671 192.4188 190.0789 197.7675 194.4474 196.7867 205.4221 207.9663 200.125 207.5878 247.6812 276.74 245.204 242.6706 214.8325 218.6596 289.5069 228.5243 256.2226 222.5242 231.3893 261.8797 230.1586 264.3324 244.2987 236.5418 238.1029 239.6218 277.3464 283.8098 304.6906 276.8772 290.5416 254.0044 292.971 297.8087 286.2481 300.1766 303.3681 301.0399 286.7422 300.3415 321.4001 294.4096 332.0994 329.7954 333.6889 334.8582 337.6181 296.8438 337.3974 339.3081 299.1739 301.7284 336.7956
23.76973 176.7911 14.42221 35.69314 12.34909 44.01136 13.0384 0 6.5 40.0125 3.162278 12.04159 24.02082 30.01666 50.03998 11.40175 32.14032 50.65817 31.57531 57.04774 9.219544 59.84146 10 20.24846 11.18034 50.44799 12.04159 33.24154 60.63827 55.7853 39.81206 61.66441 31.40064 67.05222 67.36839 22 36.40055 26.41969 52.7731 72.42203 149.8615 39.24602 68.942 78.35634 69.31811 31.40064 72.89719 62.96825 48.79549 82.29216 80.49845 89.47067 76.15773 52.36888 63.32851 85.63597 79.11876 43.27817 61.6198 44.30011 54.07901 83.00602 56.0803 80.99383 64.38167 62.93648 92.66067 89.86935 83.21658 79.05694 62.94839 57.00877 85.44004 60.959 87.66413 84.31489 80.21222 86.53323 83.23461 91.80959 84.40379 70.71068 70.06069 67.26812 50.9902 50.01 86.60831 60.63209 64.40497 69.52697 98.22932 82.62888 98.6002 59.03389 100.8018 65.73431 66.68208 65.62012 95.48298 91.80583 68.73136 94.49339 103.7111 114.7693 112.5078 138.2208 138.1304 140.8013 196.4688 186.0776 185.0871 151.6113 172.0936 174.2441 182.9371 185.1486 182.1565 185.6475 183.5756 191.0236 188.3572 190.5387 198.9779 201.4448 196.6215 204.2458 254.4013 284.8192 251.6764 248.783 215.9282 220.0773 297.4916 224.5335 262.3738 220.3838 227.7213 267.9272 231.683 270.147 240.2043 236.7826 237.8424 239.8 283.2402 289.4996 311.5669 281.8244 296.4576 252.5178 298.8143 303.5852 290.7232 305.6338 308.4362 305.9493 282.6646 305 327.3408 297.8808 338.3785 335.8824 339.893 341.1569 343.936 292.6555 343.6408 345.5894 302.0017 304.3058 342.3978
29.88729 174.9426 9.708244 42.08622 6.726812 50.5099 6.576473 6.5 0 46.51075 3.640055 5.59017 17.52855 23.52127 56.53539 5.408327 25.67586 57.14018 37.97697 63.47462 10.06231 66.25896 11.92686 25.94706 11.88486 56.78248 14.15097 27.28095 66.97947 62.09871 34.04776 67.86199 26.51886 73.28199 73.52721 22.94014 31.46824 30.15377 58.63659 78.48341 143.4945 34.90702 74.9283 84.3081 75.1881 33.06433 78.74802 68.52919 53.64932 88.18305 86.36116 95.39523 81.85505 56.97587 68.52919 91.41099 84.74488 45.10592 66.61269 46.97074 58.0433 88.62985 60.45866 86.52312 69.2694 67.73662 98.39334 95.53141 88.75387 84.48225 67.60362 61.21479 90.98489 65.40833 93.21615 89.78446 85.5643 92.01223 88.62421 97.32548 89.72319 75.447 74.62071 71.77918 52.65216 50.55937 91.94156 64.30008 68.44158 73.90027 103.5917 87.1578 103.8809 59.60914 106.0955 67.51481 68.20007 66.82253 100.2809 96.22488 69.97321 98.74842 107.9641 119.1732 109.3584 142.1276 141.9023 144.2333 191.4164 181.2617 180.3469 154.6779 174.7193 176.9188 185.8366 188.1176 184.9277 188.5053 186.2908 193.8692 190.8569 193.1224 201.6684 204.177 197.7833 205.3287 250.5718 280.3657 247.9622 245.2371 214.7888 218.7813 293.0836 225.9576 258.8132 220.8625 228.9809 264.4168 230.3394 266.747 241.6871 236.0747 237.3842 239.1243 279.8057 286.163 307.6758 278.8391 293.0154 252.6786 295.4069 300.2103 287.9657 302.4107 305.3989 302.9872 284.1506 302.1577 323.8923 295.6083 334.7719 332.3661 336.322 337.5415 340.312 294.2006 340.0518 341.9828 300.0421 302.4686 339.1121
20.59126 191.7809 52.7731 9.433981 51.79286 4.472136 53.03772 40.0125 46.51075 0 43 52 64 70 10.04988 51.0392 72.02777 10.92016 10.29563 18.1873 42.75512 21.0238 41 25.07987 43.17407 14.21267 40.5216 71.84706 23.02173 19.10497 77.66595 26.16295 67.44627 30.61046 31.85122 45.17743 72.12489 34.82815 24.04163 37.7176 189.0888 72.98116 35.4683 44.47027 37.20215 46.09772 40.60788 35.4683 33.37664 48.79549 47.42362 55.22681 45.22168 37.76903 39.65476 53.1161 48.63583 51.52955 40.4475 47.33392 44.28927 52.20153 42.19005 51.31277 43.56604 43.28972 60.1415 58.19364 53.25411 50.60632 44.63743 44.28318 55.21775 45 57.2014 54.91812 52.35456 56.85948 54.70832 61.40033 56.4358 50.01 51.05389 49.25444 57.45433 62.62587 58.30952 51.12974 51.0392 52.23983 68.8186 61.92602 69.89278 69.33974 71.84706 67.77905 70.11776 71.11259 71.17584 70.98005 73.40981 74.72617 83.1685 92.30926 136.4734 118.33 119.2183 124.1934 228.6416 217.085 215.7041 137.1022 159.8624 161.623 168.5734 170.2616 168.6713 171.4934 170.4259 176.8191 176.5109 178.0842 185.6212 187.7578 193.1657 201.1075 279.4155 313.1468 276.0652 272.2499 226.0133 231.0087 325.4969 218.835 285.8059 220.6581 223.0022 291.0292 242.7056 292.6024 233.865 243.9611 243.5077 246.7391 305.7908 311.4434 336.5516 301.8079 318.9589 254.2071 321.0997 325.6517 309.317 326.8103 328.5187 325.6133 275.7271 323.9753 349.687 313.5889 361.5812 358.575 362.8819 364.3968 367.2125 285.2337 366.7151 368.756 315.8354 317.3972 363.7159
